token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
a_3 chlorophyll a_4,1,1,1,1,1,2
a_4 chlorophyll a_5,1,1,1,1,1,2
a_5 chlorophyll a_6,1,1,1,1,1,2
a_6 chlorophyll a_7,1,1,1,1,1,2
a_7 chlorophyll a_8,1,1,1,1,1,2
a_8 chlorophyll a_9,1,1,1,1,1,2
a_9 chlorophyll a_10,1,1,1,1,1,2
ablation rate iceberg,1,1,1,1,1,2
absolute pressure barometric,1,1,1,1,1,2
absolute pressure temperature,1,1,1,1,1,2
abundance biomass wet,1,1,1,1,1,2
abundance foliar material,1,1,1,1,1,2
abundance total dominant,1,1,1,1,1,2
accelerator mass spectrometry,1,1,1,1,1,2
accumulated freezing degree,1,1,1,1,1,2
accumulation meters water,1,1,1,1,1,2
accumulation september april,1,1,1,1,1,2
acetate formate oxalate,1,1,1,1,1,2
acid concentration ammonia,1,1,1,1,1,2
acid concentration sodium,1,1,1,1,1,2
acquired data calendar,1,1,1,1,1,2
acquisition date satellite,1,1,1,1,1,2
active radiation net,1,1,1,1,1,2
active radiation solar,1,1,1,1,1,2
active radiation_1 photosynthetically,1,1,1,1,1,2
active radiation_10 photosynthetically,1,1,1,1,1,2
active radiation_11 photosynthetically,1,1,1,1,1,2
active radiation_2 photosynthetically,1,1,1,1,1,2
active radiation_3 photosynthetically,1,1,1,1,1,2
active radiation_4 photosynthetically,1,1,1,1,1,2
active radiation_5 photosynthetically,1,1,1,1,1,2
active radiation_6 photosynthetically,1,1,1,1,1,2
active radiation_7 photosynthetically,1,1,1,1,1,2
active radiation_8 photosynthetically,1,1,1,1,1,2
active radiation_9 photosynthetically,1,1,1,1,1,2
addition average d15n,1,1,1,1,1,2
addition d15n collected,1,1,1,1,1,2
addition date dry,1,1,1,1,1,2
addition delta 15n,1,1,1,1,1,2
addition lower depth,1,1,1,1,1,2
addition percent carbon,1,1,1,1,1,2
addition sampling date,1,1,1,1,1,2
age c28 fatty,1,1,1,1,1,2
age method comments,1,1,1,1,1,2
age_uncertainty ams_facility latitude,1,1,1,1,1,2
agricultural waste burning,1,1,1,1,1,2
air content citation,1,1,1,1,1,2
air content residual,1,1,1,1,1,2
air dry mass,1,1,1,1,1,2
air pressure wind,1,1,1,1,1,2
air sample inlet,1,1,1,1,1,2
air temperature gas,1,1,1,1,1,2
air temperature height,1,1,1,1,1,2
air temperature pco2,1,1,1,1,1,2
airborne topographic mapper,1,1,1,1,1,2
airt gc reco,1,1,1,1,1,2
airt umolesco2 snowdepth_gapfilled,1,1,1,1,1,2
airtc_avg rh_avg bp_mbar_avg,1,1,1,1,1,2
akst clo clo,1,1,1,1,1,2
al 1999 doi,1,1,1,1,1,2
albedo_avg cg3upco_avg cg3dnco_avg,1,1,1,1,1,2
alpha coefficient accumulated,1,1,1,1,1,2
alphaweair alphaweice weair,1,1,1,1,1,2
ambient gcumolesco2 airt,1,1,1,1,1,2
ammonia concentration nitrate,1,1,1,1,1,2
ammonia concentration nitric,1,1,1,1,1,2
ammonia concentration sodium,1,1,1,1,1,2
ammonium blank nitrate,1,1,1,1,1,2
ammonium day nitrate,1,1,1,1,1,2
ammonium um sample,1,1,1,1,1,2
ammonium um stdev,1,1,1,1,1,2
ammonium_1 ammonium_2 ammonium_3,1,1,1,1,1,2
ammonium_10 ammonium_11 ammonium_12,1,1,1,1,1,2
ammonium_2 ammonium_3 ammonium_4,1,1,1,1,1,2
ammonium_3 ammonium_4 ammonium_5,1,1,1,1,1,2
ammonium_4 ammonium_5 ammonium_6,1,1,1,1,1,2
ammonium_5 ammonium_6 ammonium_7,1,1,1,1,1,2
ammonium_6 ammonium_7 ammonium_8,1,1,1,1,1,2
ammonium_7 ammonium_8 ammonium_9,1,1,1,1,1,2
ammonium_8 ammonium_9 ammonium_10,1,1,1,1,1,2
ammonium_9 ammonium_10 ammonium_11,1,1,1,1,1,2
ammonium_blankcorrected nitrate_blankcorrected phosphate_blankcorrected,1,1,1,1,1,2
ammonium_per_day nitrate_per_day phosphate_per_day,1,1,1,1,1,2
ampl 28 ampl,1,1,1,1,1,2
ampl 44 replicates,1,1,1,1,1,2
ams_facility latitude sample_id,1,1,1,1,1,2
ams_facility sample_id latitude_north,1,1,1,1,1,2
analytical uncertainty ice,1,1,1,1,1,2
annual net snowfall,1,1,1,1,1,2
annual snow accumulation,1,1,1,1,1,2
anomaly conductivity salinity,1,1,1,1,1,2
anomaly station date,1,1,1,1,1,2
anomaly temperature uncertainty,1,1,1,1,1,2
aod residential combustion,1,1,1,1,1,2
applicable range sample,1,1,1,1,1,2
areal basis pigment,1,1,1,1,1,2
aspect deg northness,1,1,1,1,1,2
atm ice elevation,1,1,1,1,1,2
atm lidar 1,1,1,1,1,1,2
atmospheric pco2 latitude,1,1,1,1,1,2
atmospheric pco2 super,1,1,1,1,1,2
august winter snow,1,1,1,1,1,2
availability po4 availability,1,1,1,1,1,2
availability total free,1,1,1,1,1,2
availability total reducing,1,1,1,1,1,2
average air temperature,1,1,1,1,1,2
average annual net,1,1,1,1,1,2
average daily temperature,1,1,1,1,1,2
average thaw depth,1,1,1,1,1,2
average wave height,1,1,1,1,1,2
average wave period,1,1,1,1,1,2
b_glucosidase n_acetyl_glucosaminidase phosphatase,1,1,1,1,1,2
ba la ce,1,1,1,1,1,2
background 2 specific,1,1,1,1,1,2
background profile 2,1,1,1,1,1,2
background reading background,1,1,1,1,1,2
bacterialbiomass fungalbiomass locationsurfpreds,1,1,1,1,1,2
barometric absolute pressure,1,1,1,1,1,2
basis pigment concentration,1,1,1,1,1,2
battery temperature dissolved,1,1,1,1,1,2
be_9_added milligrams 10be_9be,1,1,1,1,1,2
bed elevation 1,1,1,1,1,1,2
bed elevation error,1,1,1,1,1,2
belowground material harvested,1,1,1,1,1,2
biomass burning aod,1,1,1,1,1,2
biomass burning bb,1,1,1,1,1,2
biomass carbon microbial,1,1,1,1,1,2
biomass carbon weight,1,1,1,1,1,2
biomass nitrogen nh4,1,1,1,1,1,2
biomass transect site,1,1,1,1,1,2
blank ammonium day,1,1,1,1,1,2
blank nitrate blank,1,1,1,1,1,2
blank phosphate blank,1,1,1,1,1,2
blank_corrected_10be_ concentration_uncertainty atoms,1,1,1,1,1,2
blank_corrected_10be_concentration 10be_concentration_uncertainty age_ka,1,1,1,1,1,2
block color code,1,1,1,1,1,2
block fence chamber,1,1,1,1,1,2
block fence plot,1,1,1,1,1,2
block fence warming,1,1,1,1,1,2
block harvest start,1,1,1,1,1,2
block plot species,1,1,1,1,1,2
block plot yearremoved,1,1,1,1,1,2
block soil_depth mbc,1,1,1,1,1,2
block tissue dry,1,1,1,1,1,2
body type observed,1,1,1,1,1,2
bone element locality,1,1,1,1,1,2
bounding boxes site,1,1,1,1,1,2
boxes site station,1,1,1,1,1,2
bp_mbar_avg ws_ms_avg ws_ms_max,1,1,1,1,1,2
br2 br2 uncertainty,1,1,1,1,1,2
br2 uncertainty o3,1,1,1,1,1,2
branched mono poly,1,1,1,1,1,2
brcl brcl uncertainty,1,1,1,1,1,2
brcl uncertainty br2,1,1,1,1,1,2
brightness_temperature brightness_temperature short,1,1,1,1,1,2
brightness_temperature short ssa,1,1,1,1,1,2
bro bro uncertainty,1,1,1,1,1,2
bro uncertainty n2o5,1,1,1,1,1,2
burning specific humidity,1,1,1,1,1,2
c_c1_10 c_c1_20 c_s1_10,1,1,1,1,1,2
c_c1_20 c_s1_10 c_s1_2,1,1,1,1,1,2
c_mass ug d15n,1,1,1,1,1,2
c_s1_10 c_s1_2 c_t1_10,1,1,1,1,1,2
c_s1_2 c_t1_10 c_t1_2,1,1,1,1,1,2
c_t1_10 c_t1_2 s_c1_10,1,1,1,1,1,2
c_t1_2 s_c1_10 s_c1_2,1,1,1,1,1,2
c28 fatty acid,1,1,1,1,1,2
ca44 intensity fe56,1,1,1,1,1,2
calanus hyperboreus data,1,1,1,1,1,2
calcium carbonate site,1,1,1,1,1,2
calibrated conductivity temperature,1,1,1,1,1,2
calving rate measurement,1,1,1,1,1,2
calving submarine melting,1,1,1,1,1,2
captured image data,1,1,1,1,1,2
carbon 13 percent,1,1,1,1,1,2
carbon 14 error,1,1,1,1,1,2
carbon 14 uncalibrated,1,1,1,1,1,2
carbon addition sampling,1,1,1,1,1,2
carbon concentration delta,1,1,1,1,1,2
carbon data flag,1,1,1,1,1,2
carbon microbial biomass,1,1,1,1,1,2
carbon percent calcium,1,1,1,1,1,2
carbon total nitrogen,1,1,1,1,1,2
carbon water temperature,1,1,1,1,1,2
carbon weight dominant,1,1,1,1,1,2
carbonate site depth,1,1,1,1,1,2
carrier_added_g 10be_9be_ratio 10be_9be_ratio_uncertainty,1,1,1,1,1,2
carrier_concentration 10be_9be_ratio 10be_atoms,1,1,1,1,1,2
carrier_g 10be_9be_ratio 10be_9be_ratio_uncertainty,1,1,1,1,1,2
carrier_g carrier_concentration 10be_9be_ratio,1,1,1,1,1,2
category latitude_dd longitude_dd,1,1,1,1,1,2
caught species mortality,1,1,1,1,1,2
cd cs ba,1,1,1,1,1,2
cdr_cloud_binary_mask solar_zenith_angle sea_ice_thickness,1,1,1,1,1,2
ce gc2015 site,1,1,1,1,1,2
ce pr pb,1,1,1,1,1,2
cell counts clones,1,1,1,1,1,2
celsius salinity station,1,1,1,1,1,2
center profile line,1,1,1,1,1,2
cf_cf1_ 10 cf_cf1_20,1,1,1,1,1,2
cf_cf1_ 2 cf_sg1_20,1,1,1,1,1,2
cf_cf1_20 cf_cf1_ 2,1,1,1,1,1,2
cf_sg1_ 10 cf_sg1_,1,1,1,1,1,2
cf_sg1_ 2 cf_tl1_,1,1,1,1,1,2
cf_sg1_20 cf_sg1_ 10,1,1,1,1,1,2
cf_tl1_ 10 cf_tl1_20,1,1,1,1,1,2
cf_tl1_ 2 cf_tl1_,1,1,1,1,1,2
cf_tl1_20 sg_cf1_ 10,1,1,1,1,1,2
cg3dn_avg netrs_avg netrl_avg,1,1,1,1,1,2
cg3dnco_avg temp0_avg temp25_avg,1,1,1,1,1,2
cg3up_avg cg3dn_avg netrs_avg,1,1,1,1,1,2
cg3upco_avg cg3dnco_avg temp0_avg,1,1,1,1,1,2
ch4_flux ch4_flux_f qc_ch4_flux,1,1,1,1,1,2
ch4_flux ch4_flux_f qc_ch4_flux_f,1,1,1,1,1,2
ch4_flux qc_ch4_flux ch4_flux_f,1,1,1,1,1,2
ch4_flux_f ch4_flux_gf ch4_flux_gf_qc,1,1,1,1,1,2
ch4_flux_f qc_ch4_flux ch4_flux_gf,1,1,1,1,1,2
ch4_flux_f qc_ch4_flux_f ch4_flux_gf,1,1,1,1,1,2
ch4_flux_gf qc_ch4_flux_gf rssi,1,1,1,1,1,2
ch4_flux_gf_qc rssi ch4_mole_fraction,1,1,1,1,1,2
ch4_flux_gf_qc rssi potrad,1,1,1,1,1,2
ch4_mol_fraction potrad fp_neenight,1,1,1,1,1,2
ch4_mole_fraction potrad fp_neenight,1,1,1,1,1,2
chamber drying warming,1,1,1,1,1,2
chamber type date,1,1,1,1,1,2
chemistry unit reaction,1,1,1,1,1,2
chlorine concentration sulphate,1,1,1,1,1,2
chlorophyll a_1 chlorophyll,1,1,1,1,1,2
chlorophyll a_10 chlorophyll,1,1,1,1,1,2
chlorophyll a_11 chlorophyll,1,1,1,1,1,2
chlorophyll a_2 chlorophyll,1,1,1,1,1,2
chlorophyll a_3 chlorophyll,1,1,1,1,1,2
chlorophyll a_4 chlorophyll,1,1,1,1,1,2
chlorophyll a_5 chlorophyll,1,1,1,1,1,2
chlorophyll a_6 chlorophyll,1,1,1,1,1,2
chlorophyll a_7 chlorophyll,1,1,1,1,1,2
chlorophyll a_8 chlorophyll,1,1,1,1,1,2
chlorophyll a_9 chlorophyll,1,1,1,1,1,2
citation estimated top,1,1,1,1,1,2
cl2 cl2 uncertainty,1,1,1,1,1,2
cl2 uncertainty ho2no2,1,1,1,1,1,2
class unique identifier,1,1,1,1,1,2
classes ecological term,1,1,1,1,1,2
classification 1952 coarse,1,1,1,1,1,2
classification 1979 coarse,1,1,1,1,1,2
classification 1979 fine,1,1,1,1,1,2
classification 2015 coarse,1,1,1,1,1,2
classification 2015 fine,1,1,1,1,1,2
classification unique idenfier,1,1,1,1,1,2
classification unique identifier,1,1,1,1,1,2
clno2 clno2 uncertainty,1,1,1,1,1,2
clno2 uncertainty hobr,1,1,1,1,1,2
clo clo uncertainty,1,1,1,1,1,2
clo uncertainty cl2,1,1,1,1,1,2
clones 28s rrna,1,1,1,1,1,2
cloud particle phase,1,1,1,1,1,2
cloud top cloud,1,1,1,1,1,2
cloud_optical_depth float cloud_top_pressure,1,1,1,1,1,2
cloud_particle_radius float cloud_optical_depth,1,1,1,1,1,2
cloud_top_pressure float cloud_top_temperature,1,1,1,1,1,2
cloud_top_temperature short cloud_type,1,1,1,1,1,2
cloud_type float surface_shortwave_cloud_radiative_forcing,1,1,1,1,1,2
cm 18s rrna,1,1,1,1,1,2
cm average thaw,1,1,1,1,1,2
cm easting northing,1,1,1,1,1,2
cm fl cm,1,1,1,1,1,2
cm leader growth,1,1,1,1,1,2
cm litter depth,1,1,1,1,1,2
cm maximum thaw,1,1,1,1,1,2
cm org layer,1,1,1,1,1,2
cm sample date,1,1,1,1,1,2
cm site.code site.name,1,1,1,1,1,2
cm thaw depth,1,1,1,1,1,2
cm width cm,1,1,1,1,1,2
cm3dn_avg cg3up_avg cg3dn_avg,1,1,1,1,1,2
cm3up_avg cm3dn_avg cg3up_avg,1,1,1,1,1,2
co2 atmospheric pco2,1,1,1,1,1,2
co2 efflux post,1,1,1,1,1,2
co2 flux soil,1,1,1,1,1,2
co2 super 2016,1,1,1,1,1,2
coastal floodplain coastal,1,1,1,1,1,2
coastal shoreline forest,1,1,1,1,1,2
code treatment efflux,1,1,1,1,1,2
code version version,1,1,1,1,1,2
coefficient accumulated freezing,1,1,1,1,1,2
colldensity avsoilmoisture block,1,1,1,1,1,2
collected ammonia concentration,1,1,1,1,1,2
collected data maximum,1,1,1,1,1,2
collected ph raw,1,1,1,1,1,2
collection method age,1,1,1,1,1,2
collection method habitat,1,1,1,1,1,2
collection shot identifier,1,1,1,1,1,2
colltype colldensity avsoilmoisture,1,1,1,1,1,2
color code treatment,1,1,1,1,1,2
column position ammonia,1,1,1,1,1,2
column position julian,1,1,1,1,1,2
comments tar103_allele1 tar103_allele2,1,1,1,1,1,2
concentration ammonia concentration,1,1,1,1,1,2
concentration carbon data,1,1,1,1,1,2
concentration delta 15n,1,1,1,1,1,2
concentration nitric acid,1,1,1,1,1,2
concentration ph redox,1,1,1,1,1,2
concentration ph salinity,1,1,1,1,1,2
concentration site depth,1,1,1,1,1,2
concentration sulphate concentration,1,1,1,1,1,2
concentration total dissolved,1,1,1,1,1,2
concentration uncertainty lm_age_ka,1,1,1,1,1,2
cond_mmol_m 2_s 1,1,1,1,1,1,2
conductance profile 1,1,1,1,1,1,2
conductance profile 5,1,1,1,1,1,2
conductance profile 6,1,1,1,1,1,2
conductance profile 7,1,1,1,1,1,2
conductance profile 8,1,1,1,1,1,2
conductance time specific,1,1,1,1,1,2
conductivity data package,1,1,1,1,1,2
conductivity depth dissolved,1,1,1,1,1,2
conductivity dgps elevation,1,1,1,1,1,2
conductivity salinity data,1,1,1,1,1,2
conductivity temperature notes,1,1,1,1,1,2
conductivity temperature pressure,1,1,1,1,1,2
conductivity temperature salinity,1,1,1,1,1,2
content citation estimated,1,1,1,1,1,2
contributor contributor identifier,1,1,1,1,1,2
contributor identifier citation,1,1,1,1,1,2
control flag profile,1,1,1,1,1,2
control flag salinity,1,1,1,1,1,2
coordinates bed elevation,1,1,1,1,1,2
coordinates lower left,1,1,1,1,1,2
copepods_1 copepods_2 copepods_3,1,1,1,1,1,2
copepods_10 copepods_11 copepods_12,1,1,1,1,1,2
copepods_2 copepods_3 copepods_4,1,1,1,1,1,2
copepods_3 copepods_4 copepods_5,1,1,1,1,1,2
copepods_4 copepods_5 copepods_6,1,1,1,1,1,2
copepods_5 copepods_6 copepods_7,1,1,1,1,1,2
copepods_6 copepods_7 copepods_8,1,1,1,1,1,2
copepods_7 copepods_8 copepods_9,1,1,1,1,1,2
copepods_8 copepods_9 copepods_10,1,1,1,1,1,2
copepods_9 copepods_10 copepods_11,1,1,1,1,1,2
core depth ice,1,1,1,1,1,2
core depth melt,1,1,1,1,1,2
core depth meters,1,1,1,1,1,2
core depth modelled,1,1,1,1,1,2
core firn air,1,1,1,1,1,2
corner coordinates upper,1,1,1,1,1,2
counts clones 28s,1,1,1,1,1,2
cr mn fe,1,1,1,1,1,2
cruise identification station,1,1,1,1,1,2
cruz paleogenomics lab,1,1,1,1,1,2
cs ba la,1,1,1,1,1,2
ctrl ctrl_se low,1,1,1,1,1,2
ctrl_se low low_se,1,1,1,1,1,2
cu zn si,1,1,1,1,1,2
cushion size classes,1,1,1,1,1,2
d13c c_mass ug,1,1,1,1,1,2
d15n n_mass ug,1,1,1,1,1,2
d52003 site melt,1,1,1,1,1,2
daily precipitation totals,1,1,1,1,1,2
daily rainfall water,1,1,1,1,1,2
daily temperature average,1,1,1,1,1,2
daily temperature minimum,1,1,1,1,1,2
daily temperature precipitation,1,1,1,1,1,2
data collection shot,1,1,1,1,1,2
data date data,1,1,1,1,1,2
data describing visual,1,1,1,1,1,2
data flag carbon,1,1,1,1,1,2
data flag nitrogen,1,1,1,1,1,2
data flag temperature,1,1,1,1,1,2
data maximum daily,1,1,1,1,1,2
data total image,1,1,1,1,1,2
dataset upper left,1,1,1,1,1,2
date absolute pressure,1,1,1,1,1,2
date alpha coefficient,1,1,1,1,1,2
date ammonia concentration,1,1,1,1,1,2
date battery temperature,1,1,1,1,1,2
date caught species,1,1,1,1,1,2
date ch4 flux,1,1,1,1,1,2
date code version,1,1,1,1,1,2
date collected ammonia,1,1,1,1,1,2
date collected pigment,1,1,1,1,1,2
date day block,1,1,1,1,1,2
date depth_n depth_average,1,1,1,1,1,2
date dry mass,1,1,1,1,1,2
date harvested isotopesamplemass,1,1,1,1,1,2
date hour latitude,1,1,1,1,1,2
date mean_thaw_cm standard_devation_cm,1,1,1,1,1,2
date microbial respiration,1,1,1,1,1,2
date mm dd,1,1,1,1,1,2
date plot replicate,1,1,1,1,1,2
date rain temperature,1,1,1,1,1,2
date sample type,1,1,1,1,1,2
date site treatment,1,1,1,1,1,2
date time 24,1,1,1,1,1,2
date time air,1,1,1,1,1,2
date time c_c1_10,1,1,1,1,1,2
date time cf_cf1_,1,1,1,1,1,2
date time deployed,1,1,1,1,1,2
date time depth,1,1,1,1,1,2
date time retrieved,1,1,1,1,1,2
date time soil,1,1,1,1,1,2
date time speed,1,1,1,1,1,2
date time temperature,1,1,1,1,1,2
date tree photo_umol_m,1,1,1,1,1,2
date tree resp_umol_m,1,1,1,1,1,2
date tussock population,1,1,1,1,1,2
date utc time,1,1,1,1,1,2
date v1 v0,1,1,1,1,1,2
date_time ctrl ctrl_se,1,1,1,1,1,2
daugaard jensen glacier,1,1,1,1,1,2
daughter 1 leaf,1,1,1,1,1,2
daughter 1 weight,1,1,1,1,1,2
daughter 2 leaf,1,1,1,1,1,2
daughter 2 weight,1,1,1,1,1,2
daughter 3 leaf,1,1,1,1,1,2
daughter 3 weight,1,1,1,1,1,2
daughter 4 leaf,1,1,1,1,1,2
daughter 4 weight,1,1,1,1,1,2
daughter 5 leaf,1,1,1,1,1,2
daughter 5 weight,1,1,1,1,1,2
daughter 6 la,1,1,1,1,1,2
daughter 6 weight,1,1,1,1,1,2
day 1 24,1,1,1,1,1,2
day block color,1,1,1,1,1,2
day nitrate day,1,1,1,1,1,2
day phosphate day,1,1,1,1,1,2
day radiation air,1,1,1,1,1,2
day t1 g1,1,1,1,1,1,2
day water temperature,1,1,1,1,1,2
day_postfire thaw_depth_uncorr thaw_corr,1,1,1,1,1,2
days weather station,1,1,1,1,1,2
days.post.fert length.mm measured.status,1,1,1,1,1,2
dd yyyy block,1,1,1,1,1,2
dead carbon percent,1,1,1,1,1,2
dead nitrogen percent,1,1,1,1,1,2
dead phosphorus percent,1,1,1,1,1,2
dead root biomass,1,1,1,1,1,2
deg aspect deg,1,1,1,1,1,2
deg northness potential,1,1,1,1,1,2
degree days weather,1,1,1,1,1,2
degree kelvins temperature,1,1,1,1,1,2
degrees minutes longitude,1,1,1,1,1,2
degrees minutes west,1,1,1,1,1,2
