token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
media,2,2,2,1,1,2
mesh,2,2,2,1,1,2
microeinsteins,2,2,2,1,1,2
mn,2,2,2,1,1,2
modification,2,2,2,1,1,2
molecular,2,2,2,1,1,2
mosses,2,2,2,1,1,2
mount,2,2,2,1,1,2
museum,2,2,2,1,1,2
neck,2,2,2,1,1,2
needles,2,2,2,1,1,2
nickel,2,2,2,1,1,2
nonvascular,2,2,2,1,1,2
northwest,2,2,2,1,1,2
observer's,2,2,2,1,1,2
oceans,2,2,2,1,1,2
oxcal,2,2,2,1,1,2
participating,2,2,2,1,1,2
passing,2,2,2,1,1,2
passive,2,2,2,1,1,2
pattern,2,2,2,1,1,2
pheophytin,2,2,2,1,1,2
placing,2,2,2,1,1,2
pr,2,2,2,1,1,2
rapid,2,2,2,1,1,2
redox,2,2,2,1,1,2
referring,2,2,2,1,1,2
reimer,2,2,2,1,1,2
remote,2,2,2,1,1,2
removing,2,2,2,1,1,2
replication,2,2,2,1,1,2
reports,2,2,2,1,1,2
reproductive,2,2,2,1,1,2
required,2,2,2,1,1,2
rod,2,2,2,1,1,2
rough,2,2,2,1,1,2
round,2,2,2,1,1,2
runs,2,2,2,1,1,2
sc,2,2,2,1,1,2
scheme,2,2,2,1,1,2
skin,2,2,2,1,1,2
slopes,2,2,2,1,1,2
slow,2,2,2,1,1,2
southern,2,2,2,1,1,2
stop,2,2,2,1,1,2
stp,2,2,2,1,1,2
street,2,2,2,1,1,2
submission,2,2,2,1,1,2
subregion,2,2,2,1,1,2
supersaturation,2,2,2,1,1,2
swabbed,2,2,2,1,1,2
taxonomy,2,2,2,1,1,2
technician,2,2,2,1,1,2
thickest,2,2,2,1,1,2
ti,2,2,2,1,1,2
toe,2,2,2,1,1,2
tp,2,2,2,1,1,2
traced,2,2,2,1,1,2
traditional,2,2,2,1,1,2
traverse,2,2,2,1,1,2
ua,2,2,2,1,1,2
understory,2,2,2,1,1,2
unkown,2,2,2,1,1,2
unnamed,2,2,2,1,1,2
usf,2,2,2,1,1,2
usgs,2,2,2,1,1,2
varying,2,2,2,1,1,2
vegetative,2,2,2,1,1,2
vulgaris,2,2,2,1,1,2
warmer,2,2,2,1,1,2
wfv,2,2,2,1,1,2
xx,2,2,2,1,1,2
zn,2,2,2,1,1,2
zones,2,2,2,1,1,2
δd,2,2,2,1,1,2
_vsmow,1,1,1,1,1,2
"0,10",1,1,1,1,1,2
"0,15,30",1,1,1,1,1,2
0.001,1,1,1,1,1,2
0.006,1,1,1,1,1,2
0.010,1,1,1,1,1,2
0.0119,1,1,1,1,1,2
0.012,1,1,1,1,1,2
0.035,1,1,1,1,1,2
0.040,1,1,1,1,1,2
0.062,1,1,1,1,1,2
0.0766,1,1,1,1,1,2
0.1255,1,1,1,1,1,2
0.42,1,1,1,1,1,2
0.4623,1,1,1,1,1,2
0.46m,1,1,1,1,1,2
0.51m,1,1,1,1,1,2
0.61m,1,1,1,1,1,2
0.66,1,1,1,1,1,2
0.6m,1,1,1,1,1,2
0.71m,1,1,1,1,1,2
0.725,1,1,1,1,1,2
0.76,1,1,1,1,1,2
0.76m,1,1,1,1,1,2
0.7m,1,1,1,1,1,2
0.81,1,1,1,1,1,2
0.81m,1,1,1,1,1,2
0.86m,1,1,1,1,1,2
0.87,1,1,1,1,1,2
0.87m,1,1,1,1,1,2
0.88m,1,1,1,1,1,2
0.89,1,1,1,1,1,2
0.8m,1,1,1,1,1,2
0.91m,1,1,1,1,1,2
0.93,1,1,1,1,1,2
0.93m,1,1,1,1,1,2
0.95,1,1,1,1,1,2
0.96,1,1,1,1,1,2
0.96m,1,1,1,1,1,2
0.97m,1,1,1,1,1,2
0.99,1,1,1,1,1,2
0.99m,1,1,1,1,1,2
001.11m,1,1,1,1,1,2
001.14m,1,1,1,1,1,2
001.21m,1,1,1,1,1,2
001.24m,1,1,1,1,1,2
001.33m,1,1,1,1,1,2
001.35m,1,1,1,1,1,2
001.39m,1,1,1,1,1,2
001.41m,1,1,1,1,1,2
001.45m,1,1,1,1,1,2
001.89m,1,1,1,1,1,2
002,1,1,1,1,1,2
002.83m,1,1,1,1,1,2
003.40m,1,1,1,1,1,2
003.70m,1,1,1,1,1,2
003.89m,1,1,1,1,1,2
004.83m,1,1,1,1,1,2
005.20m,1,1,1,1,1,2
005.89m,1,1,1,1,1,2
007.33m,1,1,1,1,1,2
008.39m,1,1,1,1,1,2
0168711,1,1,1,1,1,2
019248,1,1,1,1,1,2
024009,1,1,1,1,1,2
0481,1,1,1,1,1,2
05,1,1,1,1,1,2
0646,1,1,1,1,1,2
07.139993,1,1,1,1,1,2
07.249991,1,1,1,1,1,2
07.286523,1,1,1,1,1,2
07.319997,1,1,1,1,1,2
07.995578,1,1,1,1,1,2
09.120637,1,1,1,1,1,2
1.01m,1,1,1,1,1,2
1.02m,1,1,1,1,1,2
1.06,1,1,1,1,1,2
1.07m,1,1,1,1,1,2
1.08,1,1,1,1,1,2
1.08m,1,1,1,1,1,2
1.09,1,1,1,1,1,2
1.10,1,1,1,1,1,2
1.11,1,1,1,1,1,2
1.13,1,1,1,1,1,2
1.14m,1,1,1,1,1,2
1.15,1,1,1,1,1,2
1.19,1,1,1,1,1,2
1.19m,1,1,1,1,1,2
1.20,1,1,1,1,1,2
1.23,1,1,1,1,1,2
1.25m,1,1,1,1,1,2
1.26,1,1,1,1,1,2
1.28,1,1,1,1,1,2
1.29,1,1,1,1,1,2
1.30,1,1,1,1,1,2
1.33,1,1,1,1,1,2
1.34,1,1,1,1,1,2
1.38,1,1,1,1,1,2
1.39,1,1,1,1,1,2
1.39m,1,1,1,1,1,2
1.40,1,1,1,1,1,2
1.40m,1,1,1,1,1,2
1.44m,1,1,1,1,1,2
1.467769,1,1,1,1,1,2
1.47,1,1,1,1,1,2
1.51,1,1,1,1,1,2
1.52,1,1,1,1,1,2
1.53,1,1,1,1,1,2
1.55,1,1,1,1,1,2
1.57,1,1,1,1,1,2
1.58,1,1,1,1,1,2
1.62,1,1,1,1,1,2
1.63,1,1,1,1,1,2
1.65,1,1,1,1,1,2
1.66,1,1,1,1,1,2
1.67,1,1,1,1,1,2
1.70,1,1,1,1,1,2
1.79,1,1,1,1,1,2
1.81,1,1,1,1,1,2
1.83,1,1,1,1,1,2
1.86,1,1,1,1,1,2
1.87,1,1,1,1,1,2
1.88,1,1,1,1,1,2
1.89,1,1,1,1,1,2
1.91,1,1,1,1,1,2
1.92,1,1,1,1,1,2
1.94,1,1,1,1,1,2
1.972524,1,1,1,1,1,2
10.03,1,1,1,1,1,2
10.05,1,1,1,1,1,2
10.06,1,1,1,1,1,2
10.12,1,1,1,1,1,2
10.1371,1,1,1,1,1,2
10.14,1,1,1,1,1,2
10.16,1,1,1,1,1,2
10.18,1,1,1,1,1,2
10.22,1,1,1,1,1,2
10.24,1,1,1,1,1,2
10.4,1,1,1,1,1,2
10.500,1,1,1,1,1,2
10.57,1,1,1,1,1,2
10.64,1,1,1,1,1,2
10.66,1,1,1,1,1,2
10.67,1,1,1,1,1,2
10.7,1,1,1,1,1,2
10.787025,1,1,1,1,1,2
10.787881,1,1,1,1,1,2
10.788737,1,1,1,1,1,2
10.789594,1,1,1,1,1,2
10.79045,1,1,1,1,1,2
10.791306,1,1,1,1,1,2
10.792163,1,1,1,1,1,2
10.793019,1,1,1,1,1,2
10.793875,1,1,1,1,1,2
10.794733,1,1,1,1,1,2
10.795588,1,1,1,1,1,2
10.796444,1,1,1,1,1,2
10.797302,1,1,1,1,1,2
10.798157,1,1,1,1,1,2
10.799013,1,1,1,1,1,2
10.799869,1,1,1,1,1,2
10.800726,1,1,1,1,1,2
10.801582,1,1,1,1,1,2
10.802438,1,1,1,1,1,2
10.803295,1,1,1,1,1,2
10.804151,1,1,1,1,1,2
10.805007,1,1,1,1,1,2
10.805865,1,1,1,1,1,2
10.80672,1,1,1,1,1,2
10.807576,1,1,1,1,1,2
10.808434,1,1,1,1,1,2
10.809289,1,1,1,1,1,2
10.810145,1,1,1,1,1,2
10.811003,1,1,1,1,1,2
10.811858,1,1,1,1,1,2
10.812714,1,1,1,1,1,2
10.813572,1,1,1,1,1,2
10.814428,1,1,1,1,1,2
10.815283,1,1,1,1,1,2
10.816139,1,1,1,1,1,2
10.816997,1,1,1,1,1,2
10.817852,1,1,1,1,1,2
10.818708,1,1,1,1,1,2
10.819566,1,1,1,1,1,2
10.82,1,1,1,1,1,2
10.820421,1,1,1,1,1,2
10.821277,1,1,1,1,1,2
10.822135,1,1,1,1,1,2
10.822991,1,1,1,1,1,2
10.823846,1,1,1,1,1,2
10.824704,1,1,1,1,1,2
10.82556,1,1,1,1,1,2
10.826415,1,1,1,1,1,2
10.827273,1,1,1,1,1,2
10.828129,1,1,1,1,1,2
10.828984,1,1,1,1,1,2
10.829842,1,1,1,1,1,2
10.830698,1,1,1,1,1,2
10.831554,1,1,1,1,1,2
10.832411,1,1,1,1,1,2
10.833267,1,1,1,1,1,2
10.834123,1,1,1,1,1,2
10.834978,1,1,1,1,1,2
10.835836,1,1,1,1,1,2
10.836692,1,1,1,1,1,2
10.837547,1,1,1,1,1,2
10.838405,1,1,1,1,1,2
10.839261,1,1,1,1,1,2
10.840117,1,1,1,1,1,2
10.840974,1,1,1,1,1,2
10.84183,1,1,1,1,1,2
10.842686,1,1,1,1,1,2
10.843543,1,1,1,1,1,2
10.844399,1,1,1,1,1,2
10.845255,1,1,1,1,1,2
10.846112,1,1,1,1,1,2
10.846968,1,1,1,1,1,2
10.847824,1,1,1,1,1,2
10.848681,1,1,1,1,1,2
10.849537,1,1,1,1,1,2
10.850393,1,1,1,1,1,2
10.851249,1,1,1,1,1,2
10.852106,1,1,1,1,1,2
10.852962,1,1,1,1,1,2
10.853818,1,1,1,1,1,2
10.854675,1,1,1,1,1,2
10.855531,1,1,1,1,1,2
10.856387,1,1,1,1,1,2
10.857244,1,1,1,1,1,2
10.8581,1,1,1,1,1,2
10.858956,1,1,1,1,1,2
10.859814,1,1,1,1,1,2
10.860669,1,1,1,1,1,2
10.861525,1,1,1,1,1,2
10.862383,1,1,1,1,1,2
10.863238,1,1,1,1,1,2
10.864094,1,1,1,1,1,2
10.864952,1,1,1,1,1,2
10.865807,1,1,1,1,1,2
10.866663,1,1,1,1,1,2
10.867521,1,1,1,1,1,2
10.868377,1,1,1,1,1,2
10.869232,1,1,1,1,1,2
10.870088,1,1,1,1,1,2
10.870946,1,1,1,1,1,2
10.871801,1,1,1,1,1,2
10.872657,1,1,1,1,1,2
10.873515,1,1,1,1,1,2
10.87437,1,1,1,1,1,2
10.875226,1,1,1,1,1,2
10.876084,1,1,1,1,1,2
10.87694,1,1,1,1,1,2
10.877795,1,1,1,1,1,2
10.878653,1,1,1,1,1,2
10.879509,1,1,1,1,1,2
10.880364,1,1,1,1,1,2
10.881222,1,1,1,1,1,2
10.882078,1,1,1,1,1,2
10.882933,1,1,1,1,1,2
10.883791,1,1,1,1,1,2
10.884647,1,1,1,1,1,2
10.885503,1,1,1,1,1,2
10.886358,1,1,1,1,1,2
10.887216,1,1,1,1,1,2
10.888072,1,1,1,1,1,2
10.888927,1,1,1,1,1,2
10.889785,1,1,1,1,1,2
10.890641,1,1,1,1,1,2
10.891496,1,1,1,1,1,2
10.892354,1,1,1,1,1,2
10.89321,1,1,1,1,1,2
10.894065,1,1,1,1,1,2
10.894923,1,1,1,1,1,2
10.895779,1,1,1,1,1,2
10.896635,1,1,1,1,1,2
10.897492,1,1,1,1,1,2
10.898348,1,1,1,1,1,2
10.899204,1,1,1,1,1,2
10.900061,1,1,1,1,1,2
10.900917,1,1,1,1,1,2
10.901773,1,1,1,1,1,2
10.90263,1,1,1,1,1,2
10.903486,1,1,1,1,1,2
10.904342,1,1,1,1,1,2
10.905198,1,1,1,1,1,2
10.906055,1,1,1,1,1,2
10.906911,1,1,1,1,1,2
10.907767,1,1,1,1,1,2
10.908624,1,1,1,1,1,2
10.90948,1,1,1,1,1,2
10.910336,1,1,1,1,1,2
10.911193,1,1,1,1,1,2
10.912049,1,1,1,1,1,2
10.912905,1,1,1,1,1,2
10.913763,1,1,1,1,1,2
10.914618,1,1,1,1,1,2
10.915474,1,1,1,1,1,2
10.916332,1,1,1,1,1,2
10.917187,1,1,1,1,1,2
10.918043,1,1,1,1,1,2
10.918901,1,1,1,1,1,2
10.919756,1,1,1,1,1,2
10.920612,1,1,1,1,1,2
10.921468,1,1,1,1,1,2
10.922326,1,1,1,1,1,2
10.923181,1,1,1,1,1,2
10.924037,1,1,1,1,1,2
10.924895,1,1,1,1,1,2
10.92575,1,1,1,1,1,2
10.926606,1,1,1,1,1,2
10.927464,1,1,1,1,1,2
10.928319,1,1,1,1,1,2
10.929175,1,1,1,1,1,2
10.930033,1,1,1,1,1,2
10.930889,1,1,1,1,1,2
10.931744,1,1,1,1,1,2
10.932602,1,1,1,1,1,2
10.933458,1,1,1,1,1,2
10.934313,1,1,1,1,1,2
10.935171,1,1,1,1,1,2
10.936027,1,1,1,1,1,2
10.936882,1,1,1,1,1,2
10.937738,1,1,1,1,1,2
10.938596,1,1,1,1,1,2
10.939451,1,1,1,1,1,2
10.940307,1,1,1,1,1,2
10.941165,1,1,1,1,1,2
10.942021,1,1,1,1,1,2
10.942876,1,1,1,1,1,2
10.943734,1,1,1,1,1,2
10.94459,1,1,1,1,1,2
10.945445,1,1,1,1,1,2
10.946303,1,1,1,1,1,2
10.947159,1,1,1,1,1,2
10.948014,1,1,1,1,1,2
10.948872,1,1,1,1,1,2
10.949728,1,1,1,1,1,2
10.950584,1,1,1,1,1,2
10.951441,1,1,1,1,1,2
10.952297,1,1,1,1,1,2
10.953153,1,1,1,1,1,2
10.95401,1,1,1,1,1,2
10.954866,1,1,1,1,1,2
10.955722,1,1,1,1,1,2
10.956577,1,1,1,1,1,2
10.957435,1,1,1,1,1,2
10.958291,1,1,1,1,1,2
10.959147,1,1,1,1,1,2
10.960004,1,1,1,1,1,2
10.96086,1,1,1,1,1,2
10.961716,1,1,1,1,1,2
10.962573,1,1,1,1,1,2
10.963429,1,1,1,1,1,2
10.964285,1,1,1,1,1,2
10.965142,1,1,1,1,1,2
10.965998,1,1,1,1,1,2
10.966854,1,1,1,1,1,2
10.967712,1,1,1,1,1,2
10.968567,1,1,1,1,1,2
10.969423,1,1,1,1,1,2
10.97,1,1,1,1,1,2
10.970281,1,1,1,1,1,2
10.971136,1,1,1,1,1,2
10.971992,1,1,1,1,1,2
10.972848,1,1,1,1,1,2
10.973705,1,1,1,1,1,2
10.974561,1,1,1,1,1,2
10.975417,1,1,1,1,1,2
10.976275,1,1,1,1,1,2
10.97713,1,1,1,1,1,2
10.977986,1,1,1,1,1,2
10.978844,1,1,1,1,1,2
10.979699,1,1,1,1,1,2
10.980555,1,1,1,1,1,2
10.981413,1,1,1,1,1,2
10.982268,1,1,1,1,1,2
10.983124,1,1,1,1,1,2
10.983982,1,1,1,1,1,2
10.984837,1,1,1,1,1,2
10.985693,1,1,1,1,1,2
10.986551,1,1,1,1,1,2
10.987407,1,1,1,1,1,2
10.988262,1,1,1,1,1,2
10.98912,1,1,1,1,1,2
10.989976,1,1,1,1,1,2
10.990831,1,1,1,1,1,2
10.991687,1,1,1,1,1,2
10.992545,1,1,1,1,1,2
10.9934,1,1,1,1,1,2
10.994256,1,1,1,1,1,2
10.995114,1,1,1,1,1,2
10.99597,1,1,1,1,1,2
10.996825,1,1,1,1,1,2
10.997683,1,1,1,1,1,2
10.998539,1,1,1,1,1,2
10.999394,1,1,1,1,1,2
1000.96,1,1,1,1,1,2
1002.88,1,1,1,1,1,2
1004.8,1,1,1,1,1,2
1006.72,1,1,1,1,1,2
1008.64,1,1,1,1,1,2
1010.56,1,1,1,1,1,2
1012.48,1,1,1,1,1,2
1014.4,1,1,1,1,1,2
1016.32,1,1,1,1,1,2
1018.24,1,1,1,1,1,2
1020.16,1,1,1,1,1,2
1022.08,1,1,1,1,1,2
1024,1,1,1,1,1,2
1025.92,1,1,1,1,1,2
1027.84,1,1,1,1,1,2
1029.76,1,1,1,1,1,2
1031.68,1,1,1,1,1,2
1033.6,1,1,1,1,1,2
1035.52,1,1,1,1,1,2
1037.44,1,1,1,1,1,2
1039.36,1,1,1,1,1,2
1041.28,1,1,1,1,1,2
1043.2,1,1,1,1,1,2
1045.12,1,1,1,1,1,2
1047.04,1,1,1,1,1,2
1048.96,1,1,1,1,1,2
1050.88,1,1,1,1,1,2
1052.8,1,1,1,1,1,2
1054.72,1,1,1,1,1,2
1056.64,1,1,1,1,1,2
1058.56,1,1,1,1,1,2
1060.48,1,1,1,1,1,2
1062.4,1,1,1,1,1,2
1064.32,1,1,1,1,1,2
1066.24,1,1,1,1,1,2
1068.16,1,1,1,1,1,2
1070.08,1,1,1,1,1,2
1072,1,1,1,1,1,2
1073.92,1,1,1,1,1,2
1075.84,1,1,1,1,1,2
1077.76,1,1,1,1,1,2
1079.68,1,1,1,1,1,2
1081.6,1,1,1,1,1,2
1083.52,1,1,1,1,1,2
1085.44,1,1,1,1,1,2
1087.36,1,1,1,1,1,2
1089.28,1,1,1,1,1,2
1091.2,1,1,1,1,1,2
1093.12,1,1,1,1,1,2
1095.04,1,1,1,1,1,2
1096.96,1,1,1,1,1,2
1098.88,1,1,1,1,1,2
10x10,1,1,1,1,1,2
11.00,1,1,1,1,1,2
11.03,1,1,1,1,1,2
11.04,1,1,1,1,1,2
11.14,1,1,1,1,1,2
11.15,1,1,1,1,1,2
11.16,1,1,1,1,1,2
11.18,1,1,1,1,1,2
11.22,1,1,1,1,1,2
11.31,1,1,1,1,1,2
11.42,1,1,1,1,1,2
11.46,1,1,1,1,1,2
11.52,1,1,1,1,1,2
11.57,1,1,1,1,1,2
11.67,1,1,1,1,1,2
11.7,1,1,1,1,1,2
11.72,1,1,1,1,1,2
11.92,1,1,1,1,1,2
1100.8,1,1,1,1,1,2
1102.72,1,1,1,1,1,2
1104.64,1,1,1,1,1,2
1106.56,1,1,1,1,1,2
1108.48,1,1,1,1,1,2
1110.4,1,1,1,1,1,2
1112.32,1,1,1,1,1,2
1114.24,1,1,1,1,1,2
1116.16,1,1,1,1,1,2
1118.08,1,1,1,1,1,2
1120,1,1,1,1,1,2
1121.92,1,1,1,1,1,2
1123.84,1,1,1,1,1,2
1125.76,1,1,1,1,1,2
1127.68,1,1,1,1,1,2
1129.6,1,1,1,1,1,2
1131.52,1,1,1,1,1,2
1133.44,1,1,1,1,1,2
1135.36,1,1,1,1,1,2
1137.28,1,1,1,1,1,2
1139.2,1,1,1,1,1,2
1141.12,1,1,1,1,1,2
1143.04,1,1,1,1,1,2
1144.96,1,1,1,1,1,2
1146.88,1,1,1,1,1,2
1148.8,1,1,1,1,1,2
1150.72,1,1,1,1,1,2
1152.64,1,1,1,1,1,2
1154.56,1,1,1,1,1,2
1156.48,1,1,1,1,1,2
1158.4,1,1,1,1,1,2
1160.32,1,1,1,1,1,2
1162.24,1,1,1,1,1,2
1164.16,1,1,1,1,1,2
1166.08,1,1,1,1,1,2
1168,1,1,1,1,1,2
1169.92,1,1,1,1,1,2
1171.84,1,1,1,1,1,2
1173.76,1,1,1,1,1,2
1175.68,1,1,1,1,1,2
1177.6,1,1,1,1,1,2
1179.52,1,1,1,1,1,2
1181.44,1,1,1,1,1,2
1183.36,1,1,1,1,1,2
1185.28,1,1,1,1,1,2
1187.2,1,1,1,1,1,2
1189.12,1,1,1,1,1,2
1191.04,1,1,1,1,1,2
1192.96,1,1,1,1,1,2
1194.88,1,1,1,1,1,2
1196.8,1,1,1,1,1,2
1198.72,1,1,1,1,1,2
12.00,1,1,1,1,1,2
12.03,1,1,1,1,1,2
12.04,1,1,1,1,1,2
12.06,1,1,1,1,1,2
12.1,1,1,1,1,1,2
12.16,1,1,1,1,1,2
12.18,1,1,1,1,1,2
12.32,1,1,1,1,1,2
12.36,1,1,1,1,1,2
12.56637,1,1,1,1,1,2
12.57,1,1,1,1,1,2
12.66,1,1,1,1,1,2
12.85,1,1,1,1,1,2
12.91,1,1,1,1,1,2
1200.64,1,1,1,1,1,2
1202.56,1,1,1,1,1,2
1204.48,1,1,1,1,1,2
1206.4,1,1,1,1,1,2
1208.32,1,1,1,1,1,2
1210.24,1,1,1,1,1,2
1212.16,1,1,1,1,1,2
1214.08,1,1,1,1,1,2
1216,1,1,1,1,1,2
1217.92,1,1,1,1,1,2
1219.84,1,1,1,1,1,2
1221.76,1,1,1,1,1,2
1223.68,1,1,1,1,1,2
1225.6,1,1,1,1,1,2
1227.52,1,1,1,1,1,2
1229.44,1,1,1,1,1,2
1231.36,1,1,1,1,1,2
1233.28,1,1,1,1,1,2
1235.2,1,1,1,1,1,2
1237.12,1,1,1,1,1,2
1239.04,1,1,1,1,1,2
1240.96,1,1,1,1,1,2
1242.88,1,1,1,1,1,2
1244.8,1,1,1,1,1,2
1246.72,1,1,1,1,1,2
1248.64,1,1,1,1,1,2
1250.56,1,1,1,1,1,2
1252.48,1,1,1,1,1,2
1254.4,1,1,1,1,1,2
1256.32,1,1,1,1,1,2
1258.24,1,1,1,1,1,2
1260.16,1,1,1,1,1,2
1262.08,1,1,1,1,1,2
1264,1,1,1,1,1,2
1265.92,1,1,1,1,1,2
1267.84,1,1,1,1,1,2
1269.76,1,1,1,1,1,2
1271.68,1,1,1,1,1,2
1273.6,1,1,1,1,1,2
1275.52,1,1,1,1,1,2
1277.44,1,1,1,1,1,2
1279.36,1,1,1,1,1,2
1281.28,1,1,1,1,1,2
1283.2,1,1,1,1,1,2
1285.12,1,1,1,1,1,2
1287.04,1,1,1,1,1,2
1288.96,1,1,1,1,1,2
1290.88,1,1,1,1,1,2
1292.8,1,1,1,1,1,2
1294.72,1,1,1,1,1,2
1296.64,1,1,1,1,1,2
1298.56,1,1,1,1,1,2
129e,1,1,1,1,1,2
12a,1,1,1,1,1,2
12m,1,1,1,1,1,2
13.00,1,1,1,1,1,2
13.03,1,1,1,1,1,2
13.13,1,1,1,1,1,2
13.16,1,1,1,1,1,2
13.1m,1,1,1,1,1,2
13.22,1,1,1,1,1,2
13.28,1,1,1,1,1,2
13.57,1,1,1,1,1,2
13.58,1,1,1,1,1,2
13.7,1,1,1,1,1,2
1300,1,1,1,1,1,2
1300.48,1,1,1,1,1,2
1302.4,1,1,1,1,1,2
1304.32,1,1,1,1,1,2
1306.24,1,1,1,1,1,2
1308.16,1,1,1,1,1,2
1310.08,1,1,1,1,1,2
1312,1,1,1,1,1,2
1313.92,1,1,1,1,1,2
1315.84,1,1,1,1,1,2
1317.76,1,1,1,1,1,2
1319.68,1,1,1,1,1,2
132,1,1,1,1,1,2
1321.6,1,1,1,1,1,2
1323.52,1,1,1,1,1,2
1325.44,1,1,1,1,1,2
