token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
air ground snow,2,2,2,1,1,2
alaska 1980 2010,2,2,2,1,1,2
alaska 1995 2001,2,2,2,1,1,2
alaska 2011 2017,2,2,2,1,1,2
alaska 2012 2015,2,2,2,1,1,2
alaska 2012 2018,2,2,2,1,1,2
alaska 2014 2018,2,2,2,1,1,2
alaska holocene physical,2,2,2,1,1,2
alaska july 2017,2,2,2,1,1,2
alaska march 2012,2,2,2,1,1,2
alaska sediment data,2,2,2,1,1,2
alaska sites 1998,2,2,2,1,1,2
alaska's north slope,2,2,2,1,1,2
alaskan air ground,2,2,2,1,1,2
alaskan precipitation variability,2,2,2,1,1,2
analysis 2016 2019,2,2,2,1,1,2
antarctic ice cores,2,2,2,1,1,2
arcss grid toolik,2,2,2,1,1,2
arctic 2009 2018,2,2,2,1,1,2
arctic carbon synthesis,2,2,2,1,1,2
arctic infrared observer,2,2,2,1,1,2
arctic observing system,2,2,2,1,1,2
arctic ocean 2000,2,2,2,1,1,2
arctic ocean august,2,2,2,1,1,2
arctic ocean inverse,2,2,2,1,1,2
arctic polar dome,2,2,2,1,1,2
arctic research community,2,2,2,1,1,2
arctic warm spring,2,2,2,1,1,2
arctic water balance,2,2,2,1,1,2
arctic watersheds north,2,2,2,1,1,2
arcticrims 2m air,2,2,2,1,1,2
arcticrims daily simulated,2,2,2,1,1,2
arcticrims daily temperature,2,2,2,1,1,2
arcticrims snow water,2,2,2,1,1,2
atmosphere community climate,2,2,2,1,1,2
atqasuk spectrometer data,2,2,2,1,1,2
autonomous arctic infrared,2,2,2,1,1,2
backscattering data collected,2,2,2,1,1,2
balance buoy data,2,2,2,1,1,2
barrow ak usa,2,2,2,1,1,2
barrow atqasuk plant,2,2,2,1,1,2
barrow spectrometer data,2,2,2,1,1,2
basin alaska 1980,2,2,2,1,1,2
basin arctic ocean,2,2,2,1,1,2
beaufort seas arctic,2,2,2,1,1,2
beryllium 10 measurements,2,2,2,1,1,2
birnirk project cebp,2,2,2,1,1,2
borehole inclinometry measurements,2,2,2,1,1,2
bottom pressure records,2,2,2,1,1,2
buoy data arctic,2,2,2,1,1,2
cad drifting buoy,2,2,2,1,1,2
cape espenberg birnirk,2,2,2,1,1,2
carbon dioxide concentration,2,2,2,1,1,2
carbon dioxide fluxes,2,2,2,1,1,2
carbon synthesis transformations,2,2,2,1,1,2
central alaskan precipitation,2,2,2,1,1,2
chamberlin glacier arctic,2,2,2,1,1,2
change detection array,2,2,2,1,1,2
change plant phenology,2,2,2,1,1,2
chemical data lake,2,2,2,1,1,2
chukchi sea 1970,2,2,2,1,1,2
chukchi sea 2016,2,2,2,1,1,2
chukchi sea july,2,2,2,1,1,2
chukchi seas 2010,2,2,2,1,1,2
chukchi seas 2011,2,2,2,1,1,2
chukchi seas 2015,2,2,2,1,1,2
circumarctic lakes observation,2,2,2,1,1,2
climate driven phenological,2,2,2,1,1,2
clumped isotope data,2,2,2,1,1,2
clyde river nunavut,2,2,2,1,1,2
collaborative proposal aerosol,2,2,2,1,1,2
collaborative research community,2,2,2,1,1,2
collaborative research contrasting,2,2,2,1,1,2
collaborative research developing,2,2,2,1,1,2
collaborative research development,2,2,2,1,1,2
collaborative research eurasian,2,2,2,1,1,2
collaborative research glacier,2,2,2,1,1,2
collaborative research ice,2,2,2,1,1,2
collaborative research impact,2,2,2,1,1,2
collaborative research itex,2,2,2,1,1,2
collaborative research linking,2,2,2,1,1,2
collaborative research nonlinearities,2,2,2,1,1,2
collaborative research p2c2,2,2,2,1,1,2
collaborative research pacific,2,2,2,1,1,2
collaborative research subglacial,2,2,2,1,1,2
columbia glacier 1976,2,2,2,1,1,2
columbia glacier 2004,2,2,2,1,1,2
comida conductivity temperature,2,2,2,1,1,2
community based observation,2,2,2,1,1,2
community based permafrost,2,2,2,1,1,2
community earth system,2,2,2,1,1,2
comprehensive subsistence harvest,2,2,2,1,1,2
conductivity water level,2,2,2,1,1,2
continuous pan arctic,2,2,2,1,1,2
core studies reconstructing,2,2,2,1,1,2
creek alaska 2007,2,2,2,1,1,2
creek alaska 2010,2,2,2,1,1,2
creek watershed alaska,2,2,2,1,1,2
crrel ice temperature,2,2,2,1,1,2
ctd conductivity temperature,2,2,2,1,1,2
ctd data bering,2,2,2,1,1,2
ctd data collcted,2,2,2,1,1,2
cutter healy hly1301,2,2,2,1,1,2
daily simulated runoff,2,2,2,1,1,2
daily temperature topographically,2,2,2,1,1,2
dalton highway alaska,2,2,2,1,1,2
das imet data,2,2,2,1,1,2
data 2000 2016,2,2,2,1,1,2
data 2010 2012,2,2,2,1,1,2
data 2011 2012,2,2,2,1,1,2
data 2015 2016,2,2,2,1,1,2
data 2018 2019,2,2,2,1,1,2
data alaska 1999,2,2,2,1,1,2
data alaska north,2,2,2,1,1,2
data creamer's field,2,2,2,1,1,2
data jago river,2,2,2,1,1,2
data kuparuk river,2,2,2,1,1,2
data lake hazen,2,2,2,1,1,2
denali national park,2,2,2,1,1,2
depth dissolved oxygen,2,2,2,1,1,2
dissolved oxygen conductivity,2,2,2,1,1,2
drainage basin alaska,2,2,2,1,1,2
drained lake basins,2,2,2,1,1,2
driven phenological change,2,2,2,1,1,2
earth system model,2,2,2,1,1,2
ease grid data,2,2,2,1,1,2
east greenland fjord,2,2,2,1,1,2
east siberian sea,2,2,2,1,1,2
electromagnetic tem soundings,2,2,2,1,1,2
elevation models 2002,2,2,2,1,1,2
environmental sensors data,2,2,2,1,1,2
era 40 2,2,2,2,1,1,2
eriophorum vaginatum leaf,2,2,2,1,1,2
espenberg birnirk project,2,2,2,1,1,2
fed lake linné,2,2,2,1,1,2
field station summer,2,2,2,1,1,2
fire regime influences,2,2,2,1,1,2
flights 2002 2009,2,2,2,1,1,2
flights 2002 2010,2,2,2,1,1,2
flux data alaska,2,2,2,1,1,2
freeze thaw 5,2,2,2,1,1,2
frost boil ecosystems,2,2,2,1,1,2
future climate change,2,2,2,1,1,2
glacier 1976 2010,2,2,2,1,1,2
glacier 2004 2010,2,2,2,1,1,2
glacier arctic national,2,2,2,1,1,2
glacier fed lake,2,2,2,1,1,2
glacier gps data,2,2,2,1,1,2
glacier mass balance,2,2,2,1,1,2
glacier surface velocity,2,2,2,1,1,2
global emissions reductions,2,2,2,1,1,2
global positioning system,2,2,2,1,1,2
gps network gnet,2,2,2,1,1,2
greenland 1948 2016,2,2,2,1,1,2
greenland 2011 2013,2,2,2,1,1,2
greenland 2012 2014,2,2,2,1,1,2
greenland 2014 2015,2,2,2,1,1,2
greenland 2014 2016,2,2,2,1,1,2
greenland 2014 2019,2,2,2,1,1,2
greenland firn aquifer,2,2,2,1,1,2
greenland gps network,2,2,2,1,1,2
grid imnavait creek,2,2,2,1,1,2
gridded surface air,2,2,2,1,1,2
ground depth based,2,2,2,1,1,2
ground surface temperatures,2,2,2,1,1,2
hazen nunavut canada,2,2,2,1,1,2
healy hly1001 barrow,2,2,2,1,1,2
healy hly1101 barrow,2,2,2,1,1,2
healy hly1201 barrow,2,2,2,1,1,2
healy hly1201 bering,2,2,2,1,1,2
healy hly1301 bering,2,2,2,1,1,2
hindcast model output,2,2,2,1,1,2
hly1001 barrow canyon,2,2,2,1,1,2
hly1101 barrow canyon,2,2,2,1,1,2
hly1201 barrow canyon,2,2,2,1,1,2
holocene methane data,2,2,2,1,1,2
holocene physical properties,2,2,2,1,1,2
hot spring alaska,2,2,2,1,1,2
hourly interpolated position,2,2,2,1,1,2
hunter denali national,2,2,2,1,1,2
hydrographic data kuparuk,2,2,2,1,1,2
ice camp ocean,2,2,2,1,1,2
ice chukchi sea,2,2,2,1,1,2
ice core data,2,2,2,1,1,2
ice core stable,2,2,2,1,1,2
ice core studies,2,2,2,1,1,2
ice sheet project,2,2,2,1,1,2
ii data cmf,2,2,2,1,1,2
imagery svalbard norway,2,2,2,1,1,2
imnaviat alaska 2015,2,2,2,1,1,2
interior alaska 2013,2,2,2,1,1,2
interpolated position velocity,2,2,2,1,1,2
inverse tide model,2,2,2,1,1,2
isotope composition data,2,2,2,1,1,2
isotope data collected,2,2,2,1,1,2
ivishak hot spring,2,2,2,1,1,2
kongsfjorden svalbard 2010,2,2,2,1,1,2
kongsfjorden svalbard norway,2,2,2,1,1,2
kongsvegen kongsfjorden svalbard,2,2,2,1,1,2
kronebreen kongsvegen kongsfjorden,2,2,2,1,1,2
"lake alaska 12,000",2,2,2,1,1,2
lake alaska holocene,2,2,2,1,1,2
lake hazen nunavut,2,2,2,1,1,2
lake linnévatnet spitsbergen,2,2,2,1,1,2
lake peters water,2,2,2,1,1,2
lake survey 13c,2,2,2,1,1,2
lakes observation network,2,2,2,1,1,2
late season productivity,2,2,2,1,1,2
layer nims barrow,2,2,2,1,1,2
leaf gas exchange,2,2,2,1,1,2
lidar photographs 2012,2,2,2,1,1,2
light absorbing chemical,2,2,2,1,1,2
linking belowground phenology,2,2,2,1,1,2
linné svalbard norway,2,2,2,1,1,2
linnébreen svalbard 2013,2,2,2,1,1,2
linnédalen svalbard 2005,2,2,2,1,1,2
magnetic resonance nmr,2,2,2,1,1,2
marine terminating glaciers,2,2,2,1,1,2
maximum ice thickness,2,2,2,1,1,2
microbial community composition,2,2,2,1,1,2
minus outlet stream,2,2,2,1,1,2
model simulated hydrological,2,2,2,1,1,2
models 2002 2010,2,2,2,1,1,2
modern climate change,2,2,2,1,1,2
monitoring data collected,2,2,2,1,1,2
monthly station records,2,2,2,1,1,2
mooring data 2010,2,2,2,1,1,2
mount hunter denali,2,2,2,1,1,2
multiproxy sediment data,2,2,2,1,1,2
national park alaska,2,2,2,1,1,2
ncep reanalysis longwavedown,2,2,2,1,1,2
ncep reanalysis longwavenet,2,2,2,1,1,2
ncep reanalysis longwaveup,2,2,2,1,1,2
ncep reanalysis maximum,2,2,2,1,1,2
ncep reanalysis minimum,2,2,2,1,1,2
ncep reanalysis precipitation,2,2,2,1,1,2
ncep reanalysis shortwavedown,2,2,2,1,1,2
ncep reanalysis shortwavenet,2,2,2,1,1,2
ncep reanalysis shortwaveup,2,2,2,1,1,2
ncep reanalysis temperature,2,2,2,1,1,2
ncep reanalysis vapor,2,2,2,1,1,2
neem ice core,2,2,2,1,1,2
net ecosystem exchange,2,2,2,1,1,2
nims barrow alaska,2,2,2,1,1,2
nitrogen isotope data,2,2,2,1,1,2
north pole bottom,2,2,2,1,1,2
north slope 1994,2,2,2,1,1,2
north slope drainage,2,2,2,1,1,2
northeast water polynya,2,2,2,1,1,2
northern alaska 2018,2,2,2,1,1,2
npeo aerial ctd,2,2,2,1,1,2
npeo oceanographic mooring,2,2,2,1,1,2
npeo pmel crrel,2,2,2,1,1,2
nuclear magnetic resonance,2,2,2,1,1,2
observation network 2017,2,2,2,1,1,2
observation network calon,2,2,2,1,1,2
observatory npeo aerial,2,2,2,1,1,2
observatory npeo oceanographic,2,2,2,1,1,2
observatory npeo pmel,2,2,2,1,1,2
observatory npeo weather,2,2,2,1,1,2
ocean 2000 2002,2,2,2,1,1,2
ocean 2016 2017,2,2,2,1,1,2
ocean inverse tide,2,2,2,1,1,2
ocean observing system,2,2,2,1,1,2
oceanographic mooring data,2,2,2,1,1,2
oil industry chemical,2,2,2,1,1,2
optical backscattering data,2,2,2,1,1,2
outlet stream watersheds,2,2,2,1,1,2
oxygen conductivity water,2,2,2,1,1,2
p2c2 reconstructing central,2,2,2,1,1,2
pacific arctic carbon,2,2,2,1,1,2
pam ii data,2,2,2,1,1,2
pan arctic water,2,2,2,1,1,2
partners project arctic,2,2,2,1,1,2
permafrost active layer,2,2,2,1,1,2
physical properties data,2,2,2,1,1,2
pmel crrel ice,2,2,2,1,1,2
polar pathfinder app,2,2,2,1,1,2
pole bottom pressure,2,2,2,1,1,2
pore water nutrient,2,2,2,1,1,2
positioning system gps,2,2,2,1,1,2
primarily oksrukuyik creek,2,2,2,1,1,2
proglacial lake linnévatnet,2,2,2,1,1,2
project arctic river,2,2,2,1,1,2
proposal aerosol concentrations,2,2,2,1,1,2
radar gpr data,2,2,2,1,1,2
radiation buoy data,2,2,2,1,1,2
radiometer avhrr polar,2,2,2,1,1,2
raw dmsp satellite,2,2,2,1,1,2
raw hrpt satellite,2,2,2,1,1,2
raw satellite data,2,2,2,1,1,2
reanalysis longwavedown radiation,2,2,2,1,1,2
reanalysis longwavenet radiation,2,2,2,1,1,2
reanalysis longwaveup radiation,2,2,2,1,1,2
reanalysis maximum temperature,2,2,2,1,1,2
reanalysis minimum temperature,2,2,2,1,1,2
reanalysis shortwavedown radiation,2,2,2,1,1,2
reanalysis shortwavenet radiation,2,2,2,1,1,2
reanalysis shortwaveup radiation,2,2,2,1,1,2
reanalysis vapor pressure,2,2,2,1,1,2
reanalysis wind direction,2,2,2,1,1,2
reanalysis wind speed,2,2,2,1,1,2
reconstructing central alaskan,2,2,2,1,1,2
refuge alaska 2016,2,2,2,1,1,2
remote sensing imagery,2,2,2,1,1,2
research community based,2,2,2,1,1,2
research greenland ice,2,2,2,1,1,2
research linking belowground,2,2,2,1,1,2
research pacific arctic,2,2,2,1,1,2
resolution radiometer avhrr,2,2,2,1,1,2
resolution timelapse movies,2,2,2,1,1,2
resonance nmr soundings,2,2,2,1,1,2
rgps ice motion,2,2,2,1,1,2
river alaska 2016,2,2,2,1,1,2
river nunavut canada,2,2,2,1,1,2
rivers data set,2,2,2,1,1,2
russia 2018 2019,2,2,2,1,1,2
sagavanirktok primarily oksrukuyik,2,2,2,1,1,2
saqardleq fjord west,2,2,2,1,1,2
scicex hydrographic data,2,2,2,1,1,2
sea alaska 2015,2,2,2,1,1,2
sea ice chukchi,2,2,2,1,1,2
sea ice motion,2,2,2,1,1,2
sea ice observations,2,2,2,1,1,2
sea ice variability,2,2,2,1,1,2
seas arctic ocean,2,2,2,1,1,2
sediment charcoal pollen,2,2,2,1,1,2
sediment chemical data,2,2,2,1,1,2
sediment trap data,2,2,2,1,1,2
series calon 2012,2,2,2,1,1,2
series calon 2013,2,2,2,1,1,2
series calon 2014,2,2,2,1,1,2
series calon 2015,2,2,2,1,1,2
series data arctic,2,2,2,1,1,2
series temperature depth,2,2,2,1,1,2
seward peninsula alaska,2,2,2,1,1,2
sheet project 2,2,2,2,1,1,2
sheet surface mass,2,2,2,1,1,2
shipboard acoustic doppler,2,2,2,1,1,2
siberian boreal forests,2,2,2,1,1,2
siberian larch forests,2,2,2,1,1,2
simulated hydrological estimates,2,2,2,1,1,2
situ ice deformation,2,2,2,1,1,2
slope 1994 1996,2,2,2,1,1,2
slope drainage basin,2,2,2,1,1,2
snow depth measurements,2,2,2,1,1,2
soil pore water,2,2,2,1,1,2
soil temperatures 1998,2,2,2,1,1,2
sound velocity data,2,2,2,1,1,2
station alaska 2016,2,2,2,1,1,2
studies seward peninsula,2,2,2,1,1,2
subsistence harvest survey,2,2,2,1,1,2
summary analysis 2016,2,2,2,1,1,2
summit ice cores,2,2,2,1,1,2
surface air pressure,2,2,2,1,1,2
surface nuclear magnetic,2,2,2,1,1,2
svalbard norway 2007,2,2,2,1,1,2
svalbard reu holocene,2,2,2,1,1,2
synthesis transformations fluxes,2,2,2,1,1,2
temperature depth dissolved,2,2,2,1,1,2
temperature time series,2,2,2,1,1,2
temperature topographically adjusted,2,2,2,1,1,2
terascan raw dmsp,2,2,2,1,1,2
terascan raw hrpt,2,2,2,1,1,2
terascan raw satellite,2,2,2,1,1,2
text retrieval conference,2,2,2,1,1,2
thaw 5 day,2,2,2,1,1,2
thule greenland 2016,2,2,2,1,1,2
time series temperature,2,2,2,1,1,2
toolik lake 2011,2,2,2,1,1,2
traditional ecological knowledge,2,2,2,1,1,2
transect northern alaska,2,2,2,1,1,2
transient electromagnetic tem,2,2,2,1,1,2
tundra ecosystems perch,2,2,2,1,1,2
uggianaqtuq inuit observations,2,2,2,1,1,2
understanding climate driven,2,2,2,1,1,2
uscgc healy hly1301,2,2,2,1,1,2
uscgc polar sea,2,2,2,1,1,2
vegetation change plant,2,2,2,1,1,2
vegetation studies seward,2,2,2,1,1,2
warm spring stream,2,2,2,1,1,2
water column phytoplankton,2,2,2,1,1,2
water level calon,2,2,2,1,1,2
water polynya project,2,2,2,1,1,2
water temperature salinity,2,2,2,1,1,2
water vapor isotope,2,2,2,1,1,2
watershed alaska 2015,2,2,2,1,1,2
watersheds north slope,2,2,2,1,1,2
west greenland 2013,2,2,2,1,1,2
winter snow depth,2,2,2,1,1,2
yukon territory canada,2,2,2,1,1,2
0 1900 ce,1,1,1,1,1,2
0.5km visible imagery,1,1,1,1,1,2
0000 c1 03996,1,1,1,1,1,2
0000 c1 11988,1,1,1,1,1,2
0000 c6 04716,1,1,1,1,1,2
0000 c6 12708,1,1,1,1,1,2
01 1 minute,1,1,1,1,1,2
01 96 1,1,1,1,1,1,2
01 aft thermosalinograph,1,1,1,1,1,2
01 argos drogued,1,1,1,1,1,2
01 bio optics,1,1,1,1,1,2
01 biomarkers ascii,1,1,1,1,1,2
01 bottle data,1,1,1,1,1,2
01 calibration underway,1,1,1,1,1,2
01 ctd data,1,1,1,1,1,2
01 dissolved inorganic,1,1,1,1,1,2
01 dissolved organic,1,1,1,1,1,2
01 dmsp satellite,1,1,1,1,1,2
01 ek60 acoustic,1,1,1,1,1,2
01 environmental sensors,1,1,1,1,1,2
01 genbank accession,1,1,1,1,1,2
01 hourly position,1,1,1,1,1,2
01 ice algal,1,1,1,1,1,2
01 ice chlorophyll,1,1,1,1,1,2
01 iron data,1,1,1,1,1,2
01 mesozooplankton abundance,1,1,1,1,1,2
01 nitrate isotope,1,1,1,1,1,2
01 nitrogen productivity,1,1,1,1,1,2
01 particulate organic,1,1,1,1,1,2
01 poes satellite,1,1,1,1,1,2
01 pore water,1,1,1,1,1,2
01 raw 150,1,1,1,1,1,2
01 sea ice,1,1,1,1,1,2
01 seabeam data,1,1,1,1,1,2
01 shipboard bottle,1,1,1,1,1,2
01 terascan avhrr,1,1,1,1,1,2
01 terascan chrpt,1,1,1,1,1,2
01 tn249 10,1,1,1,1,1,2
01 underway data,1,1,1,1,1,2
01 zooplankton abundance,1,1,1,1,1,2
"01,03 biomarkers excel",1,1,1,1,1,2
02 01 1,1,1,1,1,1,2
02 01 bio,1,1,1,1,1,2
02 01 biomarkers,1,1,1,1,1,2
02 01 bottle,1,1,1,1,1,2
02 01 ctd,1,1,1,1,1,2
02 01 eicken,1,1,1,1,1,2
02 01 flagg,1,1,1,1,1,2
02 01 hourly,1,1,1,1,1,2
02 01 ice,1,1,1,1,1,2
02 01 moran,1,1,1,1,1,2
02 01 particulate,1,1,1,1,1,2
02 01 seabeam,1,1,1,1,1,2
02 01 underway,1,1,1,1,1,2
02 01 uscg,1,1,1,1,1,2
"02 01,03 biomarkers",1,1,1,1,1,2
02 03 1,1,1,1,1,1,2
02 03 bio,1,1,1,1,1,2
02 03 biomarkers,1,1,1,1,1,2
02 03 bottle,1,1,1,1,1,2
02 03 ctd,1,1,1,1,1,2
02 03 hourly,1,1,1,1,1,2
02 03 moran,1,1,1,1,1,2
02 03 ncar,1,1,1,1,1,2
02 03 porewater,1,1,1,1,1,2
02 03 underway,1,1,1,1,1,2
02 03 uscg,1,1,1,1,1,2
02 03 video,1,1,1,1,1,2
02 benthos isotopes,1,1,1,1,1,2
02 biomarkers ascii,1,1,1,1,1,2
02 calanus marshallae,1,1,1,1,1,2
02 calanus spp,1,1,1,1,1,2
02 environmental sensors,1,1,1,1,1,2
02 forward thermosalinograph,1,1,1,1,1,2
02 ice algal,1,1,1,1,1,2
02 macrofauna data,1,1,1,1,1,2
02 mesozooplankton abundance,1,1,1,1,1,2
02 microzooplankton biomass,1,1,1,1,1,2
02 microzooplankton grazing,1,1,1,1,1,2
02 microzooplankton spring,1,1,1,1,1,2
02 microzooplankton stocks,1,1,1,1,1,2
02 ncar eol,1,1,1,1,1,2
02 plankton isotopes,1,1,1,1,1,2
02 porewater oxidant,1,1,1,1,1,2
02 raw 150,1,1,1,1,1,2
02 terascan avhrr,1,1,1,1,1,2
02 terascan hrpt,1,1,1,1,1,2
02 turbidity transmissometer,1,1,1,1,1,2
02 video plankton,1,1,1,1,1,2
02 xbt data,1,1,1,1,1,2
02 zooplankton smith,1,1,1,1,1,2
"02,03 biomarkers excel",1,1,1,1,1,2
0200 c1 00998,1,1,1,1,1,2
0200 c1 08990,1,1,1,1,1,2
0200 c6 00998,1,1,1,1,1,2
0200 c6 09710,1,1,1,1,1,2
03 03 ship,1,1,1,1,1,2
03 03 underway,1,1,1,1,1,2
03 1 minute,1,1,1,1,1,2
03 bio optics,1,1,1,1,1,2
03 bottle data,1,1,1,1,1,2
03 elog event,1,1,1,1,1,2
03 hourly position,1,1,1,1,1,2
03 porewater oxidant,1,1,1,1,1,2
03 raw 150,1,1,1,1,1,2
03 raw knudsen,1,1,1,1,1,2
03 raw seabeam,1,1,1,1,1,2
03 scs underway,1,1,1,1,1,2
03 sediment trap,1,1,1,1,1,2
03 sedimentary water,1,1,1,1,1,2
03 sensor calibration,1,1,1,1,1,2
03 terascan avhrr,1,1,1,1,1,2
03 terascan dmsp,1,1,1,1,1,2
03 thorium 234,1,1,1,1,1,2
03 weather logs,1,1,1,1,1,2
03 zooplankton abundance,1,1,1,1,1,2
03 zooplankton biomass,1,1,1,1,1,2
03 zooplankton smith,1,1,1,1,1,2
0300 c1 00999,1,1,1,1,1,2
0300 c1 08991,1,1,1,1,1,2
0300 c6 00999,1,1,1,1,1,2
0300 c6 09711,1,1,1,1,1,2
04 02 biomarkers,1,1,1,1,1,2
04 02 ice,1,1,1,1,1,2
04 02 moran,1,1,1,1,1,2
04 02 ncar,1,1,1,1,1,2
04 02 porewater,1,1,1,1,1,2
04 02 ship,1,1,1,1,1,2
04 02 video,1,1,1,1,1,2
04 02 zooplankton,1,1,1,1,1,2
"04 02,03 biomarkers",1,1,1,1,1,2
04 03 biomarkers,1,1,1,1,1,2
04 03 moran,1,1,1,1,1,2
04 03 ncar,1,1,1,1,1,2
04 03 sedimentary,1,1,1,1,1,2
04 03 video,1,1,1,1,1,2
04 03 weather,1,1,1,1,1,2
04 03 zooplankton,1,1,1,1,1,2
04 04 video,1,1,1,1,1,2
04 video plankton,1,1,1,1,1,2
04.37 2008 b65,1,1,1,1,1,2
04.37 2009 b65,1,1,1,1,1,2
04.37 2010 b65,1,1,1,1,1,2
04a 1 minute,1,1,1,1,1,2
04a hydrographic data,1,1,1,1,1,2
04a merged bottle,1,1,1,1,1,2
04a multibeam data,1,1,1,1,1,2
04a pco2 data,1,1,1,1,1,2
04a raw adcp,1,1,1,1,1,2
05 02 macrofauna,1,1,1,1,1,2
0500 c1 05993,1,1,1,1,1,2
0500 c1 13985,1,1,1,1,1,2
0500 c6 06713,1,1,1,1,1,2
0500 c6 14705,1,1,1,1,1,2
05gc holocene sediment,1,1,1,1,1,2
05may12 t0 04aug12,1,1,1,1,1,2
06 01 aft,1,1,1,1,1,2
06 01 elog,1,1,1,1,1,2
06 01 forward,1,1,1,1,1,2
06 01 observations,1,1,1,1,1,2
06 01 posmv,1,1,1,1,1,2
06 01 scs,1,1,1,1,1,2
06 01 sensor,1,1,1,1,1,2
06 01 xbt,1,1,1,1,1,2
0600 c1 05994,1,1,1,1,1,2
0600 c1 13986,1,1,1,1,1,2
0600 c6 06714,1,1,1,1,1,2
0600 c6 14706,1,1,1,1,1,2
07 01 argos,1,1,1,1,1,2
07 01 ek60,1,1,1,1,1,2
07 01 elog,1,1,1,1,1,2
07 01 forward,1,1,1,1,1,2
07 01 iron,1,1,1,1,1,2
