token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
000012 nc,1,1,1,1,1,2
000014 nc,1,1,1,1,1,2
000041 cdf,1,1,1,1,1,2
0001 14,1,1,1,1,1,2
0001 16,1,1,1,1,1,2
0001 19,1,1,1,1,1,2
0001 cnv,1,1,1,1,1,2
000122 cdf,1,1,1,1,1,2
0002 06,1,1,1,1,1,2
0002 07,1,1,1,1,1,2
0002 14,1,1,1,1,1,2
0002 15,1,1,1,1,1,2
0002 cnv,1,1,1,1,1,2
0003 19,1,1,1,1,1,2
0003 cnv,1,1,1,1,1,2
0004 07,1,1,1,1,1,2
0004 08,1,1,1,1,1,2
0004 19,1,1,1,1,1,2
0004 cnv,1,1,1,1,1,2
0005 cnv,1,1,1,1,1,2
0005 txt,1,1,1,1,1,2
0006 07,1,1,1,1,1,2
0006 16,1,1,1,1,1,2
0006 cnv,1,1,1,1,1,2
0006 txt,1,1,1,1,1,2
0007 07,1,1,1,1,1,2
0007 cnv,1,1,1,1,1,2
0007 txt,1,1,1,1,1,2
0008 07,1,1,1,1,1,2
0008 14,1,1,1,1,1,2
0008 cnv,1,1,1,1,1,2
0008 txt,1,1,1,1,1,2
0009 14,1,1,1,1,1,2
0009 19,1,1,1,1,1,2
0009 cnv,1,1,1,1,1,2
001 122919,1,1,1,1,1,2
001 164310,1,1,1,1,1,2
001 185913,1,1,1,1,1,2
001 cnv,1,1,1,1,1,2
001 dcc,1,1,1,1,1,2
0010 07,1,1,1,1,1,2
0010 14,1,1,1,1,1,2
0010 16,1,1,1,1,1,2
0010 19,1,1,1,1,1,2
0010 cnv,1,1,1,1,1,2
0011 07,1,1,1,1,1,2
0011 14,1,1,1,1,1,2
0011 16,1,1,1,1,1,2
0011 19,1,1,1,1,1,2
0011 cnv,1,1,1,1,1,2
0012 07,1,1,1,1,1,2
0012 15,1,1,1,1,1,2
0012 cnv,1,1,1,1,1,2
0013 14,1,1,1,1,1,2
0013 19,1,1,1,1,1,2
0013 cnv,1,1,1,1,1,2
0014 13,1,1,1,1,1,2
0014 15,1,1,1,1,1,2
0014 cnv,1,1,1,1,1,2
0015 10,1,1,1,1,1,2
0015 14,1,1,1,1,1,2
0015 15,1,1,1,1,1,2
0015 19,1,1,1,1,1,2
0015 cnv,1,1,1,1,1,2
0016 07,1,1,1,1,1,2
0016 09,1,1,1,1,1,2
0016 11,1,1,1,1,1,2
0016 12,1,1,1,1,1,2
0016 13,1,1,1,1,1,2
0016 16,1,1,1,1,1,2
0016 cnv,1,1,1,1,1,2
0017 cnv,1,1,1,1,1,2
0017 scs,1,1,1,1,1,2
0018 07,1,1,1,1,1,2
0018 08,1,1,1,1,1,2
0018 08nsidc.csv,1,1,1,1,1,2
0018 cnv,1,1,1,1,1,2
0018 scs,1,1,1,1,1,2
0019 08,1,1,1,1,1,2
0019 08nsidc.csv,1,1,1,1,1,2
0019 14,1,1,1,1,1,2
0019 19,1,1,1,1,1,2
0019 cnv,1,1,1,1,1,2
002 2019,1,1,1,1,1,2
002 cnv,1,1,1,1,1,2
002 dcc,1,1,1,1,1,2
002 txt,1,1,1,1,1,2
0020 07,1,1,1,1,1,2
0020 08,1,1,1,1,1,2
0020 08nsidc.csv,1,1,1,1,1,2
0020 2013,1,1,1,1,1,2
0020 cnv,1,1,1,1,1,2
0020 scs,1,1,1,1,1,2
0021 08nsidc.csv,1,1,1,1,1,2
0021 13,1,1,1,1,1,2
0021 14,1,1,1,1,1,2
0021 cnv,1,1,1,1,1,2
0021a 08,1,1,1,1,1,2
0021a 09,1,1,1,1,1,2
0021a 10,1,1,1,1,1,2
0021a 12,1,1,1,1,1,2
0022 08,1,1,1,1,1,2
0022 08nsidc.csv,1,1,1,1,1,2
0022 cnv,1,1,1,1,1,2
0023 08,1,1,1,1,1,2
0023 08nsidc.csv,1,1,1,1,1,2
0023 15,1,1,1,1,1,2
0023 19,1,1,1,1,1,2
0023 cnv,1,1,1,1,1,2
0024 16,1,1,1,1,1,2
0024 19,1,1,1,1,1,2
0024 cnv,1,1,1,1,1,2
0025 06,1,1,1,1,1,2
0025 14,1,1,1,1,1,2
0025 16,1,1,1,1,1,2
0025 19,1,1,1,1,1,2
0025 cnv,1,1,1,1,1,2
0026 09,1,1,1,1,1,2
0026 10,1,1,1,1,1,2
0026 11,1,1,1,1,1,2
0026 12,1,1,1,1,1,2
0026 13,1,1,1,1,1,2
0026 cnv,1,1,1,1,1,2
0026 scs,1,1,1,1,1,2
0027 11,1,1,1,1,1,2
0027 13,1,1,1,1,1,2
0027 19,1,1,1,1,1,2
0027 cnv,1,1,1,1,1,2
0028 06,1,1,1,1,1,2
0028 07,1,1,1,1,1,2
0028 10,1,1,1,1,1,2
0028 11,1,1,1,1,1,2
0028 12,1,1,1,1,1,2
0028 13,1,1,1,1,1,2
0028 14,1,1,1,1,1,2
0028 bc,1,1,1,1,1,2
0028 cnv,1,1,1,1,1,2
0029 06,1,1,1,1,1,2
0029 09,1,1,1,1,1,2
0029 11,1,1,1,1,1,2
0029 12,1,1,1,1,1,2
0029 13,1,1,1,1,1,2
0029 14,1,1,1,1,1,2
0029 19,1,1,1,1,1,2
0029 bc,1,1,1,1,1,2
0029 cnv,1,1,1,1,1,2
003 2018,1,1,1,1,1,2
003 cnv,1,1,1,1,1,2
003 dcc,1,1,1,1,1,2
003 txt,1,1,1,1,1,2
0030 06,1,1,1,1,1,2
0030 07,1,1,1,1,1,2
0030 10,1,1,1,1,1,2
0030 11,1,1,1,1,1,2
0030 12,1,1,1,1,1,2
0030 13,1,1,1,1,1,2
0030 14,1,1,1,1,1,2
0030 bc,1,1,1,1,1,2
0030 cnv,1,1,1,1,1,2
0031 06,1,1,1,1,1,2
0031 07,1,1,1,1,1,2
0031 10,1,1,1,1,1,2
0031 11,1,1,1,1,1,2
0031 12,1,1,1,1,1,2
0031 13,1,1,1,1,1,2
0031 14,1,1,1,1,1,2
0031 bc,1,1,1,1,1,2
0031 cnv,1,1,1,1,1,2
0032 06,1,1,1,1,1,2
0032 07,1,1,1,1,1,2
0032 08,1,1,1,1,1,2
0032 10,1,1,1,1,1,2
0032 11,1,1,1,1,1,2
0032 12,1,1,1,1,1,2
0032 13,1,1,1,1,1,2
0032 14,1,1,1,1,1,2
0032 bc,1,1,1,1,1,2
0032 cnv,1,1,1,1,1,2
0033 06,1,1,1,1,1,2
0033 07,1,1,1,1,1,2
0033 09,1,1,1,1,1,2
0033 10,1,1,1,1,1,2
0033 11,1,1,1,1,1,2
0033 12,1,1,1,1,1,2
0033 13,1,1,1,1,1,2
0033 bc,1,1,1,1,1,2
0033 cnv,1,1,1,1,1,2
0034 06,1,1,1,1,1,2
0034 07,1,1,1,1,1,2
0034 10,1,1,1,1,1,2
0034 11,1,1,1,1,1,2
0034 12,1,1,1,1,1,2
0034 13,1,1,1,1,1,2
0034 14,1,1,1,1,1,2
0034 15,1,1,1,1,1,2
0034 2012,1,1,1,1,1,2
0034 bc,1,1,1,1,1,2
0034 cnv,1,1,1,1,1,2
0035 06,1,1,1,1,1,2
0035 07,1,1,1,1,1,2
0035 10,1,1,1,1,1,2
0035 11,1,1,1,1,1,2
0035 12,1,1,1,1,1,2
0035 13,1,1,1,1,1,2
0035 14,1,1,1,1,1,2
0035 15,1,1,1,1,1,2
0035 19,1,1,1,1,1,2
0035 bc,1,1,1,1,1,2
0035 cnv,1,1,1,1,1,2
0036 06,1,1,1,1,1,2
0036 07,1,1,1,1,1,2
0036 10,1,1,1,1,1,2
0036 11,1,1,1,1,1,2
0036 12,1,1,1,1,1,2
0036 13,1,1,1,1,1,2
0036 14,1,1,1,1,1,2
0036 15,1,1,1,1,1,2
0036 bc,1,1,1,1,1,2
0036 cnv,1,1,1,1,1,2
0037 06,1,1,1,1,1,2
0037 09,1,1,1,1,1,2
0037 11,1,1,1,1,1,2
0037 12,1,1,1,1,1,2
0037 13,1,1,1,1,1,2
0037 14,1,1,1,1,1,2
0037 15,1,1,1,1,1,2
0037 19,1,1,1,1,1,2
0037 bc,1,1,1,1,1,2
0037 cnv,1,1,1,1,1,2
0038 10,1,1,1,1,1,2
0038 11,1,1,1,1,1,2
0038 12,1,1,1,1,1,2
0038 13,1,1,1,1,1,2
0038 14,1,1,1,1,1,2
0038 15,1,1,1,1,1,2
0038 19,1,1,1,1,1,2
0038 cnv,1,1,1,1,1,2
0039 06,1,1,1,1,1,2
0039 07,1,1,1,1,1,2
0039 10,1,1,1,1,1,2
0039 11,1,1,1,1,1,2
0039 12,1,1,1,1,1,2
0039 13,1,1,1,1,1,2
0039 cnv,1,1,1,1,1,2
004 2017,1,1,1,1,1,2
004 2018,1,1,1,1,1,2
004 cnv,1,1,1,1,1,2
004 dcc,1,1,1,1,1,2
004 txt,1,1,1,1,1,2
0040 09,1,1,1,1,1,2
0040 10,1,1,1,1,1,2
0040 11,1,1,1,1,1,2
0040 13,1,1,1,1,1,2
0040 19,1,1,1,1,1,2
0040 cnv,1,1,1,1,1,2
0041 09,1,1,1,1,1,2
0041 10,1,1,1,1,1,2
0041 11,1,1,1,1,1,2
0041 12,1,1,1,1,1,2
0041 13,1,1,1,1,1,2
0041 cnv,1,1,1,1,1,2
0042 08,1,1,1,1,1,2
0042 09,1,1,1,1,1,2
0042 11,1,1,1,1,1,2
0042 13,1,1,1,1,1,2
0042 19,1,1,1,1,1,2
0042 cnv,1,1,1,1,1,2
0043 08,1,1,1,1,1,2
0043 09,1,1,1,1,1,2
0043 10,1,1,1,1,1,2
0043 11,1,1,1,1,1,2
0043 12,1,1,1,1,1,2
0043 13,1,1,1,1,1,2
0043 19,1,1,1,1,1,2
0043 cnv,1,1,1,1,1,2
0044 08,1,1,1,1,1,2
0044 09,1,1,1,1,1,2
0044 cnv,1,1,1,1,1,2
0045 13,1,1,1,1,1,2
0045 19,1,1,1,1,1,2
0045 cnv,1,1,1,1,1,2
0046 13,1,1,1,1,1,2
0046 19,1,1,1,1,1,2
0046 cnv,1,1,1,1,1,2
0047 19,1,1,1,1,1,2
0047 cnv,1,1,1,1,1,2
0048 11,1,1,1,1,1,2
0048 12,1,1,1,1,1,2
0048 13,1,1,1,1,1,2
0048 19,1,1,1,1,1,2
0048 cnv,1,1,1,1,1,2
0049 13,1,1,1,1,1,2
0049 14,1,1,1,1,1,2
0049 19,1,1,1,1,1,2
0049 cnv,1,1,1,1,1,2
005 cnv,1,1,1,1,1,2
005 dcc,1,1,1,1,1,2
005 txt,1,1,1,1,1,2
0050 10,1,1,1,1,1,2
0050 11,1,1,1,1,1,2
0050 13,1,1,1,1,1,2
0050 14,1,1,1,1,1,2
0050 cnv,1,1,1,1,1,2
0051 13,1,1,1,1,1,2
0051 14,1,1,1,1,1,2
0051 19,1,1,1,1,1,2
0051 cnv,1,1,1,1,1,2
0052 09,1,1,1,1,1,2
0052 10,1,1,1,1,1,2
0052 11,1,1,1,1,1,2
0052 12,1,1,1,1,1,2
0052 13,1,1,1,1,1,2
0052 14,1,1,1,1,1,2
0052 19,1,1,1,1,1,2
0052 cnv,1,1,1,1,1,2
0053 10,1,1,1,1,1,2
0053 14,1,1,1,1,1,2
0053 19,1,1,1,1,1,2
0054 11,1,1,1,1,1,2
0054 12,1,1,1,1,1,2
0054 13,1,1,1,1,1,2
0054 14,1,1,1,1,1,2
0054 19,1,1,1,1,1,2
0055 12,1,1,1,1,1,2
0055 13,1,1,1,1,1,2
0055 14,1,1,1,1,1,2
0055 19,1,1,1,1,1,2
0056 12,1,1,1,1,1,2
0056 13,1,1,1,1,1,2
0056 14,1,1,1,1,1,2
0057 12,1,1,1,1,1,2
0057 13,1,1,1,1,1,2
0057 14,1,1,1,1,1,2
0057 19,1,1,1,1,1,2
0058 12,1,1,1,1,1,2
0058 13,1,1,1,1,1,2
0059 13,1,1,1,1,1,2
0059 19,1,1,1,1,1,2
006 2018,1,1,1,1,1,2
006 dcc,1,1,1,1,1,2
006 txt,1,1,1,1,1,2
0060 13,1,1,1,1,1,2
0060 19,1,1,1,1,1,2
0061 10,1,1,1,1,1,2
0061 14,1,1,1,1,1,2
0062 13,1,1,1,1,1,2
0062 14,1,1,1,1,1,2
0062 cnv,1,1,1,1,1,2
0063 13,1,1,1,1,1,2
0063 19,1,1,1,1,1,2
0064 14,1,1,1,1,1,2
0064 19,1,1,1,1,1,2
0065 13,1,1,1,1,1,2
0065 19,1,1,1,1,1,2
0069 19,1,1,1,1,1,2
007 2017,1,1,1,1,1,2
007 2018,1,1,1,1,1,2
007 cnv,1,1,1,1,1,2
007 dcc,1,1,1,1,1,2
007 txt,1,1,1,1,1,2
0070 19,1,1,1,1,1,2
008 cnv,1,1,1,1,1,2
008 dcc,1,1,1,1,1,2
008 txt,1,1,1,1,1,2
009 cnv,1,1,1,1,1,2
009 txt,1,1,1,1,1,2
0097439 data,1,1,1,1,1,2
01 0020,1,1,1,1,1,2
01 0026,1,1,1,1,1,2
01 0028,1,1,1,1,1,2
01 0030,1,1,1,1,1,2
01 0035,1,1,1,1,1,2
01 0036,1,1,1,1,1,2
01 0037,1,1,1,1,1,2
01 arcsees,1,1,1,1,1,2
01 healy,1,1,1,1,1,2
01.872 keku,1,1,1,1,1,2
010 2016,1,1,1,1,1,2
010 2017,1,1,1,1,1,2
010 2018,1,1,1,1,1,2
010 cnv,1,1,1,1,1,2
010 txt,1,1,1,1,1,2
011 2015,1,1,1,1,1,2
011 2016,1,1,1,1,1,2
011 2017,1,1,1,1,1,2
011 2018,1,1,1,1,1,2
011 cnv,1,1,1,1,1,2
011 dcc,1,1,1,1,1,2
011 pc,1,1,1,1,1,2
011 txt,1,1,1,1,1,2
012 2014,1,1,1,1,1,2
012 cnv,1,1,1,1,1,2
012 dcc,1,1,1,1,1,2
012 txt,1,1,1,1,1,2
012218 csv,1,1,1,1,1,2
013 2014,1,1,1,1,1,2
013 cnv,1,1,1,1,1,2
013 dcc,1,1,1,1,1,2
013 txt,1,1,1,1,1,2
014 2014,1,1,1,1,1,2
014 2017,1,1,1,1,1,2
014 cnv,1,1,1,1,1,2
014 dcc,1,1,1,1,1,2
014 txt,1,1,1,1,1,2
015 2016,1,1,1,1,1,2
015 2017,1,1,1,1,1,2
015 2018,1,1,1,1,1,2
015 cnv,1,1,1,1,1,2
015 dcc,1,1,1,1,1,2
015 txt,1,1,1,1,1,2
016 0,1,1,1,1,1,2
016 2016,1,1,1,1,1,2
016 2017,1,1,1,1,1,2
016 2018,1,1,1,1,1,2
016 cnv,1,1,1,1,1,2
016 txt,1,1,1,1,1,2
0168711 s001,1,1,1,1,1,2
017 2015,1,1,1,1,1,2
017 cnv,1,1,1,1,1,2
017 txt,1,1,1,1,1,2
018 cnv,1,1,1,1,1,2
018 dcc,1,1,1,1,1,2
018 txt,1,1,1,1,1,2
019 cnv,1,1,1,1,1,2
019 dcc,1,1,1,1,1,2
019 txt,1,1,1,1,1,2
02 07,1,1,1,1,1,2
02 18,1,1,1,1,1,2
02 51,1,1,1,1,1,2
02 dem,1,1,1,1,1,2
02 nc,1,1,1,1,1,2
02 ortho,1,1,1,1,1,2
02 sizrs,1,1,1,1,1,2
02.872 keku,1,1,1,1,1,2
020 cnv,1,1,1,1,1,2
020 dcc,1,1,1,1,1,2
020 txt,1,1,1,1,1,2
021 cnv,1,1,1,1,1,2
021 dcc,1,1,1,1,1,2
021 txt,1,1,1,1,1,2
022 cnv,1,1,1,1,1,2
022 dcc,1,1,1,1,1,2
022 txt,1,1,1,1,1,2
023 dcc,1,1,1,1,1,2
023 txt,1,1,1,1,1,2
024 cnv,1,1,1,1,1,2
024 txt,1,1,1,1,1,2
025 2014,1,1,1,1,1,2
025 2016,1,1,1,1,1,2
025 2017,1,1,1,1,1,2
025 2018,1,1,1,1,1,2
025 cnv,1,1,1,1,1,2
025 dcc,1,1,1,1,1,2
025 txt,1,1,1,1,1,2
026 2014,1,1,1,1,1,2
026 2016,1,1,1,1,1,2
026 2017,1,1,1,1,1,2
026 2018,1,1,1,1,1,2
026 cnv,1,1,1,1,1,2
026 dcc,1,1,1,1,1,2
026 txt,1,1,1,1,1,2
027 cnv,1,1,1,1,1,2
027 dcc,1,1,1,1,1,2
027 txt,1,1,1,1,1,2
028 2014,1,1,1,1,1,2
028 2016,1,1,1,1,1,2
028 2017,1,1,1,1,1,2
028 2018,1,1,1,1,1,2
028 cnv,1,1,1,1,1,2
028 dcc,1,1,1,1,1,2
028 txt,1,1,1,1,1,2
029 cnv,1,1,1,1,1,2
029 dcc,1,1,1,1,1,2
029 txt,1,1,1,1,1,2
03 0069,1,1,1,1,1,2
03 0070,1,1,1,1,1,2
03 1,1,1,1,1,1,2
03 22,1,1,1,1,1,2
03 m.tif,1,1,1,1,1,2
03 sizrs,1,1,1,1,1,2
03.872 keku,1,1,1,1,1,2
030 cnv,1,1,1,1,1,2
030 dcc,1,1,1,1,1,2
030 txt,1,1,1,1,1,2
031 2014,1,1,1,1,1,2
031 2016,1,1,1,1,1,2
031 2017,1,1,1,1,1,2
031 2018,1,1,1,1,1,2
031 cnv,1,1,1,1,1,2
031 dcc,1,1,1,1,1,2
031 txt,1,1,1,1,1,2
032 2014,1,1,1,1,1,2
032 2016,1,1,1,1,1,2
032 2017,1,1,1,1,1,2
032 2018,1,1,1,1,1,2
032 cnv,1,1,1,1,1,2
032 txt,1,1,1,1,1,2
033 2014,1,1,1,1,1,2
033 2016,1,1,1,1,1,2
033 2017,1,1,1,1,1,2
033 2018,1,1,1,1,1,2
033 cnv,1,1,1,1,1,2
033 txt,1,1,1,1,1,2
033117 csv,1,1,1,1,1,2
034 cnv,1,1,1,1,1,2
034 txt,1,1,1,1,1,2
035 cnv,1,1,1,1,1,2
035 txt,1,1,1,1,1,2
036 2016,1,1,1,1,1,2
036 2017,1,1,1,1,1,2
036 2018,1,1,1,1,1,2
036 cnv,1,1,1,1,1,2
036 dat,1,1,1,1,1,2
036 txt,1,1,1,1,1,2
037 cnv,1,1,1,1,1,2
037 dat,1,1,1,1,1,2
037 txt,1,1,1,1,1,2
038 2013,1,1,1,1,1,2
038 2014,1,1,1,1,1,2
038 2016,1,1,1,1,1,2
038 2017,1,1,1,1,1,2
038 2018,1,1,1,1,1,2
038 cnv,1,1,1,1,1,2
038 dat,1,1,1,1,1,2
038 txt,1,1,1,1,1,2
039 2014,1,1,1,1,1,2
039 2016,1,1,1,1,1,2
039 2017,1,1,1,1,1,2
039 2018,1,1,1,1,1,2
039 cnv,1,1,1,1,1,2
039 dat,1,1,1,1,1,2
039 txt,1,1,1,1,1,2
03uw forams.csv,1,1,1,1,1,2
04 0013,1,1,1,1,1,2
04 006,1,1,1,1,1,2
04 21,1,1,1,1,1,2
04 25,1,1,1,1,1,2
04 csv,1,1,1,1,1,2
04 daily.csv,1,1,1,1,1,2
04 m.tif,1,1,1,1,1,2
04 sizrs,1,1,1,1,1,2
04 xtf,1,1,1,1,1,2
04.872 esquibel2m.tfw,1,1,1,1,1,2
040 cnv,1,1,1,1,1,2
040 dat,1,1,1,1,1,2
040 txt,1,1,1,1,1,2
041 cnv,1,1,1,1,1,2
041 dat,1,1,1,1,1,2
041 txt,1,1,1,1,1,2
042 cnv,1,1,1,1,1,2
042 dat,1,1,1,1,1,2
042 txt,1,1,1,1,1,2
043 cnv,1,1,1,1,1,2
043 dat,1,1,1,1,1,2
043 txt,1,1,1,1,1,2
044 cnv,1,1,1,1,1,2
044 dat,1,1,1,1,1,2
044 txt,1,1,1,1,1,2
045 cnv,1,1,1,1,1,2
045 dat,1,1,1,1,1,2
045 txt,1,1,1,1,1,2
046 cnv,1,1,1,1,1,2
046 dat,1,1,1,1,1,2
046 txt,1,1,1,1,1,2
047 cnv,1,1,1,1,1,2
047 dat,1,1,1,1,1,2
047 txt,1,1,1,1,1,2
048 cnv,1,1,1,1,1,2
048 dat,1,1,1,1,1,2
048 txt,1,1,1,1,1,2
049 cnv,1,1,1,1,1,2
049 dat,1,1,1,1,1,2
049 txt,1,1,1,1,1,2
05 001,1,1,1,1,1,2
05 08,1,1,1,1,1,2
05 09,1,1,1,1,1,2
05 10,1,1,1,1,1,2
05 18,1,1,1,1,1,2
05 22,1,1,1,1,1,2
05 24,1,1,1,1,1,2
05 26,1,1,1,1,1,2
05 dem,1,1,1,1,1,2
05 m.tif,1,1,1,1,1,2
05 ortho,1,1,1,1,1,2
05 sizrs,1,1,1,1,1,2
05 xtf,1,1,1,1,1,2
05.27.2018 dat,1,1,1,1,1,2
050 cnv,1,1,1,1,1,2
050 dat,1,1,1,1,1,2
050 txt,1,1,1,1,1,2
051 cnv,1,1,1,1,1,2
051 dat,1,1,1,1,1,2
051 txt,1,1,1,1,1,2
052 cnv,1,1,1,1,1,2
052 dat,1,1,1,1,1,2
052 txt,1,1,1,1,1,2
05201avg.cnv 05301avg.cnv,1,1,1,1,1,2
053 cnv,1,1,1,1,1,2
053 dat,1,1,1,1,1,2
053 nc,1,1,1,1,1,2
053 txt,1,1,1,1,1,2
05301 bl,1,1,1,1,1,2
05301 btl,1,1,1,1,1,2
05301 cnv,1,1,1,1,1,2
05301 ros,1,1,1,1,1,2
05301avg.cnv 05301,1,1,1,1,1,2
05301avg.cnv 05401avg.cnv,1,1,1,1,1,2
054 cnv,1,1,1,1,1,2
054 dat,1,1,1,1,1,2
054 txt,1,1,1,1,1,2
05401 bl,1,1,1,1,1,2
05401 btl,1,1,1,1,1,2
05401 cnv,1,1,1,1,1,2
05401 ros,1,1,1,1,1,2
05401avg.cnv 05401,1,1,1,1,1,2
05401avg.cnv 05501avg.cnv,1,1,1,1,1,2
054430 cnv,1,1,1,1,1,2
055 cnv,1,1,1,1,1,2
055 dat,1,1,1,1,1,2
055 txt,1,1,1,1,1,2
05501 bl,1,1,1,1,1,2
05501 btl,1,1,1,1,1,2
05501 cnv,1,1,1,1,1,2
05501 ros,1,1,1,1,1,2
05501avg.cnv 05501,1,1,1,1,1,2
05501avg.cnv 05601avg.cnv,1,1,1,1,1,2
056 cnv,1,1,1,1,1,2
056 dat,1,1,1,1,1,2
056 nc,1,1,1,1,1,2
056 txt,1,1,1,1,1,2
05601 bl,1,1,1,1,1,2
05601 btl,1,1,1,1,1,2
05601 cnv,1,1,1,1,1,2
05601 ros,1,1,1,1,1,2
05601avg.cnv 05601,1,1,1,1,1,2
05601avg.cnv 05701avg.cnv,1,1,1,1,1,2
057 cnv,1,1,1,1,1,2
057 dat,1,1,1,1,1,2
057 txt,1,1,1,1,1,2
05701 bl,1,1,1,1,1,2
05701 btl,1,1,1,1,1,2
05701 cnv,1,1,1,1,1,2
05701 ros,1,1,1,1,1,2
05701avg.cnv 05701,1,1,1,1,1,2
05701avg.cnv 05801avg.cnv,1,1,1,1,1,2
058 cnv,1,1,1,1,1,2
058 dat,1,1,1,1,1,2
058 txt,1,1,1,1,1,2
05801 bl,1,1,1,1,1,2
05801 btl,1,1,1,1,1,2
05801 cnv,1,1,1,1,1,2
05801 ros,1,1,1,1,1,2
05801avg.cnv 05801,1,1,1,1,1,2
05801avg.cnv 05901avg.cnv,1,1,1,1,1,2
059 cnv,1,1,1,1,1,2
059 dat,1,1,1,1,1,2
059 txt,1,1,1,1,1,2
05901 bl,1,1,1,1,1,2
05901 btl,1,1,1,1,1,2
05901 cnv,1,1,1,1,1,2
05901 ros,1,1,1,1,1,2
05901avg.cnv 05901,1,1,1,1,1,2
05901avg.cnv 06001avg.cnv,1,1,1,1,1,2
06 0010,1,1,1,1,1,2
06 0011,1,1,1,1,1,2
06 0021,1,1,1,1,1,2
06 0025,1,1,1,1,1,2
06 04,1,1,1,1,1,2
06 05,1,1,1,1,1,2
06 08,1,1,1,1,1,2
06 12,1,1,1,1,1,2
06 14,1,1,1,1,1,2
06 2010,1,1,1,1,1,2
06 23,1,1,1,1,1,2
06 daily.csv,1,1,1,1,1,2
06 dem,1,1,1,1,1,2
06 healy,1,1,1,1,1,2
06 nc,1,1,1,1,1,2
06 np,1,1,1,1,1,2
06 ortho,1,1,1,1,1,2
06 xtf,1,1,1,1,1,2
060 cnv,1,1,1,1,1,2
060 dat,1,1,1,1,1,2
060 txt,1,1,1,1,1,2
06001 bl,1,1,1,1,1,2
06001 btl,1,1,1,1,1,2
06001 cnv,1,1,1,1,1,2
06001 ros,1,1,1,1,1,2
06001avg.cnv 06001,1,1,1,1,1,2
06001avg.cnv 06101avg.cnv,1,1,1,1,1,2
061 cnv,1,1,1,1,1,2
061 dat,1,1,1,1,1,2
061 txt,1,1,1,1,1,2
06101 bl,1,1,1,1,1,2
06101 btl,1,1,1,1,1,2
06101 cnv,1,1,1,1,1,2
06101 ros,1,1,1,1,1,2
061019 dat,1,1,1,1,1,2
