token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
rho_19,2,2,2,1,1,2
rho_2,2,2,2,1,1,2
rho_20,2,2,2,1,1,2
rho_3,2,2,2,1,1,2
rho_4,2,2,2,1,1,2
rho_5,2,2,2,1,1,2
rho_6,2,2,2,1,1,2
rho_7,2,2,2,1,1,2
rho_8,2,2,2,1,1,2
rho_9,2,2,2,1,1,2
runoff,2,2,2,1,1,2
SAMPLE,2,2,2,1,1,2
Sample_date,2,2,2,1,1,2
Sb,2,2,2,1,1,2
Sc,2,2,2,1,1,2
sea_pressure_dbar,2,2,2,1,1,2
sec,2,2,2,1,1,2
section bottom (cm),2,2,2,1,1,2
section top (cm),2,2,2,1,1,2
short sza,2,2,2,1,1,2
SiO4,2,2,2,1,1,2
Site_Name,2,2,2,1,1,2
Size,2,2,2,1,1,2
Sn,2,2,2,1,1,2
snow_water_equivalent,2,2,2,1,1,2
soil_depth,2,2,2,1,1,2
soil_temperature,2,2,2,1,1,2
SoilT,2,2,2,1,1,2
Start date,2,2,2,1,1,2
start_time,2,2,2,1,1,2
station_num,2,2,2,1,1,2
std_depth_1,2,2,2,1,1,2
std_depth_10,2,2,2,1,1,2
std_depth_11,2,2,2,1,1,2
std_depth_12,2,2,2,1,1,2
std_depth_13,2,2,2,1,1,2
std_depth_14,2,2,2,1,1,2
std_depth_15,2,2,2,1,1,2
std_depth_16,2,2,2,1,1,2
std_depth_17,2,2,2,1,1,2
std_depth_18,2,2,2,1,1,2
std_depth_19,2,2,2,1,1,2
std_depth_2,2,2,2,1,1,2
std_depth_3,2,2,2,1,1,2
std_depth_4,2,2,2,1,1,2
std_depth_5,2,2,2,1,1,2
std_depth_6,2,2,2,1,1,2
std_depth_7,2,2,2,1,1,2
std_depth_8,2,2,2,1,1,2
std_depth_9,2,2,2,1,1,2
std_layer_thick_1,2,2,2,1,1,2
std_layer_thick_10,2,2,2,1,1,2
std_layer_thick_11,2,2,2,1,1,2
std_layer_thick_12,2,2,2,1,1,2
std_layer_thick_13,2,2,2,1,1,2
std_layer_thick_14,2,2,2,1,1,2
std_layer_thick_15,2,2,2,1,1,2
std_layer_thick_16,2,2,2,1,1,2
std_layer_thick_17,2,2,2,1,1,2
std_layer_thick_18,2,2,2,1,1,2
std_layer_thick_19,2,2,2,1,1,2
std_layer_thick_2,2,2,2,1,1,2
std_layer_thick_3,2,2,2,1,1,2
std_layer_thick_4,2,2,2,1,1,2
std_layer_thick_5,2,2,2,1,1,2
std_layer_thick_6,2,2,2,1,1,2
std_layer_thick_7,2,2,2,1,1,2
std_layer_thick_8,2,2,2,1,1,2
std_layer_thick_9,2,2,2,1,1,2
std_rho_1,2,2,2,1,1,2
std_rho_10,2,2,2,1,1,2
std_rho_11,2,2,2,1,1,2
std_rho_12,2,2,2,1,1,2
std_rho_13,2,2,2,1,1,2
std_rho_14,2,2,2,1,1,2
std_rho_15,2,2,2,1,1,2
std_rho_16,2,2,2,1,1,2
std_rho_17,2,2,2,1,1,2
std_rho_18,2,2,2,1,1,2
std_rho_19,2,2,2,1,1,2
std_rho_2,2,2,2,1,1,2
std_rho_20,2,2,2,1,1,2
std_rho_3,2,2,2,1,1,2
std_rho_4,2,2,2,1,1,2
std_rho_5,2,2,2,1,1,2
std_rho_6,2,2,2,1,1,2
std_rho_7,2,2,2,1,1,2
std_rho_8,2,2,2,1,1,2
std_rho_9,2,2,2,1,1,2
Sw,2,2,2,1,1,2
SWE,2,2,2,1,1,2
SWT,2,2,2,1,1,2
Tb,2,2,2,1,1,2
Temp_1,2,2,2,1,1,2
Temp_2,2,2,2,1,1,2
Temperature (C),2,2,2,1,1,2
Th,2,2,2,1,1,2
Thaw depth (cm),2,2,2,1,1,2
thaw1,2,2,2,1,1,2
thaw2,2,2,2,1,1,2
thickness,2,2,2,1,1,2
Tm,2,2,2,1,1,2
toluene,2,2,2,1,1,2
toluene_numflag,2,2,2,1,1,2
tP_ms,2,2,2,1,1,2
tx_loop_meter,2,2,2,1,1,2
TYPE,2,2,2,1,1,2
UCIAMS,2,2,2,1,1,2
unit,2,2,2,1,1,2
UTM_easting,2,2,2,1,1,2
UTM_northing,2,2,2,1,1,2
Water_Depth,2,2,2,1,1,2
wd,2,2,2,1,1,2
Width,2,2,2,1,1,2
WindDir_D1_WVT,2,2,2,1,1,2
WS_ms_S_WVT,2,2,2,1,1,2
Yb,2,2,2,1,1,2
Year_CE,2,2,2,1,1,2
ZONE_CODE,2,2,2,1,1,2
Zr,2,2,2,1,1,2
-125,1,1,1,1,1,2
-135,1,1,1,1,1,2
-145,1,1,1,1,1,2
-155,1,1,1,1,1,2
-165,1,1,1,1,1,2
-225,1,1,1,1,1,2
-275,1,1,1,1,1,2
-285,1,1,1,1,1,2
-295,1,1,1,1,1,2
-305,1,1,1,1,1,2
-315,1,1,1,1,1,2
-325,1,1,1,1,1,2
-410,1,1,1,1,1,2
"""Median Calibrated Age""",1,1,1,1,1,2
[C],1,1,1,1,1,2
[CH4] (ppb),1,1,1,1,1,2
[CO2] (ppm),1,1,1,1,1,2
[N],1,1,1,1,1,2
[SF6] (ppt),1,1,1,1,1,2
# replicates,1,1,1,1,1,2
% soil moisture,1,1,1,1,1,2
% SOM,1,1,1,1,1,2
%_Moisture,1,1,1,1,1,2
%_SOM,1,1,1,1,1,2
%C (EA),1,1,1,1,1,2
%CaCO3,1,1,1,1,1,2
%N (EA),1,1,1,1,1,2
%NISP,1,1,1,1,1,2
%OC,1,1,1,1,1,2
%soil moisture,1,1,1,1,1,2
%TIC,1,1,1,1,1,2
%TOC (TC-TIC),1,1,1,1,1,2
%WFPS,1,1,1,1,1,2
±,1,1,1,1,1,2
± (at g-1),1,1,1,1,1,2
± 1σ (14C yrs),1,1,1,1,1,2
± 1σ (cal yrs),1,1,1,1,1,2
<5um Phytoplankton Growth (1/d),1,1,1,1,1,2
<5um Phytoplankton Growth p-value,1,1,1,1,1,2
<5um Phytoplankton Growth SE (1/d),1,1,1,1,1,2
<5um Phytoplankton Linear Regression R2,1,1,1,1,1,2
<5um Phytoplankton uZoo Grazing (1/d),1,1,1,1,1,2
<5um Phytoplankton uZoo Grazing p-value,1,1,1,1,1,2
<5um Phytoplankton uZoo Grazing SE (1/d),1,1,1,1,1,2
>5 um Ave Chl initial (ug/L),1,1,1,1,1,2
>5 um Stdev Chl initial (ug/L),1,1,1,1,1,2
>5um Phytoplankton Growth (1/d),1,1,1,1,1,2
>5um Phytoplankton Growth p-value,1,1,1,1,1,2
>5um Phytoplankton Growth SE (1/d),1,1,1,1,1,2
>5um Phytoplankton Linear Regression R2,1,1,1,1,1,2
>5um Phytoplankton uZoo Grazing (1/d),1,1,1,1,1,2
>5um Phytoplankton uZoo Grazing p-value,1,1,1,1,1,2
>5um Phytoplankton uZoo Grazing SE (1/d),1,1,1,1,1,2
0.0_meters,1,1,1,1,1,2
0.01 m,1,1,1,1,1,2
0.05_meters,1,1,1,1,1,2
0.07,1,1,1,1,1,2
0.08 m,1,1,1,1,1,2
0.1,1,1,1,1,1,2
0.15_meters,1,1,1,1,1,2
0.2,1,1,1,1,1,2
0.22 m,1,1,1,1,1,2
0.3,1,1,1,1,1,2
0.36,1,1,1,1,1,2
0.43,1,1,1,1,1,2
0.44,1,1,1,1,1,2
0.46,1,1,1,1,1,2
0.47,1,1,1,1,1,2
0.54_meters,1,1,1,1,1,2
0.55,1,1,1,1,1,2
0.56,1,1,1,1,1,2
0.58,1,1,1,1,1,2
0.59 m,1,1,1,1,1,2
0.6-5 um Ave Chl initial (ug/L),1,1,1,1,1,2
0.6-5 um Stdev Chl initial (ug/L),1,1,1,1,1,2
0.62,1,1,1,1,1,2
0.65_meters,1,1,1,1,1,2
0.67,1,1,1,1,1,2
0.7,1,1,1,1,1,2
0.7 m,1,1,1,1,1,2
0.73,1,1,1,1,1,2
0.75,1,1,1,1,1,2
0.75_meters,1,1,1,1,1,2
0.77,1,1,1,1,1,2
0.79,1,1,1,1,1,2
0.8 m,1,1,1,1,1,2
0.81,1,1,1,1,1,2
0.82,1,1,1,1,1,2
0.84,1,1,1,1,1,2
0.9,1,1,1,1,1,2
0.91,1,1,1,1,1,2
0.92,1,1,1,1,1,2
0.95,1,1,1,1,1,2
0.97,1,1,1,1,1,2
1_meters.1,1,1,1,1,1,2
1._meters.1,1,1,1,1,1,2
1..5_meters,1,1,1,1,1,2
1.01,1,1,1,1,1,2
1.05,1,1,1,1,1,2
1.06,1,1,1,1,1,2
1.09,1,1,1,1,1,2
1.13,1,1,1,1,1,2
1.14,1,1,1,1,1,2
1.2 m,1,1,1,1,1,2
1.23,1,1,1,1,1,2
1.25,1,1,1,1,1,2
1.26,1,1,1,1,1,2
1.28,1,1,1,1,1,2
1.29,1,1,1,1,1,2
1.3,1,1,1,1,1,2
1.33,1,1,1,1,1,2
1.34,1,1,1,1,1,2
1.38,1,1,1,1,1,2
1.39,1,1,1,1,1,2
1.4,1,1,1,1,1,2
1.4 m,1,1,1,1,1,2
1.4_meters,1,1,1,1,1,2
1.44,1,1,1,1,1,2
1.47,1,1,1,1,1,2
1.5,1,1,1,1,1,2
1.51,1,1,1,1,1,2
1.52,1,1,1,1,1,2
1.53,1,1,1,1,1,2
1.55,1,1,1,1,1,2
1.57,1,1,1,1,1,2
1.58,1,1,1,1,1,2
1.6,1,1,1,1,1,2
1.62,1,1,1,1,1,2
1.63,1,1,1,1,1,2
1.65,1,1,1,1,1,2
1.66,1,1,1,1,1,2
1.67,1,1,1,1,1,2
1.7,1,1,1,1,1,2
1.7 m,1,1,1,1,1,2
1.7_meters,1,1,1,1,1,2
1.79,1,1,1,1,1,2
1.81,1,1,1,1,1,2
1.83,1,1,1,1,1,2
1.86,1,1,1,1,1,2
1.87,1,1,1,1,1,2
1.88,1,1,1,1,1,2
1.89,1,1,1,1,1,2
1.91,1,1,1,1,1,2
1.92,1,1,1,1,1,2
1.94,1,1,1,1,1,2
1% PAR,1,1,1,1,1,2
10-Year Lowpass Filter,1,1,1,1,1,2
10.03,1,1,1,1,1,2
10.05,1,1,1,1,1,2
10.06,1,1,1,1,1,2
10.12,1,1,1,1,1,2
10.14,1,1,1,1,1,2
10.16,1,1,1,1,1,2
10.18,1,1,1,1,1,2
10.22,1,1,1,1,1,2
10.24,1,1,1,1,1,2
10.4,1,1,1,1,1,2
10.57,1,1,1,1,1,2
10.64,1,1,1,1,1,2
10.66,1,1,1,1,1,2
10.67,1,1,1,1,1,2
10.7,1,1,1,1,1,2
10.787025,1,1,1,1,1,2
10.787881,1,1,1,1,1,2
10.788737,1,1,1,1,1,2
10.789594,1,1,1,1,1,2
10.79045,1,1,1,1,1,2
10.791306,1,1,1,1,1,2
10.792163,1,1,1,1,1,2
10.793019,1,1,1,1,1,2
10.793875,1,1,1,1,1,2
10.794733,1,1,1,1,1,2
10.795588,1,1,1,1,1,2
10.796444,1,1,1,1,1,2
10.797302,1,1,1,1,1,2
10.798157,1,1,1,1,1,2
10.799013,1,1,1,1,1,2
10.799869,1,1,1,1,1,2
10.800726,1,1,1,1,1,2
10.801582,1,1,1,1,1,2
10.802438,1,1,1,1,1,2
10.803295,1,1,1,1,1,2
10.804151,1,1,1,1,1,2
10.805007,1,1,1,1,1,2
10.805865,1,1,1,1,1,2
10.80672,1,1,1,1,1,2
10.807576,1,1,1,1,1,2
10.808434,1,1,1,1,1,2
10.809289,1,1,1,1,1,2
10.810145,1,1,1,1,1,2
10.811003,1,1,1,1,1,2
10.811858,1,1,1,1,1,2
10.812714,1,1,1,1,1,2
10.813572,1,1,1,1,1,2
10.814428,1,1,1,1,1,2
10.815283,1,1,1,1,1,2
10.816139,1,1,1,1,1,2
10.816997,1,1,1,1,1,2
10.817852,1,1,1,1,1,2
10.818708,1,1,1,1,1,2
10.819566,1,1,1,1,1,2
10.82,1,1,1,1,1,2
10.820421,1,1,1,1,1,2
10.821277,1,1,1,1,1,2
10.822135,1,1,1,1,1,2
10.822991,1,1,1,1,1,2
10.823846,1,1,1,1,1,2
10.824704,1,1,1,1,1,2
10.82556,1,1,1,1,1,2
10.826415,1,1,1,1,1,2
10.827273,1,1,1,1,1,2
10.828129,1,1,1,1,1,2
10.828984,1,1,1,1,1,2
10.829842,1,1,1,1,1,2
10.830698,1,1,1,1,1,2
10.831554,1,1,1,1,1,2
10.832411,1,1,1,1,1,2
10.833267,1,1,1,1,1,2
10.834123,1,1,1,1,1,2
10.834978,1,1,1,1,1,2
10.835836,1,1,1,1,1,2
10.836692,1,1,1,1,1,2
10.837547,1,1,1,1,1,2
10.838405,1,1,1,1,1,2
10.839261,1,1,1,1,1,2
10.840117,1,1,1,1,1,2
10.840974,1,1,1,1,1,2
10.84183,1,1,1,1,1,2
10.842686,1,1,1,1,1,2
10.843543,1,1,1,1,1,2
10.844399,1,1,1,1,1,2
10.845255,1,1,1,1,1,2
10.846112,1,1,1,1,1,2
10.846968,1,1,1,1,1,2
10.847824,1,1,1,1,1,2
10.848681,1,1,1,1,1,2
10.849537,1,1,1,1,1,2
10.850393,1,1,1,1,1,2
10.851249,1,1,1,1,1,2
10.852106,1,1,1,1,1,2
10.852962,1,1,1,1,1,2
10.853818,1,1,1,1,1,2
10.854675,1,1,1,1,1,2
10.855531,1,1,1,1,1,2
10.856387,1,1,1,1,1,2
10.857244,1,1,1,1,1,2
10.8581,1,1,1,1,1,2
10.858956,1,1,1,1,1,2
10.859814,1,1,1,1,1,2
10.860669,1,1,1,1,1,2
10.861525,1,1,1,1,1,2
10.862383,1,1,1,1,1,2
10.863238,1,1,1,1,1,2
10.864094,1,1,1,1,1,2
10.864952,1,1,1,1,1,2
10.865807,1,1,1,1,1,2
10.866663,1,1,1,1,1,2
10.867521,1,1,1,1,1,2
10.868377,1,1,1,1,1,2
10.869232,1,1,1,1,1,2
10.870088,1,1,1,1,1,2
10.870946,1,1,1,1,1,2
10.871801,1,1,1,1,1,2
10.872657,1,1,1,1,1,2
10.873515,1,1,1,1,1,2
10.87437,1,1,1,1,1,2
10.875226,1,1,1,1,1,2
10.876084,1,1,1,1,1,2
10.87694,1,1,1,1,1,2
10.877795,1,1,1,1,1,2
10.878653,1,1,1,1,1,2
10.879509,1,1,1,1,1,2
10.880364,1,1,1,1,1,2
10.881222,1,1,1,1,1,2
10.882078,1,1,1,1,1,2
10.882933,1,1,1,1,1,2
10.883791,1,1,1,1,1,2
10.884647,1,1,1,1,1,2
10.885503,1,1,1,1,1,2
10.886358,1,1,1,1,1,2
10.887216,1,1,1,1,1,2
10.888072,1,1,1,1,1,2
10.888927,1,1,1,1,1,2
10.889785,1,1,1,1,1,2
10.890641,1,1,1,1,1,2
10.891496,1,1,1,1,1,2
10.892354,1,1,1,1,1,2
10.89321,1,1,1,1,1,2
10.894065,1,1,1,1,1,2
10.894923,1,1,1,1,1,2
10.895779,1,1,1,1,1,2
10.896635,1,1,1,1,1,2
10.897492,1,1,1,1,1,2
10.898348,1,1,1,1,1,2
10.899204,1,1,1,1,1,2
10.900061,1,1,1,1,1,2
10.900917,1,1,1,1,1,2
10.901773,1,1,1,1,1,2
10.90263,1,1,1,1,1,2
10.903486,1,1,1,1,1,2
10.904342,1,1,1,1,1,2
10.905198,1,1,1,1,1,2
10.906055,1,1,1,1,1,2
10.906911,1,1,1,1,1,2
10.907767,1,1,1,1,1,2
10.908624,1,1,1,1,1,2
10.90948,1,1,1,1,1,2
10.910336,1,1,1,1,1,2
10.911193,1,1,1,1,1,2
10.912049,1,1,1,1,1,2
10.912905,1,1,1,1,1,2
10.913763,1,1,1,1,1,2
10.914618,1,1,1,1,1,2
10.915474,1,1,1,1,1,2
10.916332,1,1,1,1,1,2
10.917187,1,1,1,1,1,2
10.918043,1,1,1,1,1,2
10.918901,1,1,1,1,1,2
10.919756,1,1,1,1,1,2
10.920612,1,1,1,1,1,2
10.921468,1,1,1,1,1,2
10.922326,1,1,1,1,1,2
10.923181,1,1,1,1,1,2
10.924037,1,1,1,1,1,2
10.924895,1,1,1,1,1,2
10.92575,1,1,1,1,1,2
10.926606,1,1,1,1,1,2
10.927464,1,1,1,1,1,2
10.928319,1,1,1,1,1,2
10.929175,1,1,1,1,1,2
10.930033,1,1,1,1,1,2
10.930889,1,1,1,1,1,2
10.931744,1,1,1,1,1,2
10.932602,1,1,1,1,1,2
10.933458,1,1,1,1,1,2
10.934313,1,1,1,1,1,2
10.935171,1,1,1,1,1,2
10.936027,1,1,1,1,1,2
10.936882,1,1,1,1,1,2
10.937738,1,1,1,1,1,2
10.938596,1,1,1,1,1,2
10.939451,1,1,1,1,1,2
10.940307,1,1,1,1,1,2
10.941165,1,1,1,1,1,2
10.942021,1,1,1,1,1,2
10.942876,1,1,1,1,1,2
10.943734,1,1,1,1,1,2
10.94459,1,1,1,1,1,2
10.945445,1,1,1,1,1,2
10.946303,1,1,1,1,1,2
10.947159,1,1,1,1,1,2
10.948014,1,1,1,1,1,2
10.948872,1,1,1,1,1,2
10.949728,1,1,1,1,1,2
10.950584,1,1,1,1,1,2
10.951441,1,1,1,1,1,2
10.952297,1,1,1,1,1,2
10.953153,1,1,1,1,1,2
10.95401,1,1,1,1,1,2
10.954866,1,1,1,1,1,2
10.955722,1,1,1,1,1,2
10.956577,1,1,1,1,1,2
10.957435,1,1,1,1,1,2
10.958291,1,1,1,1,1,2
10.959147,1,1,1,1,1,2
10.960004,1,1,1,1,1,2
10.96086,1,1,1,1,1,2
10.961716,1,1,1,1,1,2
10.962573,1,1,1,1,1,2
10.963429,1,1,1,1,1,2
10.964285,1,1,1,1,1,2
10.965142,1,1,1,1,1,2
10.965998,1,1,1,1,1,2
10.966854,1,1,1,1,1,2
10.967712,1,1,1,1,1,2
10.968567,1,1,1,1,1,2
10.969423,1,1,1,1,1,2
10.97,1,1,1,1,1,2
10.970281,1,1,1,1,1,2
10.971136,1,1,1,1,1,2
10.971992,1,1,1,1,1,2
10.972848,1,1,1,1,1,2
10.973705,1,1,1,1,1,2
10.974561,1,1,1,1,1,2
10.975417,1,1,1,1,1,2
10.976275,1,1,1,1,1,2
10.97713,1,1,1,1,1,2
10.977986,1,1,1,1,1,2
10.978844,1,1,1,1,1,2
10.979699,1,1,1,1,1,2
10.980555,1,1,1,1,1,2
10.981413,1,1,1,1,1,2
10.982268,1,1,1,1,1,2
10.983124,1,1,1,1,1,2
10.983982,1,1,1,1,1,2
10.984837,1,1,1,1,1,2
10.985693,1,1,1,1,1,2
10.986551,1,1,1,1,1,2
10.987407,1,1,1,1,1,2
10.988262,1,1,1,1,1,2
10.98912,1,1,1,1,1,2
10.989976,1,1,1,1,1,2
10.990831,1,1,1,1,1,2
10.991687,1,1,1,1,1,2
10.992545,1,1,1,1,1,2
10.9934,1,1,1,1,1,2
10.994256,1,1,1,1,1,2
10.995114,1,1,1,1,1,2
10.99597,1,1,1,1,1,2
10.996825,1,1,1,1,1,2
10.997683,1,1,1,1,1,2
10.998539,1,1,1,1,1,2
10.999394,1,1,1,1,1,2
100% Operational Taxonomic Group Number,1,1,1,1,1,2
10Be concetration,1,1,1,1,1,2
10Be_concentration,1,1,1,1,1,2
10Be/9Be ratio,1,1,1,1,1,2
11_meters,1,1,1,1,1,2
11.03,1,1,1,1,1,2
11.04,1,1,1,1,1,2
11.14,1,1,1,1,1,2
11.15,1,1,1,1,1,2
11.16,1,1,1,1,1,2
11.18,1,1,1,1,1,2
11.22,1,1,1,1,1,2
11.3,1,1,1,1,1,2
11.31,1,1,1,1,1,2
11.42,1,1,1,1,1,2
11.46,1,1,1,1,1,2
11.57,1,1,1,1,1,2
11.67,1,1,1,1,1,2
11.7,1,1,1,1,1,2
11.72,1,1,1,1,1,2
11.92,1,1,1,1,1,2
12.03,1,1,1,1,1,2
12.04,1,1,1,1,1,2
12.06,1,1,1,1,1,2
12.1,1,1,1,1,1,2
12.16,1,1,1,1,1,2
12.18,1,1,1,1,1,2
12.32,1,1,1,1,1,2
12.36,1,1,1,1,1,2
12.57,1,1,1,1,1,2
12.66,1,1,1,1,1,2
12.8,1,1,1,1,1,2
12.85_meters,1,1,1,1,1,2
12.91,1,1,1,1,1,2
13_meters,1,1,1,1,1,2
13._meters,1,1,1,1,1,2
13.03,1,1,1,1,1,2
13.1,1,1,1,1,1,2
13.13,1,1,1,1,1,2
13.16,1,1,1,1,1,2
13.22,1,1,1,1,1,2
13.28,1,1,1,1,1,2
