token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
receivers,2,2,2,1,1,2
res,2,2,2,1,1,2
rodents,2,2,2,1,1,2
rsl,2,2,2,1,1,2
sar,2,2,2,1,1,2
scale,2,2,2,1,1,2
season,2,2,2,1,1,2
sedimentary,2,2,2,1,1,2
seismology,2,2,2,1,1,2
shrubs,2,2,2,1,1,2
site,2,2,2,1,1,2
socioeconomics,2,2,2,1,1,2
software,2,2,2,1,1,2
south,2,2,2,1,1,2
spectroscopy,2,2,2,1,1,2
springs,2,2,2,1,1,2
st,2,2,2,1,1,2
storm,2,2,2,1,1,2
structures,2,2,2,1,1,2
studies,2,2,2,1,1,2
surge,2,2,2,1,1,2
tectonics,2,2,2,1,1,2
thematic,2,2,2,1,1,2
thule,2,2,2,1,1,2
tovs,2,2,2,1,1,2
transfer,2,2,2,1,1,2
transverse,2,2,2,1,1,2
twin,2,2,2,1,1,2
uav,2,2,2,1,1,2
unmanned,2,2,2,1,1,2
upper,2,2,2,1,1,2
variation,2,2,2,1,1,2
village,2,2,2,1,1,2
weathering,2,2,2,1,1,2
weeds,2,2,2,1,1,2
wolverine,2,2,2,1,1,2
woods,2,2,2,1,1,2
xrf,2,2,2,1,1,2
01,1,1,1,1,1,2
1002,1,1,1,1,1,2
103,1,1,1,1,1,2
104,1,1,1,1,1,2
107,1,1,1,1,1,2
108,1,1,1,1,1,2
109,1,1,1,1,1,2
111,1,1,1,1,1,2
112,1,1,1,1,1,2
113,1,1,1,1,1,2
114,1,1,1,1,1,2
115,1,1,1,1,1,2
116,1,1,1,1,1,2
117,1,1,1,1,1,2
118,1,1,1,1,1,2
120,1,1,1,1,1,2
125,1,1,1,1,1,2
13,1,1,1,1,1,2
145,1,1,1,1,1,2
146,1,1,1,1,1,2
148.9,1,1,1,1,1,2
14c,1,1,1,1,1,2
15,1,1,1,1,1,2
165,1,1,1,1,1,2
166,1,1,1,1,1,2
2011,1,1,1,1,1,2
222,1,1,1,1,1,2
226,1,1,1,1,1,2
37,1,1,1,1,1,2
399,1,1,1,1,1,2
3d,1,1,1,1,1,2
417,1,1,1,1,1,2
431,1,1,1,1,1,2
482,1,1,1,1,1,2
486,1,1,1,1,1,2
491,1,1,1,1,1,2
56,1,1,1,1,1,2
68.7,1,1,1,1,1,2
6hw,1,1,1,1,1,2
74,1,1,1,1,1,2
8,1,1,1,1,1,2
91,1,1,1,1,1,2
92,1,1,1,1,1,2
93,1,1,1,1,1,2
abrupt,1,1,1,1,1,2
absorbing,1,1,1,1,1,2
acclimation,1,1,1,1,1,2
acetylene,1,1,1,1,1,2
acid,1,1,1,1,1,2
acidification,1,1,1,1,1,2
activities,1,1,1,1,1,2
adaptive,1,1,1,1,1,2
adjustment,1,1,1,1,1,2
ak,1,1,1,1,1,2
alaskan,1,1,1,1,1,2
alcr,1,1,1,1,1,2
alder,1,1,1,1,1,2
alkanes,1,1,1,1,1,2
alkenones,1,1,1,1,1,2
allan,1,1,1,1,1,2
allocation,1,1,1,1,1,2
alnus,1,1,1,1,1,2
amax,1,1,1,1,1,2
ancient,1,1,1,1,1,2
antarctic,1,1,1,1,1,2
anticyclones,1,1,1,1,1,2
aomip,1,1,1,1,1,2
aphotic,1,1,1,1,1,2
apparatus,1,1,1,1,1,2
aquifers,1,1,1,1,1,2
archeology,1,1,1,1,1,2
arctcic,1,1,1,1,1,2
arctica,1,1,1,1,1,2
ark,1,1,1,1,1,2
aromatic,1,1,1,1,1,2
arrow,1,1,1,1,1,2
arthropods,1,1,1,1,1,2
asia,1,1,1,1,1,2
asos,1,1,1,1,1,2
asset,1,1,1,1,1,2
association,1,1,1,1,1,2
aster,1,1,1,1,1,2
atovs,1,1,1,1,1,2
aufies,1,1,1,1,1,2
autoanalyzer,1,1,1,1,1,2
avayalik,1,1,1,1,1,2
avoided,1,1,1,1,1,2
awqt,1,1,1,1,1,2
backscatter,1,1,1,1,1,2
baffin,1,1,1,1,1,2
ball,1,1,1,1,1,2
basins,1,1,1,1,1,2
bathyphotometer,1,1,1,1,1,2
bathythermographs,1,1,1,1,1,2
bc,1,1,1,1,1,2
beam,1,1,1,1,1,2
beardmore,1,1,1,1,1,2
bears,1,1,1,1,1,2
bedload,1,1,1,1,1,2
belowground,1,1,1,1,1,2
bhrc,1,1,1,1,1,2
biphenyls,1,1,1,1,1,2
birch,1,1,1,1,1,2
bivalve,1,1,1,1,1,2
black,1,1,1,1,1,2
blanqet,1,1,1,1,1,2
blue,1,1,1,1,1,2
bolometers,1,1,1,1,1,2
braun,1,1,1,1,1,2
breeding,1,1,1,1,1,2
brine,1,1,1,1,1,2
bromine,1,1,1,1,1,2
brooks,1,1,1,1,1,2
brown,1,1,1,1,1,2
bryophytes,1,1,1,1,1,2
bubbles,1,1,1,1,1,2
buildings,1,1,1,1,1,2
buoyant,1,1,1,1,1,2
burn,1,1,1,1,1,2
business,1,1,1,1,1,2
c143,1,1,1,1,1,2
ca,1,1,1,1,1,2
cabin,1,1,1,1,1,2
cabon,1,1,1,1,1,2
calculus,1,1,1,1,1,2
calibration,1,1,1,1,1,2
calving,1,1,1,1,1,2
campsite,1,1,1,1,1,2
canyon,1,1,1,1,1,2
cape,1,1,1,1,1,2
carbon:nitrogen,1,1,1,1,1,2
carbonyl,1,1,1,1,1,2
carex,1,1,1,1,1,2
caribou,1,1,1,1,1,2
carnivore,1,1,1,1,1,2
casa,1,1,1,1,1,2
cattle,1,1,1,1,1,2
caves,1,1,1,1,1,2
cell,1,1,1,1,1,2
center,1,1,1,1,1,2
centers,1,1,1,1,1,2
central,1,1,1,1,1,2
century,1,1,1,1,1,2
cesium,1,1,1,1,1,2
cesm,1,1,1,1,1,2
channel,1,1,1,1,1,2
chill,1,1,1,1,1,2
chlorinated,1,1,1,1,1,2
chlorine,1,1,1,1,1,2
choice,1,1,1,1,1,2
chromatograph,1,1,1,1,1,2
chronology,1,1,1,1,1,2
chydorus,1,1,1,1,1,2
citzen,1,1,1,1,1,2
cladocera,1,1,1,1,1,2
cladoceran,1,1,1,1,1,2
clams,1,1,1,1,1,2
classroom,1,1,1,1,1,2
closing,1,1,1,1,1,2
cmip6,1,1,1,1,1,2
cn,1,1,1,1,1,2
co2ndir,1,1,1,1,1,2
coarse,1,1,1,1,1,2
coefficients,1,1,1,1,1,2
cold,1,1,1,1,1,2
coldfoot,1,1,1,1,1,2
collateralization,1,1,1,1,1,2
colonization,1,1,1,1,1,2
communications,1,1,1,1,1,2
comp,1,1,1,1,1,2
compasses,1,1,1,1,1,2
complex,1,1,1,1,1,2
computing,1,1,1,1,1,2
connection,1,1,1,1,1,2
conservative,1,1,1,1,1,2
contaminant,1,1,1,1,1,2
contingent,1,1,1,1,1,2
continuous,1,1,1,1,1,2
contours,1,1,1,1,1,2
convection,1,1,1,1,1,2
corridors,1,1,1,1,1,2
council,1,1,1,1,1,2
country,1,1,1,1,1,2
coupled,1,1,1,1,1,2
credit,1,1,1,1,1,2
cretaceous,1,1,1,1,1,2
crevasse,1,1,1,1,1,2
cropping,1,1,1,1,1,2
crust,1,1,1,1,1,2
crustacean,1,1,1,1,1,2
cryobot,1,1,1,1,1,2
cryoseismology,1,1,1,1,1,2
cryostratigraphy,1,1,1,1,1,2
culturally,1,1,1,1,1,2
cumulative,1,1,1,1,1,2
curriculum,1,1,1,1,1,2
cva,1,1,1,1,1,2
cyanobacteria,1,1,1,1,1,2
cyclonic,1,1,1,1,1,2
cytometer,1,1,1,1,1,2
d17o,1,1,1,1,1,2
d18o,1,1,1,1,1,2
d4,1,1,1,1,1,2
dairy,1,1,1,1,1,2
dark,1,1,1,1,1,2
dataset,1,1,1,1,1,2
dataviz,1,1,1,1,1,2
davis,1,1,1,1,1,2
days,1,1,1,1,1,2
dbh,1,1,1,1,1,2
dbo1,1,1,1,1,1,2
dd,1,1,1,1,1,2
ddts,1,1,1,1,1,2
dead,1,1,1,1,1,2
deadhorse,1,1,1,1,1,2
declination,1,1,1,1,1,2
deficit,1,1,1,1,1,2
degree,1,1,1,1,1,2
delivery,1,1,1,1,1,2
demersal,1,1,1,1,1,2
demo,1,1,1,1,1,2
demographic,1,1,1,1,1,2
denali,1,1,1,1,1,2
densiometer,1,1,1,1,1,2
dental,1,1,1,1,1,2
dependency,1,1,1,1,1,2
depletion,1,1,1,1,1,2
deserts,1,1,1,1,1,2
detector,1,1,1,1,1,2
determinations,1,1,1,1,1,2
dew,1,1,1,1,1,2
dic,1,1,1,1,1,2
diet,1,1,1,1,1,2
dimple,1,1,1,1,1,2
discontinuous,1,1,1,1,1,2
dispersion,1,1,1,1,1,2
distance,1,1,1,1,1,2
distrubance,1,1,1,1,1,2
divide,1,1,1,1,1,2
dog,1,1,1,1,1,2
dogs,1,1,1,1,1,2
doherty,1,1,1,1,1,2
dorset,1,1,1,1,1,2
dosimeter,1,1,1,1,1,2
downscaled,1,1,1,1,1,2
downwelling,1,1,1,1,1,2
drew,1,1,1,1,1,2
drifts,1,1,1,1,1,2
drone,1,1,1,1,1,2
drought,1,1,1,1,1,2
dryas,1,1,1,1,1,2
dynamic,1,1,1,1,1,2
dynamical,1,1,1,1,1,2
e1,1,1,1,1,1,2
e2,1,1,1,1,1,2
e4,1,1,1,1,1,2
e6,1,1,1,1,1,2
earthquakes,1,1,1,1,1,2
ebullition,1,1,1,1,1,2
ecodynamics,1,1,1,1,1,2
economy,1,1,1,1,1,2
eider,1,1,1,1,1,2
ekman,1,1,1,1,1,2
ellesmere,1,1,1,1,1,2
emaiksoun,1,1,1,1,1,2
emission,1,1,1,1,1,2
emitted,1,1,1,1,1,2
employment,1,1,1,1,1,2
encroachment,1,1,1,1,1,2
endangered,1,1,1,1,1,2
energetics,1,1,1,1,1,2
english,1,1,1,1,1,2
enhanced,1,1,1,1,1,2
ensemble,1,1,1,1,1,2
entrepreneurship,1,1,1,1,1,2
eolian,1,1,1,1,1,2
epidemiologic,1,1,1,1,1,2
equus,1,1,1,1,1,2
er,1,1,1,1,1,2
ericoid,1,1,1,1,1,2
espenebrg,1,1,1,1,1,2
estimate,1,1,1,1,1,2
esturaries,1,1,1,1,1,2
ethane,1,1,1,1,1,2
etm,1,1,1,1,1,2
eubosmina,1,1,1,1,1,2
eurasia,1,1,1,1,1,2
eurycercus,1,1,1,1,1,2
event,1,1,1,1,1,2
evolution,1,1,1,1,1,2
excess,1,1,1,1,1,2
exclosure,1,1,1,1,1,2
exclusion,1,1,1,1,1,2
exotic,1,1,1,1,1,2
exp,1,1,1,1,1,2
expendable,1,1,1,1,1,2
exploration,1,1,1,1,1,2
f4,1,1,1,1,1,2
f5,1,1,1,1,1,2
fallout,1,1,1,1,1,2
family,1,1,1,1,1,2
farmstead,1,1,1,1,1,2
fdom,1,1,1,1,1,2
feedbacks,1,1,1,1,1,2
fellowships,1,1,1,1,1,2
fen,1,1,1,1,1,2
fetch,1,1,1,1,1,2
financial,1,1,1,1,1,2
fixation,1,1,1,1,1,2
flame,1,1,1,1,1,2
flood,1,1,1,1,1,2
fluorescent,1,1,1,1,1,2
fluvial,1,1,1,1,1,2
fluxesv,1,1,1,1,1,2
fog,1,1,1,1,1,2
fog1,1,1,1,1,1,2
fog2,1,1,1,1,1,2
fog3,1,1,1,1,1,2
fog4,1,1,1,1,1,2
fog5,1,1,1,1,1,2
foggy,1,1,1,1,1,2
footprint,1,1,1,1,1,2
forage,1,1,1,1,1,2
foraging,1,1,1,1,1,2
forcing,1,1,1,1,1,2
fork,1,1,1,1,1,2
formation,1,1,1,1,1,2
forms,1,1,1,1,1,2
fossil,1,1,1,1,1,2
foundation,1,1,1,1,1,2
fourier,1,1,1,1,1,2
foxes,1,1,1,1,1,2
frequency,1,1,1,1,1,2
fronts,1,1,1,1,1,2
frost,1,1,1,1,1,2
fuel,1,1,1,1,1,2
functional,1,1,1,1,1,2
fungal,1,1,1,1,1,2
gage,1,1,1,1,1,2
galciers,1,1,1,1,1,2
gamma,1,1,1,1,1,2
gateway,1,1,1,1,1,2
gatherer,1,1,1,1,1,2
gc,1,1,1,1,1,2
gcms,1,1,1,1,1,2
gcw,1,1,1,1,1,2
genetic,1,1,1,1,1,2
genomics,1,1,1,1,1,2
geoecological,1,1,1,1,1,2
geographic,1,1,1,1,1,2
geomery,1,1,1,1,1,2
geophsyics,1,1,1,1,1,2
geosar,1,1,1,1,1,2
geotraces,1,1,1,1,1,2
gep,1,1,1,1,1,2
ghg,1,1,1,1,1,2
glacialis,1,1,1,1,1,2
gnss,1,1,1,1,1,2
golden,1,1,1,1,1,2
gp8,1,1,1,1,1,2
graduate,1,1,1,1,1,2
grasslands,1,1,1,1,1,2
growing,1,1,1,1,1,2
gth101,1,1,1,1,1,2
gth110,1,1,1,1,1,2
gth153,1,1,1,1,1,2
gth155,1,1,1,1,1,2
gth156,1,1,1,1,1,2
gth157,1,1,1,1,1,2
gth158,1,1,1,1,1,2
gth39,1,1,1,1,1,2
gth46,1,1,1,1,1,2
gth57,1,1,1,1,1,2
gth58,1,1,1,1,1,2
gth59,1,1,1,1,1,2
gth60,1,1,1,1,1,2
gth61,1,1,1,1,1,2
gth62,1,1,1,1,1,2
gth68,1,1,1,1,1,2
gth75,1,1,1,1,1,2
gth85,1,1,1,1,1,2
gth86,1,1,1,1,1,2
gth88,1,1,1,1,1,2
gth90,1,1,1,1,1,2
gth91,1,1,1,1,1,2
gth98,1,1,1,1,1,2
guage,1,1,1,1,1,2
gulkana,1,1,1,1,1,2
gyres,1,1,1,1,1,2
habitats,1,1,1,1,1,2
hanging,1,1,1,1,1,2
haplogroups,1,1,1,1,1,2
hardness,1,1,1,1,1,2
hazen,1,1,1,1,1,2
hchs,1,1,1,1,1,2
headwater,1,1,1,1,1,2
health,1,1,1,1,1,2
heavy,1,1,1,1,1,2
heritage,1,1,1,1,1,2
hills,1,1,1,1,1,2
hillslope,1,1,1,1,1,2
hogs,1,1,1,1,1,2
holding,1,1,1,1,1,2
horn,1,1,1,1,1,2
horse,1,1,1,1,1,2
hot,1,1,1,1,1,2
house,1,1,1,1,1,2
hunter,1,1,1,1,1,2
huslia,1,1,1,1,1,2
hydrocarbons,1,1,1,1,1,2
hydrogeochemistry,1,1,1,1,1,2
i6,1,1,1,1,1,2
i6hw,1,1,1,1,1,2
i8,1,1,1,1,1,2
icetrendr,1,1,1,1,1,2
icing,1,1,1,1,1,2
ignition,1,1,1,1,1,2
ikroavik,1,1,1,1,1,2
iliamna,1,1,1,1,1,2
imb,1,1,1,1,1,2
imnaviat,1,1,1,1,1,2
implementation,1,1,1,1,1,2
impurities,1,1,1,1,1,2
imuruk,1,1,1,1,1,2
inclination,1,1,1,1,1,2
income,1,1,1,1,1,2
incubation,1,1,1,1,1,2
indicator,1,1,1,1,1,2
inductively,1,1,1,1,1,2
infiltration,1,1,1,1,1,2
information,1,1,1,1,1,2
initiation,1,1,1,1,1,2
initiative,1,1,1,1,1,2
insect,1,1,1,1,1,2
institute,1,1,1,1,1,2
instream,1,1,1,1,1,2
intensity,1,1,1,1,1,2
interaction,1,1,1,1,1,2
interface,1,1,1,1,1,2
interior,1,1,1,1,1,2
intermediate,1,1,1,1,1,2
interpretation,1,1,1,1,1,2
intertidal,1,1,1,1,1,2
ionization,1,1,1,1,1,2
islandica,1,1,1,1,1,2
ismip6,1,1,1,1,1,2
isotatic,1,1,1,1,1,2
itelmen,1,1,1,1,1,2
jan,1,1,1,1,1,2
jorgenson,1,1,1,1,1,2
kamchatka,1,1,1,1,1,2
knowledge,1,1,1,1,1,2
kolyma,1,1,1,1,1,2
kongsvegen,1,1,1,1,1,2
kronebreen,1,1,1,1,1,2
labile,1,1,1,1,1,2
labrador,1,1,1,1,1,2
lamont,1,1,1,1,1,2
landfast,1,1,1,1,1,2
landsat,1,1,1,1,1,2
latittude,1,1,1,1,1,2
laurentide,1,1,1,1,1,2
lawn,1,1,1,1,1,2
ldeo,1,1,1,1,1,2
leadership,1,1,1,1,1,2
leads,1,1,1,1,1,2
lemming,1,1,1,1,1,2
lgm,1,1,1,1,1,2
lignin,1,1,1,1,1,2
line,1,1,1,1,1,2
linguistics,1,1,1,1,1,2
live,1,1,1,1,1,2
livestock,1,1,1,1,1,2
logger,1,1,1,1,1,2
logistics,1,1,1,1,1,2
loss,1,1,1,1,1,2
lower,1,1,1,1,1,2
lst,1,1,1,1,1,2
lterlake,1,1,1,1,1,2
luminescence,1,1,1,1,1,2
luminous,1,1,1,1,1,2
luna,1,1,1,1,1,2
lunker,1,1,1,1,1,2
magnaprobe,1,1,1,1,1,2
magnetization,1,1,1,1,1,2
major,1,1,1,1,1,2
mammoth,1,1,1,1,1,2
map,1,1,1,1,1,2
market,1,1,1,1,1,2
mas,1,1,1,1,1,2
masts,1,1,1,1,1,2
matanuska,1,1,1,1,1,2
maternal,1,1,1,1,1,2
mayen,1,1,1,1,1,2
mccall,1,1,1,1,1,2
meanings,1,1,1,1,1,2
mechanisms,1,1,1,1,1,2
megafauna,1,1,1,1,1,2
melting,1,1,1,1,1,2
metabolomics,1,1,1,1,1,2
metagenome,1,1,1,1,1,2
metagenomics,1,1,1,1,1,2
meteorite,1,1,1,1,1,2
meyers,1,1,1,1,1,2
microbes,1,1,1,1,1,2
microbiology,1,1,1,1,1,2
microbiome,1,1,1,1,1,2
microcomputed,1,1,1,1,1,2
microflora,1,1,1,1,1,2
microprobes,1,1,1,1,1,2
microscopy,1,1,1,1,1,2
mid,1,1,1,1,1,2
middle,1,1,1,1,1,2
midge,1,1,1,1,1,2
mineral,1,1,1,1,1,2
mineralization,1,1,1,1,1,2
mineralogy,1,1,1,1,1,2
momentum,1,1,1,1,1,2
montane,1,1,1,1,1,2
moorings,1,1,1,1,1,2
moose,1,1,1,1,1,2
moraine,1,1,1,1,1,2
morning,1,1,1,1,1,2
morphology,1,1,1,1,1,2
msbsp,1,1,1,1,1,2
mussels,1,1,1,1,1,2
mwr,1,1,1,1,1,2
myvatn,1,1,1,1,1,2
n1,1,1,1,1,1,2
n15,1,1,1,1,1,2
nanvarpak,1,1,1,1,1,2
nares,1,1,1,1,1,2
narwhal,1,1,1,1,1,2
ncei,1,1,1,1,1,2
ndvi,1,1,1,1,1,2
ne12,1,1,1,1,1,2
nee,1,1,1,1,1,2
nipher,1,1,1,1,1,2
nitric,1,1,1,1,1,2
nodc,1,1,1,1,1,2
nondispersive,1,1,1,1,1,2
norse,1,1,1,1,1,2
nox,1,1,1,1,1,2
npz,1,1,1,1,1,2
nrm,1,1,1,1,1,2
nuclides,1,1,1,1,1,2
observation,1,1,1,1,1,2
observatories,1,1,1,1,1,2
oce,1,1,1,1,1,2
offs,1,1,1,1,1,2
operational,1,1,1,1,1,2
opp,1,1,1,1,1,2
optimization,1,1,1,1,1,2
ornithurine,1,1,1,1,1,2
osmosamplers,1,1,1,1,1,2
otter,1,1,1,1,1,2
outburst,1,1,1,1,1,2
outreach,1,1,1,1,1,2
oysters,1,1,1,1,1,2
pack,1,1,1,1,1,2
pag,1,1,1,1,1,2
pahs,1,1,1,1,1,2
palearctic,1,1,1,1,1,2
paleocliamte,1,1,1,1,1,2
paleoclimatology,1,1,1,1,1,2
paleomagnetic,1,1,1,1,1,2
paleomagnetism,1,1,1,1,1,2
paleosols,1,1,1,1,1,2
paleotsunami,1,1,1,1,1,2
paleovegetation,1,1,1,1,1,2
paleovirus,1,1,1,1,1,2
palynology,1,1,1,1,1,2
pamir,1,1,1,1,1,2
pan,1,1,1,1,1,2
park,1,1,1,1,1,2
partition,1,1,1,1,1,2
past,1,1,1,1,1,2
pbde,1,1,1,1,1,2
pci,1,1,1,1,1,2
peak,1,1,1,1,1,2
peatland,1,1,1,1,1,2
peninsula,1,1,1,1,1,2
peoples,1,1,1,1,1,2
percent,1,1,1,1,1,2
perceptions,1,1,1,1,1,2
perch,1,1,1,1,1,2
perched,1,1,1,1,1,2
performance,1,1,1,1,1,2
permeability,1,1,1,1,1,2
persistent,1,1,1,1,1,2
phaeopigments,1,1,1,1,1,2
phantom,1,1,1,1,1,2
phasmaviridae,1,1,1,1,1,2
phasmavirus,1,1,1,1,1,2
phenols,1,1,1,1,1,2
phenuiviridae,1,1,1,1,1,2
phlebovirus,1,1,1,1,1,2
photic,1,1,1,1,1,2
photo,1,1,1,1,1,2
photometer,1,1,1,1,1,2
phylogeography,1,1,1,1,1,2
picea,1,1,1,1,1,2
pigs,1,1,1,1,1,2
placennames,1,1,1,1,1,2
plasma,1,1,1,1,1,2
pliocene,1,1,1,1,1,2
plr,1,1,1,1,1,2
plumbing,1,1,1,1,1,2
plume,1,1,1,1,1,2
plutonium,1,1,1,1,1,2
pmel,1,1,1,1,1,2
pointframe,1,1,1,1,1,2
polarstern,1,1,1,1,1,2
pole,1,1,1,1,1,2
pollution,1,1,1,1,1,2
polychlorinated,1,1,1,1,1,2
polycyclic,1,1,1,1,1,2
polygons,1,1,1,1,1,2
polynyas,1,1,1,1,1,2
pops,1,1,1,1,1,2
populationseagle,1,1,1,1,1,2
porcesses,1,1,1,1,1,2
porewater,1,1,1,1,1,2
porosity,1,1,1,1,1,2
porpoise,1,1,1,1,1,2
poverty,1,1,1,1,1,2
precipitable,1,1,1,1,1,2
precipitaiton,1,1,1,1,1,2
predation,1,1,1,1,1,2
predators,1,1,1,1,1,2
premium,1,1,1,1,1,2
pricing,1,1,1,1,1,2
priming,1,1,1,1,1,2
prog,1,1,1,1,1,2
