token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
change volcanic eruptions,5,5,5,1,1,2
climate change volcanic,5,5,5,1,1,2
constituted human resources,5,5,5,1,1,2
cultural data extracted,5,5,5,1,1,2
data indicating volcanic,5,5,5,1,1,2
depth ctd profiles,5,5,5,1,1,2
earth ease grid,5,5,5,1,1,2
earthquakes tsunamis sea,5,5,5,1,1,2
ecology 2 subarctic,5,5,5,1,1,2
ellesmere island canada,5,5,5,1,1,2
environmental instability climate,5,5,5,1,1,2
environmental reciprocal relationships,5,5,5,1,1,2
environments researchers tested,5,5,5,1,1,2
eruptions earthquakes tsunamis,5,5,5,1,1,2
excellent natural archaeological,5,5,5,1,1,2
extending 1800 km,5,5,5,1,1,2
fairbanks campus west,5,5,5,1,1,2
geologic data indicating,5,5,5,1,1,2
holocene climatic biotic,5,5,5,1,1,2
human ecology 2,5,5,5,1,1,2
human environmental reciprocal,5,5,5,1,1,2
human risk management,5,5,5,1,1,2
human society host,5,5,5,1,1,2
impacted biotic environments,5,5,5,1,1,2
indicating volcanic activity,5,5,5,1,1,2
instability climate change,5,5,5,1,1,2
interactions unangan coping,5,5,5,1,1,2
interannual time scales,5,5,5,1,1,2
interdisciplinary project investigated,5,5,5,1,1,2
islands extending 1800,5,5,5,1,1,2
marine animal populations,5,5,5,1,1,2
mountains aleutian islands,5,5,5,1,1,2
natural archaeological laboratory,5,5,5,1,1,2
northern pacific ocean,5,5,5,1,1,2
ocean ice atmosphere,5,5,5,1,1,2
pacific rim regional,5,5,5,1,1,2
past 1 human,5,5,5,1,1,2
potentially catastrophic climatic,5,5,5,1,1,2
prehistoric human risk,5,5,5,1,1,2
primary research goals,5,5,5,1,1,2
project investigated connections,5,5,5,1,1,2
raw data files,5,5,5,1,1,2
regional interactions unangan,5,5,5,1,1,2
research bldg 008,5,5,5,1,1,2
ridge research bldg,5,5,5,1,1,2
rim regional interactions,5,5,5,1,1,2
science foundation arctic,5,5,5,1,1,2
sea level fluctuations,5,5,5,1,1,2
seismically active plate,5,5,5,1,1,2
single tar.gz file,5,5,5,1,1,2
social ecological systems,5,5,5,1,1,2
soil moisture soil,5,5,5,1,1,2
subarctic human environmental,5,5,5,1,1,2
township dunrossness shetland,5,5,5,1,1,2
tracking past 1,5,5,5,1,1,2
tsunamis sea level,5,5,5,1,1,2
unangan coping mechanisms,5,5,5,1,1,2
unique subpolar location,5,5,5,1,1,2
volcanic eruptions earthquakes,5,5,5,1,1,2
water balance model,5,5,5,1,1,2
west ridge research,5,5,5,1,1,2
10 cnv data,4,4,4,1,1,2
150 khz adcp,4,4,4,1,1,2
16s rrna gene,4,4,4,1,1,2
5 km grid,4,4,4,1,1,2
antarctic ice sheets,4,4,4,1,1,2
arctic observation network,4,4,4,1,1,2
arctic ocean observing,4,4,4,1,1,2
atmosphere ice interaction,4,4,4,1,1,2
broader impacts include,4,4,4,1,1,2
bsierp research plan,4,4,4,1,1,2
bulk density moisture,4,4,4,1,1,2
climate system model,4,4,4,1,1,2
daily soil temperature,4,4,4,1,1,2
direction wind speed,4,4,4,1,1,2
eastern chukchi sea,4,4,4,1,1,2
ecosystem respiration er,4,4,4,1,1,2
era retrospective analysis,4,4,4,1,1,2
frost boil ecosystems,4,4,4,1,1,2
grain size analyses,4,4,4,1,1,2
holocene thermal maximum,4,4,4,1,1,2
includes conductivity temperature,4,4,4,1,1,2
infrared gas analyzer,4,4,4,1,1,2
ionization mass spectrometry,4,4,4,1,1,2
marine mammal species,4,4,4,1,1,2
mass balance smb,4,4,4,1,1,2
meter air temperature,4,4,4,1,1,2
modern era retrospective,4,4,4,1,1,2
objectives include 1,4,4,4,1,1,2
observation network aon,4,4,4,1,1,2
ocean boundary layer,4,4,4,1,1,2
oxidation reduction potential,4,4,4,1,1,2
polar research community,4,4,4,1,1,2
proposed research include,4,4,4,1,1,2
rafted debris ird,4,4,4,1,1,2
rapid climate change,4,4,4,1,1,2
research plan including,4,4,4,1,1,2
science arcss program,4,4,4,1,1,2
sea chukchi sea,4,4,4,1,1,2
sea ice algae,4,4,4,1,1,2
soil bulk density,4,4,4,1,1,2
space delimited ascii,4,4,4,1,1,2
speed wind direction,4,4,4,1,1,2
stable carbon isotopes,4,4,4,1,1,2
stable isotope data,4,4,4,1,1,2
stable water isotopes,4,4,4,1,1,2
summer field seasons,4,4,4,1,1,2
surface boundary layer,4,4,4,1,1,2
time series measurements,4,4,4,1,1,2
volumetric soil moisture,4,4,4,1,1,2
water mass properties,4,4,4,1,1,2
wavelength integrated albedos,4,4,4,1,1,2
western spitsbergen svalbard,4,4,4,1,1,2
wind direction wind,4,4,4,1,1,2
zooplankton samples collected,4,4,4,1,1,2
0 degrees celsius,3,3,3,1,1,2
150 10 12,3,3,3,1,1,2
2 carbon dioxide,3,3,3,1,1,2
25 km equal,3,3,3,1,1,2
27 august 2009,3,3,3,1,1,2
3 5 days,3,3,3,1,1,2
46 47 48,3,3,3,1,1,2
67 15 32,3,3,3,1,1,2
active layer thaw,3,3,3,1,1,2
aeolian sand deposition,3,3,3,1,1,2
aggps data bgm221,3,3,3,1,1,2
air sea exchange,3,3,3,1,1,2
ak 99775 7880,3,3,3,1,1,2
alaska bering sea,3,3,3,1,1,2
alaska north slope,3,3,3,1,1,2
alpine research instaar,3,3,3,1,1,2
anchorage grand rapids,3,3,3,1,1,2
arctic gro projects,3,3,3,1,1,2
arctic ice cores,3,3,3,1,1,2
arctic ice ocean,3,3,3,1,1,2
arctic lake sediments,3,3,3,1,1,2
arctic ocean plays,3,3,3,1,1,2
arctic ocean samples,3,3,3,1,1,2
arctic river transport,3,3,3,1,1,2
arctic science community,3,3,3,1,1,2
arcticdata.io catalog view,3,3,3,1,1,2
arcview shapefile format,3,3,3,1,1,2
atmospheric boundary layer,3,3,3,1,1,2
avhrr polar pathfinder,3,3,3,1,1,2
baffin island canada,3,3,3,1,1,2
basic topics focused,3,3,3,1,1,2
bering land bridge,3,3,3,1,1,2
bering sea chukchi,3,3,3,1,1,2
bering sea samples,3,3,3,1,1,2
bgm222 gravimeter mk27,3,3,3,1,1,2
binary data files,3,3,3,1,1,2
biomass mg m3,3,3,3,1,1,2
birds bird eggs,3,3,3,1,1,2
black carbon bc,3,3,3,1,1,2
black legged kittiwakes,3,3,3,1,1,2
boreal forests remain,3,3,3,1,1,2
cal yr bp,3,3,3,1,1,2
calibrating predictive models,3,3,3,1,1,2
cf 67 15,3,3,3,1,1,2
ch 4 methane,3,3,3,1,1,2
ch4 flux measurements,3,3,3,1,1,2
change models predict,3,3,3,1,1,2
changing environmental conditions,3,3,3,1,1,2
chukchi sea offshore,3,3,3,1,1,2
circulation water mass,3,3,3,1,1,2
clean air sector,3,3,3,1,1,2
climate change induced,3,3,3,1,1,2
climate change institute,3,3,3,1,1,2
climate research center,3,3,3,1,1,2
climate time series,3,3,3,1,1,2
climatic data center,3,3,3,1,1,2
climatology project isccp,3,3,3,1,1,2
cloud climatology project,3,3,3,1,1,2
cloud radiative forcing,3,3,3,1,1,2
co2 exchange nee,3,3,3,1,1,2
comma separated values,3,3,3,1,1,2
coupled ice ocean,3,3,3,1,1,2
coupled model intercomparison,3,3,3,1,1,2
crrel permafrost tunnel,3,3,3,1,1,2
ctd rosette casts,3,3,3,1,1,2
ctd rosette system,3,3,3,1,1,2
cutter healy bering,3,3,3,1,1,2
cutter uscgc polar,3,3,3,1,1,2
cycling broader impacts,3,3,3,1,1,2
data bgm221 bgm221,3,3,3,1,1,2
data logging system,3,3,3,1,1,2
data set describes,3,3,3,1,1,2
dataset includes temperature,3,3,3,1,1,2
deciduous growth habit,3,3,3,1,1,2
deep sea research,3,3,3,1,1,2
delimited ascii data,3,3,3,1,1,2
depth ctd sensor,3,3,3,1,1,2
depth ice thickness,3,3,3,1,1,2
depth pressure temperature,3,3,3,1,1,2
describe spatial seasonal,3,3,3,1,1,2
detailed summary notes,3,3,3,1,1,2
differential global positioning,3,3,3,1,1,2
downwelling shortwave radiation,3,3,3,1,1,2
drained thermokarst lake,3,3,3,1,1,2
eastern north slope,3,3,3,1,1,2
ecosystem research project,3,3,3,1,1,2
ecosystems global change,3,3,3,1,1,2
equivalent swe measurements,3,3,3,1,1,2
eriophorum vaginatum tussocks,3,3,3,1,1,2
expendable bathythermograph xbt,3,3,3,1,1,2
files keb binary,3,3,3,1,1,2
fires impact global,3,3,3,1,1,2
foundation arctic observing,3,3,3,1,1,2
foundation nsf office,3,3,3,1,1,2
funded project pi,3,3,3,1,1,2
future ice sheet,3,3,3,1,1,2
gbin proc raw,3,3,3,1,1,2
genus larix spp,3,3,3,1,1,2
geophysical data center,3,3,3,1,1,2
geophysical research earth,3,3,3,1,1,2
glacier fed lake,3,3,3,1,1,2
glacier surface velocity,3,3,3,1,1,2
glass fiber filters,3,3,3,1,1,2
global change biology,3,3,3,1,1,2
global change models,3,3,3,1,1,2
global sea levels,3,3,3,1,1,2
glycerol dialkyl glycerol,3,3,3,1,1,2
gravimeter mk27 mk27,3,3,3,1,1,2
gravimeter posatt posmv,3,3,3,1,1,2
growing season june,3,3,3,1,1,2
happy valley sagwon,3,3,3,1,1,2
healy bering sea,3,3,3,1,1,2
historical sea ice,3,3,3,1,1,2
hly 03 03,3,3,3,1,1,2
http nsidc.org data,3,3,3,1,1,2
https arcticdata.io catalog,3,3,3,1,1,2
ice albedo feedback,3,3,3,1,1,2
ice expeditions scicex,3,3,3,1,1,2
ice free conditions,3,3,3,1,1,2
ice margin retreat,3,3,3,1,1,2
ice ocean model,3,3,3,1,1,2
ice penetrating radar,3,3,3,1,1,2
ice sheet melt,3,3,3,1,1,2
ice sheet modeling,3,3,3,1,1,2
ice sheet response,3,3,3,1,1,2
ice snowpack program,3,3,3,1,1,2
include temperature salinity,3,3,3,1,1,2
includes sea ice,3,3,3,1,1,2
including temperature salinity,3,3,3,1,1,2
increased surface melt,3,3,3,1,1,2
international collaborative effort,3,3,3,1,1,2
international satellite cloud,3,3,3,1,1,2
isotope ratio mass,3,3,3,1,1,2
isotope ratio measurements,3,3,3,1,1,2
knowledge interviews conducted,3,3,3,1,1,2
knowledge ltk component,3,3,3,1,1,2
lake basin dtlb,3,3,3,1,1,2
laminated lake sediments,3,3,3,1,1,2
layer thaw depth,3,3,3,1,1,2
leaf gas exchange,3,3,3,1,1,2
leaf level gas,3,3,3,1,1,2
level gas exchange,3,3,3,1,1,2
liquid water content,3,3,3,1,1,2
local meteorological data,3,3,3,1,1,2
louis st laurent,3,3,3,1,1,2
major ion concentrations,3,3,3,1,1,2
marine sediment cores,3,3,3,1,1,2
mass balance measurements,3,3,3,1,1,2
mass spectrometry analysis,3,3,3,1,1,2
matter cdom fluorescence,3,3,3,1,1,2
medieval warm period,3,3,3,1,1,2
meters water depth,3,3,3,1,1,2
miami anchorage grand,3,3,3,1,1,2
microwave radiometer smmr,3,3,3,1,1,2
migratory birds bird,3,3,3,1,1,2
minority serving institution,3,3,3,1,1,2
mk27 mk27 gravimeter,3,3,3,1,1,2
modern process studies,3,3,3,1,1,2
moisture thaw depth,3,3,3,1,1,2
multi disciplinary study,3,3,3,1,1,2
national climatic data,3,3,3,1,1,2
national geophysical data,3,3,3,1,1,2
national park service,3,3,3,1,1,2
neem ice core,3,3,3,1,1,2
net ecosystem production,3,3,3,1,1,2
nitrogen stable isotope,3,3,3,1,1,2
north central brooks,3,3,3,1,1,2
north greenland ice,3,3,3,1,1,2
northeast science station,3,3,3,1,1,2
northern boreal forest,3,3,3,1,1,2
northern hemisphere data,3,3,3,1,1,2
nsf grants arc,3,3,3,1,1,2
nsf project titled,3,3,3,1,1,2
nutrients organic matter,3,3,3,1,1,2
observing system aoos,3,3,3,1,1,2
ocean heat content,3,3,3,1,1,2
ocean sheba project,3,3,3,1,1,2
ocean water properties,3,3,3,1,1,2
pacmars project note,3,3,3,1,1,2
pan arctic river,3,3,3,1,1,2
particulate organic matter,3,3,3,1,1,2
paso utep sel's,3,3,3,1,1,2
passive microwave observations,3,3,3,1,1,2
past climate change,3,3,3,1,1,2
past environmental conditions,3,3,3,1,1,2
patterned ground ecosystems,3,3,3,1,1,2
paul island alaska,3,3,3,1,1,2
peak growing season,3,3,3,1,1,2
peer reviewed journals,3,3,3,1,1,2
persistent organic pollutants,3,3,3,1,1,2
physical mechanisms controlling,3,3,3,1,1,2
polar environmental change,3,3,3,1,1,2
polar pathfinder app,3,3,3,1,1,2
polar programs opp,3,3,3,1,1,2
policy relevant information,3,3,3,1,1,2
positioning system dgps,3,3,3,1,1,2
predict climate induced,3,3,3,1,1,2
prediction ncep reanalysis,3,3,3,1,1,2
proglacial lake sediments,3,3,3,1,1,2
project pi beard,3,3,3,1,1,2
project titled collaborative,3,3,3,1,1,2
propulsion laboratory jpl,3,3,3,1,1,2
provide essential data,3,3,3,1,1,2
provide policy relevant,3,3,3,1,1,2
radiation measurements data,3,3,3,1,1,2
radiometer avhrr satellite,3,3,3,1,1,2
reconstruct past environmental,3,3,3,1,1,2
remote sensing retrievals,3,3,3,1,1,2
remote sensing techniques,3,3,3,1,1,2
remotely sensed data,3,3,3,1,1,2
research earth surface,3,3,3,1,1,2
research project bsierp,3,3,3,1,1,2
resolution digital elevation,3,3,3,1,1,2
rural native communities,3,3,3,1,1,2
satellite cloud climatology,3,3,3,1,1,2
sbe 19 seacat,3,3,3,1,1,2
science arcss 1,3,3,3,1,1,2
science center university,3,3,3,1,1,2
scientific ice expeditions,3,3,3,1,1,2
sea bird sbe,3,3,3,1,1,2
sea ice change,3,3,3,1,1,2
sea offshore monitoring,3,3,3,1,1,2
search implementation plan,3,3,3,1,1,2
seasonal time scales,3,3,3,1,1,2
sediment cores recovered,3,3,3,1,1,2
sel's circumarctic active,3,3,3,1,1,2
sheba project data,3,3,3,1,1,2
sheet ocean interactions,3,3,3,1,1,2
short term weather,3,3,3,1,1,2
siberian boreal forests,3,3,3,1,1,2
sicsp project goals,3,3,3,1,1,2
significant factor affecting,3,3,3,1,1,2
single tree genus,3,3,3,1,1,2
snow accumulation rate,3,3,3,1,1,2
snow depth snow,3,3,3,1,1,2
snow pack water,3,3,3,1,1,2
soil microbial communities,3,3,3,1,1,2
soil moisture content,3,3,3,1,1,2
soil moisture thaw,3,3,3,1,1,2
soil nutrient dynamics,3,3,3,1,1,2
soil temperatures measured,3,3,3,1,1,2
source arctic system,3,3,3,1,1,2
stable isotope values,3,3,3,1,1,2
surface temperature data,3,3,3,1,1,2
suspended sediment concentrations,3,3,3,1,1,2
svalbard research experience,3,3,3,1,1,2
synoptic weather events,3,3,3,1,1,2
tar files keb,3,3,3,1,1,2
temperature humidity wind,3,3,3,1,1,2
temperature measurements collected,3,3,3,1,1,2
temperature potential temperature,3,3,3,1,1,2
temperature sea level,3,3,3,1,1,2
thaw depth data,3,3,3,1,1,2
thaw depth water,3,3,3,1,1,2
titled collaborative research,3,3,3,1,1,2
traditional knowledge interviews,3,3,3,1,1,2
tree genus larix,3,3,3,1,1,2
uscgc polar sea,3,3,3,1,1,2
utep sel's circumarctic,3,3,3,1,1,2
utm zone 4,3,3,3,1,1,2
water level loggers,3,3,3,1,1,2
water vapor isotopes,3,3,3,1,1,2
weather station aws,3,3,3,1,1,2
wide sea ice,3,3,3,1,1,2
wind speed wind,3,3,3,1,1,2
yyyy mm dd,3,3,3,1,1,2
0 1 0,2,2,2,1,1,2
0 12 months,2,2,2,1,1,2
0.995 level temperature,2,2,2,1,1,2
0000 utc daily,2,2,2,1,1,2
1 907 474,2,2,2,1,1,2
1 km grids,2,2,2,1,1,2
1 km seaward,2,2,2,1,1,2
1 northern hemisphere,2,2,2,1,1,2
1 provide policy,2,2,2,1,1,2
1 snow depth,2,2,2,1,1,2
10 15 20,2,2,2,1,1,2
10 dcc data,2,2,2,1,1,2
10 degree longitude,2,2,2,1,1,2
10 diameter hole,2,2,2,1,1,2
10 km grid,2,2,2,1,1,2
100 yr resolution,2,2,2,1,1,2
102 doi 10.1144,2,2,2,1,1,2
114 c12 doi,2,2,2,1,1,2
117 degrees subtracted,2,2,2,1,1,2
12 hourly interpolated,2,2,2,1,1,2
12 hourly intervals,2,2,2,1,1,2
12 june 2002,2,2,2,1,1,2
12 school systems,2,2,2,1,1,2
12 teacher graduate,2,2,2,1,1,2
12 water samples,2,2,2,1,1,2
"12,000 cal yr",2,2,2,1,1,2
"120,000,000 satellite ais",2,2,2,1,1,2
12z spatial format,2,2,2,1,1,2
13c 18o bond,2,2,2,1,1,2
148 42 49,2,2,2,1,1,2
149 35 0,2,2,2,1,1,2
14c carbon monoxide,2,2,2,1,1,2
1500 1900 ad,2,2,2,1,1,2
156 deg 38.426,2,2,2,1,1,2
167.88235w hly0204 28jpc,2,2,2,1,1,2
168.66692w hly0202 17jpc,2,2,2,1,1,2
17 distinct web,2,2,2,1,1,2
17 july 2002,2,2,2,1,1,2
17 minutes north,2,2,2,1,1,2
178.69883w hly0204 24jpc,2,2,2,1,1,2
179.4418w hly0202 51jpc,2,2,2,1,1,2
17jpc 53.933n 178.69883w,2,2,2,1,1,2
18 polar orbiting,2,2,2,1,1,2
195 synthetic aperture,2,2,2,1,1,2
1996 station records,2,2,2,1,1,2
2 3 2013,2,2,2,1,1,2
2 4 6,2,2,2,1,1,2
2 advance scientific,2,2,2,1,1,2
2 cm depth,2,2,2,1,1,2
2 degree latitude,2,2,2,1,1,2
2 evaluating surface,2,2,2,1,1,2
2 inform sustainability,2,2,2,1,1,2
2 meter air,2,2,2,1,1,2
2 meter plots,2,2,2,1,1,2
2 partial pressure,2,2,2,1,1,2
2 quality controlled,2,2,2,1,1,2
2 snow density,2,2,2,1,1,2
2 transmitter loop,2,2,2,1,1,2
2.2 square kilometers,2,2,2,1,1,2
20 200 um,2,2,2,1,1,2
200 surface sediments,2,2,2,1,1,2
2002 2009 orthorectified,2,2,2,1,1,2
2003 provide details,2,2,2,1,1,2
2003 thaw depth,2,2,2,1,1,2
2004 provide details,2,2,2,1,1,2
2005 field season,2,2,2,1,1,2
2006 melt season,2,2,2,1,1,2
2008 north pole,2,2,2,1,1,2
2009 orthorectified tiles,2,2,2,1,1,2
200km grid centered,2,2,2,1,1,2
2010 modern glacimarine,2,2,2,1,1,2
2011 current velocities,2,2,2,1,1,2
2011 intermediate water,2,2,2,1,1,2
2011 ucar ncar,2,2,2,1,1,2
2012 2 determine,2,2,2,1,1,2
2012 2013 2014,2,2,2,1,1,2
2012 arctic ocean,2,2,2,1,1,2
2012 discuss lab,2,2,2,1,1,2
2012 melt layer,2,2,2,1,1,2
2012 spectral measurements,2,2,2,1,1,2
2015 2016 measurements,2,2,2,1,1,2
2015 field season,2,2,2,1,1,2
2015 research cruise,2,2,2,1,1,2
2017 https doi.org,2,2,2,1,1,2
2017 research cruise,2,2,2,1,1,2
2017 summer field,2,2,2,1,1,2
2018 glacier calving,2,2,2,1,1,2
209 el paso,2,2,2,1,1,2
20th century warming,2,2,2,1,1,2
21 3211 3226,2,2,2,1,1,2
21 themosalinograph bathy,2,2,2,1,1,2
23 59 depending,2,2,2,1,1,2
24 august 2002,2,2,2,1,1,2
24jpc 73.231n 167.88235w,2,2,2,1,1,2
25 km 628,2,2,2,1,1,2
25x25 km ease,2,2,2,1,1,2
27 april 2002,2,2,2,1,1,2
27 april 2004,2,2,2,1,1,2
27 july 2009,2,2,2,1,1,2
28jpc 73.44836n 167.69124w,2,2,2,1,1,2
3 4 2013,2,2,2,1,1,2
3 august 2009,2,2,2,1,1,2
3 august 2010,2,2,2,1,1,2
3 expand public,2,2,2,1,1,2
3 snow depths,2,2,2,1,1,2
30 meter resolution,2,2,2,1,1,2
30 minute intervals,2,2,2,1,1,2
30 september 1998,2,2,2,1,1,2
31 december 2016,2,2,2,1,1,2
312 25x25 km,2,2,2,1,1,2
353 days equipped,2,2,2,1,1,2
3jpc 60.1279n 179.4418w,2,2,2,1,1,2
4 degree increment,2,2,2,1,1,2
4 snow profile,2,2,2,1,1,2
40 conductivity temperature,2,2,2,1,1,2
40 degree increment,2,2,2,1,1,2
40 system assimilates,2,2,2,1,1,2
40th seattle wa,2,2,2,1,1,2
460 km wide,2,2,2,1,1,2
5 centimeter cm,2,2,2,1,1,2
5 day composites,2,2,2,1,1,2
5 sea ice,2,2,2,1,1,2
5.3 ghz radarsat,2,2,2,1,1,2
50 100 yr,2,2,2,1,1,2
500 mhz ground,2,2,2,1,1,2
51jpc 54.55315n 168.66692w,2,2,2,1,1,2
53.933n 178.69883w hly0204,2,2,2,1,1,2
54.55315n 168.66692w hly0202,2,2,2,1,1,2
6 aug 2011,2,2,2,1,1,2
6 hourly data,2,2,2,1,1,2
60.1279n 179.4418w hly0202,2,2,2,1,1,2
628 km 2,2,2,2,1,1,2
64 slice medical,2,2,2,1,1,2
68 37 44,2,2,2,1,1,2
69 25 26,2,2,2,1,1,2
71 deg 16.500,2,2,2,1,1,2
73.231n 167.88235w hly0204,2,2,2,1,1,2
7320 usa project,2,2,2,1,1,2
757320 fairbanks ak,2,2,2,1,1,2
8 1998 roughly,2,2,2,1,1,2
801 university blvd,2,2,2,1,1,2
81.5 degrees north,2,2,2,1,1,2
89 102 doi,2,2,2,1,1,2
8th grade students,2,2,2,1,1,2
907 474 7280,2,2,2,1,1,2
90n 4 degree,2,2,2,1,1,2
9614557 opp 9907541,2,2,2,1,1,2
9721347 opp 9870635,2,2,2,1,1,2
99775 7320 usa,2,2,2,1,1,2
aairo measurements relative,2,2,2,1,1,2
aairo spectra retrieved,2,2,2,1,1,2
aarhus hydrogeopyhsics inversion,2,2,2,1,1,2
abem aarhus hydrogeopyhsics,2,2,2,1,1,2
aboveground plant growth,2,2,2,1,1,2
abpr data consists,2,2,2,1,1,2
abrupt shifts resulting,2,2,2,1,1,2
accompanying jpg image,2,2,2,1,1,2
accumulation surface melt,2,2,2,1,1,2
acrobat sea sciences,2,2,2,1,1,2
active layer probe,2,2,2,1,1,2
active layer soil,2,2,2,1,1,2
actively retreating tidewater,2,2,2,1,1,2
activity photosynthesis tree,2,2,2,1,1,2
actual aairo instrument,2,2,2,1,1,2
adcp data collected,2,2,2,1,1,2
adcp instrument measures,2,2,2,1,1,2
additional sensor strings,2,2,2,1,1,2
addressing key arctic,2,2,2,1,1,2
addressing synoptic questions,2,2,2,1,1,2
adjustments 2 disaggregation,2,2,2,1,1,2
administration antarctic master,2,2,2,1,1,2
administration building amherst,2,2,2,1,1,2
administration noaa noaa,2,2,2,1,1,2
administration noaa weekly,2,2,2,1,1,2
ads vicinity requires,2,2,2,1,1,2
advance scientific understanding,2,2,2,1,1,2
advocacy informing decisions,2,2,2,1,1,2
aerial ctd survey,2,2,2,1,1,2
aerial imagery medium,2,2,2,1,1,2
affect atmospheric circulation,2,2,2,1,1,2
affect biogeochemical cycles,2,2,2,1,1,2
affect moss growth,2,2,2,1,1,2
affecting soil surface,2,2,2,1,1,2
age 1500 1900,2,2,2,1,1,2
aggps data ais,2,2,2,1,1,2
aggps differential gps,2,2,2,1,1,2
air pressure wind,2,2,2,1,1,2
air sea interface,2,2,2,1,1,2
air temperature model,2,2,2,1,1,2
air temperature modeled,2,2,2,1,1,2
air temperature originate,2,2,2,1,1,2
air temperature river,2,2,2,1,1,2
air temperature sat,2,2,2,1,1,2
air temperatures column,2,2,2,1,1,2
aircraft ocean depth,2,2,2,1,1,2
ais automatic identification,2,2,2,1,1,2
ak 71 deg,2,2,2,1,1,2
ak 99775 7320,2,2,2,1,1,2
akutan st paul,2,2,2,1,1,2
al 1996 station,2,2,2,1,1,2
al 2003 provide,2,2,2,1,1,2
al 2003 thaw,2,2,2,1,1,2
al 2004 provide,2,2,2,1,1,2
al 2005 data,2,2,2,1,1,2
al 2010 liao,2,2,2,1,1,2
al 2012 discuss,2,2,2,1,1,2
al 2013 2015,2,2,2,1,1,2
al 2016 doi,2,2,2,1,1,2
al jgr 2018,2,2,2,1,1,2
alabama tuscaloosa 801,2,2,2,1,1,2
alaska anchorage results,2,2,2,1,1,2
alaska fairbanks p.o,2,2,2,1,1,2
alaska fisheries information,2,2,2,1,1,2
alaska millennial scale,2,2,2,1,1,2
alaska native students,2,2,2,1,1,2
alaska natives living,2,2,2,1,1,2
alaska regional office,2,2,2,1,1,2
alaska sar facility,2,2,2,1,1,2
alaska satellite facility,2,2,2,1,1,2
alaska standard time,2,2,2,1,1,2
alaskan arctic tundra,2,2,2,1,1,2
albedo feedback studies,2,2,2,1,1,2
algal pigment concentrations,2,2,2,1,1,2
altered fire regimes,2,2,2,1,1,2
altered phenological processes,2,2,2,1,1,2
aluminum al sulfur,2,2,2,1,1,2
america intellectual merit,2,2,2,1,1,2
american geophysical union,2,2,2,1,1,2
amherst research administration,2,2,2,1,1,2
amphipods isopods clams,2,2,2,1,1,2
amplitude constituents m2,2,2,2,1,1,2
analyses include measurements,2,2,2,1,1,2
analysis era 40,2,2,2,1,1,2
analysis process studies,2,2,2,1,1,2
analysis satellite remote,2,2,2,1,1,2
anchored mooring includes,2,2,2,1,1,2
ancient age classes,2,2,2,1,1,2
ancillary data layers,2,2,2,1,1,2
annual conductivity temperature,2,2,2,1,1,2
annual ghg fluxes,2,2,2,1,1,2
annual sea ice,2,2,2,1,1,2
annual sedimentation rates,2,2,2,1,1,2
annual siberian field,2,2,2,1,1,2
annual silt clay,2,2,2,1,1,2
annually laminated varved,2,2,2,1,1,2
ans sponsor dartmouth,2,2,2,1,1,2
anthropogenic heat islands,2,2,2,1,1,2
aon arctic system,2,2,2,1,1,2
aon data policy,2,2,2,1,1,2
aon graduate students,2,2,2,1,1,2
applications 21 3211,2,2,2,1,1,2
applications merra reanalysis,2,2,2,1,1,2
apply sea ice,2,2,2,1,1,2
archived surface sediments,2,2,2,1,1,2
arcss program grants,2,2,2,1,1,2
