word1,word2,word3,n
streams,provide,earth,28
tdr,300,soil,28
time,position,east,28
time,step,data,28
toolik,lake,lake,28
water,systems,analysis,28
arctic,systems,science,27
collecting,core,itex,27
composition,ecosystem,function,27
core,datasets,include,27
core,itex,data,27
crept,polycrystalline,lab,27
cycle,lake,circulation,27
daily,time,step,27
data,specifically,designed,27
e1,lake,e5,27
e5,lake,e6,27
geological,substrates,3,27
glacier,mass,balance,27
greenland,collecting,core,27
greenland,core,datasets,27
growth,species,composition,27
hole,oceanographic,institution,27
ice,thermal,structure,27
itex,arctic,observatory,27
itex,data,specifically,27
lake,e1,lake,27
lake,e5,lake,27
lake,lake,e1,27
limnology,biological,chemical,27
meadow,atqasuk,dry,27
multiple,surface,properties,27
ncar,reanalysis,data,27
network,itex,aon,27
observatory,network,itex,27
phenology,growth,species,27
plant,phenology,growth,27
polycrystalline,lab,ice,27
previously,recognized,e.g,27
search,implementation,report,27
shipboard,acoustic,doppler,27
sites,atqasuk,wet,27
systems,science,arcss,27
temporally,critical,datasets,27
term,manual,observations,27
tundra,plant,phenology,27
wet,meadow,atqasuk,27
woods,hole,oceanographic,27
2,arctic,systems,26
25km,northern,hemisphere,26
atmospheric,research,ncar,26
bi,lagrange,interpolation,26
coast,guard,ship,26
data,sets,documents,26
eastern,bering,sea,26
gridded,daily,time,26
km,2,arctic,26
lagrange,interpolation,formula,26
layer,depth,measurements,26
linnébreen,linné,glacier,26
linnévatnet,lake,linné,26
mechanical,system,nims,26
ncar,grids,209km,26
ncep,ncar,grids,26
northern,hemisphere,equal,26
portable,automated,mesonet,26
reanalysis,data,interpolated,26
regional,climate,model,26
science,arcss,grids,26
sea,bird,electronics,26
surface,based,remote,26
system,arcticrims,based,26
taylor,temperature,probe,26
automated,mesonet,pam,25
dataset,includes,files,25
east,velocity,north,25
global,climate,models,25
ice,core,records,25
ice,data,center,25
imnaviat,creek,alaska,25
rh,wind,speed,25
sea,ice,thickness,25
temperatures,specific,conductance,25
velocity,north,velocity,25
water,temperatures,specific,25
western,arctic,ocean,25
111,ir,radiometer,24
2,ocean,optics,24
atmospheric,emitted,radiance,24
bird,electronics,sbe,24
canopy,sr50a,sonic,24
combo,2,ocean,24
distance,campbell,scientific,24
emitted,radiance,interferometer,24
ice,sheet,gris,24
ir,radiometer,apogee,24
mesonet,pam,iii,24
monitoring,calm,grid,24
ncar,portable,automated,24
net,radiometer,kipp,24
ocean,optics,greenseeker,24
optics,greenseeker,rt100,24
program,field,operations,24
radiation,measurement,arm,24
radiometer,apogee,instruments,24
reflection,jaz,combo,24
sea,ice,concentrations,24
sediment,chlorophyll,chl,24
si,111,ir,24
sonic,distance,campbell,24
spectral,reflection,jaz,24
sr50a,sonic,distance,24
surface,sediment,chlorophyll,24
surface,temperature,si,24
systems,ecology,lab,24
temperature,si,111,24
toolik,lake,alaska,24
vegetation,canopy,sr50a,24
wilfrid,laurier,cruise,24
zonen,air,temperature,24
2,bubble,levels,23
50,60,cm,23
arctic,tundra,vegetation,23
budget,parameters,4,23
calculated,foot,print,23
ccgs,sir,wilfrid,23
cnr4,net,radiometer,23
direction,energy,budget,23
earth,system,model,23
energy,budget,parameters,23
energy,flux,parameters,23
estimated,net,migration,23
experiment,itex,dry,23
flux,parameters,3,23
foot,print,cover,23
ice,tethered,profiler,23
longwave,radiation,cnr4,23
measures,pressure,temperature,23
ocean,optics,jaz,23
ocean,sea,ice,23
oceanographic,sadcp,profiles,23
p1,92,ar,23
population,births,deaths,23
radiation,cnr4,net,23
rdi,shipboard,acoustic,23
related,urls,section,23
sadcp,profiles,collected,23
ship,ccgs,louis,23
single,zip,file,23
station,measures,pressure,23
1,quantifying,physical,22
2,quantifying,respiration,22
30,june,2014,22
active,layer,measurements,22
aperture,array,sar,22
array,sar,processing,22
carbon,dioxide,water,22
cisl,acadis,dataset,22
cnv,data,files,22
delimited,ascii,text,22
ecological,research,arc,22
energy,atmospheric,radiation,22
environmental,prediction,ncep,22
fall,2,quantifying,22
include,1,quantifying,22
kuparuk,river,basin,22
measurement,arm,program,22
poor,dry,heath,22
quantifying,respiration,rates,22
real,time,data,22
research,arc,lter,22
salinity,dissolved,oxygen,22
study,include,1,22
substrates,3,illustrating,22
synthetic,aperture,array,22
terrestrial,arctic,extending,22
0,denoted,_00jaz,21
1,denoted,_01jaz,21
2,channel,0,21
alaska,1990,2006,21
arctic,river,deltas,21
biological,program,ibp,21
channel,0,denoted,21
channel,1,denoted,21
combo,2,channel,21
council,seward,peninsula,21
ctd,profiles,collected,21
earth's,surface,channel,21
healy,hly,02,21
integrated,water,column,21
international,biological,program,21
mackenzie,river,delta,21
mclane,moored,profilers,21
north,velocity,current,21
optics,jaz,combo,21
plant,functional,type,21
seaspace,terascan,system,21
snow,water,equivalent,21
stable,oxygen,isotope,21
surface,channel,1,21
system,ecology,lab,21
thule,air,base,21
uscgc,healy,wagb,21
velocity,current,direction,21
1500,hectares,time,20
5,barrow,canyon,20
acadis,dataset,http,20
arctic,slope,alaska,20
array,processing,technique,20
based,remote,sensors,20
bootstrap,sea,ice,20
calm,grid,subset,20
cnv,output,files,20
coast,guard,onboard,20
dataset,http,dx.doi.org,20
dataset,includes,measurements,20
dbo,5,barrow,20
digital,elevation,model,20
era,interim,reanalysis,20
excel,spreadsheet,format,20
guard,ship,ccgs,20
hectares,time,series,20
ice,sheet,model,20
nm,bandwidth,band,20
sea,ice,conditions,20
summer,2002,cruise,20
taut,line,mooring,20
top,chamber,plots,20
yukon,kuskokwim,delta,20
0902,late,spring,19
3m,eddy,covariance,19
basin,interactions,sbi,19
cloud,microphysics,retrieval,19
cloud,observation,instruments,19
cloud,type,phase,19
clouds,impact,atmospheric,19
coast,guard,icebreaker,19
data,image_id,frame_id,19
data,product,format,19
digital,elevation,models,19
dioxide,water,vapor,19
documents,vertically,resolved,19
dry,snow,zone,19
dual,channel,dc,19
eddy,covariance,station,19
focused,synthetic,aperture,19
format,data,image_id,19
gas,exchange,measurements,19
greenland,inland,traverse,19
hydrometeor,characteristic,size,19
ice,ocean,interface,19
image_id,frame_id,mat,19
impact,atmospheric,radiation,19
impose,unique,site,19
index,lai,measurements,19
kipp,zonen,air,19
maintain,consistent,retrievals,19
mathworks,matlab,file,19
matlab,file,files,19
microphysical,properties,determine,19
microphysics,retrieval,algorithms,19
monitoring,carbon,dioxide,19
nitrate,nitrite,ammonium,19
northwest,territories,canada,19
ocean,flux,buoy,19
oceanographic,ctd,profiles,19
particulate,organic,nitrogen,19
radiometer,kipp,zonen,19
remote,sensors,measurements,19
resolved,cloud,microphysical,19
sbe,profiling,ctd,19
sea,ice,data,19
sea,level,pressure,19
sets,documents,vertically,19
site,specific,signatures,19
split,beam,echosounder,19
surface,heat,budget,19
surface,mixed,layer,19
system,nims,grid,19
trace,gas,exchange,19
tundra,plant,communities,19
unique,site,specific,19
unispec,dual,channel,19
vapor,energy,fluxes,19
vertically,resolved,cloud,19
water,vapor,energy,19
yy,mm,dd,19
1,community,data,18
11,scientific,split,18
2,community,data,18
2011,30,june,18
24,hour,cycle,18
annual,canadian,coast,18
arctic,climate,change,18
autonomous,ocean,flux,18
backscatter,data,collected,18
band,transceiver,wbt,18
binary,adcp,data,18
bottle,trip,location,18
coast,guard,service,18
contributed,data,represents,18
ctd,data,pressure,18
data,pressure,temperature,18
data,represents,watercolumn,18
data,set,comprises,18
date,time,raw,18
derived,sea,ice,18
dissolved,organic,matter,18
drained,thaw,lake,18
ek80,wide,band,18
es18,11,scientific,18
guard,service,sir,18
inland,traverse,grit,18
itex,dry,sites,18
khz,providing,extremely,18
light,absorbing,compounds,18
location,raw,ctd,18
manfrotto,tri,pod,18
microphysical,properties,data,18
national,ice,center,18
north,richards,island,18
northern,bering,sea,18
oxygen,isotope,values,18
pam,iii,station,18
raw,ctd,data,18
represents,watercolumn,backscatter,18
scientific,split,beam,18
service,sir,wilfrid,18
simrad,ek80,wide,18
simrad,es18,11,18
snow,accumulation,zones,18
term,averaged,data,18
transceiver,wbt,transmitting,18
trip,location,raw,18
unique,data,set,18
uscgc,healy,summer,18
warming,scenario,based,18
watercolumn,backscatter,data,18
wide,band,transceiver,18
winter,snow,depth,18
2009,0902,late,17
24,control,plots,17
48,plots,24,17
ablation,zone,soaked,17
absorbing,compounds,i.e,17
absorption,properties,i.e,17
accumulation,zones,i.e,17
albedo,snow,physical,17
arctic,ocean,sea,17
autonomous,stations,deployed,17
based,wrf,simulations,17
calm,depth,probe,17
center,graduate,undergraduate,17
coincident,daily,measurements,17
collect,coincident,daily,17
communities,conference,presentations,17
compounds,i.e,dust,17
conference,presentations,rapid,17
cultural,center,graduate,17
dartmouth,igert,program,17
data,set,characterizing,17
density,surface,snow,17
depth,shortened,growing,17
dust,elemental,carbon,17
east,siberian,sea,17
eddy,covariance,technique,17
elemental,carbon,additionally,17
field,season,surface,17
flux,buoy,aofb,17
funded,greenland,inland,17
greenseeker,rt100,505,17
grid,subset,plot,17
grid,white,boards,17
grit,route,offers,17
ground,penetrating,radar,17
humans,climate,environment,17
i.e,dust,elemental,17
i.e,specific,surface,17
i.e,wavelength,dependent,17
igert,program,including,17
importantly,close,collaboration,17
improve,process,parameterizations,17
includes,water,temperature,17
increased,snow,depth,17
increased,summer,temperature,17
information,system,gis,17
international,collaborations,begun,17
katuuaq,cultural,center,17
khz,acoustic,doppler,17
light,absorption,properties,17
millimeter,cloud,radar,17
modeling,ice,mass,17
monitoring,calm,depth,17
nims,grid,white,17
nmea,ascii,data,17
observational,data,collected,17
organic,nitrogen,ton,17
physical,properties,i.e,17
pi,polashenski,including,17
plots,24,experiment,17
polar,atmospheric,emitted,17
polar,science,center,17
polashenski,including,lectures,17
predictive,global,climate,17
presentations,rapid,publication,17
project's,field,component,17
properties,i.e,specific,17
properties,i.e,wavelength,17
raw,nmea,ascii,17
remote,sensing,communities,17
rt100,505,ntech,17
school,student,training,17
sea,surface,temperature,17
sensing,communities,conference,17
shortened,growing,season,17
size,total,organic,17
snow,depth,shortened,17
snow,light,absorption,17
snow,spectral,albedo,17
soaked,snow,zone,17
soil,nutrient,availability,17
spectral,albedo,snow,17
subset,plot,30,17
surface,snow,light,17
total,organic,nitrogen,17
trace,elements,organic,17
track,seasonal,variations,17
transect,length,50m,17
traverse,grit,traveling,17
tundra,experiment,network,17
understand,albedo,variability,17
water,samplers,deployed,17
water,soluble,compounds,17
wavelength,dependent,absorption,17
zone,soaked,snow,17
02,frame,001,16
1998,summer,field,16
20,degrees,extra,16
2008,06,30,16
34,35,36,16
56,129,280,16
aerial,census,report,16
aerial,observational,data,16
agriculture,research,institute,16
alaskan,beaufort,sea,16
approximate,flight,paths,16
arctic,ocean,investigation,16
beaufort,gyre,observing,16
carbon,dioxide,fluxes,16
carbon,toc,total,16
channel,informally,named,16
climate,cryosphere,carbon,16
cloud,radar,mmcr,16
column,cruise,event,16
community,earth,system,16
comprehensive,information,system,16
concentrations,study,lakes,16
conductivity,water,samples,16
covered,permafrost,lakes,16
cruise,event,station,16
cryosphere,carbon,interactions,16
ctd,conductivity,temperature,16
data,includes,water,16
data,package,includes,16
degrees,extra,reference,16
delta,lakes,56,16
delta,northwest,territories,16
delta,o18,stable,16
depth,wtd,measurements,16
direction,air,temperature,16
dissolved,major,minor,16
dissolved,oxygen,concentration,16
dissolved,oxygen,light,16
environmental,satellites,poes,16
extra,reference,scans,16
extreme,north,agriculture,16
flight,paths,undertaken,16
greenland,environmental,observatory,16
growing,season,whilst,16
gyre,observing,system,16
head,sites,1,16
healy,summer,2002,16
historical,aerial,observational,16
ice,covered,permafrost,16
informally,named,north,16
informally,named,swiss,16
island,informally,named,16
lakes,56,129,16
m2,biomass,gc,16
methane,concentrations,study,16
mid,delta,lakes,16
middle,channel,informally,16
moran,geochemistry,lab,16
named,north,head,16
named,swiss,cheese,16
naval,postgraduate,school,16
north,agriculture,research,16
north,head,sites,16
nsf,arctic,observing,16
nutrients,phosphate,silica,16
o18,stable,oxygen,16
organic,nitrogen,pon,16
oxygen,concentration,chlorophyll,16
peat,plateau,core,16
permafrost,peat,plateau,16
plateau,core,data,16
pressure,dissolved,oxygen,16
pressure,temperature,relative,16
reflective,white,board,16
remaining,days,concatenated,16
richards,island,informally,16
river,delta,northwest,16
rosette,bottle,sample,16
sea,ice,draft,16
season,surface,energy,16
seasonally,ice,covered,16
segment,02,frame,16
sensor,data,includes,16
set,includes,data,16
snow,depth,measurements,16
snow,free,period,16
spatial,data,representation,16
spectral,reflectance,data,16
spring,2002,cruise,16
station,position,latitude,16
station,water,depth,16
study,lakes,include,16
tab,delimited,ascii,16
table,depth,wtd,16
temperature,pressure,dissolved,16
time,hh:mm,latitude,16
toc,total,organic,16
tree,ring,data,16
unpublished,aerial,census,16
uscgc,healy,spring,16
water,column,chlorophyll,16
water,temperature,pressure,16
western,beaufort,sea,16
white,board,surface,16
03,cycle,19,15
09,03,cycle,15
10,11,12,15
11,12,13,15
12,13,14,15
13,14,15,15
14,15,16,15
15,june,2011,15
16,29,khz,15
18,19,20,15
19,20,21,15
19,21,53,15
2014,09,03,15
2014,expedition,swedish,15
22,wtd,tubes,15
24,25,26,15
29,khz,providing,15
32,33,34,15
33,34,35,15
35,36,37,15
36,37,38,15
37,38,39,15
42,43,44,15
43,44,45,15
5,6,7,15
50m,tundra,vegetation,15
6,7,8,15
7,8,9,15
8,9,10,15
9,10,11,15
alaska,fisheries,science,15
approximately,16,29,15
arctic,natural,sciences,15
arctic,observing,networks,15
ascii,text,files,15
ascii,text,format,15
atmosphere,sea,ice,15
barometric,pressure,latitude,15
bro,wind,speed,15
buoy,deployment,data,15
c3,2014,expedition,15
central,arctic,ocean,15
change,plant,phenology,15
climate,scenario,models,15
concentration,nutrients,phosphate,15
continuously,monitoring,carbon,15
current,direction,current,15
cycle,19,21,15
d20140903,t192153,raw,15
data,daily,hourly,15
deployment,data,daily,15
direction,current,speed,15
distinguish,individual,bubbles,15
expedition,swedish,russian,15
experiment,network,examines,15
fine,scale,structure,15
fisheries,science,center,15
format,oden,date,15
geological,survey,usgs,15
global,climate,system,15
global,terrestrial,network,15
ground,level,measurements,15
horizon,pictures,heading,15
humidity,rh,barometric,15
ice,center,nic,15
icebreaker,oden,date,15
including,thermohaline,steps,15
inductively,coupled,plasma,15
instrument,readme,files,15
june,2011,30,15
km,ease,grid,15
measuring,tube,values,15
meters,0,1,15
methane,gas,seeps,15
methanesulfonic,acid,msa,15
mid,august,wtd,15
migration,reanalysis,tamara,15
moist,acidic,tundra,15
o3,carbon,dioxide,15
observing,network,sites,15
ocean,surface,mixed,15
oden,d20140903,t192153,15
oden,date,corresponds,15
oden,date,time,15
ozone,o3,carbon,15
persistent,snow,cover,15
pictures,heading,pitch,15
piston,core,sample,15
project,title,arctic,15
provide,spatial,data,15
reanalysis,tamara,project,15
reflectance,data,measured,15
reindeer,migration,reanalysis,15
reindeer,observation,programs,15
represent,spectral,reflectance,15
rh,barometric,pressure,15
scale,structure,including,15
sensor,trolley,platform,15
silica,nitrite,nitrate,15
snow,cover,interference,15
snow,depth,data,15
soil,organic,layer,15
structure,including,thermohaline,15
summer,snow,free,15
surface,permafrost,temperatures,15
swerus,c3,2014,15
table,depth,tubes,15
taimyr,reindeer,migration,15
temperature,reanalysis,approaches,15
temperature,salinity,oxygen,15
time,raw,oden,15
title,arctic,observing,15
tri,pod,height,15
tundra,vegetation,monitoring,15
values,water,level,15
vegetation,change,plant,15
vegetation,monitoring,transect,15
volumetric,water,content,15
water,column,files,15
water,equivalent,swe,15
600,khz,acoustic,14
air,temperature,relative,14
amp,gt,10,14
aofb,program,including,14
arctic,marine,shipping,14
automatic,identification,system,14
background,climate,change,14
beaufort,shelf,edge,14
bsierp,2007,cruise,14
built,sensor,package,14
buoy,measured,velocity,14
channel,dc,spectrometer,14
cooperative,arctic,data,14
coordinated,time,utc,14
custom,built,sensor,14
cutter,polar,sea,14
data,center,doi,14
date,yy,mm,14
dd,time,hh:mm,14
doi,10.5194,tc,14
ecological,research,program,14
fieldscout,tdr,300,14
funding,source,arctic,14
future,climate,change,14
geochemical,field,measurements,14
geographical,information,system,14
greenland,ice,core,14
guard,cutter,polar,14
guard,icebreaker,healy,14
http,www.oc.nps.edu,stanton,14
humidity,wind,speed,14
hydrography,transects,dbo3,14
including,real,time,14
instruments,600,khz,14
line,dbo,3,14
liquid,water,path,14
low,warming,ensemble,14
measured,velocity,temperature,14
measured,vertical,profiles,14
mm,dd,time,14
nitrite,nitrate,ammonium,14
nsf,funded,project,14
oxygen,uptake,rates,14
parameters,abundance,biomass,14
phosphate,silica,nitrite,14
position,latitude,longitude,14
program,including,real,14
project,web,site,14
purple,tdr,300,14
rapidly,changing,arctic,14
remote,sensing,data,14
repeat,hydrography,transect,14
shelf,edge,mooring,14
summit,greenland,environmental,14
surface,sediment,collected,14
tethered,profiler,itp,14
thaw,lake,basins,14
tundra,vegetation,properties,14
u.s,geological,survey,14
universal,coordinated,time,14
velocity,temperature,salinity,14
