token,n,unique_ids,unique_authors
imn,22,4,1
line04,22,1,1
spconductance.csv,22,17,1
0005,21,4,3
0011,21,4,2
0014,21,4,2
2008,21,14,10
21,21,10,6
9,21,4,4
avg.nc,21,1,1
fjord,21,1,1
jun,21,1,1
0010,20,4,2
0012,20,3,2
0015,20,4,2
0023,20,6,3
0025,20,6,3
age,20,2,2
line05,20,1,1
thermistor,20,1,1
tr1,20,1,1
tr2,20,1,1
00,19,3,3
0024,19,6,3
alaska,19,15,6
corrected,19,7,4
density.csv,19,3,3
fa16,19,2,1
oib.txt,19,1,1
sml,19,4,1
snow,19,14,13
summit,19,9,6
005,18,9,5
201118,18,2,1
23,18,6,4
airportsite,18,1,1
cyn,18,1,1
dates,18,3,3
dissoxy.csv,18,16,1
m3f,18,2,1
nasa,18,3,1
v73,18,1,1
wv.txt,18,1,1
1993,17,16,7
201,17,8,1
24,17,11,6
2b,17,1,1
attribute,17,17,3
firn,17,4,4
monthly.nc,17,1,1
thaw,17,11,10
0016,16,3,2
1991,16,13,6
1992,16,6,5
2006,16,10,8
a11,16,4,1
bzc,16,8,1
campsite,16,2,1
co2,16,10,10
colleen,16,1,1
core,16,9,9
dating,16,1,1
filecorrected.csv,16,1,1
flux.dat,16,1,1
ozone.csv,16,1,1
periods,16,1,1
scale.csv,16,1,1
scs,16,2,1
spectral.zip,16,16,2
www1202,16,2,2
www1204,16,1,1
zev,16,2,1
0004,15,4,2
0029,15,4,3
0037,15,5,3
02,15,9,7
1980,15,6,6
atmospheric,15,15,1
cloud,15,15,1
crop,15,1,1
dbo5,15,15,8
microphysical,15,15,1
migtk,15,1,1
observatories,15,15,1
properties,15,15,1
rmt,15,4,1
uaf,15,9,2
0035,14,5,3
014,14,9,4
103,14,7,4
2020,14,4,4
5b,14,3,1
99,14,2,2
accumulation,14,5,5
bird.csv,14,1,1
coordinates,14,12,3
council2000,14,1,1
gapfilled,14,14,1
insect.csv,14,1,1
isa,14,5,1
isotopes,14,8,8
mammal.csv,14,1,1
metadata.csv,14,13,6
ongoing,14,5,2
output,14,14,2
siberia,14,13,5
temp.csv,14,12,4
transplant,14,8,3
utqiagvik,14,2,2
003,13,7,4
0034,13,4,3
0036,13,4,3
0049,13,4,2
0051,13,4,2
012,13,9,4
013,13,9,4
20,13,8,5
2005,13,7,7
22,13,8,5
401,13,8,1
ak,13,6,6
alexander,13,13,2
dissolved,13,3,2
flight,13,13,1
information,13,12,6
routes.zip,13,13,1
sedna,13,1,1
0045,12,4,2
2003,12,6,5
28,12,8,4
29,12,5,2
basins,12,2,2
btl,12,2,2
consolidated,12,12,1
council1999,12,1,1
datalogger,12,12,1
esq,12,1,1
g18000m,12,1,1
hrp,12,8,1
hvy,12,8,1
lakee5,12,2,2
m.tif,12,1,1
model,12,2,2
n83,12,1,1
raster.zip,12,12,1
shakan2m,12,1,1
smtaerich1x1,12,12,1
smtcapablx1,12,11,1
smtmplpolx1,12,11,1
smtpossx1,12,11,1
smtsodarx1,12,11,1
smtsondewnpnx1,12,11,1
soilmoisture,12,5,1
u32,12,1,1
upper,12,4,4
v.txt,12,1,1
warm,12,3,1
wdk,12,8,1
xyz,12,1,1
0028,11,3,3
0030,11,3,3
0031,11,3,3
0033,11,4,3
004,11,7,4
0044,11,3,2
0046,11,4,2
006,11,9,6
069,11,11,5
1523,11,11,1
2000,11,7,7
20160408,11,2,2
202,11,4,1
amf,11,11,7
calon.csv,11,2,1
clean,11,1,1
concentrations.zip,11,11,1
esquibel,11,1,1
hh,11,11,7
light.csv,11,9,2
list,11,11,2
met,11,9,7
mooring,11,4,2
north,11,3,3
records,11,4,4
rgb.tif,11,1,1
shakan,11,1,1
smtmmcrmomx1,11,11,1
smtmwrlosx1,11,10,1
terrace,11,1,1
0027,10,4,2
0032,10,3,3
0038,10,4,2
010,10,9,4
016,10,10,5
038,10,10,4
14c,10,8,8
2002,10,8,6
20160413,10,3,3
bc,10,1,1
bf005,10,3,1
bf021,10,4,2
bis,10,5,1
bpr,10,10,2
burn,10,7,4
carlson,10,2,1
community,10,4,2
core16summittraverse1,10,1,1
database,10,7,4
elson,10,3,2
estimates,10,2,2
fa,10,2,2
fluxes,10,3,3
g12b,10,1,1
lower,10,3,3
metadata,10,6,4
pressure.csv,10,10,2
ros,10,1,1
s3,10,3,3
slope,10,2,2
0026,9,3,3
0039,9,2,2
0042,9,4,2
0047,9,4,2
0053,9,2,1
007,9,7,4
025,9,9,4
026,9,9,4
028,9,9,4
031,9,9,4
039,9,9,4
093,9,9,3
1985,9,5,5
1x5,9,3,2
20160427,9,2,2
4b,9,2,1
98,9,2,2
a1,9,6,3
ans,9,1,1
bay,9,3,3
bes,9,3,3
biomass,9,4,3
chukchi,9,2,1
compaction,9,1,1
core8b,9,1,1
diffdem.tif,9,1,1
ecl,9,2,1
final.txt,9,2,2
hourly,9,4,4
ions.csv,9,8,1
isotope,9,5,5
ko,9,1,1
laketimeseries,9,1,1
line06,9,1,1
mcat,9,4,1
ntrl,9,1,1
obs.nc,9,1,1
personnel,9,9,1
petermannglacier,9,1,1
respiration.csv,9,3,2
rho,9,1,1
sbe37sm,9,1,1
slwc,9,1,1
smtvceil25kx1,9,8,1
surface.nc,9,1,1
t2,9,2,2
t3,9,1,1
tutakoke,9,2,2
u31,9,1,1
u74,9,1,1
www1104,9,1,1
000000,8,8,2
0040,8,3,2
0041,8,2,2
0043,8,3,2
0052,8,4,2
011,8,8,5
015,8,7,4
032,8,8,3
033,8,8,3
036,8,8,4
075,8,8,4
115,8,8,2
2001,8,6,6
201209,8,1,1
20160326,8,1,1
20160327,8,1,1
20160328,8,1,1
20160329,8,1,1
20160330,8,1,1
20160331,8,1,1
20160401,8,1,1
20160402,8,1,1
20160403,8,1,1
20160404,8,1,1
20160405,8,1,1
20160406,8,1,1
20160407,8,1,1
20160409,8,1,1
20160410,8,1,1
20160411,8,1,1
20160412,8,1,1
20160414,8,1,1
20160415,8,1,1
20160416,8,1,1
20160417,8,1,1
20160418,8,1,1
20160419,8,1,1
20160420,8,1,1
20160421,8,1,1
20160422,8,1,1
20160423,8,1,1
20160424,8,1,1
20160425,8,1,1
20160426,8,1,1
20160428,8,1,1
20160429,8,1,1
20160430,8,1,1
20160501,8,1,1
20160502,8,1,1
20160503,8,1,1
20160504,8,1,1
20160505,8,1,1
20160506,8,1,1
20160507,8,1,1
20160509,8,1,1
20160510,8,1,1
20160511,8,1,1
20160512,8,1,1
20160513,8,1,1
20160514,8,1,1
2044,8,8,2
301,8,4,1
6hw,8,1,1
apr,8,3,3
b1,8,8,2
badgeley,8,1,1
bf013,8,3,1
bp,8,1,1
buoy,8,3,1
carbon,8,6,5
cesm2,8,1,1
chs,8,8,1
core10spurw,8,1,1
core13core14traverse,8,1,1
core8a,8,1,1
counts,8,1,1
dbo4,8,4,2
density,8,5,4
dimple,8,1,1
discharge,8,7,5
do.csv,8,7,1
dp.csv,8,1,1
e2,8,1,1
e4,8,1,1
eager,8,5,3
eml,8,4,3
etal,8,1,1
flux.csv,8,8,3
fog1,8,1,1
fog2,8,1,1
fog3,8,1,1
fog4,8,1,1
fog5,8,1,1
format,8,1,1
gen3ens,8,1,1
glk,8,8,1
golden,8,1,1
gp8,8,1,1
greencabin,8,1,1
greenland,8,5,5
gth101,8,1,1
gth110,8,1,1
gth153,8,1,1
gth155,8,1,1
gth156,8,1,1
gth157,8,1,1
gth158,8,1,1
gth39,8,1,1
gth58,8,1,1
gth59,8,1,1
gth60,8,1,1
gth61,8,1,1
gth62,8,1,1
gth85,8,1,1
gth86,8,1,1
gth88,8,1,1
gth90,8,1,1
gth91,8,1,1
gth98,8,1,1
hills,8,1,1
hly,8,8,1
horn,8,1,1
island,8,1,1
ivotuk1998,8,1,1
luna,8,1,1
minus,8,1,1
n1,8,1,1
ndvi,8,7,2
ne14,8,1,1
northamerica,8,8,1
perched,8,1,1
pond,8,1,1
precipitation,8,2,2
profiler,8,4,1
qc.txt,8,1,1
readme.txt,8,1,1
reciprocal,8,6,2
s6,8,1,1
sapflow,8,2,2
shrub,8,3,3
snc01,8,1,1
south,8,1,1
species,8,8,4
sum,8,2,2
surface,8,5,5
swamp,8,1,1
tfs,8,1,1
tree,8,5,5
tsp,8,8,1
u22,8,1,1
u23,8,1,1
u24,8,1,1
u25,8,1,1
u26,8,1,1
u27,8,1,1
u28,8,1,1
uas,8,4,1
uptempo,8,1,1
v3,8,1,1
ver1,8,4,1
waccm,8,2,2
wolverine,8,1,1
xlsx,8,8,4
150705,7,1,1
170428,7,1,1
1986,7,5,5
1997,7,6,5
2100,7,3,3
5p15,7,1,1
air,7,6,5
al,7,5,4
alaska.csv,7,1,1
bf009,7,3,1
ch,7,7,1
core11spure,7,1,1
core12spurw,7,1,1
core15core16traverse,7,1,1
cover,7,4,3
cr1000,7,2,1
current,7,6,3
dbo3,7,7,3
detailed,7,3,2
figure,7,1,1
healy,7,4,3
hth,7,1,1
icetemp.txt,7,1,1
intensive,7,1,1
isotopes.csv,7,4,4
ji,7,1,1
leaf,7,5,3
lgd,7,7,1
mb,7,1,1
microclimate,7,3,2
mmwatch,7,3,2
mn,7,1,1
mob,7,4,1
ne12,7,1,1
nh1,7,1,1
no3,7,1,1
npeo,7,1,1
o3,7,4,2
organic,7,4,2
po4,7,1,1
pr,7,2,2
prcp,7,1,1
regimes,7,1,1
river,7,7,5
samples,7,7,2
sc1,7,1,1
se,7,4,2
sediment,7,5,3
seedpredator,7,1,1
sf014,7,3,1
si,7,2,2
simplified,7,1,1
subset,7,4,2
t5,7,1,1
tfw,7,1,1
tif.aux.xml,7,1,1
tif.ovr,7,1,1
u30,7,1,1
u88,7,1,1
wt1,7,1,1
www1002,7,1,1
www1003,7,1,1
www1102,7,1,1
zi,7,1,1
08nsidc.csv,6,1,1
112,6,6,2
116,6,6,2
156,6,6,1
1984,6,4,4
1987,6,4,4
1988,6,4,4
1990,6,4,4
1999,6,5,5
2016jschedlbauer,6,2,1
22nov2013,6,2,1
234,6,1,1
94,6,1,1
a.csv,6,5,2
ablation,6,4,4
activelayer,6,2,1
aln,6,1,1
analysis,6,3,3
aon.txt,6,2,1
b.csv,6,5,2
bc2,6,1,1
bf017,6,3,1
borehole,6,6,5
bottle,6,5,3
bro,6,2,1
brwdoas,6,1,1
canada,6,6,1
center,6,4,3
clpx,6,1,1
column,6,4,2
core11spurw,6,1,1
core12core13traverse,6,1,1
core13spurw,6,1,1
core14core15traverse,6,1,1
core14spurw,6,1,1
core15spurw1,6,1,1
core16spurw,6,1,1
core7core8traverse,6,1,1
core7survey,6,1,1
core8c1,6,1,1
core8spure,6,1,1
core9spiral,6,1,1
cp1,6,3,1
dengrad,6,6,1
dye,6,3,1
edge.tif,6,1,1
eureka,6,6,1
fac10,6,1,1
firnair,6,1,1
g3600m,6,1,1
g4500m,6,1,1
gcm.csv,6,6,1
gisp2d,6,3,3
green.tif,6,1,1
hv,6,1,1
ib,6,1,1
l1,6,2,2
l129,6,1,1
l3,6,2,1
l520,6,1,1
l56,6,1,1
level,6,2,2
lhs,6,6,1
line07,6,1,1
locations,6,6,3
ludwig,6,6,2
lut,6,1,1
manta,6,1,1
mar.tif,6,1,1
melt,6,2,2
meteo,6,1,1
ndvi.tif,6,1,1
nir.tif,6,1,1
niso,6,1,1
nitrogen,6,4,3
nmm3d,6,1,1
olm,6,6,1
phenology,6,4,1
rate,6,1,1
red,6,1,1
red.tif,6,1,1
saddle,6,3,1
sag,6,3,1
sc2,6,1,1
scenario,6,1,1
seaice.dat,6,1,1
sf009,6,3,1
shear.nc,6,1,1
sia,6,1,1
sitesroster.csv,6,6,1
slugtests.csv,6,1,1
southdome,6,3,1
temp,6,4,4
tk,6,2,1
tunu,6,3,1
u29,6,1,1
u34,6,1,1
u41,6,1,1
u60,6,1,1
u69,6,1,1
uff,6,6,1
underway,6,2,2
uppercapsulelake,6,1,1
us78,6,1,1
v20171130,6,1,1
0048,5,3,2
0050,5,2,2
0054,5,2,1
017,5,5,4
12june,5,1,1
160419,5,1,1
164,5,5,1
1983,5,3,3
1989,5,3,3
1998,5,4,4
2004,5,3,3
2007c,5,1,1
2007g,5,1,1
2008c,5,1,1
2081,5,2,2
2ky.txt,5,1,1
31aug,5,1,1
50cm,5,1,1
50cm.tif,5,1,1
90roll3,5,5,1
adcp,5,5,1
adcp300,5,1,1
aquifertest1,5,1,1
bc1,5,1,1
bird,5,1,1
c1,5,5,2
canopy,5,2,2
cesm,5,2,2
continuous,5,5,2
copy,5,1,1
core10core11traverse,5,1,1
core9core10traverse2,5,1,1
czimczik,5,3,1
d18o,5,3,2
dbo6,5,5,3
depth.csv,5,4,4
dischargeandratingcurve.csv,5,1,1
drp,5,1,1
envirodata.csv,5,1,1
ethane.txt,5,1,1
ethaneacetylene,5,1,1
export.txt,5,1,1
fa15,5,2,1
fl005m,5,1,1
fl008m,5,1,1
fl013m,5,1,1
fl016m,5,1,1
fl017m,5,1,1
fl020m,5,1,1
fox,5,5,1
gases,5,1,1
gkn,5,5,1
gps,5,4,4
heath,5,1,1
ivo,5,2,2
keku,5,1,1
kzr,5,5,1
l280,5,1,1
lakefog2,5,1,1
length,5,3,1
low,5,2,2
lr,5,4,2
miniflux,5,1,1
nh2,5,1,1
o2ar.txt,5,5,2
o2calc,5,1,1
petermanniceshelf,5,1,1
pg16,5,1,1
phs,5,5,1
physchem,5,1,1
polaris,5,5,1
pred,5,3,2
profile.csv,5,1,1
root,5,4,3
scarfs,5,3,1
sedimentparameters.csv,5,5,1
sizrs,5,1,1
snc03,5,1,1
snc04,5,1,1
soda,5,1,1
soiltemp,5,2,2
stratigraphy,5,1,1
sumup,5,4,1
t4,5,2,2
tas,5,1,1
taxa.csv,5,5,1
tcm,5,3,3
temperatures,5,3,3
thetao,5,1,1
thule,5,4,4
total,5,3,2
treeline,5,2,2
u39,5,1,1
u40,5,1,1
us77,5,1,1
wt2,5,1,1
www1005,5,1,1
0021a,4,1,1
0055,4,2,1
0057,4,2,1
009,4,4,3
024,4,4,3
053,4,4,4
05301,4,1,1
05401,4,1,1
05501,4,1,1
056,4,4,4
05601,4,1,1
05701,4,1,1
05801,4,1,1
05901,4,1,1
06001,4,1,1
06101,4,1,1
06201,4,1,1
067,4,4,4
068,4,4,4
070,4,4,4
096,4,3,3
098,4,3,3
125,4,2,2
12juneaug,4,1,1
135,4,4,1
150423,4,1,1
1970,4,4,4
1974,4,4,4
1b,4,1,1
2000a,4,1,1
2000b,4,1,1
2001a,4,1,1
2002a,4,1,1
2003a,4,1,1
2003b,4,1,1
2003c,4,1,1
2003d,4,1,1
2003e,4,1,1
2004a,4,1,1
2004b,4,1,1
2004c,4,1,1
2004d,4,1,1
2004e,4,1,1
2005a,4,1,1
2005b,4,1,1
2005c,4,1,1
2005d,4,1,1
2005e,4,1,1
2005f,4,1,1
2006b,4,1,1
2006c,4,1,1
2006d,4,1,1
2006e,4,1,1
2006f,4,1,1
20072008,4,2,1
2007b,4,1,1
2007d,4,1,1
2007e,4,1,1
2007f,4,1,1
2007h,4,1,1
2007i,4,1,1
2007j,4,1,1
2007k,4,1,1
2008a,4,1,1
2008b,4,1,1
2008d,4,1,1
2008e,4,1,1
2008f,4,1,1
2009a,4,1,1
2009d,4,1,1
2009e,4,1,1
2009f,4,1,1
2009g,4,1,1
2010a,4,1,1
2010b,4,1,1
2010c,4,1,1
2010f,4,1,1
2010g,4,1,1
2010h,4,1,1
2011a,4,1,1
2011b,4,1,1
2011c,4,1,1
2011d,4,1,1
2011e,4,1,1
2011f,4,1,1
2011g,4,1,1
2011i,4,1,1
2011j,4,1,1
2011k,4,1,1
2011l,4,1,1
2011m,4,1,1
2012a,4,1,1
2012amkspiderwarmingexperiment,4,1,1
2012b,4,1,1
2012c,4,1,1
2012d,4,1,1
2012e,4,1,1
2012f,4,1,1
2012g,4,1,1
2012h,4,1,1
2012i,4,1,1
2012j,4,1,1
2012l,4,1,1
2012m,4,1,1
2013a,4,1,1
2013b,4,1,1
2013c,4,1,1
2013d,4,1,1
2013e,4,1,1
2013f,4,1,1
2013g,4,1,1
2013h,4,1,1
2013i,4,1,1
2014b,4,1,1
2014c,4,1,1
2014d,4,1,1
2014e,4,1,1
2014f,4,1,1
2014g,4,1,1
2014i,4,1,1
2015a,4,1,1
2015b,4,1,1
2015c,4,1,1
2015d,4,1,1
2015e,4,1,1
2015f,4,1,1
2015g,4,1,1
2015h,4,1,1
2015i,4,1,1
2015j,4,1,1
2015k,4,1,1
2016a,4,1,1
20170510xx00a,4,1,1
20170511xx00a,4,1,1
20170512xx00a,4,1,1
20170513xx00a,4,1,1
20170514xx00a,4,1,1
20170515xx00a,4,1,1
20170516xx00a,4,1,1
20170517xx00a,4,1,1
20170523xx00a,4,1,1
20170524xx00a,4,1,1
20170525xx00a,4,1,1
20170526xx00a,4,1,1
20170527xx00a,4,1,1
20170531xx00a,4,1,1
20170601xx00a,4,1,1
20170602xx00a,4,1,1
20170603xx00a,4,1,1
20170604xx00a,4,1,1
20170606xx00a,4,1,1
20170607xx00a,4,1,1
20170608xx00a,4,1,1
20170609xx00a,4,1,1
20170610xx00a,4,1,1
20170611xx00a,4,1,1
20170612xx00a,4,1,1
20170613xx00a,4,1,1
20170614xx00a,4,1,1
20170615xx00a,4,1,1
20170616xx00a,4,1,1
20170617xx00a,4,1,1
26904,4,2,1
26906,4,2,1
302,4,4,1
71roll1,4,4,1
72roll1,4,4,1
84roll1,4,4,1
88roll1,4,4,1
90roll1,4,4,1
90roll2,4,4,1
91roll2,4,4,1
91roll3,4,4,1
91roll4,4,4,1
92roll1,4,4,1
92roll2,4,4,1
92roll4,4,4,1
92roll5,4,4,1
94roll4,4,4,1
94roll6,4,4,1
95roll3,4,4,1
96roll1,4,4,1
97roll1,4,4,1
97roll2,4,4,1
a2,4,1,1
aci,4,2,1
acoustic,4,4,1
active,4,2,2
alex,4,4,2
aliss,4,3,2
aquifertest2,4,1,1
arenacover,4,1,1
assimilated.csv,4,1,1
bcc,4,1,1
bec,4,1,1
ben,4,1,1
beo,4,1,1
bhs,4,1,1
biomass.csv,4,4,3
blk,4,4,1
bsp,4,1,1
cburn,4,1,1
cfore,4,1,1
cft,4,4,1
chemistry,4,4,4
clm40,4,1,1
cmdl,4,1,1
cnrm,4,1,1
cns,4,1,1
cnsqc,4,1,1
concentrations,4,4,3
core10spure,4,1,1
core13spure,4,1,1
core8c2,4,1,1
core8core9traverse,4,1,1
core9spurw,4,1,1
counts.csv,4,3,3
cover.csv,4,3,3
cpt,4,4,1
cshrb,4,1,1
ctund,4,1,1
d.csv,4,4,2
data.txt,4,4,4
debris,4,2,2
dec,4,2,1
doppler,4,4,1
duck,4,1,1
esm2,4,1,1
exburn,4,1,1
exp,4,4,1
experiment,4,3,2
files,4,4,1
fishcreek,4,1,1
forams.csv,4,1,1
fv2,4,1,1
fw,4,1,1
gal.csv,4,1,1
geochemistry.csv,4,2,2
goni,4,1,1
gpr,4,4,4
historical,4,4,2
hobo,4,3,3
ict,4,2,2
imn.csv,4,1,1
incubation,4,3,2
iva,4,2,1
ja,4,1,1
je,4,1,1
jois,4,1,1
jpc6,4,1,1
kap,4,1,1
kling,4,4,2
ktk,4,4,1
kuparuk,4,3,3
lav,4,1,1
le,4,2,2
lowertr1,4,1,1
macroinfaunal,4,4,1
magnetic,4,1,1
manual.csv,4,3,2
mclane,4,4,1
meierbachtol,4,3,1
microcat,4,4,1
middletr1,4,1,1
model.csv,4,1,1
moored,4,4,1
ms,4,4,1
nests.csv,4,2,2
node1,4,1,1
node2,4,1,1
nom,4,4,1
noresm2,4,1,1
nutrient,4,2,2
o2ar,4,3,1
o2isotope,4,3,1
p0001,4,4,1
p23,4,1,1
parameters.csv,4,4,4
pc04,4,1,1
percent,4,2,2
ph,4,2,2
ptrefugio50cm1,4,1,1
raw,4,1,1
raw.csv,4,1,1
reformatted.csv,4,1,1
region,4,4,1
revised.csv,4,1,1
riparian,4,1,1
rtk,4,1,1
sancruz50cm1,4,1,1
sap,4,4,2
sat,4,1,1
sed,4,3,3
site1,4,1,1
site10,4,1,1
site2,4,1,1
site3,4,1,1
site4,4,1,1
site5,4,1,1
site6,4,1,1
site7,4,1,1
site8,4,1,1
site9,4,1,1
sitelake,4,1,1
snc02,4,1,1
soils.csv,4,1,1
sol,4,1,1
sppdata.csv,4,1,1
st12,4,1,1
study,4,4,2
super,4,1,1
susceptibility.csv,4,1,1
swe,4,2,1
table1,4,3,3
taku,4,4,2
td,4,1,1
teshekpuk,4,2,2
tkhydrodatabase,4,2,1
tlk,4,4,1
tooliklake,4,1,1
u38,4,1,1
u56,4,1,1
uppertr1,4,1,1
us22,4,1,1
us23,4,1,1
us24,4,1,1
us25,4,1,1
us26,4,1,1
us27,4,1,1
us28,4,1,1
us29,4,1,1
us34,4,1,1
us37,4,1,1
us39,4,1,1
waypoints,4,1,1
wb,4,2,1
weintraub,4,1,1
wx2,4,1,1
yukon,4,4,1
0056,3,1,1
0062,3,2,2
008,3,3,3
018,3,3,3
019,3,3,3
020,3,3,3
021,3,3,3
022,3,3,3
027,3,3,3
029,3,3,3
030,3,3,3
037,3,3,3
040,3,3,3
041,3,3,3
042,3,3,3
043,3,3,3
044,3,3,3
045,3,3,3
046,3,3,3
047,3,3,3
048,3,3,3
049,3,3,3
050,3,3,3
051,3,3,3
052,3,3,3
054,3,3,3
055,3,3,3
057,3,3,3
058,3,3,3
059,3,3,3
060,3,3,3
061,3,3,3
062,3,3,3
063,3,3,3
064,3,3,3
065,3,3,3
066,3,3,3
071,3,3,3
072,3,3,3
073,3,3,3
074,3,3,3
081,3,3,3
082,3,3,3
084,3,3,3
085,3,3,3
086,3,3,3
087,3,3,3
107,3,2,2
120216,3,3,1
170903,3,1,1
192,3,3,1
1953,3,2,2
1962,3,3,2
1971,3,3,3
1972,3,3,3
1973,3,3,3
1975,3,3,3
1976,3,3,3
1977,3,3,3
1978,3,3,3
1981,3,3,3
1994,3,3,3
1995,3,3,3
1996,3,3,3
20110411,3,1,1
20140630,3,2,2
20141231,3,3,1
20151231,3,3,1
20161231,3,3,1
20181008,3,1,1
2019ss,3,1,1
33km,3,3,2
501,3,3,1
63,3,1,1
70roll1,3,3,1
70roll2,3,3,1
71roll3,3,3,1
72roll2,3,3,1
72roll4,3,3,1
73roll1,3,3,1
73roll2,3,3,1
73roll3,3,3,1
74roll1,3,3,1
74roll2,3,3,1
74roll3,3,3,1
74roll4,3,3,1
74roll5,3,3,1
75roll1,3,3,1
75roll3,3,3,1
76roll1,3,3,1
77roll1,3,3,1
77roll2,3,3,1
77roll3,3,3,1
77roll4,3,3,1
77roll5,3,3,1
77roll6,3,3,1
78roll1,3,3,1
78roll2,3,3,1
78roll3,3,3,1
78roll4,3,3,1
78roll5,3,3,1
79roll1,3,3,1
79roll2,3,3,1
79roll3,3,3,1
79roll4,3,3,1
79roll5,3,3,1
79roll6,3,3,1
80roll1,3,3,1
80roll2,3,3,1
80roll3,3,3,1
81roll1,3,3,1
81roll2,3,3,1
86roll1,3,3,1
87roll1,3,3,1
92roll3,3,3,1
93roll1,3,3,1
93roll3,3,3,1
93roll4,3,3,1
94roll1,3,3,1
94roll2,3,3,1
94roll3,3,3,1
94roll5,3,3,1
95roll1,3,3,1
95roll2,3,3,1
a1.20110101.000000,3,3,2
a1.20120101.000000,3,3,2
acids.csv,3,1,1
acomm,3,1,1
adcp75,3,1,1
agashashok,3,3,1
alignment.csv,3,1,1
allleaves,3,3,1
alongfjordstudy.nc,3,1,1
archive,3,1,1
