token,n,unique_ids,unique_authors
kelvins,1,1,1
kwh,1,1,1
lab,1,1,1
labeled,1,1,1
lactate,1,1,1
landscape,1,1,1
latitude_dd,1,1,1
leader,1,1,1
length.mm,1,1,1
li,1,1,1
lidar,1,1,1
limit,1,1,1
litter,1,1,1
litterbaglocation,1,1,1
litterpercentmassremaining,1,1,1
litterpercentmoisture,1,1,1
lm_age_uncertainty,1,1,1
locationsurfpreds,1,1,1
longitude_dd,1,1,1
longitude_degrees_west,1,1,1
longitude_west,1,1,1
longitudinal,1,1,1
lost,1,1,1
low,1,1,1
low_se,1,1,1
mapper,1,1,1
maps,1,1,1
maritime,1,1,1
mask,1,1,1
max,1,1,1
maximum_cm,1,1,1
mbc,1,1,1
mbn,1,1,1
mbp,1,1,1
mean_thaw_cm,1,1,1
meanci,1,1,1
meanconductance,1,1,1
meastype,1,1,1
measured.status,1,1,1
medianconductance,1,1,1
mediangasex,1,1,1
melting,1,1,1
methane,1,1,1
methanol,1,1,1
mg25,1,1,1
microzooplankton_1,1,1,1
microzooplankton_10,1,1,1
microzooplankton_11,1,1,1
microzooplankton_12,1,1,1
microzooplankton_2,1,1,1
microzooplankton_3,1,1,1
microzooplankton_4,1,1,1
microzooplankton_5,1,1,1
microzooplankton_6,1,1,1
microzooplankton_7,1,1,1
microzooplankton_8,1,1,1
microzooplankton_9,1,1,1
mid,1,1,1
milligrams,1,1,1
million,1,1,1
min,1,1,1
minimum_cm,1,1,1
mmol,1,1,1
mn,1,1,1
mod,1,1,1
mod_se,1,1,1
modelled,1,1,1
molar,1,1,1
mono,1,1,1
monobromide,1,1,1
monoterpenes,1,1,1
mortality,1,1,1
museum,1,1,1
n_acetyl_glucosaminidase,1,1,1
n_mass,1,1,1
n_mg_per_g,1,1,1
n_obs,1,1,1
nav,1,1,1
ndvi1,1,1,1
ndvi2,1,1,1
ndvim,1,1,1
netrl_avg,1,1,1
netrs_avg,1,1,1
nitrate_1,1,1,1
nitrate_10,1,1,1
nitrate_11,1,1,1
nitrate_12,1,1,1
nitrate_2,1,1,1
nitrate_3,1,1,1
nitrate_4,1,1,1
nitrate_5,1,1,1
nitrate_6,1,1,1
nitrate_7,1,1,1
nitrate_8,1,1,1
nitrate_9,1,1,1
nitrate_blankcorrected,1,1,1
nitrate_per_day,1,1,1
nominal,1,1,1
northness,1,1,1
nu2015,1,1,1
number.of.nodes,1,1,1
o3,1,1,1
object,1,1,1
oc,1,1,1
ocean,1,1,1
official,1,1,1
operation,1,1,1
ordinal,1,1,1
org,1,1,1
oribatidmites,1,1,1
original,1,1,1
oxalate,1,1,1
p_mg_per_g,1,1,1
pair,1,1,1
pairs,1,1,1
paleogenomics,1,1,1
paleoprecipitation,1,1,1
peat,1,1,1
percentile,1,1,1
percentnremaining,1,1,1
permeability,1,1,1
pheophytin,1,1,1
phosphatase,1,1,1
phosphate_blankcorrected,1,1,1
phosphate_per_day,1,1,1
photo_umol_m,1,1,1
phycoerythrin,1,1,1
pit,1,1,1
plants,1,1,1
plateau,1,1,1
plfa_2,1,1,1
plfa_c_normal,1,1,1
poly,1,1,1
ponds,1,1,1
porewater,1,1,1
post,1,1,1
pr,1,1,1
pre,1,1,1
predatorymites,1,1,1
press_atm,1,1,1
production,1,1,1
productivity_1,1,1,1
productivity_10,1,1,1
productivity_11,1,1,1
productivity_12,1,1,1
productivity_2,1,1,1
productivity_3,1,1,1
productivity_4,1,1,1
productivity_5,1,1,1
productivity_6,1,1,1
productivity_7,1,1,1
productivity_8,1,1,1
productivity_9,1,1,1
qc_ch4_flux_f,1,1,1
qc_ch4_flux_gf,1,1,1
radiation_1,1,1,1
radiation_10,1,1,1
radiation_11,1,1,1
radiation_12,1,1,1
radiation_2,1,1,1
radiation_3,1,1,1
radiation_4,1,1,1
radiation_5,1,1,1
radiation_6,1,1,1
radiation_7,1,1,1
radiation_8,1,1,1
radiation_9,1,1,1
rain,1,1,1
rainfall,1,1,1
range,1,1,1
raw,1,1,1
rbr,1,1,1
reaction,1,1,1
reading,1,1,1
reared.wild,1,1,1
redox,1,1,1
reducing,1,1,1
reference,1,1,1
region,1,1,1
relative_sensor_azimuth_angle,1,1,1
remaining,1,1,1
rep,1,1,1
residential,1,1,1
residual,1,1,1
resistive,1,1,1
resp_umol_m,1,1,1
respiration,1,1,1
result,1,1,1
rh_avg,1,1,1
rhizomes,1,1,1
roots,1,1,1
run,1,1,1
s_c1_10,1,1,1
s_c1_2,1,1,1
s_c1_20,1,1,1
s_c2_10,1,1,1
s_c2_2,1,1,1
s_c2_20,1,1,1
s_s1_10,1,1,1
s_s1_2,1,1,1
s_s2_10,1,1,1
s_s2_2,1,1,1
s_t1_10,1,1,1
s_t1_2,1,1,1
s_t2_10,1,1,1
s_t2_2,1,1,1
saline,1,1,1
salt,1,1,1
santa,1,1,1
sat,1,1,1
sc,1,1,1
sdensity,1,1,1
sea_ice_thickness,1,1,1
seawater,1,1,1
section,1,1,1
segy,1,1,1
sermia,1,1,1
sex,1,1,1
sfctype,1,1,1
sg_cf1_20,1,1,1
sg_cf2_20,1,1,1
sg_sg1_20,1,1,1
sg_tl1_20,1,1,1
shape,1,1,1
shape_length,1,1,1
ship,1,1,1
shoreline,1,1,1
shrub,1,1,1
si,1,1,1
si_um,1,1,1
silicate_1,1,1,1
silicate_10,1,1,1
silicate_11,1,1,1
silicate_12,1,1,1
silicate_2,1,1,1
silicate_3,1,1,1
silicate_4,1,1,1
silicate_5,1,1,1
silicate_6,1,1,1
silicate_7,1,1,1
silicate_8,1,1,1
silicate_9,1,1,1
sisusoidal,1,1,1
site.code,1,1,1
site.id,1,1,1
site.name,1,1,1
sitename,1,1,1
sitetype,1,1,1
snow_plot,1,1,1
snow_subplot,1,1,1
snowdensity,1,1,1
snowfall,1,1,1
so4,1,1,1
soc_14c,1,1,1
soil_depth,1,1,1
sources,1,1,1
specimen,1,1,1
spectrometry,1,1,1
ssa,1,1,1
stability,1,1,1
stacks,1,1,1
standard_devation_cm,1,1,1
standard_error_cm,1,1,1
stationname,1,1,1
strain,1,1,1
stress,1,1,1
submarine,1,1,1
submerged,1,1,1
subplot,1,1,1
sugars,1,1,1
sulphate,1,1,1
summer,1,1,1
surface_albedo,1,1,1
surface_downwelling_longwave_flux,1,1,1
surface_downwelling_shortwave_flux,1,1,1
surface_longwave_cloud_radiative_forcing,1,1,1
surface_shortwave_cloud_radiative_forcing,1,1,1
surface_temperature,1,1,1
surface_type,1,1,1
surface_upwelling_longwave_flux,1,1,1
surface_upwelling_shortwave_flux,1,1,1
surfacetype,1,1,1
survey,1,1,1
t_c1_10,1,1,1
t_c1_2,1,1,1
t_c2_10,1,1,1
t_c2_2,1,1,1
t_c2_20,1,1,1
t_s1_10,1,1,1
t_s1_2,1,1,1
t_s2_10,1,1,1
t_s2_2,1,1,1
t_t1_10,1,1,1
t_t1_2,1,1,1
t_t2_10,1,1,1
t_t2_2,1,1,1
t10cm,1,1,1
t20cm,1,1,1
t40cm,1,1,1
t5cm,1,1,1
table,1,1,1
tar100_allele1,1,1,1
tar100_allele2,1,1,1
tar101_allele1,1,1,1
tar101_allele2,1,1,1
tar103_allele1,1,1,1
tar103_allele2,1,1,1
tar104_allele1,1,1,1
tar104_allele2,1,1,1
tar105_allele1,1,1,1
tar105_allele2,1,1,1
tar106_allele1,1,1,1
tar106_allele2,1,1,1
tar108_allele1,1,1,1
tar108_allele2,1,1,1
tar109_allele1,1,1,1
tar109_allele2,1,1,1
tar110_allele1,1,1,1
tar110_allele2,1,1,1
tar112_allele1,1,1,1
tar112_allele2,1,1,1
tar114_allele1,1,1,1
tar114_allele2,1,1,1
tar115_allele1,1,1,1
tar115_allele2,1,1,1
tcm,1,1,1
temp0_avg,1,1,1
temp1_avg,1,1,1
temp2_avg,1,1,1
temp25_avg,1,1,1
temp3_avg,1,1,1
temp4_avg,1,1,1
temp5_avg,1,1,1
temp50_avg,1,1,1
temp6_avg,1,1,1
temp7_avg,1,1,1
temp75_avg,1,1,1
temp8_avg,1,1,1
thaw_corr,1,1,1
thaw_depth_uncorr,1,1,1
thin,1,1,1
ti,1,1,1
tidal,1,1,1
tillers,1,1,1
tissues,1,1,1
tl,1,1,1
tl_cf1_,1,1,1
tl_cf1_20,1,1,1
tl_cf2_20,1,1,1
tl_sg1_,1,1,1
tl_sg1_20,1,1,1
tl_sg2_20,1,1,1
tl_tl1_,1,1,1
tl_tl1_20,1,1,1
tle_14c,1,1,1
toa_net_downward_shortwave_flux,1,1,1
toa_outgoing_longwave_flux,1,1,1
toa_outgoing_shortwave_flux,1,1,1
total_c,1,1,1
total_extractable_n,1,1,1
total_n,1,1,1
total_p,1,1,1
totalk,1,1,1
totaln,1,1,1
totalnh4,1,1,1
totalno3,1,1,1
totalp,1,1,1
totals,1,1,1
training,1,1,1
transfer,1,1,1
transportation,1,1,1
treatment.temperature,1,1,1
tropospheric,1,1,1
ttf,1,1,1
uc,1,1,1
umolesco2,1,1,1
unit,1,1,1
url,1,1,1
utc,1,1,1
v0,1,1,1
v1,1,1,1
va,1,1,1
vertex,1,1,1
visual,1,1,1
warm,1,1,1
waste,1,1,1
waterbodyname,1,1,1
weair,1,1,1
weather,1,1,1
week,1,1,1
wgs84,1,1,1
winddir_d1_wvt,1,1,1
winddir_sd1_wvt,1,1,1
winter,1,1,1
ws_ms_avg,1,1,1
ws_ms_max,1,1,1
ws_ms_s_wvt,1,1,1
wtd,1,1,1
ww,1,1,1
year_ce,1,1,1
yearremoved,1,1,1
yyyy,1,1,1
zn,1,1,1
zooplankton_1,1,1,1
zooplankton_10,1,1,1
zooplankton_11,1,1,1
zooplankton_12,1,1,1
zooplankton_2,1,1,1
zooplankton_3,1,1,1
zooplankton_4,1,1,1
zooplankton_5,1,1,1
zooplankton_6,1,1,1
zooplankton_7,1,1,1
zooplankton_8,1,1,1
zooplankton_9,1,1,1
