word1,word2,word3,n,unique_ids,unique_authors
broad,biological,response,41,41,13
fall,sea,ice,41,41,13
info,mechanical,system,41,41,6
instrumented,sensor,platform,41,41,2
mobile,instrumented,sensor,41,41,2
north,pole,environmental,41,31,13
pole,environmental,observatory,41,31,13
regional,biological,hotspot,41,41,13
sensor,platform,misp,41,41,2
water,table,depth,41,21,8
10,cm,depth,40,40,8
chukchi,sea,dbo4,40,40,12
dbo3,southern,chukchi,40,40,12
depth,ctd,casts,40,40,14
experiencing,major,reductions,40,40,12
hourly,daily,seasonal,40,40,4
major,regulatory,drivers,40,40,4
sheba,ice,camp,40,39,8
sli,dbo3,southern,40,40,12
tab,delimited,format,40,40,4
text,tab,delimited,40,40,4
carbon,dioxide,co2,39,39,18
earth,system,research,39,39,1
ecosystem,research,program,39,39,12
form,key,linkages,39,39,3
ne,chukchi,sea,39,38,12
sbi,u.s,coast,39,39,4
system,research,laboratory,39,39,1
1,km,2,38,38,6
atmosphere,system,atlas,38,38,6
bering,sea,project,38,37,12
bering,sea,shelf,38,23,7
ecology,lab,sel,38,38,4
ice,sheet,models,38,38,4
includes,selected,biological,38,38,11
landscape,level,carbon,38,38,3
level,carbon,water,38,38,3
multiple,trophic,levels,38,38,11
nims,grid,plot,38,38,4
selected,biological,measurements,38,38,11
upper,ocean,water,38,38,12
1,slip,south,37,37,11
abisko,sweden,zackenburg,37,37,2
atmospheric,radiation,measurement,37,36,4
biologically,productive,locations,37,37,11
coordinated,distributed,biological,37,37,11
dbo,1,slip,37,37,11
dbo2,chirikov,north,37,37,11
dbo4,ne,chukchi,37,37,11
dbo5,barrow,canyon,37,37,11
gradient,dbo,1,37,37,11
hydrography,planktonic,production,37,37,11
ice,formation,variations,37,37,11
individual,data,files,37,37,4
island,sli,dbo2,37,37,11
latitudinal,gradient,dbo,37,37,11
lawrence,island,sli,37,37,11
ocean,water,hydrography,37,37,11
pelagic,benthic,coupling,37,37,11
planktonic,production,pelagic,37,37,11
production,pelagic,benthic,37,37,11
sea,dbo4,ne,37,37,11
sediment,carbon,cycling,37,37,11
sli,dbo2,chirikov,37,37,11
sweden,zackenburg,greenland,37,37,2
temperature,relative,humidity,37,34,19
water,hydrography,planktonic,37,37,11
2000,summer,field,36,36,2
dataset,includes,flux,36,36,1
ecosystem,study,bering,36,36,10
includes,flux,data,36,36,1
laboratory,field,operations,36,36,1
organic,carbon,doc,36,36,16
research,laboratory,field,36,36,1
study,bering,sea,36,36,10
surface,mass,balance,36,22,13
total,organic,carbon,36,36,6
1,hz,2,35,35,1
2,khz,5,35,35,1
2011,september,2013,35,35,1
5,khz,sample,35,35,1
boundary,condition,information,35,35,1
hz,2,khz,35,35,1
ice,sheet,analysis,35,35,1
ice,sheets,cresis,35,35,1
khz,5,khz,35,35,1
october,2011,september,35,35,1
sediment,grain,size,35,35,5
supply,boundary,condition,35,35,1
understand,processes,affecting,35,35,1
uscgc,healy,cruise,35,35,12
water,samples,collected,35,35,9
aon,international,tundra,34,34,1
biomass,gc,m2,34,27,1
dataset,includes,climate,34,34,1
environmental,prediction,national,34,34,6
experiment,itex,initiative,34,34,1
grid,ease,grid,34,34,7
healy,wagb,20,34,34,3
includes,climate,data,34,34,1
ncep,ncar,reanalysis,34,32,6
network,aon,international,34,34,1
photosynthetically,active,radiation,34,34,22
prediction,national,center,34,34,6
regional,arctic,system,34,33,4
snow,physical,properties,34,17,1
atmospheric,research,ncep,33,33,6
change,package,layout,33,33,1
earth,grid,ease,33,33,7
glacier,change,package,33,33,1
ice,covered,period,33,28,2
imnavait,creek,alaska,33,23,3
integrated,monitoring,system,33,33,4
late,spring,cruise,33,33,2
mclane,moored,profiler,33,32,6
package,layout,1,33,33,1
rapid,integrated,monitoring,33,33,4
research,ncep,ncar,33,33,6
sea,ice,concentration,33,19,7
uscgc,healy,hly,33,33,7
amp,amp,amp,32,8,6
ncar,cisl,acadis,32,32,16
organic,carbon,poc,32,32,12
organic,carbon,toc,32,32,4
system,atlas,project,32,32,5
ucar,ncar,cisl,32,32,16
arctic,coastal,plain,31,22,15
instrumented,system,platform,31,31,1
mobile,instrumented,system,31,31,1
system,platform,misp,31,31,1
atlantic,water,layer,30,30,2
data,set,represents,30,30,3
includes,ctd,data,30,30,6
radar,depth,sounders,30,28,1
submission,includes,ctd,30,30,6
texas,el,paso,30,30,4
tube,values,water,30,15,4
water,mass,transformations,30,30,1
2002,cruise,hly,29,29,2
arctic,data,center,29,14,13
arctic,observatory,network,29,29,5
arctic,rapid,integrated,29,29,4
atlas,field,project,29,29,2
atqasuk,dry,heath,29,28,3
barrow,dry,heath,29,28,3
continental,slope,primary,29,29,1
document,water,heat,29,29,1
environmental,observatory,npeo,29,27,10
experimental,warming,plots,29,29,5
http,dx.doi.org,10.5065,29,29,13
line,dbo,5,29,29,5
main,water,masses,29,29,1
monitoring,system,arcticrims,29,29,4
multifactor,warming,moisture,29,29,5
objectives,included,quantifying,29,29,1
obtaining,detailed,information,29,29,1
phenology,vegetation,structure,29,29,5
plots,repeat,measurement,29,29,5
primary,objectives,included,29,29,1
siberian,continental,slope,29,29,1
slope,primary,objectives,29,29,1
term,itex,control,29,29,5
warming,moisture,experiment,29,29,5
warming,plots,repeat,29,29,5
water,layer,dynamics,29,29,1
1999,summer,field,28,28,2
300,soil,moisture,28,28,4
75,khz,phased,28,28,1
absolute,horizontal,currents,28,28,1
active,radiation,par,28,27,17
adcp,ocean,surveyor,28,28,1
adu2,3dgps,receiver,28,28,1
array,acoustic,doppler,28,28,1
ashtech,adu2,3dgps,28,28,1
atqasuk,wet,meadow,28,28,3
barrow,field,campaign,28,28,2
barrow,wet,meadow,28,28,3
change,search,implementation,28,28,4
code,dgps,system,28,28,1
currents,attitude,information,28,28,1
data,streams,provide,28,28,1
dry,heath,barrow,28,28,3
earth,referenced,absolute,28,28,1
estimate,vertical,profiles,28,28,1
field,campaign,data,28,28,2
healy,cruise,hly,28,28,7
heath,barrow,wet,28,28,3
horizontal,currents,attitude,28,28,1
khz,phased,array,28,28,1
multichannel,radar,depth,28,28,1
ocean,surveyor,mounted,28,28,1
parameters,time,position,28,28,2
phased,array,acoustic,28,28,1
position,east,velocity,28,28,2
profiler,adcp,ocean,28,28,1
provide,earth,referenced,28,28,1
referenced,absolute,horizontal,28,28,1
relative,humidity,rh,28,28,3
repeat,hydrography,transects,28,28,4
shelf,basin,interactions,28,27,8
soil,moisture,probe,28,28,4
streams,provide,earth,28,28,1
tdr,300,soil,28,28,4
time,position,east,28,28,2
time,step,data,28,28,3
toolik,lake,lake,28,28,2
water,systems,analysis,28,28,2
arctic,systems,science,27,27,3
collecting,core,itex,27,27,3
composition,ecosystem,function,27,27,3
core,datasets,include,27,27,3
core,itex,data,27,27,3
crept,polycrystalline,lab,27,27,1
cycle,lake,circulation,27,27,1
daily,time,step,27,27,3
data,specifically,designed,27,27,3
e1,lake,e5,27,27,1
e5,lake,e6,27,27,1
geological,substrates,3,27,27,1
glacier,mass,balance,27,24,15
greenland,collecting,core,27,27,3
greenland,core,datasets,27,27,3
growth,species,composition,27,27,3
hole,oceanographic,institution,27,27,12
ice,thermal,structure,27,27,1
itex,arctic,observatory,27,27,3
itex,data,specifically,27,27,3
lake,e1,lake,27,27,1
lake,e5,lake,27,27,1
lake,lake,e1,27,27,1
limnology,biological,chemical,27,27,1
meadow,atqasuk,dry,27,27,3
multiple,surface,properties,27,27,3
ncar,reanalysis,data,27,27,3
network,itex,aon,27,27,3
observatory,network,itex,27,27,3
phenology,growth,species,27,27,3
plant,phenology,growth,27,27,3
polycrystalline,lab,ice,27,27,1
previously,recognized,e.g,27,27,3
search,implementation,report,27,27,3
shipboard,acoustic,doppler,27,27,4
sites,atqasuk,wet,27,27,3
systems,science,arcss,27,27,3
temporally,critical,datasets,27,27,3
term,manual,observations,27,27,3
tundra,plant,phenology,27,27,3
wet,meadow,atqasuk,27,27,3
woods,hole,oceanographic,27,27,12
2,arctic,systems,26,26,2
25km,northern,hemisphere,26,26,2
atmospheric,research,ncar,26,26,10
bi,lagrange,interpolation,26,26,2
coast,guard,ship,26,26,8
data,sets,documents,26,26,1
eastern,bering,sea,26,25,12
gridded,daily,time,26,26,2
km,2,arctic,26,26,2
lagrange,interpolation,formula,26,26,2
layer,depth,measurements,26,11,1
linnébreen,linné,glacier,26,26,1
linnévatnet,lake,linné,26,25,2
mechanical,system,nims,26,26,5
ncar,grids,209km,26,26,2
ncep,ncar,grids,26,26,2
northern,hemisphere,equal,26,26,2
portable,automated,mesonet,26,26,3
reanalysis,data,interpolated,26,26,2
regional,climate,model,26,16,10
science,arcss,grids,26,26,2
sea,bird,electronics,26,20,4
surface,based,remote,26,26,1
system,arcticrims,based,26,26,2
taylor,temperature,probe,26,26,3
automated,mesonet,pam,25,25,2
dataset,includes,files,25,25,5
east,velocity,north,25,25,2
global,climate,models,25,24,8
ice,core,records,25,17,11
ice,data,center,25,25,16
imnaviat,creek,alaska,25,16,1
rh,wind,speed,25,25,2
sea,ice,thickness,25,15,9
temperatures,specific,conductance,25,25,1
velocity,north,velocity,25,25,2
water,temperatures,specific,25,25,1
western,arctic,ocean,25,18,7
111,ir,radiometer,24,24,4
2,ocean,optics,24,24,4
atmospheric,emitted,radiance,24,24,8
bird,electronics,sbe,24,18,4
canopy,sr50a,sonic,24,24,4
combo,2,ocean,24,24,4
distance,campbell,scientific,24,24,4
emitted,radiance,interferometer,24,24,8
ice,sheet,gris,24,23,14
ir,radiometer,apogee,24,24,4
mesonet,pam,iii,24,24,2
monitoring,calm,grid,24,24,2
ncar,portable,automated,24,24,2
net,radiometer,kipp,24,24,4
ocean,optics,greenseeker,24,24,4
optics,greenseeker,rt100,24,24,4
program,field,operations,24,24,1
radiation,measurement,arm,24,23,3
radiometer,apogee,instruments,24,24,4
reflection,jaz,combo,24,24,4
sea,ice,concentrations,24,24,6
sediment,chlorophyll,chl,24,13,1
si,111,ir,24,24,4
sonic,distance,campbell,24,24,4
spectral,reflection,jaz,24,24,4
sr50a,sonic,distance,24,24,4
surface,sediment,chlorophyll,24,13,1
surface,temperature,si,24,24,4
systems,ecology,lab,24,24,5
temperature,si,111,24,24,4
toolik,lake,alaska,24,23,12
vegetation,canopy,sr50a,24,24,4
wilfrid,laurier,cruise,24,24,2
zonen,air,temperature,24,24,4
2,bubble,levels,23,23,4
50,60,cm,23,23,4
arctic,tundra,vegetation,23,22,6
budget,parameters,4,23,23,2
calculated,foot,print,23,23,4
ccgs,sir,wilfrid,23,23,4
cnr4,net,radiometer,23,23,4
direction,energy,budget,23,23,2
earth,system,model,23,13,5
energy,budget,parameters,23,23,2
energy,flux,parameters,23,23,2
estimated,net,migration,23,23,2
experiment,itex,dry,23,23,4
flux,parameters,3,23,23,2
foot,print,cover,23,23,4
ice,tethered,profiler,23,21,7
longwave,radiation,cnr4,23,23,4
measures,pressure,temperature,23,23,2
ocean,optics,jaz,23,23,3
ocean,sea,ice,23,23,8
oceanographic,sadcp,profiles,23,23,2
p1,92,ar,23,20,3
population,births,deaths,23,23,2
radiation,cnr4,net,23,23,4
rdi,shipboard,acoustic,23,23,2
related,urls,section,23,23,1
sadcp,profiles,collected,23,23,2
ship,ccgs,louis,23,23,6
single,zip,file,23,23,6
station,measures,pressure,23,23,2
1,quantifying,physical,22,22,1
2,quantifying,respiration,22,22,1
30,june,2014,22,3,1
active,layer,measurements,22,22,4
aperture,array,sar,22,22,1
array,sar,processing,22,22,1
carbon,dioxide,water,22,22,3
cisl,acadis,dataset,22,22,10
cnv,data,files,22,22,9
delimited,ascii,text,22,22,12
ecological,research,arc,22,22,1
energy,atmospheric,radiation,22,22,2
environmental,prediction,ncep,22,21,7
fall,2,quantifying,22,22,1
include,1,quantifying,22,22,1
kuparuk,river,basin,22,14,7
measurement,arm,program,22,22,2
poor,dry,heath,22,22,1
quantifying,respiration,rates,22,22,1
real,time,data,22,22,8
research,arc,lter,22,22,1
salinity,dissolved,oxygen,22,22,4
study,include,1,22,22,1
substrates,3,illustrating,22,22,1
synthetic,aperture,array,22,22,1
terrestrial,arctic,extending,22,22,1
0,denoted,_00jaz,21,21,3
1,denoted,_01jaz,21,21,3
2,channel,0,21,21,3
alaska,1990,2006,21,21,1
arctic,river,deltas,21,7,2
biological,program,ibp,21,21,3
channel,0,denoted,21,21,3
channel,1,denoted,21,21,3
combo,2,channel,21,21,3
council,seward,peninsula,21,20,3
ctd,profiles,collected,21,21,8
earth's,surface,channel,21,21,3
healy,hly,02,21,21,5
integrated,water,column,21,19,4
international,biological,program,21,21,3
mackenzie,river,delta,21,21,3
mclane,moored,profilers,21,21,4
north,velocity,current,21,21,2
optics,jaz,combo,21,21,3
plant,functional,type,21,21,3
seaspace,terascan,system,21,21,3
snow,water,equivalent,21,19,13
stable,oxygen,isotope,21,21,3
surface,channel,1,21,21,3
system,ecology,lab,21,21,4
thule,air,base,21,18,6
uscgc,healy,wagb,21,21,3
velocity,current,direction,21,21,2
1500,hectares,time,20,20,1
5,barrow,canyon,20,20,2
acadis,dataset,http,20,20,8
arctic,slope,alaska,20,20,1
array,processing,technique,20,20,1
based,remote,sensors,20,20,1
bootstrap,sea,ice,20,9,1
calm,grid,subset,20,20,1
cnv,output,files,20,20,7
coast,guard,onboard,20,20,1
dataset,http,dx.doi.org,20,20,8
dataset,includes,measurements,20,20,3
dbo,5,barrow,20,20,2
digital,elevation,model,20,20,14
era,interim,reanalysis,20,11,3
excel,spreadsheet,format,20,20,2
guard,ship,ccgs,20,20,6
hectares,time,series,20,20,1
ice,sheet,model,20,11,4
nm,bandwidth,band,20,4,1
sea,ice,conditions,20,19,14
summer,2002,cruise,20,20,5
taut,line,mooring,20,20,1
top,chamber,plots,20,20,3
yukon,kuskokwim,delta,20,13,7
0902,late,spring,19,19,2
3m,eddy,covariance,19,19,1
basin,interactions,sbi,19,19,7
cloud,microphysics,retrieval,19,19,1
cloud,observation,instruments,19,19,1
cloud,type,phase,19,19,1
clouds,impact,atmospheric,19,19,1
coast,guard,icebreaker,19,19,5
data,image_id,frame_id,19,19,1
data,product,format,19,19,1
digital,elevation,models,19,17,8
dioxide,water,vapor,19,19,1
documents,vertically,resolved,19,19,1
dry,snow,zone,19,19,3
dual,channel,dc,19,19,4
eddy,covariance,station,19,19,1
focused,synthetic,aperture,19,19,1
format,data,image_id,19,19,1
gas,exchange,measurements,19,18,2
greenland,inland,traverse,19,19,3
hydrometeor,characteristic,size,19,19,1
ice,ocean,interface,19,19,5
image_id,frame_id,mat,19,19,1
impact,atmospheric,radiation,19,19,1
impose,unique,site,19,19,1
index,lai,measurements,19,19,2
maintain,consistent,retrievals,19,19,1
mathworks,matlab,file,19,19,1
matlab,file,files,19,19,1
microphysical,properties,determine,19,19,1
microphysics,retrieval,algorithms,19,19,1
monitoring,carbon,dioxide,19,19,1
nitrate,nitrite,ammonium,19,19,7
northwest,territories,canada,19,19,3
ocean,flux,buoy,19,18,3
oceanographic,ctd,profiles,19,19,6
particulate,organic,nitrogen,19,19,4
remote,sensors,measurements,19,19,1
resolved,cloud,microphysical,19,19,1
sbe,profiling,ctd,19,19,6
sea,ice,data,19,11,3
sea,level,pressure,19,18,10
sets,documents,vertically,19,19,1
site,specific,signatures,19,19,1
split,beam,echosounder,19,19,1
surface,heat,budget,19,19,9
surface,mixed,layer,19,19,5
system,nims,grid,19,19,4
trace,gas,exchange,19,19,3
tundra,plant,communities,19,19,2
unique,site,specific,19,19,1
unispec,dual,channel,19,19,4
vapor,energy,fluxes,19,19,1
vertically,resolved,cloud,19,19,1
water,vapor,energy,19,19,1
yy,mm,dd,19,19,2
1,community,data,18,18,2
11,scientific,split,18,18,1
2,community,data,18,18,2
2011,30,june,18,3,1
24,hour,cycle,18,18,1
annual,canadian,coast,18,18,1
arctic,climate,change,18,17,15
autonomous,ocean,flux,18,17,3
backscatter,data,collected,18,18,1
band,transceiver,wbt,18,18,1
binary,adcp,data,18,9,4
bottle,trip,location,18,18,1
coast,guard,service,18,18,1
contributed,data,represents,18,18,1
ctd,data,pressure,18,18,1
data,pressure,temperature,18,18,1
data,represents,watercolumn,18,18,1
data,set,comprises,18,18,9
date,time,raw,18,18,1
derived,sea,ice,18,18,3
dissolved,organic,matter,18,18,14
drained,thaw,lake,18,14,8
ek80,wide,band,18,18,1
es18,11,scientific,18,18,1
guard,service,sir,18,18,1
inland,traverse,grit,18,18,2
itex,dry,sites,18,18,4
khz,providing,extremely,18,18,1
kipp,zonen,air,18,18,4
light,absorbing,compounds,18,18,2
location,raw,ctd,18,18,1
manfrotto,tri,pod,18,18,4
microphysical,properties,data,18,18,1
national,ice,center,18,17,5
north,richards,island,18,17,1
northern,bering,sea,18,15,9
oxygen,isotope,values,18,18,3
pam,iii,station,18,18,2
radiometer,kipp,zonen,18,18,4
raw,ctd,data,18,18,1
represents,watercolumn,backscatter,18,18,1
scientific,split,beam,18,18,1
service,sir,wilfrid,18,18,1
simrad,ek80,wide,18,18,1
simrad,es18,11,18,18,1
snow,accumulation,zones,18,18,2
term,averaged,data,18,9,4
transceiver,wbt,transmitting,18,18,1
trip,location,raw,18,18,1
unique,data,set,18,18,2
uscgc,healy,summer,18,18,3
warming,scenario,based,18,9,1
watercolumn,backscatter,data,18,18,1
wide,band,transceiver,18,18,1
winter,snow,depth,18,14,6
2009,0902,late,17,17,2
24,control,plots,17,17,3
48,plots,24,17,17,3
ablation,zone,soaked,17,17,1
absorbing,compounds,i.e,17,17,1
absorption,properties,i.e,17,17,1
accumulation,zones,i.e,17,17,1
albedo,snow,physical,17,17,1
arctic,ocean,sea,17,17,3
autonomous,stations,deployed,17,17,1
based,wrf,simulations,17,9,1
calm,depth,probe,17,17,4
center,graduate,undergraduate,17,17,1
coincident,daily,measurements,17,17,1
collect,coincident,daily,17,17,1
communities,conference,presentations,17,17,1
compounds,i.e,dust,17,17,1
conference,presentations,rapid,17,17,1
cultural,center,graduate,17,17,1
dartmouth,igert,program,17,17,1
data,set,characterizing,17,17,1
density,surface,snow,17,17,1
depth,shortened,growing,17,17,2
dust,elemental,carbon,17,17,1
east,siberian,sea,17,13,6
eddy,covariance,technique,17,17,1
elemental,carbon,additionally,17,17,1
field,season,surface,17,17,2
flux,buoy,aofb,17,16,2
funded,greenland,inland,17,17,1
greenseeker,rt100,505,17,17,3
grid,subset,plot,17,17,1
grid,white,boards,17,17,4
grit,route,offers,17,17,1
ground,penetrating,radar,17,16,11
humans,climate,environment,17,17,1
i.e,dust,elemental,17,17,1
i.e,specific,surface,17,17,1
i.e,wavelength,dependent,17,17,1
igert,program,including,17,17,1
importantly,close,collaboration,17,17,1
improve,process,parameterizations,17,17,1
includes,water,temperature,17,17,2
increased,snow,depth,17,17,2
increased,summer,temperature,17,17,2
information,system,gis,17,17,5
international,collaborations,begun,17,17,1
katuuaq,cultural,center,17,17,1
khz,acoustic,doppler,17,17,3
light,absorption,properties,17,17,1
millimeter,cloud,radar,17,16,2
modeling,ice,mass,17,17,1
monitoring,calm,depth,17,17,4
nims,grid,white,17,17,4
nmea,ascii,data,17,9,4
observational,data,collected,17,17,1
organic,nitrogen,ton,17,17,1
physical,properties,i.e,17,17,1
pi,polashenski,including,17,17,1
plots,24,experiment,17,17,3
polar,atmospheric,emitted,17,17,5
polar,science,center,17,17,8
polashenski,including,lectures,17,17,1
predictive,global,climate,17,17,1
presentations,rapid,publication,17,17,1
project's,field,component,17,17,1
properties,i.e,specific,17,17,1
properties,i.e,wavelength,17,17,1
raw,nmea,ascii,17,9,4
remote,sensing,communities,17,17,1
rt100,505,ntech,17,17,3
school,student,training,17,17,1
sea,surface,temperature,17,17,12
sensing,communities,conference,17,17,1
shortened,growing,season,17,17,2
size,total,organic,17,17,2
snow,depth,shortened,17,17,2
