token,n,unique_ids,unique_authors
biological,463,236,88
document,463,460,60
products,463,434,64
salinity,461,360,99
imagery,460,434,53
itex,458,234,24
south,455,303,90
na,452,448,18
white,452,430,24
results,450,357,207
energy,449,289,83
monitoring,449,412,107
sample,447,351,108
spring,447,387,121
pi,445,420,39
single,443,438,62
daily,441,356,95
4,440,355,194
derived,439,355,115
cloud,438,155,39
support,438,292,110
august,437,362,162
start,437,423,20
month,435,423,36
purpose,435,434,57
readme,432,378,61
datasets,430,325,68
properties,430,247,108
conditions,429,326,186
fluxes,429,257,106
species,429,289,132
contact,428,417,43
expected,424,417,37
series,424,315,125
center,423,338,133
record,422,334,138
flight,421,380,21
occurred,420,405,54
2011,418,321,130
2015,418,302,119
profiles,418,327,96
mooring,416,279,57
primary,416,344,120
slope,416,322,121
established,414,373,75
river,408,236,96
conductivity,406,307,112
cores,405,211,127
cover,405,309,149
plot,405,228,35
acoustic,404,329,46
cutter,404,401,52
regions,404,353,138
2013,401,331,123
al,400,210,128
contained,400,398,44
observing,400,310,82
sensor,398,271,78
air,397,282,144
excel,397,321,82
physical,396,218,120
decades,393,392,48
sampling,392,260,129
recorded,391,351,91
goal,390,378,113
search,390,384,41
acquisition,383,378,24
variations,382,338,75
finally,380,379,25
png,380,380,9
medium,379,373,21
users,379,376,22
15,377,329,90
publications,377,375,23
values,377,276,122
biomass,376,220,81
atmosphere,375,301,153
min,374,366,14
https,373,202,41
strait,373,242,46
2012,372,319,134
precipitation,372,235,104
regional,372,316,153
balance,371,276,101
locations,370,288,144
interpreted,369,367,14
northern,368,319,168
united,368,362,67
2010,367,282,130
require,366,365,16
emission,365,364,13
u.s,365,312,73
found,364,342,117
instruments,364,303,65
impacts,363,321,127
land,362,307,115
observational,362,213,39
oxygen,361,267,87
sec,361,358,7
identifier,359,357,7
summit,359,223,47
filename,358,355,4
pfrr,357,353,2
encourage,356,356,7
flat,356,356,5
models,356,277,144
beaufort,355,235,86
concentrations,354,253,114
correctly,354,354,5
measure,354,330,116
pictures,354,354,14
2008,353,279,103
poker,353,353,2
wind,352,221,92
airglow,351,351,1
authorship,351,351,2
melt,351,202,111
ethic,350,350,1
position,350,302,62
total,350,286,129
rates,349,256,132
chukchi,348,240,85
ascii,347,293,70
black,347,343,28
remote,347,300,101
growth,346,241,84
32,345,338,21
led,343,332,20
serve,343,339,27
path,341,331,13
usgs,338,332,18
variability,337,245,130
2009,336,276,140
dissolved,336,234,83
records,336,229,127
satellite,334,263,125
notes,333,329,10
decade,332,331,21
landscape,332,258,71
30,331,277,112
aon,330,229,48
contents,328,326,13
scale,328,249,145
kml,327,315,7
script,327,325,8
2000,326,285,89
communities,326,204,117
buoy,325,201,25
funded,325,303,87
measurement,325,242,84
bottom,324,256,86
plant,324,221,62
production,323,246,106
jpeg,322,322,12
moorings,322,219,30
2016,320,241,110
transect,320,222,77
instrument,318,278,75
stations,318,220,94
preserve,317,317,10
subjects,317,317,6
folder,316,311,4
visually,316,316,8
composition,314,228,113
tif,314,314,6
velocity,314,210,72
ground,313,242,113
size,313,227,106
distinguished,312,312,6
multiple,312,292,100
rate,312,263,86
scales,311,288,64
1958,310,310,4
instructions,310,308,3
stereo,310,310,3
gis,309,150,34
integrated,309,292,89
terrestrial,309,265,84
foundation,308,306,66
introduction,308,308,3
aggregate,307,307,2
annual,307,232,140
film,307,307,2
searchdata.r,307,306,1
dynamics,306,229,119
filelayout.pdf,306,306,1
histo.txt,306,306,1
info.txt,306,306,1
layout,306,306,1
thumbnail,306,306,1
thumbnails,306,306,1
tifs,306,306,1
june,305,230,104
moisture,305,203,72
human,304,209,62
assess,303,289,83
20,302,280,92
september,302,269,92
6,301,236,131
decadal,301,164,22
meteorological,301,272,90
observe,300,163,21
shelf,299,169,74
development,298,232,118
1998,297,265,46
conducted,297,267,143
major,296,268,131
sensors,295,208,76
critical,294,272,83
http,294,277,71
uscgc,294,286,47
local,292,172,127
potential,292,237,145
control,291,264,88
fiducial,290,290,1
weather,290,211,116
cm,288,197,85
studies,288,236,159
radiation,285,213,89
award,284,269,54
chlorophyll,282,160,42
component,282,253,77
coastal,280,203,91
line,280,244,68
khz,279,232,21
aboard,278,260,66
basin,278,201,112
meter,278,221,81
km,276,220,110
pacific,276,209,84
scientists,276,187,79
concentration,275,164,89
temporal,275,213,96
winter,275,183,97
gas,274,180,79
gwu.edu,274,137,1
north.htm,274,137,1
sensing,274,239,76
www2,274,137,1
management,273,120,50
key,271,227,115
atqasuk,270,193,28
density,269,218,106
2002,267,215,75
analyses,267,209,96
cycle,267,185,76
infrastructure,266,249,31
multi,266,256,66
hz,265,153,10
periods,264,245,58
meters,263,183,89
column,262,203,86
8,261,222,101
dbo,261,138,23
ecosystems,261,172,104
accumulation,258,158,73
minutes,257,215,39
grids,256,248,25
recent,252,181,118
relative,252,228,126
researchers,250,218,92
understand,250,232,131
dry,249,173,53
scanner,249,245,7
fire,248,52,26
nitrogen,248,189,75
approximately,246,214,100
web,246,213,49
heat,244,176,86
degrees,242,135,55
variables,242,185,90
determine,241,204,118
observatory,241,187,67
southern,240,229,48
isotope,238,167,93
matchreport.txt,238,238,1
related,238,202,121
spectral,238,150,39
continuously,237,234,35
detailed,237,230,87
original,237,220,61
profiler,237,208,42
impact,236,185,110
students,236,132,97
12,235,201,118
supported,235,233,43
earth,234,207,84
net,233,196,90
abundance,231,167,72
nutrient,231,156,64
depths,230,178,93
2017,229,175,84
broader,229,216,69
chemical,228,177,95
hourly,226,189,63
hypothesis,226,206,48
200,225,220,45
programs,225,207,42
western,225,174,108
content,223,178,86
delta,223,108,39
gathered,223,218,30
designed,222,220,68
discharge,222,134,74
increased,222,158,87
extent,221,169,101
institute,221,145,47
modeling,221,179,118
generated,220,211,50
albedo,219,94,37
co2,219,121,63
flow,219,141,86
changing,218,194,111
levels,218,185,90
passive,218,176,18
additional,217,205,93
distribution,217,168,118
hemisphere,216,209,37
fairbanks,215,141,50
speed,215,168,75
cold,214,199,53
increase,214,187,92
observed,214,176,118
24,213,184,61
radar,213,142,50
upper,213,178,90
growing,212,177,57
late,211,172,93
sources,211,159,108
trends,211,206,52
2004,210,167,75
creek,208,146,50
2001,207,185,45
times,207,179,67
laboratory,206,186,101
canada,205,172,87
circumpolar,205,197,29
estimates,205,151,86
patterns,205,150,97
microbial,204,82,45
channel,203,145,40
fall,203,148,72
waters,203,146,66
continue,202,199,47
significant,202,169,108
survey,202,134,87
gps,201,162,53
circulation,200,125,69
ncar,200,149,46
thaw,200,135,76
consists,199,189,85
eastern,199,178,71
noaa,199,138,47
sheba,199,146,42
square,199,181,28
antarctic,198,190,34
16,197,187,57
methane,197,110,51
photographs,197,128,30
processing,197,164,64
50,196,170,88
doppler,196,171,30
gases,195,180,35
netcdf,195,171,29
role,194,167,108
2007,193,170,73
analyzed,193,162,97
knowledge,192,147,97
adcp,191,130,31
participants,191,172,26
nims,190,128,9
sediments,190,133,83
subarctic,190,186,28
due,189,147,119
greenhouse,189,179,26
april,188,136,72
stream,188,99,62
ecology,187,175,50
rs,186,62,1
days,185,167,63
ranging,184,181,32
ship,184,148,54
analytical,183,174,22
organized,183,183,19
quantify,183,146,76
top,183,164,68
developed,182,175,95
oceanographic,182,162,61
historical,181,144,71
interactions,180,145,81
source,180,139,96
sets,179,162,63
west,179,137,82
glacial,178,108,85
form,177,135,52
age,176,110,82
doi,176,95,65
sampled,176,141,87
activities,175,151,95
investigators,175,130,89
light,175,133,64
simulations,175,76,40
distributed,174,139,49
i.e,174,85,45
reanalysis,174,110,31
boundary,173,153,70
benthic,172,114,39
widespread,172,171,26
elevation,171,119,59
1991,170,167,14
m2,170,77,27
02,168,153,27
1990s,168,168,11
arcss,168,134,37
deployment,168,125,47
sbi,168,154,27
currents,167,113,39
height,167,131,47
holocene,167,86,60
island,167,151,77
table,167,70,38
11,166,142,67
1995,166,144,31
collaborative,166,160,55
environment,166,136,84
experimental,166,143,51
array,165,121,33
detect,165,164,17
develop,165,139,98
situ,165,116,72
continuous,164,143,84
projects,164,137,58
zone,164,82,47
documentation,163,153,46
initially,163,163,16
transects,163,131,56
amp,162,60,32
canadian,162,144,55
deep,162,114,80
dioxide,162,128,55
exchange,162,124,67
calculated,161,135,65
process,161,144,77
proposed,161,125,94
seasons,161,154,62
7,159,131,63
kilometer,159,154,12
oceanic,159,135,46
feedbacks,158,144,63
hly,158,145,27
soils,158,100,60
central,157,118,79
east,157,140,61
ecological,157,134,78
improve,157,141,73
seas,157,133,56
stable,157,123,76
2018,156,105,69
output,156,89,50
atlantic,155,101,47
function,155,108,47
addition,154,144,95
page,154,153,15
track,154,140,52
base,153,144,43
e.g,153,132,64
effort,153,138,87
procedures,153,152,12
retreat,153,101,52
2005,152,125,69
camp,152,145,34
methods,152,129,96
report,152,129,59
representing,152,147,35
cumulative,151,150,11
efforts,151,141,67
fluorescence,151,127,44
selected,151,144,65
profound,150,150,8
timing,150,118,61
watershed,150,79,43
bottle,149,93,26
direct,149,135,52
info,149,147,14
0,148,118,63
clouds,148,131,17
countries,148,148,9
events,148,112,79
freshwater,148,85,56
main,148,136,89
mechanical,148,148,15
grants,147,147,10
networked,147,147,13
shrub,147,73,35
history,146,111,77
estimate,145,126,66
firn,145,57,30
gradient,145,99,55
lidar,145,73,20
systematic,145,145,8
2003,144,120,70
independently,144,144,7
nitrate,144,99,44
objectives,144,132,54
test,144,130,84
2006,143,125,64
automatically,143,143,6
covered,143,118,56
direction,143,139,60
onboard,143,143,16
request,143,143,7
short,143,129,66
25,142,126,78
biogeochemical,142,102,50
biology,142,79,17
package,142,116,30
buoys,141,67,28
rapid,141,125,64
rivers,141,71,44
st,141,113,54
affiliated,140,140,4
coordinators,140,140,2
crawl,140,139,3
hemispheres,140,140,2
lowlands,139,139,3
identified,138,104,60
length,138,100,52
trace,138,117,55
1304555,137,137,1
activelayers,137,137,1
event,137,82,32
gtnpdatabase.org,137,137,1
hecatre,137,137,1
observes,137,137,1
types,137,121,79
archived,136,109,62
characteristics,136,116,86
contribution,136,122,60
ivotuk,136,107,20
probe,136,110,24
broad,135,127,56
meltwater,135,61,52
atlas,134,118,20
humidity,134,117,52
phenology,134,84,23
brooks,133,120,30
wet,133,92,30
processed,132,107,49
horizontal,131,99,32
maximum,131,99,66
mid,131,108,52
represents,131,130,40
council,130,128,22
lower,130,109,74
surveys,130,94,64
acquired,129,105,48
components,129,123,69
features,129,110,46
increases,129,112,51
oden,129,33,9
result,129,115,84
access,128,109,60
characterize,128,116,64
chemistry,128,96,69
description,127,113,39
phytoplankton,127,69,29
relationships,127,111,58
aquatic,126,100,25
cruises,126,106,49
index,126,100,40
nutrients,126,105,53
reported,126,105,68
tree,126,64,24
100,125,102,60
address,125,120,74
consultation,125,63,2
latitudinal,125,86,32
platform,125,106,26
19,124,114,60
consistent,124,121,49
lab,124,120,36
natural,124,101,79
frame,123,51,16
graduate,123,110,78
installed,123,116,37
matlab,123,93,26
undergraduate,123,100,58
band,122,56,18
investigate,122,111,82
questions,122,99,73
team,122,83,59
operations,121,118,24
tar,121,96,16
tube,121,29,14
activity,120,82,65
context,120,107,60
focus,120,108,79
hydrologic,120,59,38
leaf,120,90,37
loss,120,85,60
particulate,120,61,27
russian,120,94,40
subglacial,120,57,34
version,120,90,47
alaskan,119,95,64
expanded,119,117,22
institutions,119,115,34
isotopes,119,93,62
providing,119,104,62
svalbard,119,75,62
synthesis,119,111,45
18,118,111,64
controls,118,107,48
facilitate,118,100,25
fields,118,85,49
fjord,118,54,36
method,118,98,64
ncep,118,56,13
october,118,106,51
outreach,118,100,71
respiration,118,93,35
shifts,118,103,61
archive,117,105,57
averaged,117,85,39
mm,117,95,44
wide,117,108,60
backscatter,116,83,26
cycling,116,98,53
forest,116,78,38
importance,116,85,69
isotopic,116,72,50
1996,115,113,27
40,115,89,66
russia,115,99,38
thermal,115,99,51
details,114,108,62
formation,114,96,56
hydrographic,114,98,47
outlet,114,69,27
product,114,84,28
transport,114,82,54
average,113,100,65
measures,113,106,41
storage,113,73,48
taxa,113,105,14
wrf,113,19,8
influence,112,100,62
03,111,99,25
boreal,111,52,31
drift,111,89,42
ponds,111,81,13
represent,111,97,58
zip,111,83,39
delimited,110,108,34
existing,110,97,68
free,110,91,57
interaction,110,108,30
linkages,110,104,29
map,110,81,52
measuring,110,87,49
volume,110,83,53
21,109,103,48
aspects,109,107,24
intervals,109,94,66
mat,109,69,10
quantifying,109,81,21
sheets,109,71,32
characterization,108,105,21
disturbance,108,77,26
named,108,88,20
responses,108,92,57
social,108,54,39
collect,107,103,63
distance,107,69,31
mg,107,66,34
months,107,102,41
rich,107,102,32
specifically,107,103,59
board,106,100,26
ch4,106,36,28
contribute,106,95,74
hours,106,96,37
planning,106,102,25
driven,105,84,46
examine,105,96,55
icecaps,105,100,6
limited,105,100,58
mixing,105,72,27
ndvi,105,71,19
productivity,105,89,50
radiometer,105,79,34
sweden,105,105,13
technology,105,102,30
determined,104,91,60
doc,104,49,25
focuses,104,102,36
frozen,104,79,38
maps,104,63,42
minute,104,78,38
obtain,104,100,26
pan,104,71,44
phi,104,13,1
rapidly,104,99,29
sciences,104,93,74
updated,104,95,48
casts,103,76,30
directly,103,98,66
forcing,103,86,67
grain,103,68,33
identify,103,94,58
profile,103,72,47
resources,103,72,55
subsistence,103,72,53
zooplankton,103,80,34
compared,102,87,74
final,102,90,36
header,102,100,16
heath,102,69,11
oceans,102,95,36
phase,102,88,49
student,102,82,55
9,101,94,56
century,101,72,58
climatic,101,76,64
equipped,101,100,30
produced,101,87,46
school,101,86,46
fish,100,57,43
hydrography,100,72,18
layers,100,78,48
link,100,91,61
people,100,77,37
preliminary,100,91,44
reference,100,88,34
vertically,100,100,18
budget,99,81,45
estimated,99,89,59
focused,99,94,55
observatories,99,77,12
streams,99,76,33
studied,99,91,53
thermokarst,99,40,26
14,98,92,53
automated,98,88,46
comprehensive,98,94,41
goals,98,88,56
hydrology,98,66,38
inland,98,96,16
melting,98,77,49
section,98,92,46
13,97,91,55
1990,97,91,25
enhance,97,94,27
frequency,97,77,44
liquid,97,77,25
mechanisms,97,76,59
misp,97,72,3
tools,97,92,23
canyon,96,86,21
ii,96,74,37
supports,96,92,26
uncertainties,96,78,35
units,96,72,45
wave,96,52,32
approach,95,84,61
education,95,74,57
published,95,88,68
solar,95,60,43
variety,95,88,60
ak,94,81,46
clip,94,47,3
degree,94,78,47
evidence,94,83,64
migration,94,78,29
modern,94,71,56
services,94,84,14
14c,93,48,27
collaboration,93,84,54
cooperative,93,93,24
cultural,93,65,40
matter,93,77,51
techniques,93,83,58
vapor,93,84,30
ease,92,67,24
foothills,92,90,22
imnavait,92,67,20
magnitude,92,88,47
margin,92,61,37
microwave,92,38,20
similar,92,78,59
software,92,82,40
automatic,91,83,19
dbo5,91,59,15
difference,91,86,33
foundation's,91,91,7
public,91,70,53
service,91,75,39
suggest,91,83,51
administration,90,88,32
geological,90,74,35
gris,90,26,17
lead,90,75,57
meadow,90,62,9
population,90,71,32
training,90,82,55
underway,90,75,26
01,89,84,31
assessment,89,71,51
continued,89,82,40
dates,89,76,50
department,89,68,21
effect,89,82,53
geophysical,89,79,51
instrumented,89,88,14
names,89,57,26
pole,89,57,32
proxy,89,67,52
siberian,89,72,23
equal,88,76,28
geographical,88,88,13
icebreaker,88,57,23
increasing,88,83,58
linné,88,65,16
logger,88,55,21
nm,88,36,20
previously,88,85,49
availability,87,66,38
borehole,87,43,18
bsierp,87,56,20
continental,87,73,30
corrected,87,65,37
larger,87,85,63
mission,87,87,15
mobile,87,84,10
performed,87,78,55
ratios,87,60,44
repeat,87,84,26
runoff,87,46,33
coupled,86,78,59
erosion,86,45,29
expedition,86,60,22
initial,86,73,40
linked,86,83,45
relationship,86,81,53
sbe,86,69,28
seabird,86,68,37
administrative,85,81,5
march,85,80,46
material,85,66,41
real,85,73,37
snowpack,85,46,36
uaf,85,83,10
60,84,78,43
adjacent,84,79,45
ne,84,76,29
prediction,84,76,31
release,84,71,45
variation,84,68,47
world,84,65,42
campaign,83,73,24
dominated,83,73,35
environments,83,70,52
facility,83,83,18
hydrological,83,67,30
treeline,83,28,7
alaska's,82,81,15
body,82,81,14
corner,82,81,6
degradation,82,42,29
experiments,82,64,48
resulting,82,67,58
weight,82,58,29
basal,81,40,30
compounds,81,45,22
coordinated,81,81,36
establishment,81,79,16
gridded,81,72,28
id,81,55,22
implications,81,73,47
native,81,53,45
0.5,80,71,35
17,80,78,56
binary,80,53,17
boulder,80,36,15
chamber,80,63,23
coverage,80,71,53
detection,80,73,23
wtd,80,17,4
accomplished,79,78,15
arm,79,54,10
calibrated,79,62,34
moored,79,77,20
occurrence,79,52,14
pacmars,79,75,21
ph,79,60,42
standing,79,79,12
trophic,79,72,28
2019,78,61,42
300,78,78,33
acid,78,57,31
affect,78,66,51
affecting,78,68,29
applied,78,71,52
documented,78,78,46
drivers,78,74,29
formats,78,77,27
indigenous,78,43,29
maintain,78,78,20
recovery,78,74,33
respond,78,72,34
vessel,78,66,33
22,77,67,41
differences,77,66,57
efficiency,77,77,11
evolution,77,66,43
expanding,77,77,13
food,77,55,37
ongoing,77,73,51
pre,77,67,42
sli,77,40,12
space,77,67,45
tower,77,64,20
transitions,77,68,32
warm,77,50,43
autonomous,76,67,26
comprises,76,76,21
database,76,57,41
eddy,76,69,21
input,76,71,45
mixed,76,66,33
par,76,55,31
presence,76,70,49
radiocarbon,76,55,39
recorder,76,71,18
yukon,76,50,27
agreement,75,74,13
bay,75,55,41
bed,75,47,28
cameras,75,68,8
capability,75,74,12
combination,75,70,49
diverse,75,67,39
duration,75,73,34
geodatabase,75,75,11
home,75,74,12
monthly,75,62,39
peak,75,67,26
pis,75,55,39
predict,75,64,48
sedimentation,75,42,39
thule,75,59,20
aerosol,74,42,20
code,74,65,28
evaluate,74,70,53
numerical,74,52,34
round,74,57,28
satellites,74,44,14
1975,73,71,7
complete,73,68,50
economic,73,48,31
ensemble,73,33,13
fiber,73,52,14
instrumentation,73,71,34
irradiance,73,48,17
mammal,73,42,25
mineral,73,39,28
opp,73,43,41
optics,73,73,9
peat,73,45,17
pelagic,73,71,27
quantitative,73,65,45
scenarios,73,53,34
sel,73,73,4
shrubs,73,44,22
simultaneous,73,73,13
cesm,72,29,4
deg,72,42,22
findings,72,59,45
ozone,72,53,21
purposes,72,64,25
summary,72,69,25
supply,72,63,19
tab,72,70,24
31,71,68,47
ablation,71,47,26
amount,71,67,41
dark,71,66,12
grant,71,59,47
habitat,71,49,35
monitored,71,63,28
practical,71,71,27
reindeer,71,26,9
separate,71,61,41
submitted,71,71,31
valley,71,55,43
census,70,53,9
centers,70,68,24
moist,70,54,28
nic,70,15,4
prior,70,63,51
produce,70,59,39
recovered,70,58,42
terminus,70,46,24
utc,70,63,19
vulnerability,70,50,20
23,69,58,35
canopy,69,65,20
edge,69,59,31
era,69,42,26
extensive,69,64,49
influenced,69,68,36
pack,69,49,28
positive,69,52,35
variable,69,64,41
ambient,68,47,27
created,68,67,48
downwelling,68,62,19
dynamic,68,63,30
elemental,68,47,21
interface,68,50,33
lapse,68,66,11
operated,68,67,22
permitting,68,68,6
populations,68,41,34
ring,68,43,19
segment,68,31,4
toolikgis,68,65,2
traverse,68,26,8
trees,68,43,19
basins,67,53,30
box,67,51,19
cells,67,41,18
chosen,67,63,17
comparison,67,60,47
composite,67,37,11
dbo3,67,53,12
geochemistry,67,56,21
half,67,47,31
highly,67,63,51
released,67,56,37
running,67,67,6
salt,67,62,16
scan,67,41,9
seawater,67,50,32
sector,67,64,31
sonar,67,57,16
suspended,67,44,31
weekly,67,63,36
administered,66,66,4
aim,66,64,27
calibration,66,52,35
ccgs,66,64,15
cnv,66,66,19
combined,66,62,47
consequences,66,51,36
log,66,58,18
mapping,66,52,36
motion,66,54,32
peninsula,66,64,22
snowmelt,66,32,16
spectroradiometer,66,66,12
upward,66,60,17
vertebrate,66,65,4
controlling,65,63,24
diameter,65,57,35
effectiveness,65,65,4
fast,65,65,22
fraction,65,49,40
investigation,65,63,38
regimes,65,41,26
sensitivity,65,48,36
uncertainty,65,49,34
uptake,65,52,25
week,65,63,27
additionally,64,61,33
channels,64,43,13
dbo4,64,55,14
deposition,64,60,47
factors,64,54,38
islands,64,41,32
latitudes,64,52,35
listed,64,49,25
microphysical,64,27,6
objective,64,62,43
prompted,64,63,2
reflectance,64,46,17
sensitive,64,59,49
starting,64,61,21
valuable,64,62,32
absorption,63,36,13
aircraft,63,46,22
draft,63,57,13
el,63,52,11
export,63,50,29
extending,63,60,28
extracted,63,55,40
lai,63,47,11
lter,63,57,11
normalized,63,59,20
question,63,47,27
reflectivity,63,51,6
significantly,63,57,46
technique,63,62,23
1994,62,58,34
9981914,62,62,1
behavior,62,41,33
charts,62,16,6
common,62,59,43
diversified,62,62,1
drainage,62,31,24
expansion,62,39,33
fine,62,54,34
fisheries,62,39,27
life,62,52,43
plants,62,41,32
posititioning,62,62,1
previous,62,59,50
principal,62,55,41
ratio,62,53,32
reconstruct,62,57,30
tented,62,62,1
traditional,62,46,38
8192,61,61,1
beginning,61,53,35
bulk,61,55,41
carried,61,53,37
dominant,61,56,39
internal,61,37,23
kuparuk,61,38,24
navigation,61,47,11
opportunity,61,57,38
originally,61,61,24
resource,61,53,37
usa,61,50,32
29,60,57,28
37,60,60,23
ages,60,32,23
ammonium,60,57,23
arc,60,51,17
characterized,60,59,32
compiled,60,54,40
cryosphere,60,51,22
defined,60,47,38
design,60,56,38
distinct,60,52,40
establish,60,54,42
inputs,60,39,27
ion,60,43,22
latnjajaure,60,60,4
means,60,55,41
mounted,60,60,15
northwest,60,56,30
owned,60,60,1
propose,60,53,37
retrieved,60,45,23
rise,60,46,41
sir,60,60,9
sound,60,48,23
spectra,60,38,9
transfer,60,53,34
visible,60,51,24
workshop,60,35,20
35,59,59,32
allowed,59,58,18
burned,59,39,14
elements,59,54,31
experience,59,47,36
gyre,59,42,12
hole,59,52,31
influences,59,47,35
intensive,59,56,25
itp,59,27,6
kite,59,31,5
pools,59,40,22
proposal,59,48,35
regime,59,42,27
separated,59,57,33
step,59,57,23
ability,58,51,39
condition,58,56,17
cycles,58,49,31
interpolated,58,56,19
laurier,58,58,8
nitrite,58,47,15
northeastern,58,55,25
shallow,58,51,39
siberia,58,51,30
spruce,58,49,11
typically,58,53,39
150,57,51,36
27,57,54,33
analyzer,57,41,25
ca,57,44,34
capture,57,50,32
denoted,57,36,8
manual,57,51,18
mclane,57,55,8
middle,57,49,25
nature,57,45,41
optical,57,46,29
spreadsheet,57,56,22
surrounding,57,49,36
tracking,57,45,23
warmer,57,42,29
26,56,55,30
advance,56,53,40
aerosols,56,22,13
close,56,54,34
davis,56,45,4
gc,56,43,11
moss,56,47,15
numerous,56,55,35
plain,56,39,25
pleistocene,56,41,14
reduce,56,46,16
remaining,56,47,21
scalable,56,54,14
seasonally,56,53,22
sections,56,43,31
spatially,56,55,31
transition,56,40,28
treatment,56,47,24
website,56,50,31
airborne,55,39,23
cast,55,43,20
complex,55,50,34
gcm,55,18,6
insights,55,52,43
interdisciplinary,55,50,39
lawrence,55,54,22
meteorology,55,45,18
reductions,55,55,17
retrieval,55,34,12
sequence,55,34,20
snowfence,55,37,8
stage,55,40,20
suite,55,51,43
unit,55,40,28
400,54,53,22
acadis,54,51,27
archaeological,54,27,21
basic,54,51,39
boreholes,54,36,19
converted,54,47,24
drilled,54,42,29
framework,54,44,32
grazing,54,36,12
loggers,54,38,28
occur,54,45,28
poc,54,38,14
publication,54,51,30
reflect,54,47,29
seward,54,52,15
strong,54,51,40
synoptic,54,37,18
washington,54,48,30
college,53,50,30
descriptions,53,45,23
iii,53,47,19
interior,53,50,25
operational,53,45,23
plankton,53,48,17
productive,53,52,21
recording,53,49,22
referenced,53,51,19
required,53,50,29
submission,53,46,16
tidal,53,22,19
watersheds,53,30,22
wilfrid,53,53,8
beneath,52,43,28
calving,52,25,21
chl,52,26,9
citation,52,47,26
consortium,52,48,18
domain,52,48,24
fate,52,43,26
identification,52,41,26
initiative,52,49,12
lagoon,52,22,8
oceanography,52,48,31
paleoclimate,52,33,27
park,52,40,10
proglacial,52,30,24
texas,52,50,11
tubes,52,21,9
48,51,51,22
75,51,50,16
acids,51,42,12
beam,51,39,9
coordinates,51,51,21
coring,51,34,22
coupling,51,49,20
diversity,51,36,31
e6,51,51,4
infrared,51,43,26
inorganic,51,47,28
jarvis,51,18,7
linnévatnet,51,39,16
masses,51,46,15
