word1,word2,n
sea,ecosystem,108
strait,region,108
data,temperature,106
10,hz,105
ice,cores,105
ice,sheets,105
5,csv,104
biological,observatory,104
data,mass,104
data,meteorological,104
ecosystem,study,104
files,position,104
information,gathered,104
arcss,grid,103
distributed,biological,103
hly,02,103
data,file,101
systems,nims,101
mechanical,systems,100
national,oceanic,100
arctic,research,98
ecosystem,function,97
ice,retreat,97
profiler,adcp,96
spring,cruise,96
data,collection,95
observatory,dbo,95
dry,heath,94
climate,system,93
grain,size,93
ice,covered,93
pan,arctic,93
collected,aboard,92
july,2014,92
relative,humidity,92
science,foundation's,91
system,science,90
water,temperature,90
environmental,change,89
header,information,89
science,arcss,89
barrow,canyon,88
icecaps,project,87
pacific,marine,87
sea,surface,87
clouds,atmospheric,86
energy,clouds,86
foundation's,arctic,86
integrated,characterization,86
aon,program,85
earth,system,85
field,operations,85
netcdf,header,85
organic,matter,85
arctic,regional,84
snow,accumulation,84
summit,icecaps,84
tar,files,84
latitudinal,gradient,83
set,consists,83
amp,amp,82
data,center,82
northern,alaska,82
arctic,sea,81
arctic,tundra,80
carbon,water,80
ease,grid,80
zip,file,80
summit,greenland,79
fairbanks,uaf,78
layer,depth,78
north,pole,78
research,projects,78
temperature,conductivity,78
atmospheric,administration,77
vertical,profiles,77
atmospheric,research,76
dissolved,organic,76
geographical,information,76
marine,arctic,76
regional,synthesis,76
synthesis,pacmars,76
spectral,measurements,75
real,time,74
temperature,measurements,74
community,data,73
data,include,73
ice,extent,73
alaska's,north,72
mobile,instrumented,72
national,center,72
platform,misp,72
10,minutes,71
northern,hemisphere,71
cruise,hly,70
energy,fluxes,70
imnavait,creek,70
itex,aon,70
surface,temperature,69
arctic,lakes,68
information,unique,68
system,gps,68
time,lapse,68
particulate,organic,67
research,station,67
upper,ocean,67
environmental,observatory,66
land,management,66
outlet,glaciers,66
water,vapor,66
atlantic,water,65
data,includes,65
surface,temperatures,65
tundra,vegetation,65
ice,camp,64
north,atlantic,64
potential,temperature,64
specific,data,64
tundra,plant,64
water,depth,64
base,line,63
beaufort,seas,63
collaborative,efforts,63
cooperative,agreement,63
depth,temperature,63
enhance,arctic,63
information,systems,63
ncep,ncar,63
pacmars,project,63
program,designed,63
project,specific,63
projects,representing,63
rapidly,expanding,63
spatial,analyses,63
1975,research,62
2001,nsf,62
accomplished,1,62
analyses,consultation,62
aquatic,program,62
arctic,ecology,62
atmospheric,vertebrate,62
based,science,62
biology,university,62
cloud,microphysical,62
coastal,ponds,62
data,development,62
depth,measurements,62
development,spatial,62
direct,consultation,62
diversified,body,62
efficiency,effectiveness,62
expanding,community,62
geodatabase,project,62
gis,geographical,62
global,posititioning,62
gps,support,62
ice,ocean,62
include,terrestrial,62
increase,research,62
information,technology,62
inland,coastal,62
institutions,growth,62
international,institutions,62
land,atmosphere,62
line,data,62
management,efficiency,62
management,infrastructure,62
obtain,base,62
parameters,pressure,62
planning,tools,62
posititioning,system,62
representing,individual,62
rich,spatial,62
rs,program,62
rs,support,62
scientists,toolikgis,62
sensing,rs,62
spatial,geodatabase,62
station,prompted,62
support,services,62
tab,delimited,62
tented,camp,62
terrestrial,atmospheric,62
toolik,based,62
toolik,gis,62
toolik,home,62
uaf,toolik,62
02,03,61
16,khz,61
8192,hz,61
arctic,change,61
carbon,cycling,61
field,measurements,61
hz,16,61
hz,8192,61
land,surface,61
marine,mammal,61
additional,information,60
climate,models,60
microphysical,properties,60
thaw,depth,60
aerial,photographs,59
creek,alaska,59
dataset,consists,59
plant,phenology,59
primary,production,59
sediment,cores,59
surface,properties,59
10,cm,58
1996,1997,58
council,region,58
ice,draft,58
international,polar,58
model,output,58
national,centers,58
profiles,collected,58
region,gathered,58
research,program,58
water,content,58
atmospheric,radiation,57
field,campaign,57
pressure,depth,57
wet,meadow,57
white,board,57
1,km,56
1995,1996,56
administration,noaa,56
beaufort,gyre,56
climate,data,56
davis,strait,56
environmental,prediction,56
flux,data,56
horizontal,currents,56
data,products,55
environmental,arctic,55
july,2013,55
lapse,cameras,55
practical,salinity,55
ecological,research,54
ice,mass,54
line,dbo,54
mclane,moored,54
passive,microwave,54
scalable,earth,54
seasonal,sea,54
total,organic,54
trophic,levels,54
arctic,data,53
bottom,pressure,53
change,search,53
icebreaker,oden,53
latnjajaure,site,53
matlab,file,53
mixed,layer,53
moisture,measurements,53
seasonal,variations,53
sir,wilfrid,53
site,sweden,53
snowfence,experiment,53
surface,melt,53
term,ecological,53
wilfrid,laurier,53
data,representing,52
ice,concentration,52
ocean,water,52
salinity,density,52
stable,isotope,52
west,greenland,52
western,arctic,52
1999,2000,51
automatic,time,51
cm,depth,51
community,composition,51
dark,season,51
environmental,conditions,51
heat,flux,51
lawrence,island,51
normalized,difference,51
atlas,project,50
canadian,coast,50
carbon,accumulation,50
conductivity,oxygen,50
control,plots,50
fluorescence,practical,50
ice,free,50
km,2,50
north,eastern,50
oxygen,fluorescence,50
seward,peninsula,50
surface,energy,50
toolik,snowfence,50
water,mass,50
30,plot,49
community,level,49
cruise,data,49
ctd,casts,49
difference,vegetation,49
latitude,longitude,49
plot,subset,49
surface,sediment,49
undergraduate,students,49
vegetation,index,49
arctic,slope,48
eddy,covariance,48
graduate,students,48
healy,hly,48
isotopic,composition,48
ocean,optics,48
operations,support,48
st,lawrence,48
2013,july,47
arctic,transitions,47
atmosphere,system,47
coastal,plain,47
experimental,warming,47
marine,ecosystem,47
physical,properties,47
data,comprises,46
date,start,46
depth,data,46
ecology,lab,46
el,paso,46
pressure,recorder,46
program,data,46
snow,melt,46
spatial,scales,46
spring,sea,46
temporal,aggregations,46
water,level,46
water,masses,46
02,01,45
combo,2,45
ice,age,45
ice,data,45
ice,formation,45
ice,tethered,45
jaz,combo,45
july,2015,45
project,focuses,45
sea,shelf,45
series,data,45
time,period,45
1997,1999,44
biological,measurements,44
clip,data,44
file,names,44
ice,surface,44
information,system,44
interaction,program,44
key,linkages,44
lake,linné,44
level,interaction,44
level,rise,44
mat,site,44
permafrost,thaw,44
position,latitude,44
program,clip,44
southern,chukchi,44
white,spruce,44
15,minutes,43
20,minutes,43
ascii,text,43
boundary,layer,43
climate,model,43
collaborative,research,43
dbo,program,43
earth,grid,43
excel,spreadsheet,43
heading,pitch,43
index,ndvi,43
integrated,ecosystem,43
late,spring,43
mooring,measurements,43
observing,system,43
originally,collected,43
sea,integrated,43
sheba,ice,43
2002,cruise,42
2014,july,42
4096,hz,42
8,khz,42
biological,response,42
date,time,42
days,equipped,42
document,seasonal,42
ecosystem,research,42
established,repeat,42
https,doi.org,42
hz,4096,42
hz,8,42
landscape,level,42
monitoring,system,42
pacific,sector,42
repeat,hydrography,42
research,laboratory,42
species,composition,42
temporal,variability,42
biological,hotspot,41
broad,biological,41
delimited,format,41
fall,sea,41
gc,m2,41
hotspot,locations,41
instrumented,sensor,41
key,uncertainties,41
kuparuk,river,41
mechanical,system,41
ne,chukchi,41
netcdf,files,41
north,pacific,41
pole,environmental,41
proposed,research,41
regional,biological,41
seasonal,shifts,41
sensor,platform,41
september,2013,41
simultaneous,measurements,41
soil,organic,41
spatial,variability,41
system,research,41
systematically,track,41
table,depth,41
wide,range,41
arctic,ecosystems,40
bottle,data,40
carbon,doc,40
daily,seasonal,40
dbo2,chirikov,40
dbo3,southern,40
experiencing,major,40
field,project,40
growing,seasons,40
hourly,daily,40
include,1,40
itex,program,40
late,summer,40
major,reductions,40
major,regulatory,40
melt,season,40
organic,nitrogen,40
regulatory,drivers,40
sea,dbo4,40
sli,dbo3,40
snow,cover,40
spatial,data,40
system,onboard,40
terrestrial,landscape,40
text,tab,40
web,site,40
wind,direction,40
abisko,sweden,39
arctic,alaska,39
arctic,systems,39
barrow,ak,39
bottom,water,39
carbon,cycle,39
comma,delimited,39
data,processing,39
digital,elevation,39
dioxide,co2,39
form,key,39
gas,exchange,39
individual,data,39
nsf,funded,39
processes,affecting,39
radar,depth,39
river,delta,39
sbi,u.s,39
science,center,39
sediment,chlorophyll,39
sensor,trolley,39
shelf,basin,39
snow,zone,39
solar,radiation,39
system,atlas,39
temperature,change,39
temperature,relative,39
weather,data,39
arctic,coastal,38
arctic,region,38
biologically,productive,38
chosen,subset,38
data,package,38
data,recorded,38
grid,plot,38
includes,selected,38
international,consortium,38
lab,sel,38
level,carbon,38
longwave,radiation,38
multiple,trophic,38
plant,species,38
reduce,disturbance,38
regional,climate,38
sea,project,38
sediment,carbon,38
selected,biological,38
september,2012,38
sheet,models,38
summer,cruise,38
surface,water,38
1,slip,37
5,km,37
75,khz,37
al,2016,37
benthic,coupling,37
boreal,forest,37
bottle,samples,37
canada,basin,37
chirikov,north,37
consistent,sampling,37
coordinated,distributed,37
data,represents,37
dbo,1,37
dbo4,ne,37
dbo5,barrow,37
energy,balance,37
energy,balances,37
era,interim,37
formation,variations,37
gradient,dbo,37
healy,cruise,37
hydrography,planktonic,37
index,lai,37
island,sli,37
nares,strait,37
october,2011,37
oxygen,isotope,37
pelagic,benthic,37
planktonic,production,37
primary,objectives,37
production,pelagic,37
productive,locations,37
radiation,measurement,37
research,vessel,37
sensor,data,37
sli,dbo2,37
slip,south,37
specific,conductance,37
stations,deployed,37
sweden,zackenburg,37
time,periods,37
trace,gas,37
wagb,20,37
water,hydrography,37
zackenburg,greenland,37
1,hz,36
2000,summer,36
5,khz,36
ascii,data,36
barometric,pressure,36
boundary,condition,36
cherskii,russia,36
continental,slope,36
datasets,include,36
elemental,carbon,36
energy,budget,36
future,climate,36
includes,flux,36
laboratory,field,36
ocean,surface,36
permafrost,temperatures,36
sea,bird,36
study,bering,36
surface,mass,36
surface,snow,36
vegetation,plots,36
2,khz,35
2011,september,35
active,radiation,35
arctic,river,35
condition,information,35
designed,developed,35
greenhouse,gas,35
grid,ease,35
horizontal,velocity,35
hz,2,35
increased,temperature,35
khz,5,35
ncar,reanalysis,35
northern,bering,35
reanalysis,data,35
satellite,imagery,35
sediment,grain,35
sheet,analysis,35
sheets,cresis,35
soil,carbon,35
spectral,albedo,35
summer,temperature,35
supply,boundary,35
surface,based,35
synthetic,aperture,35
time,position,35
understand,processes,35
air,temperatures,34
aon,international,34
biomass,gc,34
climate,warming,34
gas,fluxes,34
healy,wagb,34
imnaviat,creek,34
includes,climate,34
includes,measurements,34
isotope,ratios,34
itex,initiative,34
june,2014,34
land,cover,34
mass,spectrometry,34
mm,dd,34
moored,profiler,34
photosynthetically,active,34
prediction,national,34
principal,investigators,34
properties,i.e,34
provide,information,34
regional,arctic,34
scientific,community,34
slope,alaska,34
snow,physical,34
spectroradiometer,data,34
subglacial,discharge,34
surface,elevation,34
surface,moisture,34
tree,ring,34
water,temperatures,34
western,greenland,34
boulder,patch,33
campbell,scientific,33
change,package,33
covered,period,33
delimited,ascii,33
integrated,monitoring,33
mass,loss,33
matted,trail,33
microbial,community,33
observatory,network,33
package,layout,33
pleistocene,park,33
rapid,integrated,33
research,ncep,33
research,project,33
snow,pits,33
st,laurent,33
tri,pod,33
atmospheric,circulation,32
biogeochemical,processes,32
carbon,poc,32
carbon,toc,32
cisl,acadis,32
comprehensive,description,32
controlling,features,32
data,streams,32
degrees,celsius,32
doi,10.1002,32
excel,file,32
informally,named,32
isotope,data,32
ncar,cisl,32
netcdf,format,32
readme,files,32
research,institute,32
short,term,32
submission,includes,32
summer,2002,32
suspended,sediment,32
system,ecology,32
ucar,ncar,32
vegetation,structure,32
woods,hole,32
arctic,observatory,31
barrow,dry,31
barrow,field,31
carbon,storage,31
cloud,occurrence,31
fatty,acids,31
field,seasons,31
field,site,31
http,dx.doi.org,31
ice,drift,31
instrumented,system,31
lake,lake,31
latitudinal,transect,31
linné,glacier,31
meteorological,variables,31
mooring,observations,31
polar,wrf,31
program,including,31
recent,decades,31
river,basin,31
search,implementation,31
system,model,31
system,platform,31
tar,file,31
temperature,probe,31
top,chamber,31
tundra,site,31
abundance,biomass,30
accumulation,rates,30
adcp,data,30
al,2011,30
alaska,range,30
arctic,observations,30
arctic,rapid,30
arctic,science,30
atlas,field,30
ccgs,louis,30
ctd,profiles,30
depth,sounders,30
dry,sites,30
environmental,data,30
global,system,30
graduate,student,30
hly,04,30
ice,conditions,30
includes,ctd,30
lake,e5,30
layer,dynamics,30
liquid,water,30
logger,records,30
mass,transformations,30
measuring,tube,30
multiple,locations,30
oden,date,30
pack,ice,30
phenology,vegetation,30
post,fire,30
radiation,par,30
set,represents,30
snow,free,30
specifically,designed,30
study,site,30
surface,waters,30
systems,ecology,30
temperature,pressure,30
texas,el,30
time,step,30
transect,length,30
tube,values,30
tussock,tundra,30
unique,set,30
values,water,30
water,equivalent,30
water,heat,30
water,layer,30
weather,station,30
wtd,tubes,30
2016,2017,29
arctic,marine,29
atqasuk,dry,29
central,arctic,29
changing,arctic,29
chlorophyll,chl,29
cloud,radar,29
core,datasets,29
cruise,aboard,29
daily,time,29
data,note,29
dbo,5,29
document,water,29
dx.doi.org,10.5065,29
earth,referenced,29
east,velocity,29
excel,formats,29
geophysical,data,29
greenland,core,29
ice,cap,29
ice,thermal,29
improving,understanding,29
included,quantifying,29
intellectual,merit,29
international,arctic,29
itex,control,29
june,2011,29
laurier,cruise,29
main,water,29
manual,observations,29
moisture,experiment,29
multifactor,warming,29
multiple,temporal,29
ncep,reanalysis,29
north,velocity,29
objectives,included,29
observatory,npeo,29
obtaining,detailed,29
oceanographic,institution,29
outreach,activities,29
plots,repeat,29
polar,science,29
repeat,measurement,29
salt,transports,29
siberian,continental,29
slope,primary,29
system,arcticrims,29
systems,science,29
term,itex,29
text,format,29
tree,growth,29
warming,moisture,29
warming,plots,29
winter,snow,29
1999,summer,28
25,km,28
300,soil,28
3dgps,receiver,28
absolute,horizontal,28
acoustic,pulses,28
adcp,ocean,28
adu2,3dgps,28
arcss,grids,28
arctic,ice,28
array,acoustic,28
ashtech,adu2,28
atqasuk,wet,28
attitude,information,28
barrow,wet,28
based,remote,28
basin,interactions,28
campaign,data,28
ccgs,sir,28
chemical,composition,28
chukchi,seas,28
climate,variability,28
code,dgps,28
current,meter,28
currents,attitude,28
data,assimilation,28
data,interpolated,28
depth,sounder,28
dgps,system,28
east,siberian,28
ebsd,data,28
estimate,vertical,28
fast,changing,28
frozen,ground,28
geological,survey,28
glacier,mass,28
greenland,including,28
heath,barrow,28
humidity,rh,28
hydrography,transects,28
hydrological,cycle,28
isotope,values,28
itex,arctic,28
itex,data,28
itex,plots,28
khz,phased,28
lake,alaska,28
moisture,probe,28
multichannel,radar,28
numerical,modeling,28
ocean,surveyor,28
parameters,time,28
phased,array,28
position,east,28
preliminary,data,28
provide,earth,28
prudhoe,bay,28
receive,echos,28
referenced,absolute,28
remote,sensors,28
selected,lakes,28
sites,atqasuk,28
spatial,resolutions,28
specific,purpose,28
step,data,28
streams,provide,28
surveyor,mounted,28
systems,analysis,28
tdr,300,28
thermal,structure,28
trimble,centurion,28
vegetation,change,28
vertical,variations,28
water,systems,28
1500,hectares,27
2,arctic,27
60,cm,27
allowed,detection,27
amp,lt,27
biological,chemical,27
bottom,depth,27
broad,range,27
chemical,properties,27
cnr4,net,27
coastal,waters,27
collecting,core,27
composition,ecosystem,27
core,itex,27
cores,collected,27
crept,polycrystalline,27
critical,datasets,27
csv,format,27
cycle,lake,27
data,specifically,27
differing,morphology,27
e1,lake,27
e5,lake,27
electronics,sbe,27
event,log,27
fall,2,27
firn,cores,27
geological,substrates,27
geophys,res,27
greenland,collecting,27
gridded,daily,27
ground,based,27
growth,species,27
hole,oceanographic,27
ice,margin,27
implementation,report,27
intensive,transects,27
ivotuk,site,27
kite,system,27
lab,ice,27
lake,circulation,27
lake,e1,27
lake,e6,27
lake,n2,27
lakes,range,27
limnology,biological,27
mackenzie,river,27
marine,mammals,27
meadow,atqasuk,27
moss,dominated,27
multiple,surface,27
network,itex,27
parameters,include,27
phenology,growth,27
physical,features,27
polycrystalline,lab,27
previously,recognized,27
profile,data,27
radiation,data,27
recognized,e.g,27
research,ncar,27
respiration,rates,27
sample,collection,27
sample,depth,27
shipboard,acoustic,27
simultaneous,measurement,27
site,station,27
snow,ice,27
substrates,3,27
surface,albedo,27
temporal,resolution,27
temporally,critical,27
term,manual,27
tundra,ecosystems,27
university,based,27
water,pressure,27
water,quality,27
wsag,university,27
2015,samples,26
25km,northern,26
4,phi,26
al,2013,26
arcticrims,based,26
august,2015,26
automated,mesonet,26
bi,lagrange,26
bird,electronics,26
channel,1,26
core,records,26
data,citation,26
data,sources,26
eastern,bering,26
energy,flux,26
fall,2016,26
fine,scale,26
grids,209km,26
guard,ship,26
hemisphere,equal,26
ice,motion,26
interpolation,formula,26
june,july,26
lagrange,interpolation,26
lake,sediments,26
linnébreen,linné,26
linnévatnet,lake,26
moist,acidic,26
ncar,grids,26
net,migration,26
net,radiometer,26
ocean,currents,26
percolation,zone,26
permafrost,degradation,26
phi,1,26
plant,communities,26
portable,automated,26
sets,documents,26
soil,water,26
sr50a,sonic,26
system,nims,26
taylor,temperature,26
text,files,26
2,3,25
2,digit,25
20,degrees,25
2008,06,25
ablation,zone,25
annika,marie,25
august,2016,25
biomass,data,25
births,deaths,25
borehole,sites,25
continuous,measurements,25
core,data,25
d2,d7,25
depth,probe,25
dual,channel,25
eriophorum,vaginatum,25
excel,version,25
file,format,25
ground,ice,25
h2,h7,25
hydrologic,fluxes,25
ice,bottom,25
ice,floe,25
includes,files,25
international,collaborations,25
itex,dry,25
itex,experiment,25
measurements,collected,25
mesonet,pam,25
national,snow,25
northwest,territories,25
nutrient,availability,25
outlet,glacier,25
process,cruise,25
reconstruct,past,25
related,urls,25
rh,wind,25
samples,include,25
seasons,summer,25
segment,id,25
square,meter,25
st,paul,25
taut,line,25
temperatures,specific,25
trace,elements,25
velocity,north,25
zip,files,25
111,ir,24
2,ocean,24
50,60,24
acidic,tundra,24
al,2015,24
apogee,instruments,24
arctic,ecosystem,24
atmospheric,emitted,24
averaged,data,24
bulk,density,24
calm,grid,24
canopy,sr50a,24
core,sample,24
current,direction,24
data,browsing,24
distance,campbell,24
e2,e6,24
ellesmere,island,24
emitted,radiance,24
flux,parameters,24
foot,print,24
greenseeker,rt100,24
ground,temperature,24
heat,budget,24
ice,concentrations,24
ice,deformation,24
ice,shelf,24
interior,alaska,24
ir,radiometer,24
j2,j6,24
measurement,arm,24
microbial,communities,24
moorings,deployed,24
ncar,portable,24
observational,data,24
ocean,flux,24
ocean,sea,24
optics,greenseeker,24
output,files,24
pam,iii,24
polar,orbiting,24
program,field,24
project,headed,24
radar,reflectivity,24
radiance,interferometer,24
radiometer,apogee,24
radiometer,kipp,24
reflection,jaz,24
research,experience,24
sheet,gris,24
ship,ccgs,24
si,111,24
site,specific,24
snow,water,24
snowfall,rate,24
sonic,distance,24
spectral,reflection,24
spring,2002,24
stable,isotopes,24
surface,heat,24
taku,glacier,24
temperature,profiles,24
temperature,si,24
terrestrial,arctic,24
vegetation,canopy,24
vertical,distribution,24
wind,tracking,24
zonen,air,24
1.62,meters,23
14,15,23
2,bubble,23
24,hour,23
30,june,23
92,ar,23
adcp,system,23
alaska,anchorage,23
arctic,basin,23
arm,attachment,23
biogeochemical,controls,23
bubble,levels,23
budget,parameters,23
calculated,foot,23
center,doi,23
dalton,highway,23
data,product,23
direction,energy,23
downwelling,short,23
dry,snow,23
ecosystem,respiration,23
estimated,net,23
fiber,optics,23
food,web,23
format,data,23
functional,type,23
http,psc.apl.washington.edu,23
hydrographic,stations,23
ice,pack,23
kipp,zonen,23
lakes,studied,23
low,warming,23
major,ion,23
mass,spectrometer,23
measures,pressure,23
methane,concentrations,23
mid,june,23
oceanographic,sadcp,23
optics,jaz,23
p1,92,23
parameters,3,23
parameters,4,23
petermann,glacier,23
plant,functional,23
polar,regions,23
population,births,23
post,processed,23
print,cover,23
radiation,cnr4,23
rdi,shipboard,23
river,discharge,23
sadcp,profiles,23
samples,included,23
sampling,event,23
satellite,passes,23
sediment,traps,23
sensor,angle,23
shrub,site,23
single,zip,23
snow,properties,23
soil,nutrient,23
spectral,reflectance,23
stable,oxygen,23
station,data,23
station,measures,23
stream,discharge,23
study,include,23
tethered,profiler,23
thaw,lake,23
tidewater,glaciers,23
time,utc,23
traditional,knowledge,23
underway,data,23
urls,section,23
vegetation,types,23
water,tracks,23
weight,biomass,23
yukon,kuskokwim,23
yukon,river,23
1,quantifying,22
15,km,22
2,quantifying,22
2008,2010,22
3,illustrating,22
acadis,dataset,22
additional,parameters,22
al,2017,22
alaska,1990,22
alaska,usa,22
amp,gt,22
aperture,array,22
arc,lter,22
arctic,atmosphere,22
arctic,extending,22
arm,program,22
array,sar,22
assess,potential,22
backscatter,data,22
boundary,conditions,22
box,corer,22
cloud,type,22
cnv,data,22
community,structure,22
composite,image,22
data,measured,22
data,report,22
dioxide,water,22
earth's,surface,22
energy,atmospheric,22
fall,2012,22
field,program,22
flux,measurements,22
format,yyyymmdd_ss_fff,22
frame,001,22
frame,id,22
frame_id,mat,22
funded,project,22
ice,affects,22
ice,algae,22
identified,organism,22
improve,resolution,22
integrated,water,22
inter,annual,22
international,biological,22
july,august,22
layer,measurements,22
level,measurements,22
mesic,meadow,22
moored,profilers,22
natural,sciences,22
net,ecosystem,22
nic,charts,22
nitrate,nitrite,22
ozone,o3,22
pacific,arctic,22
phytomass,data,22
poor,dry,22
poorly,understood,22
prediction,ncep,22
project,cruise,22
quantifying,physical,22
quantifying,respiration,22
research,arc,22
research,community,22
river,deltas,22
rosette,bottle,22
salinity,dissolved,22
sar,processing,22
satellite,data,22
sbe,19,22
snow,depths,22
snow,pit,22
sound,velocity,22
surface,channel,22
temperature,soil,22
thule,air,22
time,data,22
unique,opportunity,22
0,denoted,21
1,denoted,21
1990,2006,21
2,channel,21
200,meters,21
air,base,21
al,2014,21
al,2018,21
alaska,data,21
arctic,treeline,21
ascii,files,21
biological,program,21
canadian,arctic,21
carbon,stored,21
ch,4,21
channel,0,21
cloud,liquid,21
cloud,microphysics,21
columbia,glacier,21
council,seward,21
current,speed,21
data,analysis,21
denoted,_00jaz,21
denoted,_01jaz,21
doi,10.18739,21
environmental,satellites,21
exchange,measurements,21
field,data,21
fire,regimes,21
ground,control,21
historical,purposes,21
ice,center,21
ice,temperature,21
ice,water,21
inorganic,carbon,21
ivotuk,sites,21
jarvis,glacier,21
lake,ice,21
lake,sediment,21
light,absorbing,21
marine,systems,21
mathworks,matlab,21
matlab,format,21
misp,grid,21
nitrite,nitrate,21
nsf,arctic,21
parameters,including,21
permafrost,carbon,21
program,ibp,21
recorded,soil,21
research,center,21
seasonal,ice,21
seaspace,terascan,21
shrub,expansion,21
spatial,resolution,21
specific,objectives,21
spectroradiometer,installed,21
surface,lowering,21
swiss,cheese,21
terascan,system,21
thaw,depths,21
vegetation,type,21
velocity,current,21
water,samplers,21
western,beaufort,21
1,community,20
5,barrow,20
alaska,native,20
arctic,gro,20
array,processing,20
bandwidth,band,20
bootstrap,sea,20
boreal,forests,20
bromwich,2008,20
carbon,dynamics,20
carbon,nitrogen,20
central,alaska,20
chamber,plots,20
climate,scenarios,20
cnv,output,20
co2,ch4,20
co2,flux,20
core,collected,20
daily,measurements,20
data,archive,20
dataset,http,20
datasets,note,20
deployment,data,20
elevation,model,20
fram,strait,20
fresh,water,20
grid,meter,20
grid,subset,20
guard,onboard,20
happy,valley,20
hectares,time,20
historical,data,20
ice,marginal,20
ice,zone,20
igert,program,20
increased,snow,20
