word1,word2,word3,n
line05,nc,6,10
m1,2b,sbe37,10
model,estimates,1980,10
n83,11,g12b,10
nc,6,18,10
north,slope,basins,10
ru,03,0002,10
ru,03,0008,10
ru,03,0025,10
ru,03,0034,10
ru,03,0035,10
ru,04,0008,10
slope,basins,model,10
v1,txt,95,10
1,cnv,ctd,9
102,2015,06,9
102,2017,06,9
11,g12b,diffdem.tif,9
19,jun,2010,9
1x5,v1,csv,9
2017,laketimeseries,calon.csv,9
30min,v2,csv,9
5,17,17,9
5,7,17,9
7,17,core8b,9
aon,ic,1993,9
arcss,1x5,v1,9
atmospheric,observatories,barrow,9
atqasuk,itex,arcss,9
compaction,bin,1,9
csv,suib,2018,9
daily.csv,app,2010,9
esquibel,19,jun,9
ice,bin,1,9
iceberg,meltinfo.txt,ko,9
id,ntrl,0,9
itex,arcss,1x5,9
logger,30min,v2,9
nc,5,17,9
nc,5,7,9
nc,gris,g900m,9
ntrl,0,1000,9
observatories,barrow,alaska,9
pressure.csv,2015,2016,9
rho,bin,1,9
ru,03,0009,9
ru,03,0011,9
ru,03,0017,9
ru,03,0031,9
ru,03,0036,9
ru,04,0002,9
ru,04,0006,9
ru,04,0020,9
slwc,bin,1,9
suib,2018,06,9
ts,gris,g900m,9
v1,csv,96,9
v2,csv,96,9
001,2016,06,8
08,11,csv,8
101,2017,06,8
101,2018,06,8
2,cnv,ctd,8
2012,2013,winter,8
2013,nc,cesm2,8
2014,reciprocal,transplant,8
2017,2019,csv,8
25,17,core10spurw,8
4,csv,strainrate,8
5,23,17,8
5,25,17,8
5,26,17,8
5,6,17,8
6,17,core8a,8
6,9,17,8
9,17,core13core14traverse,8
atqasuk,itex,plant,8
badgeley,etal,2020,8
daily.csv,ca,isa,8
do.csv,2015,2016,8
dspk,unflag.txt,20160326,8
dspk,unflag.txt,20160327,8
dspk,unflag.txt,20160328,8
dspk,unflag.txt,20160329,8
dspk,unflag.txt,20160330,8
dspk,unflag.txt,20160331,8
dspk,unflag.txt,20160401,8
dspk,unflag.txt,20160402,8
dspk,unflag.txt,20160403,8
dspk,unflag.txt,20160404,8
dspk,unflag.txt,20160405,8
dspk,unflag.txt,20160406,8
dspk,unflag.txt,20160407,8
dspk,unflag.txt,20160408,8
dspk,unflag.txt,20160409,8
dspk,unflag.txt,20160410,8
dspk,unflag.txt,20160411,8
dspk,unflag.txt,20160412,8
dspk,unflag.txt,20160413,8
dspk,unflag.txt,20160414,8
dspk,unflag.txt,20160415,8
dspk,unflag.txt,20160416,8
dspk,unflag.txt,20160417,8
dspk,unflag.txt,20160418,8
dspk,unflag.txt,20160419,8
dspk,unflag.txt,20160420,8
dspk,unflag.txt,20160421,8
dspk,unflag.txt,20160422,8
dspk,unflag.txt,20160423,8
dspk,unflag.txt,20160424,8
dspk,unflag.txt,20160425,8
dspk,unflag.txt,20160426,8
dspk,unflag.txt,20160427,8
dspk,unflag.txt,20160428,8
dspk,unflag.txt,20160429,8
dspk,unflag.txt,20160430,8
dspk,unflag.txt,20160501,8
dspk,unflag.txt,20160502,8
dspk,unflag.txt,20160503,8
dspk,unflag.txt,20160504,8
dspk,unflag.txt,20160505,8
dspk,unflag.txt,20160506,8
dspk,unflag.txt,20160507,8
dspk,unflag.txt,20160509,8
dspk,unflag.txt,20160510,8
dspk,unflag.txt,20160511,8
dspk,unflag.txt,20160512,8
dspk,unflag.txt,20160513,8
etal,2020,nc,8
g12b,diffdem.tif,peters,8
ic,1993,csv,8
ions.csv,2015,2016,8
itex,plant,v1,8
light.csv,2015,2016,8
lower,campsite,lake,8
m1,5b,sbe56,8
nc,5,23,8
nc,5,25,8
nc,5,26,8
nc,5,6,8
nc,6,9,8
ru,03,0010,8
ru,03,0013,8
ru,03,0016,8
ru,03,0018,8
ru,03,0023,8
ru,03,0024,8
ru,03,0028,8
ru,03,0030,8
ru,03,0032,8
ru,03,0038,8
ru,04,0009,8
ru,06,0014,8
ru,06,0017,8
snc01,strdprctc,skq201711s,8
txt,m3f,sbe56,8
unflag.txt,20160326,sonic,8
unflag.txt,20160327,sonic,8
unflag.txt,20160328,sonic,8
unflag.txt,20160329,sonic,8
unflag.txt,20160330,sonic,8
unflag.txt,20160331,sonic,8
unflag.txt,20160401,sonic,8
unflag.txt,20160402,sonic,8
unflag.txt,20160403,sonic,8
unflag.txt,20160404,sonic,8
unflag.txt,20160405,sonic,8
unflag.txt,20160406,sonic,8
unflag.txt,20160407,sonic,8
unflag.txt,20160408,sonic,8
unflag.txt,20160409,sonic,8
unflag.txt,20160410,sonic,8
unflag.txt,20160411,sonic,8
unflag.txt,20160412,sonic,8
unflag.txt,20160413,sonic,8
unflag.txt,20160414,sonic,8
unflag.txt,20160415,sonic,8
unflag.txt,20160416,sonic,8
unflag.txt,20160417,sonic,8
unflag.txt,20160418,sonic,8
unflag.txt,20160419,sonic,8
unflag.txt,20160420,sonic,8
unflag.txt,20160421,sonic,8
unflag.txt,20160422,sonic,8
unflag.txt,20160423,sonic,8
unflag.txt,20160424,sonic,8
unflag.txt,20160425,sonic,8
unflag.txt,20160426,sonic,8
unflag.txt,20160427,sonic,8
unflag.txt,20160428,sonic,8
unflag.txt,20160429,sonic,8
unflag.txt,20160430,sonic,8
unflag.txt,20160501,sonic,8
unflag.txt,20160502,sonic,8
unflag.txt,20160503,sonic,8
unflag.txt,20160504,sonic,8
unflag.txt,20160505,sonic,8
unflag.txt,20160506,sonic,8
unflag.txt,20160507,sonic,8
unflag.txt,20160509,sonic,8
unflag.txt,20160510,sonic,8
unflag.txt,20160511,sonic,8
unflag.txt,20160512,sonic,8
unflag.txt,20160513,sonic,8
upper,zev,lake,8
xtf,esquibel,19,8
001,2015,06,7
07,11,csv,7
07,12,csv,7
08,13,2016,7
101,2015,06,7
101,2016,07,7
101,2017,07,7
101,2019,06,7
13,14,csv,7
13,2016,05,7
15,17,core15core16traverse,7
15,single.csv,ru,7
2,17,core12spurw,7
2012,monthly.nc,gen3ens,7
2014,2016,nc,7
2015,08,13,7
2016,orcutt,nh1,7
2016,orcutt,sc1,7
2019,9,19,7
27,17,core11spure,7
5,27,17,7
6,15,17,7
6,2,17,7
9,19,csv,7
98,txt,ivotuk1998,7
aon,ic,1991,7
arcss,plant,community,7
arcss,plant,v1,7
atqasuk,detailed,microclimate,7
atqasuk,itex,thaw,7
barrow,atqasuk,detailed,7
bs3,2014,2016,7
climate,00,txt,7
cnv,201209,swl,7
cnv,ctd,www1003,7
cnv,ctd,www1104,7
cnv,qc,snc01,7
coordinates,2015,csv,7
dbo3,csv,dbo,7
dcc,station,table,7
dspk,unflag.txt,20160514,7
final.txt,uptempo,2015,7
flux,00,txt,7
ice,regimes,1992,7
iceberg,meltinfo.txt,ji,7
iceberg,meltinfo.txt,zi,7
itex,thaw,v1,7
lake,ice,regimes,7
m1,2b,sbe56,7
m1,4b,sbe37,7
nc,5,27,7
nc,6,15,7
nc,6,2,7
nsidc.csv,ru,04,7
plant,community,v1,7
qc,snc01,strdprctc,7
regimes,1992,2016,7
ru,03,0001,7
ru,03,0003,7
ru,03,0004,7
ru,03,0006,7
ru,03,0007,7
ru,03,0022,7
ru,03,0027,7
ru,03,0039,7
ru,03,0043,7
ru,06,0002,7
ru,06,0015,7
ru,10,0001,7
ru,10,0002,7
ru,10,0003,7
ru,10,0004,7
ru,10,0005,7
ru,10,0006,7
ru,10,0009,7
ru,10,0010,7
ru,ans,tr2,7
ru,bp,tr2,7
station,table,dbo3,7
table,dbo3,csv,7
thaw,v1,csv,7
txt,m1,5b,7
txt,warm,buoy,7
unflag.txt,20160514,sonic,7
v1,csv,2016,7
0008,09,csv,6
001,2017,07,6
001,2018,06,6
06,2019,dat,6
08,nsidc.csv,mn,6
08nsidc.csv,ru,10,6
10,17,core14spurw,6
10,17,core8spure,6
1000,nc,lhs,6
101,2016,06,6
101,2018,07,6
12,17,13,6
12,17,core14core15traverse,6
13,17,core15spurw1,6
14,17,core7core8traverse,6
14,17,core7survey,6
150705,n83,11,6
16,17,core16spurw,6
16,2019,dat,6
17,13,txt,6
17,17,core9spiral,6
18,2019,dat,6
19,2019,dat,6
19,csv,seedpredator,6
2,1,csv,6
2014,barrow,atqasuk,6
2015,2016,csv,6
2016,nc,aon,6
2016,orcutt,l129,6
2016,orcutt,l520,6
2016,orcutt,manta,6
2016,orcutt,sc2,6
2018,csv,brw,6
2019,barrow,atqasuk,6
26,0,1000,6
27,2019,dat,6
30min,v3,txt,6
31,17,core11spurw,6
45,0,1000,6
5,10,17,6
5,31,17,6
5,8,17,6
6,10,17,6
6,12,17,6
6,13,17,6
6,16,17,6
6,17,core12core13traverse,6
6,6,17,6
6,7,17,6
7,17,core13spurw,6
8,17,core8c1,6
85,0,1000,6
accumulation,rate,records,6
amundsen,final.dat,uptempo,6
aon,ic,1523,6
arctic,data,center,6
atmospheric,observatories,eureka,6
barrow,atqasuk,climate,6
base,hh,1,6
base,hh,2,6
bf009,cnv,ctd,6
bf013,cnv,ctd,6
bf017,cnv,ctd,6
calm,subset,uas,6
ch4,csv,2015,6
climate,99,txt,6
cnv,ctd,www1002,6
cnv,ctd,www1102,6
cnv,station,table,6
csv,2015,2016,6
daily.csv,ca,bis,6
daily.csv,ca,mob,6
eddy,30min,v3,6
final.dat,uptempo,2016,6
flux,99,txt,6
g3600m,v3a,rcp,6
g4500m,v3a,rcp,6
gris,g3600m,v3a,6
gris,g4500m,v3a,6
hh,2,1,6
ic,1523,csv,6
ic,1991,csv,6
id,niso,0,6
id,sia,0,6
information,2015,csv,6
lhs,samples,gcm.csv,6
m.tif,clpx,depth,6
mcat,bs3,2014,6
nc,5,31,6
nc,5,8,6
nc,6,10,6
nc,6,12,6
nc,6,13,6
nc,6,16,6
nc,6,6,6
nc,6,7,6
nc,gris,g18000m,6
nc,lhs,samples,6
niso,0,1000,6
nsidc.csv,mn,01,6
observatories,eureka,canada,6
po4,cnv,qc,6
rcp,26,0,6
rcp,45,0,6
rcp,85,0,6
red,edge.tif,ru,6
ru,03,0005,6
ru,03,0020,6
ru,03,0040,6
ru,03,0041,6
ru,03,0042,6
ru,03,0049,6
ru,03,0051,6
ru,03,0052,6
ru,03,0053,6
ru,06,0008,6
ru,06,0009,6
ru,06,0019,6
ru,10,0007,6
ru,10,0011,6
ru,10,0012,6
ru,10,0013,6
ru,10,0014,6
ru,10,0018,6
ru,10,0019,6
ru,10,0020,6
ru,10,0021,6
ru,10,0022,6
ru,10,0023,6
ru,10,0024,6
ru,10,0025,6
ru,10,0026,6
ru,10,0033,6
ru,10,0044,6
ru,10,0045,6
ru,10,0046,6
ru,10,0047,6
ru,10,0049,6
ru,10,0051,6
ru,aln,tr1,6
ru,cyn,tr2,6
sia,0,1000,6
siberia,12,17,6
site,information,2015,6
strdprctc,skq201711s,wt1,6
suib,2019,06,6
suib,2019,07,6
summit,2013,firnair,6
toolik,irr,05,6
ts,gris,g18000m,6
txt,m1,2b,6
uppercapsulelake,data,final,6
v1,csv,2017,6
v3,txt,96,6
xyz,shakan,bay,6
0002,09,csv,5
0002,16,csv,5
0003,09,csv,5
0008,11,csv,5
0009,10,csv,5
0009,11,csv,5
001,2017,06,5
03,2019,dat,5
05,2019,dat,5
06,01,2015,5
07,10,csv,5
07,csv,ru,5
08,26,2016,5
09,10,csv,5
1,1,csv,5
11,2019,dat,5
12june,31aug,v.txt,5
15,2019,dat,5
17,jun,2010,5
18,jun,2010,5
1979,2012,5p15,5
2005,2006,nc,5
2012,5p15,nc,5
2012,barrow,atqasuk,5
2013,2017,csv,5
2013,barrow,atqasuk,5
2015,08,26,5
2015,barrow,atqasuk,5
2016,barrow,atqasuk,5
2016,orcutt,l56,5
2017,barrow,atqasuk,5
2018,07,12,5
2018,barrow,atqasuk,5
2020,nc,tas,5
23,17,core9core10traverse2,5
26,17,core10core11traverse,5
26,2016,05,5
26,2019,dat,5
29,2019,dat,5
alaska,2016,csv,5
aln,tr1,fl008m,5
ans,tr2,fl005m,5
aon,ch,2044,5
atq,calm,soilmoisture,5
bf005,cnv,ctd,5
bf021,cnv,ctd,5
bp,tr2,fl013m,5
brw,calm,soilmoisture,5
brwdoas,l3,bro,5
bs3,2005,2006,5
ch,2044,csv,5
cnv,2012,234,5
cnv,ctd,www1005,5
csv,2013,barrow,5
csv,2014,barrow,5
csv,2015,barrow,5
csv,2016,barrow,5
csv,2017,barrow,5
csv,atq,misp,5
csv,brw,calm,5
csv,brw,misp,5
csv,fa16,6,5
cyn,tr1,fl016m,5
cyn,tr1,fl020m,5
cyn,tr2,fl017m,5
daily.csv,app,2011,5
data,2018,ongoing,5
data,v2,csv,5
dem,50cm.tif,peters,5
detailed,microclimate,v1,5
dissolved,gases,2012,5
dissoxy.csv,2013,2014,5
dissoxy.csv,2014,2015,5
dissoxy.csv,2015,2016,5
envirodata.csv,arcsees,airportsite,5
gases,2012,2016,5
hh,1,1,5
ic,1523,gapfilled,5
keku,17,jun,5
lake,dissolved,gases,5
lake,physchem,2012,5
lakefog2,data,final,5
line06,nc,6,5
m.tif,hv,depth,5
mb,1979,2012,5
microclimate,v1,csv,5
miniflux,soda,l1,5
nc,5,10,5
nc,6,14,5
no3,cnv,qc,5
petermannglacier,sbe37sm,pg16,5
physchem,2012,2016,5
prcp,1979,2012,5
rgb.tif,ru,cyn,5
ru,03,0019,5
ru,03,0021,5
ru,03,0045,5
ru,03,0054,5
ru,04,0012,5
ru,04,0018,5
ru,04,0019,5
ru,06,0012,5
ru,06,0013,5
ru,08,0021,5
ru,10,0008,5
seaice.dat,nmm3d,lut,5
shakan,18,jun,5
si,cnv,qc,5
sizrs,final.dat,uptempo,5
sizrs,final.txt,uptempo,5
spconductance.csv,2013,2014,5
spconductance.csv,2014,2015,5
spconductance.csv,2015,2016,5
strdprctc,skq201711s,bc2,5
suib,water,level,5
t2,1979,2012,5
temperature.csv,2013,summer,5
temperature.csv,2014,summer,5
temperature.csv,2015,summer,5
ts,gris,g1800m,5
v1,csv,2013,5
v1,csv,2014,5
v1,csv,2015,5
0001,09,csv,4
0002,08,nsidc.csv,4
0002,19,csv,4
0005,09,csv,4
0006,09,csv,4
0007,09,csv,4
0007,10,csv,4
0007,11,csv,4
0008,10,csv,4
0009,09,csv,4
0009,12,csv,4
0009,15,csv,4
001,2019,06,4
0013,12,csv,4
0014,16,csv,4
0015,11,csv,4
0015,16,csv,4
002,2015,06,4
002,2016,06,4
002,2017,06,4
005,2016,06,4
01,2014,06,4
01,p0001,csv,4
02,2019,dat,4
07,01,2014,4
07,17,csv,4
07,2019,dat,4
08,28,2016,4
09,27,csv,4
1,arctic,sea,4
1,nc,dye,4
1,nc,saddle,4
1,nc,southdome,4
1,nc,summit,4
1,nc,tunu,4
101,2016,08,4
101,2016,09,4
101,2017,08,4
12,2019,dat,4
15,17,core8core9traverse,4
16,17,core9spurw,4
2006,nc,aon,4
20072008,aon,ic,4
2008,2009,nc,4
2013,07,01,4
2013,nc,bcc,4
2013,nc,cnrm,4
2013,nc,noresm2,4
2014,06,30,4
2015,08,28,4
2015,winter,e5,4
2016,alaska.csv,carlson,4
2016,orcutt,l280,4
2016,orcutt,nh2,4
2017,07,11,4
2018,csv,atq,4
2018,csv,viper,4
2018,ongoing,raw,4
2019,06,21,4
2081,2100,nc,4
22,2019,dat,4
24,17,core10spure,4
25,2019,dat,4
28,2016,05,4
3,cnv,ctd,4
3,csv,strainrate,4
31,2019,dat,4
31,dec,2014,4
5,15,17,4
5,16,17,4
5,24,17,4
5,9,17,4
6,8,17,4
8,17,core13spure,4
9,17,core8c2,4
acoustic,doppler,current,4
activelayer,data,2018,4
alexander,exp,burn,4
aon.txt,brwdoas,l3,4
apr,12,csv,4
aquifertest1,csv,fa16,4
aquifertest2,csv,fa16,4
atqasuk,climate,v1,4
atqasuk,misp,spectral.zip,4
barrow,misp,spectral.zip,4
bs3,2008,2009,4
ca,bis,101,4
ca,bis,102,4
ca,isa,101,4
ca,isa,102,4
calm,activelayer,data,4
campsite,lake,bathy,4
cdf,miniflux,soda,4
climate,98,txt,4
climate,v1,csv,4
cnv,qc,snc02,4
cnv,qc,snc04,4
coordinates,ctd,data,4
csv,2016jschedlbauer,transplant,4
csv,ru,12,4
csv,strainrate,2011,4
csv,suib,water,4
ctd,data,files,4
ctd,www1202,bf021,4
current,profiler,data,4
data,csv,2016jschedlbauer,4
data,mclane,moored,4
data,microcat,data,4
data,personnel,list,4
dbo,station,coordinates,4
dbo6,csv,dbo,4
dec,2014,csv,4
dissolved,organic,carbon,4
doppler,current,profiler,4
final,report,age,4
final,report,core,4
final,report,magnetic,4
flux,98,txt,4
fv2,arctic,sea,4
ic,1993,gapfilled,4
imnavait,irr,05,4
intensive,2018,2019,4
jun,2010,00,4
leaf,length,phenology,4
line06,nc,5,4
m1,1b,sbe37,4
m1,5b,sbe37,4
mclane,moored,profiler,4
mirai,final.dat,uptempo,4
misp,kap,metadata,4
moored,profiler,data,4
nc,5,15,4
nc,5,16,4
nc,5,24,4
nc,5,9,4
nc,6,8,4
nc,cesm2,waccm,4
nc,dye,2,4
nc,nasa,se,4
ongoing,raw,data,4
profiler,data,microcat,4
qc,snc02,strdprctc,4
qc,snc04,strdprctc,4
report,age,model.csv,4
report,magnetic,susceptibility.csv,4
ru,03,0044,4
ru,03,0046,4
ru,03,0048,4
ru,03,0050,4
ru,03,0055,4
ru,03,0057,4
ru,04,0001,4
ru,04,0014,4
ru,06,0018,4
ru,08,0003,4
ru,08,0007,4
ru,08,0008,4
ru,08,0009,4
ru,08,0015,4
ru,08,0021a,4
ru,13,0002,4
sf009,cnv,ctd,4
snc03,strdprctc,skq201711s,4
snc04,strdprctc,skq201711s,4
soil,analysis,treeline,4
soilmoisture,data,2016,4
soilmoisture,data,2017,4
soilmoisture,data,2018,4
soiltemp,data,2018,4
south,esq,a1,4
south,esq,a2,4
species,macroinfaunal,taxa.csv,4
sppdata.csv,arcsees,airportsite,4
station,coordinates,ctd,4
station,table,dbo6,4
strdprctc,skq201711s,bc1,4
strdprctc,skq201711s,bhs,4
strdprctc,skq201711s,dbo4,4
strdprctc,skq201711s,wt2,4
summer,e5,temperature.csv,4
summer,e6,temperature.csv,4
summer,toolik,temperature.csv,4
surface,underway,data,4
table,dbo6,csv,4
tkhydrodatabase,31,dec,4
toolik,misp,spectral.zip,4
tooliklake,data,final,4
total,dissolved,nitrogen,4
tsp,northamerica,continuous,4
txt,ak,brw,4
uas,ms,ortho,4
uas,ndvi,ortho,4
underway,data,v2,4
v1,aon.txt,brwdoas,4
warm,buoy,wb,4
weintraub,soil,analysis,4
winter,e1,temperature.csv,4
winter,e5,temperature.csv,4
winter,e6,temperature.csv,4
winter,n2,dissoxy.csv,4
winter,n2,spconductance.csv,4
winter,n2,temperature.csv,4
winter,toolik,spconductance.csv,4
winter,toolik,temperature.csv,4
wx2,chukchi,cr1000,4
xtf,shakan,18,4
yukon,2018,csv,4
zev,lake,bathy,4
0001,10,csv,3
0002,10,csv,3
0002,13,csv,3
0003,08,nsidc.csv,3
0003,10,csv,3
0003,11,csv,3
0004,09,csv,3
0005,10,csv,3
0005,11,csv,3
0005,12,csv,3
0006,08,nsidc.csv,3
0006,10,csv,3
0006,11,csv,3
0006,12,csv,3
0006,15,csv,3
0007,08,nsidc.csv,3
0007,12,csv,3
0008,08,nsidc.csv,3
0008,12,csv,3
0008,15,csv,3
0009,08,nsidc.csv,3
0009,16,csv,3
001,2016,07,3
001,2016,08,3
001,2018,07,3
0011,08,nsidc.csv,3
0011,10,csv,3
0012,10,csv,3
0012,12,csv,3
0012,16,csv,3
0013,10,csv,3
0013,11,csv,3
0013,16,csv,3
0016,15,csv,3
0017,09,csv,3
0017,10,csv,3
0018,10,csv,3
0018,11,csv,3
0018,12,csv,3
0018,13,csv,3
0019,15,csv,3
0019,16,csv,3
0020,11,csv,3
0020,12,csv,3
0020,13,csv,3
0020,15,csv,3
0021,09,csv,3
0021,10,csv,3
0021,11,csv,3
0021,12,csv,3
0022,16,csv,3
0023,10,csv,3
003,2016,06,3
003,2017,06,3
004,2016,06,3
0042,10,csv,3
0044,10,csv,3
0044,11,csv,3
0045,10,csv,3
0045,11,csv,3
0045,12,csv,3
0046,11,csv,3
0046,12,csv,3
0047,11,csv,3
0049,10,csv,3
0049,11,csv,3
0049,12,csv,3
005,2015,08,3
005,2017,06,3
0051,10,csv,3
0051,11,csv,3
0051,12,csv,3
01,01,p0001,3
01,2019,dat,3
014,2016,06,3
04,2019,dat,3
05,29,daily.csv,3
06,19,csv,3
06,25,csv,3
07,06,csv,3
07,24,2019,3
08,16,csv,3
08,2019,dat,3
08,23,csv,3
08,25,2016,3
09,2019,dat,3
09,21,csv,3
1,17,core11core12traverse,3
1,dat,petermanniceshelf,3
1,nc,cp1,3
1000,nc,enspctl16,3
1000,nc,enspctl5,3
1000,nc,enspctl84,3
1000,nc,enspctl95,3
101,2018,09,3
12,16,13,3
12,17,core8spurw,3
12,csv,waypoints,3
14,17,core15spiral,3
16,13,txt,3
17,17,core16spiral,3
17,17,core9spure,3
19,17,core16summittraverse2,3
2002,2003,nc,3
2003,2004,nc,3
2008,12june,31aug,3
2008,aon,ic,3
2009,nc,aon,3
201,2015,06,3
201,2016,06,3
201,2017,06,3
2010,00,xtf,3
2010,01,xtf,3
2011,aon,ic,3
2012,2017,csv,3
2012,aon,ic,3
2013,winter,n2,3
2014,2016,csv,3
2014,winter,e1,3
2014,winter,e5,3
2014,winter,e6,3
2014,winter,n2,3
2014,winter,toolik,3
2015,08,25,3
2015,summer,toolik,3
2015,winter,e1,3
2015,winter,e6,3
2015,winter,n2,3
2015,winter,toolik,3
2016,csv,atq,3
2016,winter,e1,3
2016,winter,e6,3
2016,winter,n2,3
2016,winter,toolik,3
2017,07,12,3
2017,2018,csv,3
2018,06,20,3
2018,06,25,3
2018,06,26,3
2018,07,02,3
2018,07,06,3
2018,07,10,3
2018,07,17,3
2018,07,23,3
2019,06,19,3
2019,csv,bsp,3
2019,csv,duck,3
2019,txt,sum,3
202,2015,06,3
202,2016,06,3
202,2017,06,3
2020,txt,sum,3
21,2017,05,3
21,2019,dat,3
2100,nc,thetao,3
22,17,core9core10traverse1,3
23,17,core10spiral,3
23,2019,dat,3
25,2016,05,3
26,17,core11spiral,3
26,id,ntrl,3
27,2017,05,3
3,17,core12spure,3
30,2019,dat,3
45,id,ntrl,3
5,12,17,3
5,22,17,3
6,1,17,3
6,14,17,3
6,17,17,3
6,19,17,3
6,3,17,3
63,125,csv,3
85,id,ntrl,3
aon,cmp,bs3,3
aon,deep,mcat,3
aon,lr,adcp,3
app,2009,069,3
app,2009,093,3
app,2009,115,3
app,2010,038,3
app,site,metadata.csv,3
