word1,word2,n
minute,average,149
jan,1,148
activation,switch,147
half,saturation,147
length,change,147
tram,distance,147
downwelling,shortwave,146
speed,net,146
voltage,4,146
mixing,ratio,145
crn4,net,144
radiation,air,144
surface,monthly,143
tower,team,141
count,normalized,140
tmb,series,140
horizontal,wind,139
15,meters,138
component,temperature,138
height,specific,138
ice,snow,138
pack,height,138
snow,pack,138
spikes,recorded,138
upwelling,shortwave,138
co2,flux,137
oxygen,saturation,137
1,meters,136
radiation,albedo,136
10,meter,135
albedo,net,135
body,temperature,135
corrected,tram,135
datalogger,temperature,135
detector,sensor,135
index,standardized,135
infrared,detector,135
mv,output,135
net,longwave,135
net,shortwave,135
net,total,135
radiation,cnr4,135
rotation,count,135
sea,water,135
sensor,body,135
speed,downwelling,135
standardized,normalized,135
target,temperature,135
thermopile,infrared,135
time,plot,135
time,record,135
total,radiation,135
voltage,datalogger,135
wheel,rotation,135
31.40,ghz,134
channel,gpr,134
energy,balance,134
filled,qc,134
index,distance,134
meter,wind,134
multi,channel,134
netr8,receiver,134
oxygen,concentration,134
trimble,netr8,134
150.0,ghz,133
bulb,temperature,133
carbon,dioxide,133
depth,measured,133
gpr,rinex,133
meter,temperature,133
22.24,ghz,132
23.04,ghz,132
23.84,ghz,132
25.44,ghz,132
26.24,ghz,132
27.84,ghz,132
height,depth,132
measurement,air,132
position,measurements,132
transect,corrected,132
water,conductivity,132
00utc,jan,131
grid,10,131
grid,east,131
grid,hours,131
grid,north,131
grid,precipitation,131
grid,surface,131
measurement,surface,131
meter,relative,131
surface,downward,131
hot,blackbody,130
transect,date,130
1,terrain,129
70,centimeters,129
wave,radiation,129
calibrated,primary,128
celsius,calibrated,128
m2,soil,128
moisture,probe,128
organic,carbon,128
ppb,total,128
voltage,1,128
voltage,2,127
auxilliary,channel,126
component,time,126
dates,half,126
image,centroid,126
late,image,126
momentum,component,126
frequency,response,125
negative,values,125
square,meters,125
weight,basis,125
ambient,air,124
bowen,ratio,124
degc,soil,124
hydra,signal,124
micro,bowen,124
mineral,species,124
plate,microhabitat,124
probe,hydra,124
ratio,system,124
system,degc,124
temperature,micro,124
temperature,microhabitat,124
depth,salt,123
time,offset,123
longitude,west,122
meters,squared,122
series,temperature,122
surface,pressure,122
atmospheric,pressure,121
stereo,easting,121
stereo,northing,121
voltage,0,121
wave,upward,121
basis,percentage,120
calculated,based,120
primary,temperature,120
secondary,temperature,120
snow,thickness,120
accurate,depths,119
bin,flag,119
core,sample,119
latitude,decimal,119
latitude,longitude,119
thermistors,calculated,119
biospherical,licor,118
calibrated,secondary,118
digiquartz,temperature,118
longitude,decimal,117
volumetric,soil,117
80,centimeters,116
meter,water,116
roughness,length,116
vegetation,type,116
002.00m,temperature,115
irradiance,biospherical,115
001.00m,temperature,114
base,time,114
90,centimeters,113
100,centimeters,112
365,days,112
al,2001,112
altimeter,reading,112
dates,fall,112
days,occur,112
december,periods,112
kg,oxygen,112
primary,salinity,112
values,occur,112
cover,hits,111
51.26,ghz,110
52.28,ghz,110
53.86,ghz,110
54.94,ghz,110
56.66,ghz,110
57.30,ghz,110
58.00,ghz,110
ambient,blackbody,110
buoy,latitude,110
buoy,longitude,110
total,field,110
110,centimeters,109
120,centimeters,109
water,recorded,109
1,voltage,108
130,centimeters,108
model,layer,108
month,day,107
temperature,conductivity,107
vapor,pressure,107
150,centimeters,106
celsius,water,106
db,temperature,106
sensor,oxygen,106
thaw,depth,106
units,psu,106
000.50m,temperature,105
channel,auxilliary,105
depth,30,105
dissolved,organic,105
dry,soil,105
fluorescence,measured,105
micro,moles,105
mixing,coefficient,105
network,team,105
psu,salinity,105
sea,surface,105
sinking,rate,105
specific,conductance,105
surface,date,105
surface,melt,105
temperature,average,105
thermistor,string,105
140,centimeters,104
160,centimeters,104
cdom,fluorescence,104
component,hourly,104
degrees,buoy,104
depth,10,104
depth,20,104
depth,40,104
depth,50,104
depth,60,104
depth,70,104
depth,80,104
downward,hourly,104
flux,hourly,104
ice,top,104
ice,water,104
melt,measurement,104
negative,top,104
original,ice,104
position,date,104
position,minus,104
pressure,date,104
site,oxygen,104
site,secondary,104
species,percentage,104
170,centimeters,103
180,centimeters,103
190,centimeters,103
200,centimeters,103
210,centimeters,103
depth,100,103
depth,110,103
depth,120,103
depth,130,103
depth,140,103
depth,150,103
depth,160,103
depth,170,103
depth,180,103
depth,190,103
depth,200,103
depth,210,103
depth,90,103
liter,dissolved,103
sensor,voltage,103
sigma,theta,103
220,centimeters,102
230,centimeters,102
attenuation,wet,102
cstar,1,102
cstar,par,102
degrees,pressure,102
density,seapoint,102
depth,220,102
depth,230,102
depth,probe,102
digiquartz,db,102
eco,fluorescence,102
fluorescence,relative,102
fluorescence,sbe43,102
fluorescence,wetlabs,102
fluorometer,fluorescence,102
gordon,micro,102
kg,beam,102
micromoles,kg,102
moles,kg,102
oxygen,sensor,102
pressure,digiquartz,102
psu,sigma,102
raw,oxygen,102
relative,units,102
saturation,calculated,102
sbe43,probe,102
sbe43,raw,102
seapoint,fluorometer,102
secondary,salinity,102
theta,density,102
units,wetlabs,102
voltage,oxygen,102
wetlabs,cdom,102
240,centimeters,101
biospherical,depth,101
depth,240,101
measurement,hour,101
flag,0,100
snow,density,100
250,centimeters,99
balance,model,99
cast,dissolved,99
cast,percent,99
cast,salinity,99
cast,temperature,99
depth,250,99
ghz,instantaneous,99
instantaneous,noise,99
median,noise,99
surface,energy,99
celsius,depth,98
corp,temperature,98
flux,frequency,98
percent,depth,98
2001,doi,97
doi,10.1029,97
ring,width,97
365,occur,96
celsius,conductivity,96
channel,depolarization,96
cumulative,ice,96
december,fall,96
fall,transition,96
flux,scaled,96
melt,rate,96
output,time,96
perpendicular,parallel,96
transition,dates,96
109,probe,95
260,centimeters,95
content,soil,95
depth,260,95
friction,velocity,95
ice,thickness,95
mv,soil,95
sample,depth,95
scientific,109,95
thermister,probe,95
water,pressure,95
mass,balance,94
mole,fraction,94
oxygen,current,94
celsius,measured,93
celsius,temperature,93
frozen,active,93
latitude,north,93
layer,depth,93
measurement,month,93
time,step,93
total,ring,93
albedo,albedo,92
chen,millero,92
conductivity,2,92
flux,latent,92
measurement,error,92
salinity,estimated,92
top,surface,92
001.50m,temperature,91
density,anomaly,91
al,2018,90
average,temperature,90
cm,1,90
modis,albedo,90
width,total,90
10,cm,89
count,flag,89
data,file,89
dry,bulb,89
electricity,conductivity,89
salinity,2,89
temperature,2,89
pressure,strain,88
site,1,88
strain,gauge,88
1,1,87
270,centimeters,87
depth,270,87
measurement,minute,87
time,scale,87
1,standard,86
array,decimal,86
maximum,wind,86
median,elevation,86
utm,zone,86
attenuation,chelsea,85
cstar,beam,85
flag,pressure,85
measured,pressure,85
measurement,depth,85
percentage,chelsea,85
surface,par,85
surface,water,85
transmission,percentage,85
vn,300,85
4,voltage,84
adjustment,applied,84
averaged,phytoplankton,84
background,vertical,84
climatology,processing,84
collection,day,84
coregistration,adjustment,84
cylindrical,submarine,84
data,files,84
dates,average,84
detritus,concentration,84
detritus,remineralization,84
easting,coordinate,84
iceberg,surface,84
image,median,84
inverse,time,84
median,draft,84
momentum,climatology,84
northing,coordinate,84
nudging,relaxation,84
output,change,84
processing,switch,84
relaxation,inverse,84
remineralization,rate,84
scene,mirror,84
sensor,output,84
submarine,shapes,84
surface,elevations,84
time,dissolved,84
unc,refers,84
uncertainy,unc,84
uptake,half,84
vertical,coregistration,84
vertical,mixing,84
volume,change,84
water,measured,84
weight,factor,84
02,pm,83
19th,2015,83
2015_2016_winter_e6_temperature.csv,values,83
256th,day,83
5,02,83
approximately,71,83
file,2015_2016_winter_e6_temperature.csv,83
january,1,83
september,19th,83
observation,date,82
water,vapour,82
280,centimeters,81
air,depth,81
altimeter,depth,81
density,sound,81
depth,280,81
depth,meters,81
depth,scan,81
electricity,salinity,81
icp,ms,80
negative,fluxes,80
resistivity,ohm,80
wet,bulb,80
string,manufactured,79
004.00m,temperature,78
depth,volumetric,78
gauge,temperature,78
humidity,percentage,78
model,surface,78
power,law,78
site,2,78
soil,type,78
surface,elevation,78
surface,mass,78
surface,sediment,78
006.00m,temperature,77
15,minute,77
7,meters,77
bottles,fired,77
degree,day,77
doi,10.1175,77
firn,ice,77
lake,site,77
measured,salinity,77
site,code,77
temperature,surface,77
00,0,76
10.1029,2010jf001934,76
2018,jgr,76
290,centimeters,76
300,centimeters,76
310,centimeters,76
320,centimeters,76
330,centimeters,76
depth,290,76
depth,300,76
depth,310,76
depth,320,76
depth,330,76
organic,matter,76
thickness,meters,76
zenith,angle,76
340,centimeters,75
cheese,lake,75
depth,340,75
solar,zenith,75
swiss,cheese,75
350,centimeters,74
cubic,meters,74
date,rov1,74
degrees,datum,74
depth,350,74
ice,sheet,74
measured,conductivity,74
snow,ice,74
dry,weight,73
gps,station,73
head,site,73
north,head,73
qa,qc,73
respective,depth,73
1,0,72
90,measured,72
amplitude,arbitrary,72
analog,channel,72
arbitrary,scale,72
component,percent,72
cr300,recorded,72
digital,channel,72
field,frequency,72
flux,density,72
horizontal,amplitude,72
humidity,wind,72
individual,position,72
measured,density,72
optical,depth,72
phase,component,72
scale,frequency,72
site_plot_height,depth,72
vegetation,class,72
vlf,vertical,72
water,specific,72
12bit,temp,71
al,2014,71
current,density,71
electric,field,71
electricity,calculated,71
longitude,latitude,71
m002,12bit,71
percentage,surface,71
smart,sensor,71
snow,temperature,71
surface,type,71
top,10cm,71
water,surface,71
10.1038,nature13796,70
2010jf001934,andrews,70
2014,doi,70
cloud,optical,70
depth,cloud,70
depth,site_plot_height,70
doi,10.1038,70
grain,size,70
hourly,averages,70
temperature,difference,70
zone,8,70
zuvlev,boundary,70
0,voltage,69
2,meters,69
2val,water,69
360,centimeters,69
al,2012,69
albedo,cloud,69
albedo,tot,69
albedo,vegetation,69
angle,soil,69
atmlay,plev,69
balance,smb,69
bound,layer,69
class,coverage,69
cloud,dropplets,69
cloud,ice,69
cloud,rain,69
cloud,snow,69
cm,agl,69
concentration,cloud,69
condensed,water,69
convective,precipitation,69
cover,cloud,69
cover,middle,69
coverage,percentage,69
crystals,concent,69
dendri,spheri,69
density,ice,69
deposition,surface,69
depth,360,69
dropplets,concent,69
evaporation,meltwater,69
filled,ground,69
filled,incoming,69
flakes,concent,69
flux,albedo,69
g1,dendri,69
g2,sphericity,69
grazing,rate,69
height,surface,69
height,total,69
humidity,zuvlev,69
ice,crystals,69
identification,g1,69
identification,snow,69
identification,temperature,69
index,ice,69
land,percentage,69
latitude,surface,69
layer,2val,69
max,temp,69
meltwater,production,69
meltwater,refreezing,69
middle,cloud,69
min,temp,69
outlay,boundary,69
outlay,outlay,69
path,condensed,69
path,ice,69
percentage,ini,69
plev,boundary,69
plev,zuvlev,69
postive,degree,69
production,meltwater,69
rain,concentration,69
rain,water,69
refl,tot,69
response,correction,69
sector,atmlay,69
sector,sector,69
slope,cosine,69
smb,sf,69
snow,flakes,69
snowfall,rainfall,69
soil,albedo,69
specific,mass,69
speed,relative,69
speed,spikes,69
spheri,g2,69
sphericity,size,69
statistical,stationarity,69
surface,fraction:sic,69
surface,slope,69
surficial,water,69
team,details,69
temp,max,69
temperature,height,69
temperature,liquid,69
temperature,model,69
thickness,snow,69
tot,refl,69
total,surface,69
turner,cyclops,69
type,index,69
type,soil,69
type,surface,69
vapour,path,69
water,convective,69
water,snowfall,69
wgs,1984,69
ztqlev,atmlay,69
zuvlev,ztqlev,69
1984,utm,68
2012,doi,68
8,north,68
90,conductivity,68
anomaly,potential,68
component,ztqlev,68
content,outlay1_1,68
current,measured,68
decibels,measured,68
degree,celsius,68
descent,rate,68
hh,longitude,68
isotope,ratio,68
julian,days,68
latitiude,north,68
millero,longitude,68
north,descent,68
outlay1_1,boundary,68
rainfall,run,68
rf,ru,68
ru,su,68
sf,rf,68
sound,chen,68
su,sw,68
sw,sublimation,68
temperature,specific,68
universal,time,68
weight,speed,68
west,latitiude,68
ztqlev,boundary,68
0,turner,67
15,minutes,67
2,upoly,67
atmlay3_3,boundary,67
cstar,bottles,67
cyclops,fluoremeter,67
day,surficial,67
days,pressure,67
electricity,voltage,67
fired,practical,67
fluoremeter,beam,67
humidity,horizontal,67
identifier,measurement,67
instrument,measured,67
mass,outlay,67
navigation,data,67
observation,data,67
path,surface,67
percentage,plev,67
precipitation,atmlay,67
pressure,maximum,67
rinex,navigation,67
rinex,observation,67
speed,atmlay3_3,67
temp,surface,67
temperature,postive,67
tower,footprint,67
upoly,0,67
1,water,66
57,60,66
60,individual,66
aggregated,layer,66
aggregation,layer,66
approximate,error,66
atmlay,boundary,66
coordinate,position,66
depth,position,66
details,variables,66
horizontal,plane,66
horizontal,positions,66
identification,min,66
index,indicating,66
layer’s,relative,66
minute,window,66
numerical,index,66
plane,represents,66
position,note,66
positions,collected,66
pressure,deficit,66
prior,quantity,66
qualifier,aggregation,66
reference,frame,66
relative,height,66
spatial,resolution,66
temp,150.0,66
temp,22.24,66
temp,23.04,66
temp,23.84,66
temp,25.44,66
temp,26.24,66
temp,27.84,66
temp,31.40,66
temp,90.0,66
2,water,65
370,centimeters,65
5,voltage,65
depth,370,65
doppler,spectrum,65
flags,0,65
mg,co2,65
pressure,db,65
temperature,oc,65
voltage,5,65
water,depth,65
flag,julian,64
ground,temperature,64
micro,siemens,64
probe,surface,64
recorded,specific,64
sensor,date,64
standard,error,64
surface,roughness,64
2d,momentum,63
3d,momentum,63
5,cm,63
barotropic,filter,63
climatology,nudging,63
correction,factor,63
curve,initial,63
daylight,time,63
dbo,region,63
drag,coefficient,63
filter,parameter,63
flux,wm,63
initial,slope,63
law,shape,63
max,grazing,63
max,uptake,63
meters,cubed,63
nitrate,uptake,63
nudging,activation,63
pi,curve,63
production,coefficient,63
rate,phytoplankton,63
saturation,phytoplankton,63
shape,barotropic,63
sink,activation,63
site,depth,63
slope,phytoplankton,63
switch,tracer,63
temp,smart,63
tmb,m002,63
uptake,rate,63
water,volume,63
0,100,62
2,soil,62
beaded,stream,62
degc,lower,62
degc,upper,62
degrees,entry,62
density,measured,62
ice,interface,62
meters,measurement,62
microhabitat,1,62
microhabitat,2,62
microhabitat,3,62
microhabitat,4,62
outlay,date,62
salinity,oxygen,62
stream,thyristor,62
temperature,observations,62
thyristor,sensor,62
entry,identifier,61
flux,filtered,61
hobo,thb,61
identifier,contour,61
interval,starts,61
measurement,identifier,61
measurment,id,61
meters,latitude,61
meters,location,61
organic,nitrogen,61
snow,water,61
1,meter,60
85,cm,60
averages,soil,60
binned,pressure,60
bottom,finding,60
circulation,experiment,60
cloud,averaged,60
coordinate,measurement,60
coordinate,northing,60
date,base,60
experiment,quality,60
finding,altimeter,60
instrument,voltage,60
kg,moist,60
m2,correction,60
meters,easting,60
microphysical,properties,60
moist,air,60
moisture,flux,60
monin,obukhov,60
ocean,circulation,60
photon,flux,60
pressure,calibrated,60
quality,word,60
size,time,60
soils,na,60
subsurface,reflection,60
tilt,sensor,60
time,elapsed,60
transmission,percent,60
world,ocean,60
1970,1,59
alaska,daylight,59
averaging,period,59
dd,yy,59
depolarization,ratio,59
organic,soil,59
partitioned,gpp,59
photosynthetic,photon,59
0.5,meters,58
2,voltage,58
buoy,array,58
depth,decimal,58
fw,fluxes,58
heat,roughness,58
height,30,58
moisture,content,58
recorded,dissolved,58
temperature,degrees,58
2,standard,57
al,2016,57
moorings,day,57
aeri,sky,56
depth,20.0,56
flag,code,56
moment,height,56
power,supply,56
sediment,grain,56
380,centimeters,55
depth,380,55
filtered,ground,55
sample,collected,55
size,fraction,55
soil,depth,55
volume,ppbv,55
yy,temperature,55
0,1,54
1900,01,54
al,2003,54
day,time,54
momentum,flux,54
oxygen,raw,54
particulate,organic,54
square,meter,54
strain,rate,54
temperature,temperature,54
1,2,53
burba,correction,53
cdom,sensor,53
core,program,53
green,length,53
grid,cell,53
reference,system,53
sbe43,sensor,53
snow,accumulation,53
soil,5,53
standing,dead,53
thb,series,53
total,lengh,53
variable,binned,53
voltage,6,53
volume,mixing,53
0,2,52
0,measured,52
1489,primary,52
1e,7,52
4,measured,52
air,multiplied,52
albedo,hourly,52
average,soil,52
biospherical,qsr2200,52
calibrated,altimeter,52
casts,biospherical,52
cdom,wetlabs,52
celsius,density,52
channel,upoly0,52
cm,soil,52
code,date,52
code,na,52
cosine,log,52
dbo,identification,52
eco,cdom,52
fluorometer,seapoint,52
hourly,albedo,52
hourly,cloud,52
hourly,latent,52
hourly,short,52
hourly,specific,52
hourly,surface,52
hourly,temperature,52
humidity,hourly,52
identification,specific,52
licor,surface,52
log,par,52
longitude,altitude,52
meters,primary,52
meters,sound,52
oxygen,seabird,52
par,biospherical,52
par,satlantic,52
par,sn,52
pressure,hourly,52
qsr2200,sn20498,52
ratio,measurement,52
raw,measured,52
region,latitude,52
sample,collection,52
satlantic,cosine,52
scf,sensor,52
seabird,sbe43,52
seapoint,scf,52
secondary,conductivity,52
sensor,par,52
sensor,sn,52
site,beam,52
site,chlorophyll,52
site,conductivity,52
site,fluorescence,52
sn,1489,52
sn,517,52
specific,station,52
star,oxygen,52
temperature,hourly,52
unique,identifier,52
units,potential,52
units,secondary,52
upward,hourly,52
velocity,measured,52
voltage,measured,52
0,255,51
000.25m,temperature,51
1.5,meters,51
arctic,coastal,51
coastal,plain,51
decibar,water,51
lake,129,51
oxygen,isotope,51
site,scan,51
western,arctic,51
000.15m,temperature,50
2,defined,50
2,worse,50
2006,flag,50
6,cm,50
averaging,world,50
bgl,soil,50
bin,averaging,50
cambel,scientific,50
cm,bgl,50
concentration,dissolved,50
coordinate,surface,50
ctd,scans,50
current,estimate,50
depth,soil,50
flag,2,50
foken,2006,50
ground,level,50
m.s,1,50
moorings,conductivity,50
moorings,pressure,50
moorings,salinity,50
nm,reflectance,50
pressure,bin,50
radiation,wm,50
salinity,calibrated,50
standard,flags,50
worse,quality,50
000.10m,temperature,49
30,min,49
base,height,48
bottom,depth,48
channel,diattenuation,48
cloud,base,48
coordinate,utm,48
depolarization,measurement,48
diattenuation,measurement,48
diffuse,attenuation,48
error,perpendicular,48
height,measurement,48
humidity,measured,48
measurement,perpendicular,48
meters,datum,48
parallel,corrected,48
radiation,par,48
sensor,1,48
shortwave,flux,48
temperature,differentials,48
temperature,top,48
view,averaged,48
west,latitude,48
038,0777,47
0450,1999,47
0777,cdftsp,47
1,soil,47
10.1109,tgrs,47
10.1175,1520,47
10.1175,jamc,47
11,0203.1,47
1520,0450,47
1999,038,47
2003,doi,47
atmlay,atmxh,47
atmxh,outlay,47
cdftsp,2.0,47
collection,6,47
collection,site,47
cover,short,47
detection,limit,47
doi,10.1109,47
ice,volume,47
liter,water,47
m3,m3,47
methods,melt,47
modis,collection,47
polder,modis,47
sediment,core,47
shrub,cover,47
speed,hourly,47
speed,wind,47
temperature,wind,47
tgrs,2002.808301,47
129,water,46
bad,flags,46
bromine,monoxide,46
channel,statistical,46
dry,sediment,46
fc,corrected,46
filled,co2,46
filled,cumulative,46
filled,outgoing,46
filled,soil,46
filled,vapor,46
filled,volumetric,46
filled,wind,46
filtered,co2,46
filtered,rg,46
filtered,wind,46
flag,amplitude,46
flags,recorded,46
lateral,wind,46
le,corrected,46
length,scale,46
min,interval,46
north,date,46
percentage,bad,46
pressure,tendency,46
profile,cast,46
psu,longitude,46
psu,water,46
range,0,46
rg,gap,46
sample,site,46
stem,height,46
time,stamp,46
vertical,profile,46
warning,flags,46
water,oxygen,46
wpl,correction,46
0,main,45
00,depth,45
01,12,45
100,adjusted,45
101,adjusted,45
102,calculated,45
5m,temperature,45
accumulation,rates,45
albedo,climatology,45
aws,located,45
block,1,45
cm,depth,45
co2,concentration,45
daily,modis,45
data,0,45
date,measured,45
effective,radius,45
experiment,water,45
main,station,45
nearest,daily,45
numeric,code,45
program,station,45
racmo2.3p2,102,45
station,0,45
unc,measurement,45
wavelengths,collected,45
0.03m,measured,44
4,meters,44
depth,25.0,44
depth,standard,44
ecosystem,respiration,44
internal,feature,44
kinetic,energy,44
measured,measured,44
na,means,44
na,missing,44
profile,2,44
site,longitude,44
stat,retrieval,44
surface,adjusted,44
temp,51.26,44
temp,52.28,44
temp,53.86,44
temp,54.94,44
temp,56.66,44
temp,57.30,44
