word1,word2,n,unique_ids,unique_authors
letter,representing,305,305,1
photograph,bw,305,305,1
photographic,frame,305,305,1
photographic,set,305,305,1
relevant,information,305,305,1
roll,latitude,305,305,1
calculated,salinity,304,1,1
depth,cm,302,10,9
radiation,downwelling,302,25,5
winter,snow,301,3,2
random,sample,297,2,1
quality,flag,295,7,6
sample,measured,292,16,9
specific,humidity,292,4,4
normalized,difference,288,15,6
difference,vegetation,287,15,6
vegetation,index,287,15,6
water,concentration,283,27,5
cm,random,282,2,1
downwelling,longwave,281,18,4
upwelling,longwave,281,18,4
pressure,measured,278,13,9
ghz,median,275,10,1
east,longitude,274,104,8
soil,heat,273,24,12
decimal,day,271,42,4
cnr4,temperature,270,7,1
radiation,corrected,270,7,1
sampling,transect,269,7,1
salinity,measured,268,10,6
temperature,measurements,267,4,4
sensor,temperature,265,5,4
2,meter,264,3,3
grid,2,262,1,1
water,calculated,262,2,2
signal,intensity,261,2,2
sample,date,259,17,12
oxygen,measured,256,3,3
soil,surface,256,15,13
sampling,temperature,255,2,2
conductivity,pressure,253,1,1
converted,temperature,253,1,1
measurements,pressure,252,1,1
water,temperature,251,52,30
absorbing,protons,249,1,1
chemical,shift,249,1,1
relative,signal,249,1,1
vertical,displacement,249,1,1
active,radiation,248,66,27
nucleus,relative,248,1,1
greenland,polar,242,2,1
polar,stereo,242,2,1
wave,downward,242,1,1
10,centimeters,238,111,7
tmc,temp,238,1,1
sound,velocity,236,19,9
wm,2,233,5,1
battery,voltage,231,38,10
concentration,time,231,1,1
beam,attenuation,229,12,6
temp,sensor,229,1,1
wind,direction,224,85,32
individuals,observed,223,2,2
species,listed,222,2,2
20,centimeters,221,108,4
column,heading,221,1,1
field,activities,221,1,1
blackbody,temperature,220,22,2
conductivity,measured,219,7,5
grid,cells,218,2,2
1,january,213,3,3
sea,floor,213,2,2
photosynthetically,active,212,63,25
salinity,units,212,6,4
40,centimeters,211,108,4
90,deg,211,5,2
floor,image,211,1,1
salinity,practical,211,5,2
scan,sonar,211,1,1
net,radiation,210,65,18
30,centimeters,209,106,2
sonar,sea,209,1,1
1979,2013,208,1,1
2014,zeros,208,1,1
31,december,208,1,1
data,extend,208,1,1
ice,transition,208,1,1
meet,sea,208,1,1
ocean,grid,208,1,1
practical,psu,208,5,2
snow,surface,208,9,8
transition,criteria,208,1,1
37,instrument,207,1,1
concent,cloud,207,1,1
sbe,37,207,1,1
time,sample,206,4,3
sample,interval,204,2,2
hobo,tmb,203,3,1
water,salinity,202,17,10
10,21,201,1,1
10,9s,201,1,1
1000,1250,201,1,1
1000,row3,201,1,1
1250,rows,201,1,1
24,irrelavant,201,1,1
25,rows,201,1,1
4,empty,201,1,1
5,empty,201,1,1
6,irrelevant,201,1,1
antenna,separation,201,1,1
antennas,mhz,201,1,1
appended,beneath,201,1,1
axis,4,201,1,1
axis,8,201,1,1
axis,e.g,201,1,1
beneath,row,201,1,1
data,matrix,201,1,1
e.g,1000,201,1,1
empty,22,201,1,1
empty,5,201,1,1
empty,6,201,1,1
gpr,antennas,201,1,1
gpr,traces,201,1,1
horizontal,antenna,201,1,1
initial,25,201,1,1
irrelavant,25,201,1,1
irrelevant,7,201,1,1
mhz,10,201,1,1
multiplexed,gpr,201,1,1
nominal,frequency,201,1,1
pair,23,201,1,1
pair,24,201,1,1
picoseconds,10,201,1,1
position,dx,201,1,1
row,25,201,1,1
row,3,201,1,1
row3,row7,201,1,1
row7,twt,201,1,1
skipped,trace,201,1,1
skipped,traces,201,1,1
species,counted,201,4,3
stacks,recorded,201,1,1
trace,9,201,1,1
traces,1,201,1,1
traces,2,201,1,1
twt,axis,201,1,1
typically,1000,201,1,1
unprocessed,multiplexed,201,1,1
vector,3,201,1,1
depth,measurement,200,115,12
ground,heat,199,46,6
short,wave,199,40,5
julian,day,196,51,18
50,centimeters,195,107,3
30,minute,194,5,4
diatom,species,192,1,1
ice,melt,192,1,1
relative,percentage,192,1,1
counted,relative,191,1,1
flux,plate,190,4,3
surface,height,190,7,5
phytoplankton,1,189,1,1
time,steps,189,1,1
ice,regime,188,2,2
60,centimeters,186,106,2
salt,water,186,11,9
ice,core,181,20,14
sky,brightness,181,11,2
bedfast,ice,180,1,1
potential,temperature,179,12,11
volumetric,water,178,12,12
derived,noise,176,10,1
derived,system,176,10,1
ghz,gain,176,10,1
ghz,voltage,176,10,1
linearity,parameter,176,10,1
median,system,176,10,1
sbe,43,176,14,6
smoothed,brightness,176,10,1
smoothed,gain,176,10,1
smoothed,system,176,10,1
percent,cover,171,11,11
chelsea,seatech,170,5,2
seatech,wet,170,5,2
sensor,depth,170,3,3
corp,measurement,169,1,1
centroid,greenland,168,1,1
phytoplankton,2,168,1,1
phytoplankton,3,168,1,1
radiometer,recorded,168,12,1
lake,ice,166,4,3
ghz,sky,165,10,1
ice,temperature,165,3,3
0,00,164,54,4
water,equivalent,163,21,16
radiation,upwelling,162,23,3
scan,count,162,14,6
par,irradiance,161,11,6
surface,negative,161,2,2
total,amount,161,2,2
warning,flag,161,23,2
depth,reached,160,1,1
ice,pixels,160,1,1
lake,pixels,160,1,1
meaning,temperature,160,1,1
temperature,node,160,1,1
threshold,established,160,1,1
water,path,160,11,2
0,bedfast,159,1,1
1,floating,159,1,1
format,regyymmmdd,159,1,1
precipitation,rate,159,2,2
sar,scene,159,1,1
scene,acquisition,159,1,1
surface,depth,158,5,4
borehole,depths,157,1,1
cubic,meter,157,7,7
meters,ice,156,1,1
monthly,data,156,1,1
net,radiometer,156,13,2
ocean,surface,156,1,1
oxygen,voltage,156,1,1
transmission,wet,156,4,3
90.0,ghz,154,10,1
active,layer,154,20,10
air,pressure,154,111,8
downcast,measured,154,2,1
wetlabs,eco,154,2,2
radiation,net,153,24,5
43,instrument,152,11,5
downcast,calculated,152,1,1
sampling,measured,152,1,1
soil,water,152,54,13
upcast,calculated,152,1,1
cast,pressure,151,2,2
downward,shortwave,151,4,4
recorded,oxygen,151,10,4
upcast,pressure,151,1,1
minute,average,149,2,2
jan,1,148,14,4
activation,switch,147,1,1
half,saturation,147,1,1
length,change,147,2,2
tram,distance,147,19,1
downwelling,shortwave,146,12,5
voltage,4,146,11,5
speed,net,145,17,7
crn4,net,144,12,1
radiation,air,144,9,3
surface,monthly,143,1,1
mixing,ratio,142,9,8
count,normalized,140,8,2
tmb,series,140,2,1
horizontal,wind,139,29,8
15,meters,138,4,3
component,temperature,138,1,1
height,specific,138,1,1
ice,snow,138,1,1
layer,index,138,11,7
pack,height,138,1,1
snow,pack,138,1,1
spikes,recorded,138,23,2
upwelling,shortwave,138,9,3
co2,flux,137,30,12
oxygen,saturation,137,8,8
1,meters,136,4,2
radiation,albedo,136,8,2
10,meter,135,3,3
albedo,net,135,7,1
body,temperature,135,7,1
corrected,tram,135,7,1
datalogger,temperature,135,7,1
detector,sensor,135,7,1
index,standardized,135,7,1
infrared,detector,135,7,1
mv,output,135,7,1
net,longwave,135,7,1
net,shortwave,135,7,1
net,total,135,7,1
radiation,cnr4,135,7,1
rotation,count,135,7,1
sea,water,135,16,7
sensor,body,135,7,1
speed,downwelling,135,7,1
standardized,normalized,135,7,1
target,temperature,135,7,1
thermopile,infrared,135,7,1
time,plot,135,7,1
time,record,135,7,1
total,radiation,135,7,1
voltage,datalogger,135,7,1
wheel,rotation,135,7,1
31.40,ghz,134,11,2
channel,gpr,134,1,1
energy,balance,134,34,4
filled,qc,134,14,1
index,distance,134,6,1
meter,wind,134,2,2
multi,channel,134,1,1
netr8,receiver,134,1,1
oxygen,concentration,134,14,12
trimble,netr8,134,1,1
150.0,ghz,133,11,2
bulb,temperature,133,9,3
gpr,rinex,133,1,1
meter,temperature,133,2,2
22.24,ghz,132,10,1
23.04,ghz,132,10,1
23.84,ghz,132,10,1
25.44,ghz,132,10,1
26.24,ghz,132,10,1
27.84,ghz,132,10,1
measurement,air,132,6,3
position,measurements,132,1,1
transect,corrected,132,5,1
water,conductivity,132,12,6
00utc,jan,131,1,1
grid,10,131,1,1
grid,east,131,1,1
grid,hours,131,1,1
grid,north,131,1,1
grid,precipitation,131,1,1
grid,surface,131,1,1
measurement,surface,131,5,2
meter,relative,131,1,1
surface,downward,131,1,1
hot,blackbody,130,12,1
transect,date,130,6,2
1,terrain,129,1,1
70,centimeters,129,106,2
carbon,dioxide,129,63,28
tower,team,129,11,7
wave,radiation,129,39,4
calibrated,primary,128,8,3
celsius,calibrated,128,8,3
m2,soil,128,2,2
moisture,probe,128,2,2
ppb,total,128,1,1
voltage,1,128,11,5
organic,carbon,127,53,32
voltage,2,127,8,5
auxilliary,channel,126,21,2
component,time,126,1,1
dates,half,126,1,1
image,centroid,126,1,1
late,image,126,1,1
momentum,component,126,1,1
frequency,response,125,37,2
negative,values,125,12,10
square,meters,125,63,3
weight,basis,125,2,2
ambient,air,124,61,6
bowen,ratio,124,1,1
degc,soil,124,1,1
hydra,signal,124,1,1
micro,bowen,124,1,1
mineral,species,124,1,1
plate,microhabitat,124,1,1
probe,hydra,124,1,1
ratio,system,124,1,1
system,degc,124,1,1
temperature,micro,124,1,1
temperature,microhabitat,124,1,1
depth,salt,123,6,4
time,offset,123,98,3
longitude,west,122,7,5
meters,squared,122,61,1
series,temperature,122,3,1
surface,pressure,122,2,2
depth,measured,121,15,14
stereo,easting,121,2,1
stereo,northing,121,2,1
voltage,0,121,6,3
wave,upward,121,1,1
atmospheric,pressure,120,72,21
basis,percentage,120,1,1
height,depth,120,10,6
primary,temperature,120,9,4
secondary,temperature,120,9,4
snow,thickness,120,105,2
bin,flag,119,4,2
core,sample,119,15,10
latitude,decimal,119,14,5
latitude,longitude,119,57,27
biospherical,licor,118,10,4
calibrated,secondary,118,8,3
digiquartz,temperature,118,10,5
longitude,decimal,117,14,5
volumetric,soil,117,48,11
80,centimeters,116,106,2
meter,water,116,5,3
roughness,length,116,1,1
002.00m,temperature,115,3,1
irradiance,biospherical,115,4,3
001.00m,temperature,114,3,1
base,time,114,87,3
vegetation,type,114,19,10
90,centimeters,113,106,3
100,centimeters,112,106,3
365,days,112,1,1
al,2001,112,17,3
altimeter,reading,112,8,3
dates,fall,112,1,1
days,occur,112,1,1
december,periods,112,1,1
kg,oxygen,112,2,2
primary,salinity,112,8,3
values,occur,112,1,1
cover,hits,111,1,1
51.26,ghz,110,10,1
52.28,ghz,110,10,1
53.86,ghz,110,10,1
54.94,ghz,110,10,1
56.66,ghz,110,10,1
57.30,ghz,110,10,1
58.00,ghz,110,10,1
ambient,blackbody,110,12,1
buoy,latitude,110,106,2
buoy,longitude,110,106,2
total,field,110,3,3
110,centimeters,109,105,2
120,centimeters,109,105,2
water,recorded,109,9,4
1,voltage,108,8,2
130,centimeters,108,105,2
model,layer,108,2,1
month,day,107,40,14
temperature,conductivity,107,4,2
150,centimeters,106,104,2
celsius,water,106,3,1
db,temperature,106,5,2
sensor,oxygen,106,2,2
units,psu,106,3,1
vapor,pressure,106,49,10
000.50m,temperature,105,3,1
channel,auxilliary,105,21,2
depth,30,105,105,2
dry,soil,105,18,10
fluorescence,measured,105,2,2
micro,moles,105,4,3
mixing,coefficient,105,1,1
psu,salinity,105,4,2
sea,surface,105,15,10
sinking,rate,105,1,1
specific,conductance,105,21,4
surface,date,105,105,3
surface,melt,105,105,2
temperature,average,105,17,6
thermistor,string,105,7,2
140,centimeters,104,103,1
160,centimeters,104,103,1
cdom,fluorescence,104,2,2
component,hourly,104,1,1
degrees,buoy,104,104,1
depth,10,104,104,1
depth,20,104,104,1
depth,40,104,104,1
depth,50,104,104,1
depth,60,104,104,1
depth,70,104,104,1
depth,80,104,104,1
dissolved,organic,104,34,22
downward,hourly,104,1,1
flux,hourly,104,1,1
ice,top,104,104,1
ice,water,104,33,5
melt,measurement,104,104,1
negative,top,104,104,1
original,ice,104,104,1
position,date,104,104,1
position,minus,104,104,1
pressure,date,104,104,1
site,oxygen,104,1,1
site,secondary,104,1,1
species,percentage,104,1,1
170,centimeters,103,103,1
180,centimeters,103,103,1
190,centimeters,103,103,1
200,centimeters,103,103,1
210,centimeters,103,103,1
depth,100,103,103,1
depth,110,103,103,1
depth,120,103,103,1
depth,130,103,103,1
depth,140,103,103,1
depth,150,103,103,1
depth,160,103,103,1
depth,170,103,103,1
depth,180,103,103,1
depth,190,103,103,1
depth,200,103,103,1
depth,210,103,103,1
depth,90,103,103,1
sensor,voltage,103,2,2
sigma,theta,103,2,2
220,centimeters,102,102,1
230,centimeters,102,102,1
attenuation,wet,102,1,1
cstar,1,102,1,1
cstar,par,102,1,1
degrees,pressure,102,1,1
density,seapoint,102,1,1
depth,220,102,102,1
depth,230,102,102,1
depth,probe,102,10,5
digiquartz,db,102,1,1
eco,fluorescence,102,1,1
fluorescence,relative,102,1,1
fluorescence,sbe43,102,1,1
fluorescence,wetlabs,102,1,1
fluorometer,fluorescence,102,1,1
gordon,micro,102,1,1
kg,beam,102,1,1
liter,dissolved,102,3,3
micromoles,kg,102,1,1
moles,kg,102,1,1
oxygen,sensor,102,1,1
pressure,digiquartz,102,1,1
psu,sigma,102,1,1
raw,oxygen,102,1,1
relative,units,102,1,1
saturation,calculated,102,1,1
sbe43,probe,102,1,1
sbe43,raw,102,1,1
seapoint,fluorometer,102,1,1
secondary,salinity,102,7,2
theta,density,102,1,1
units,wetlabs,102,1,1
voltage,oxygen,102,1,1
wetlabs,cdom,102,1,1
240,centimeters,101,101,1
biospherical,depth,101,1,1
depth,240,101,101,1
measurement,hour,101,10,8
flag,0,100,1,1
250,centimeters,99,99,1
balance,model,99,1,1
cast,dissolved,99,1,1
cast,percent,99,1,1
cast,salinity,99,1,1
cast,temperature,99,1,1
depth,250,99,99,1
ghz,instantaneous,99,10,1
instantaneous,noise,99,10,1
median,noise,99,10,1
surface,energy,99,1,1
celsius,depth,98,2,2
corp,temperature,98,1,1
flux,frequency,98,14,1
percent,depth,98,1,1
snow,density,98,10,8
2001,doi,97,2,2
doi,10.1029,97,2,2
ring,width,97,7,2
365,occur,96,1,1
celsius,conductivity,96,9,5
channel,depolarization,96,11,1
cumulative,ice,96,1,1
december,fall,96,1,1
fall,transition,96,1,1
flux,scaled,96,1,1
melt,rate,96,1,1
network,team,96,11,7
output,time,96,1,1
perpendicular,parallel,96,11,1
transition,dates,96,1,1
109,probe,95,4,1
260,centimeters,95,95,1
content,soil,95,2,2
depth,260,95,95,1
mv,soil,95,2,2
sample,depth,95,23,20
scientific,109,95,4,1
thermister,probe,95,1,1
water,pressure,95,23,7
friction,velocity,94,43,13
mass,balance,94,8,6
nominal,depth,94,2,2
oxygen,current,94,7,2
celsius,measured,93,6,4
celsius,temperature,93,8,4
frozen,active,93,9,3
ice,thickness,93,13,11
measurement,month,93,12,8
time,step,93,4,2
total,ring,93,3,1
albedo,albedo,92,24,3
chen,millero,92,11,5
conductivity,2,92,11,5
flux,latent,92,24,3
measurement,error,92,13,3
salinity,estimated,92,1,1
top,surface,92,8,2
001.50m,temperature,91,3,1
density,anomaly,91,3,3
mole,fraction,91,19,12
al,2018,90,6,6
average,temperature,90,15,4
cm,1,90,4,2
modis,albedo,90,1,1
thaw,depth,90,26,18
width,total,90,3,1
10,cm,89,24,18
count,flag,89,9,4
data,file,89,27,7
dry,bulb,89,11,4
electricity,conductivity,89,8,4
salinity,2,89,8,4
temperature,2,89,13,7
pressure,strain,88,9,4
strain,gauge,88,9,4
1,1,87,59,8
270,centimeters,87,87,1
depth,270,87,87,1
layer,depth,87,20,16
measurement,minute,87,6,6
site,1,87,6,5
time,scale,87,2,2
1,standard,86,25,11
array,decimal,86,1,1
maximum,wind,86,5,5
median,elevation,86,2,2
utm,zone,86,10,10
attenuation,chelsea,85,5,2
cstar,beam,85,5,2
flag,pressure,85,10,5
measured,pressure,85,4,4
measurement,depth,85,76,10
percentage,chelsea,85,5,2
surface,par,85,5,2
transmission,percentage,85,5,2
vn,300,85,1,1
4,voltage,84,9,3
adjustment,applied,84,1,1
averaged,phytoplankton,84,1,1
background,vertical,84,1,1
climatology,processing,84,1,1
collection,day,84,2,2
coregistration,adjustment,84,1,1
cylindrical,submarine,84,1,1
data,files,84,22,2
dates,average,84,1,1
detritus,concentration,84,1,1
detritus,remineralization,84,1,1
easting,coordinate,84,61,1
iceberg,surface,84,1,1
image,median,84,1,1
inverse,time,84,1,1
median,draft,84,1,1
momentum,climatology,84,1,1
northing,coordinate,84,61,1
nudging,relaxation,84,1,1
output,change,84,6,1
processing,switch,84,1,1
relaxation,inverse,84,1,1
remineralization,rate,84,1,1
scene,mirror,84,12,1
sensor,output,84,6,1
submarine,shapes,84,1,1
surface,elevations,84,1,1
surface,water,84,5,5
time,dissolved,84,6,1
unc,refers,84,3,1
uncertainy,unc,84,3,1
uptake,half,84,1,1
vertical,coregistration,84,1,1
vertical,mixing,84,1,1
volume,change,84,1,1
water,measured,84,15,5
weight,factor,84,12,1
02,pm,83,21,1
19th,2015,83,21,1
2015_2016_winter_e6_temperature.csv,values,83,21,1
256th,day,83,21,1
5,02,83,21,1
approximately,71,83,21,1
file,2015_2016_winter_e6_temperature.csv,83,21,1
january,1,83,35,9
september,19th,83,21,1
observation,date,82,19,8
water,vapour,82,2,2
280,centimeters,81,81,1
air,depth,81,3,2
altimeter,depth,81,7,3
density,sound,81,5,3
depth,280,81,81,1
depth,meters,81,4,4
depth,scan,81,7,3
electricity,salinity,81,7,3
icp,ms,80,5,5
negative,fluxes,80,1,1
resistivity,ohm,80,2,2
wet,bulb,80,3,2
string,manufactured,79,4,1
004.00m,temperature,78,3,1
depth,volumetric,78,1,1
gauge,temperature,78,4,2
humidity,percentage,78,2,2
model,surface,78,2,2
power,law,78,16,2
site,2,78,3,2
soil,type,78,5,5
surface,elevation,78,10,7
surface,mass,78,2,2
surface,sediment,78,8,2
006.00m,temperature,77,3,1
15,minute,77,1,1
7,meters,77,2,1
bottles,fired,77,4,2
degree,day,77,2,2
doi,10.1175,77,2,1
firn,ice,77,2,2
lake,site,77,3,2
measured,salinity,77,4,4
site,code,77,17,5
temperature,surface,77,3,3
00,0,76,53,3
10.1029,2010jf001934,76,1,1
2018,jgr,76,1,1
290,centimeters,76,76,1
300,centimeters,76,76,1
310,centimeters,76,76,1
320,centimeters,76,76,1
330,centimeters,76,76,1
depth,290,76,76,1
depth,300,76,76,1
depth,310,76,76,1
depth,320,76,76,1
depth,330,76,76,1
organic,matter,76,27,15
thickness,meters,76,2,2
zenith,angle,76,5,4
340,centimeters,75,75,1
cheese,lake,75,2,1
depth,340,75,75,1
solar,zenith,75,5,4
swiss,cheese,75,2,1
350,centimeters,74,74,1
cubic,meters,74,8,5
date,rov1,74,1,1
degrees,datum,74,37,1
depth,350,74,74,1
ice,sheet,74,5,4
measured,conductivity,74,2,2
snow,ice,74,5,4
dry,weight,73,22,11
gps,station,73,3,3
head,site,73,2,1
north,head,73,2,1
respective,depth,73,3,1
1,0,72,56,6
90,measured,72,3,2
amplitude,arbitrary,72,1,1
analog,channel,72,11,1
arbitrary,scale,72,1,1
component,percent,72,1,1
cr300,recorded,72,12,1
digital,channel,72,11,1
field,frequency,72,1,1
horizontal,amplitude,72,1,1
humidity,wind,72,3,3
individual,position,72,4,2
optical,depth,72,3,3
phase,component,72,1,1
scale,frequency,72,1,1
site_plot_height,depth,72,1,1
vegetation,class,72,4,3
vlf,vertical,72,1,1
water,specific,72,4,4
12bit,temp,71,1,1
al,2014,71,2,2
current,density,71,4,2
electric,field,71,4,2
electricity,calculated,71,4,2
longitude,latitude,71,3,3
m002,12bit,71,1,1
percentage,surface,71,1,1
smart,sensor,71,1,1
snow,temperature,71,3,3
surface,type,71,3,3
top,10cm,71,1,1
water,surface,71,65,5
10.1038,nature13796,70,1,1
2010jf001934,andrews,70,1,1
2014,doi,70,1,1
cloud,optical,70,2,2
depth,cloud,70,2,2
depth,site_plot_height,70,1,1
doi,10.1038,70,1,1
grain,size,70,11,5
hourly,averages,70,1,1
temperature,difference,70,15,2
zone,8,70,2,2
zuvlev,boundary,70,1,1
0,voltage,69,5,2
2,meters,69,10,8
2val,water,69,1,1
360,centimeters,69,69,1
al,2012,69,3,2
albedo,cloud,69,1,1
albedo,tot,69,1,1
albedo,vegetation,69,1,1
angle,soil,69,1,1
atmlay,plev,69,1,1
balance,smb,69,1,1
bound,layer,69,1,1
class,coverage,69,1,1
cloud,dropplets,69,1,1
cloud,ice,69,1,1
cloud,rain,69,1,1
cloud,snow,69,1,1
cm,agl,69,2,1
concentration,cloud,69,1,1
condensed,water,69,1,1
convective,precipitation,69,1,1
cover,cloud,69,1,1
cover,middle,69,1,1
coverage,percentage,69,1,1
crystals,concent,69,1,1
dendri,spheri,69,1,1
density,ice,69,1,1
deposition,surface,69,1,1
depth,360,69,69,1
dropplets,concent,69,1,1
evaporation,meltwater,69,1,1
filled,ground,69,23,2
filled,incoming,69,23,2
flakes,concent,69,1,1
flux,albedo,69,1,1
flux,density,69,23,14
g1,dendri,69,1,1
g2,sphericity,69,1,1
grazing,rate,69,2,2
height,surface,69,1,1
height,total,69,1,1
humidity,zuvlev,69,1,1
ice,crystals,69,1,1
identification,g1,69,1,1
identification,snow,69,1,1
identification,temperature,69,1,1
index,ice,69,1,1
land,percentage,69,1,1
latitude,surface,69,1,1
layer,2val,69,1,1
max,temp,69,1,1
meltwater,production,69,1,1
meltwater,refreezing,69,1,1
middle,cloud,69,1,1
min,temp,69,1,1
outlay,boundary,69,1,1
outlay,outlay,69,1,1
path,condensed,69,1,1
path,ice,69,1,1
percentage,ini,69,1,1
plev,boundary,69,1,1
plev,zuvlev,69,1,1
postive,degree,69,1,1
production,meltwater,69,1,1
rain,concentration,69,1,1
rain,water,69,1,1
refl,tot,69,1,1
response,correction,69,23,2
sector,atmlay,69,1,1
sector,sector,69,1,1
slope,cosine,69,1,1
smb,sf,69,1,1
snow,flakes,69,1,1
snowfall,rainfall,69,1,1
soil,albedo,69,1,1
specific,mass,69,1,1
speed,relative,69,1,1
speed,spikes,69,23,2
spheri,g2,69,1,1
sphericity,size,69,1,1
statistical,stationarity,69,23,2
surface,fraction:sic,69,1,1
surface,slope,69,1,1
surficial,water,69,1,1
temp,max,69,1,1
temperature,height,69,1,1
temperature,liquid,69,1,1
temperature,model,69,1,1
thickness,snow,69,1,1
tot,refl,69,1,1
total,surface,69,1,1
turner,cyclops,69,4,2
type,index,69,1,1
type,soil,69,1,1
type,surface,69,1,1
vapour,path,69,1,1
water,convective,69,1,1
water,snowfall,69,1,1
wgs,1984,69,2,2
ztqlev,atmlay,69,1,1
zuvlev,ztqlev,69,1,1
1984,utm,68,1,1
2012,doi,68,2,1
8,north,68,1,1
90,conductivity,68,4,2
anomaly,potential,68,1,1
component,ztqlev,68,1,1
content,outlay1_1,68,1,1
current,measured,68,1,1
