token,n,unique_ids,unique_authors
surface_accumulation_rate,53,4,1
surface_melt_rate,53,4,1
surface_runoff_rate,53,4,1
SWDH,53,2,2
tendency_of_ice_mass,53,4,1
tendency_of_ice_mass_due_to_conservation_error,53,4,1
tendency_of_ice_mass_due_to_discharge,53,4,1
time_bnds,53,4,1
TTH,53,2,2
UUH,53,2,2
v6,53,8,3
VVH,53,2,2
sigma-_00,52,1,1
spar,52,1,1
C (mS/cm),50,1,1
CO2,50,44,9
dovdt,50,6,1
FID,50,20,6
nscans,50,6,1
P (db),50,1,1
S (psu),50,1,1
Sal(2),50,6,1
0.5_meters,49,1,1
Cast,49,3,3
hour,49,25,12
notes,49,12,10
Temperature_c,49,2,1
Temperature_C,49,2,1
site_id,48,4,2
basal_mass_flux_floating,47,4,1
basal_mass_flux_grounded,47,4,1
CStarAt0,47,2,1
ice_area_glacierized,47,4,1
ice_area_glacierized_cold_base,47,4,1
ice_area_glacierized_floating,47,4,1
ice_area_glacierized_grounded,47,4,1
ice_area_glacierized_temperate_base,47,4,1
ice_enthalpy,47,4,1
ice_enthalpy_glacierized,47,4,1
ice_mass_glacierized,47,4,1
ice_volume,47,4,1
ice_volume_cold,47,4,1
ice_volume_glacierized,47,4,1
ice_volume_glacierized_cold,47,4,1
ice_volume_glacierized_floating,47,4,1
ice_volume_glacierized_grounded,47,4,1
ice_volume_glacierized_temperate,47,4,1
ice_volume_temperate,47,4,1
id,47,6,4
liquified_ice_flux,47,4,1
tendency_of_ice_mass_due_to_basal_mass_balance,47,4,1
tendency_of_ice_mass_due_to_influx,47,4,1
tendency_of_ice_mass_due_to_surface_mass_balance,47,4,1
tendency_of_ice_mass_glacierized,47,4,1
tendency_of_ice_volume,47,4,1
tendency_of_ice_volume_glacierized,47,4,1
Depth1,46,8,2
Depth2,46,8,2
level,45,2,1
Mean,45,8,2
StDEV,45,8,2
WS,45,38,13
TempC_0.03m,44,3,1
beg_scan_num,43,3,2
end_scan_num,43,3,2
firing_number,43,3,2
firing_position,43,3,2
Temp_TMC_+009.00m,43,4,1
TempC_0.50m,43,3,1
TempC_1.00m,43,3,1
TempC_1.50m,43,3,1
TempC_2.00m,43,3,1
TempC_4.00m,43,3,1
TempC_6.00m,43,3,1
v7,43,4,2
avgMedDraft,42,1,1
avgSubmergedArea,42,1,1
avgSurfArea,42,1,1
Common.Name,42,3,1
easting_earlyimage,42,1,1
easting_lateimage,42,1,1
elevation_earlyimage,42,1,1
elevation_lateimage,42,1,1
halfRangeMedDraft,42,1,1
halfRangeSubmergedArea,42,1,1
halfRangeSurfArea,42,1,1
JD,42,3,3
meanElevChange,42,1,1
northing_earlyimage,42,1,1
northing_lateimage,42,1,1
sdElevChange,42,1,1
uncVolChangeRate,42,1,1
verticalAdj_earlyelev,42,1,1
verticalAdj_lateelev,42,1,1
volChangeRate,42,1,1
1.5_meters,41,1,1
DBO_Region,41,37,11
Description,41,19,13
FC_cw,41,39,3
PRECIP,41,39,3
TAU_c,41,39,3
Temp_TMB_surf,41,3,1
timeS,41,3,3
UST,41,39,3
v3,41,5,1
WS_1,41,39,3
h1,40,3,2
h2,40,3,2
TAU,40,40,4
Grid_Pt,39,8,2
Notes,39,23,20
numMonth,39,17,2
Rg,39,26,4
Shape,39,15,2
strUTC,39,17,2
Temperature_10.m,39,1,1
bat,38,4,2
PA,38,36,10
pH,38,29,20
SPP,38,7,3
strSitCom,38,16,2
Temperature_5.m,38,1,1
ALBEDO_f,37,37,2
crevasse_depth,37,1,1
crevasse_width,37,1,1
G1,37,30,5
G1_f,37,37,2
G2,37,30,5
G2_f,37,37,2
G3_f,37,37,2
G4_f,37,37,2
H_c_f,37,37,2
H_c_gf,37,37,2
LE_cw_f,37,37,2
LE_cw_gf,37,37,2
location_along_centerline_relative_terminus,37,1,1
PA_1,37,37,2
PAR_f,37,37,2
PAR_out_f,37,37,2
Rg_f,37,37,2
Rg_gf,37,37,2
Rg_out_f,37,37,2
RNET_f,37,37,2
SWC_1,37,35,9
SWC_1_f,37,37,2
SWC_2,37,35,9
SWC_2_f,37,37,2
Ta_f,37,37,2
Ta_gf,37,37,2
Transect,37,16,7
VPD_f,37,37,2
VPD_gf,37,37,2
Block,36,14,11
ip,36,1,1
kHz,36,1,1
op,36,1,1
pT,36,1,1
time_bounds,36,1,1
5 m,35,1,1
lat_bnds,35,4,1
Length,35,4,4
lon_bnds,35,4,1
mapping,35,4,1
NH4,35,18,13
Sample,35,26,16
sftgif,35,4,1
transect,35,6,5
VPD,35,24,3
10 m,34,1,1
dovdt2,34,4,1
green,34,2,2
OxCur2,34,4,1
OXYG2,34,4,1
red,34,2,2
snow_depth,34,9,5
temp,34,8,8
air_temp,33,6,4
BAT,33,4,1
burn_year,33,2,2
CO2_1,33,33,8
doy,33,9,8
Family,33,6,5
region,33,5,5
Spar,33,4,1
strIdLo,33,14,2
strTrea,33,13,2
FC_cwbu_gf,32,32,2
species,32,9,9
thk,32,3,1
topg,32,3,1
Treatment,32,17,15
velsurf_mag,32,3,1
_meters.1,31,1,1
14_meters,31,1,1
BATT,31,1,1
DRYB_L,31,1,1
DRYB_U,31,1,1
EBC,31,31,2
GLOBR,31,1,1
HYDRA1,31,1,1
HYDRA2,31,1,1
HYDRA3,31,1,1
HYDRA4,31,1,1
NO3,31,16,11
numJulian,31,14,2
numYear,31,14,2
PRESS,31,1,1
R_HUM,31,1,1
RN_RB,31,1,1
RN_ST,31,1,1
SHFP_1,31,1,1
SHFP_2,31,1,1
SHFP_3,31,1,1
SHFP_4,31,1,1
STP_1,31,1,1
STP_2,31,1,1
STP_3,31,1,1
STP_4,31,1,1
T_AIR,31,1,1
WETB_L,31,1,1
WETB_U,31,1,1
column1,30,1,1
column10,30,1,1
column11,30,1,1
column12,30,1,1
column13,30,1,1
column14,30,1,1
column2,30,1,1
column3,30,1,1
column4,30,1,1
column5,30,1,1
column6,30,1,1
column7,30,1,1
column8,30,1,1
column9,30,1,1
DBO_Station,30,30,10
elev,30,15,5
G3,30,27,3
G4,30,27,3
Lon,30,15,12
max_diffusivity,30,1,1
max_hor_vel,30,1,1
rho,30,2,2
slvol,30,1,1
station,30,16,8
Temp_MRC_surf,30,4,1
3 m,29,1,1
block,29,9,8
divergence,29,1,1
Flag,29,1,1
maximum shear,29,1,1
mean latitude,29,1,1
mean longitude,29,1,1
normal shear,29,1,1
pure shear,29,1,1
shape factor,29,1,1
Temp_107_+003.00m,29,4,1
Temp_MRC_+000.17m,29,4,1
Temp_TMB_+000.25m,29,3,1
Temperature_3.m,29,1,1
vorticity,29,1,1
Ba,28,12,7
blue,28,2,2
DOM,28,26,4
Latin.Name,28,2,1
LATITUDE,28,14,9
LONGITUDE,28,14,9
0.25_meters,27,1,1
agc_Avg,27,25,3
book,27,1,1
csat_warnings,27,25,3
d18O,27,12,10
H_c,27,25,3
irga_warnings,27,25,3
LE_cw,27,25,3
Minute,27,3,3
Rg_out,27,25,3
RNET,27,25,3
sbeox0PS,27,3,2
signal_quality,27,25,3
Temp_MRC_air,27,4,1
Temperature_15.m,27,1,1
UW_c,27,25,3
ZoL,27,25,3
4_meters,26,1,1
basal_melt_rate_grounded,26,3,1
bc_mask,26,3,1
bheatflx,26,3,1
Corrresponding_File,26,26,9
dbdt,26,3,1
DBO_region,26,26,9
DBO_station,26,26,9
effective_climatic_mass_balance,26,3,1
effective_ice_surface_liquid_water_fraction,26,3,1
effective_ice_surface_temp,26,3,1
effective_melange_back_pressure_fraction,26,3,1
effective_sea_level_elevation,26,3,1
effective_shelf_base_mass_flux,26,3,1
effective_shelf_base_temperature,26,3,1
effective_surface_layer_mass,26,3,1
effective_surface_layer_thickness,26,3,1
enthalpy,26,3,1
firn_depth,26,3,1
ice_area_specific_volume,26,3,1
litho_temp,26,3,1
precipitation,26,3,1
pres,26,19,4
Psal,26,9,2
shelfbmassflux,26,3,1
Temp_107_+002.00m,26,4,1
Temp_MRC_+000.25m,26,4,1
tillwat,26,3,1
u_ssa_bc,26,3,1
v_ssa_bc,26,3,1
viscous_bed_displacement,26,3,1
x_lc,26,3,1
y_lc,26,3,1
zb,26,3,1
Long,25,19,11
P,25,16,12
Region,25,14,11
strYear,25,9,2
Temp_107_+001.50m,25,4,1
Temp_MRC_+000.40m,25,4,1
selfbtemp,24,1,1
surface_accumulation_rate_accumulator,24,1,1
surface_accumulation_rate_time_since_reset,24,1,1
surface_melt_rate_accumulator,24,1,1
surface_melt_rate_time_since_reset,24,1,1
surface_runoff_rate_accumulator,24,1,1
surface_runoff_rate_time_since_reset,24,1,1
Ta,24,24,3
TA,24,17,11
Temp_MRC_+000.10m,24,4,1
tendency_of_ice_mass_due_to_basal_mass_flux_accumulator,24,1,1
tendency_of_ice_mass_due_to_basal_mass_flux_time_since_reset,24,1,1
tendency_of_ice_mass_due_to_conservation_error_accumulator,24,1,1
tendency_of_ice_mass_due_to_conservation_error_time_since_reset,24,1,1
tendency_of_ice_mass_due_to_discharge_accumulator,24,1,1
tendency_of_ice_mass_due_to_discharge_time_since_reset,24,1,1
tendency_of_ice_mass_due_to_flow_accumulator,24,1,1
tendency_of_ice_mass_due_to_flow_time_since_reset,24,1,1
tendency_of_ice_mass_due_to_surface_mass_flux_accumulator,24,1,1
tendency_of_ice_mass_due_to_surface_mass_flux_time_since_reset,24,1,1
70,23,23,1
ALBEDO,23,23,2
amp_h_f_Tot,23,23,2
amp_l_f_Tot,23,23,2
BATTVOLT_Avg,23,23,2
BATTVOLT_Min,23,23,2
C_spike,23,23,2
C_stationarity,23,23,2
chopper_f_Tot,23,23,2
CO2_1_f,23,23,2
CO2_1_gf,23,23,2
CO2_f,23,23,2
CO2_gf,23,23,2
Cruise,23,15,9
csat_error,23,23,2
del_T_f,23,23,2
detector_f_Tot,23,23,2
FC_c,23,23,2
FC_cw_f,23,23,2
FC_cw_gf,23,23,2
FC_cwb_gf,23,23,2
FCLE_FreqResp,23,23,2
footp,23,23,2
G1_gf,23,23,2
G2_gf,23,23,2
G3_gf,23,23,2
G4_gf,23,23,2
H_FreqResp,23,23,2
H2O_1,23,23,2
H2O_1_f,23,23,2
H2O_1_gf,23,23,2
herds,23,12,1
irga_error,23,23,2
JOSS_TIM,23,5,1
LE_c,23,23,2
n_Tot,23,23,2
PAR_gf,23,23,2
PAR_out,23,23,2
PAR_out_gf,23,23,2
PAR_out_totflx_Tot,23,23,2
PAR_totflx_Tot,23,23,2
pll_f_Tot,23,23,2
PRECIP_f,23,23,2
Q_spike,23,23,2
Q_stationarity,23,23,2
Rg_out_gf,23,23,2
Rh,23,23,2
Rh_f,23,23,2
Rh_gf,23,23,2
rhoCp,23,23,2
Rl,23,23,2
Rl_f,23,23,2
Rl_gf,23,23,2
Rl_out,23,23,2
Rl_out_f,23,23,2
Rl_out_gf,23,23,2
RNET_gf,23,23,2
sdv,23,23,2
sig_lck_f_Tot,23,23,2
SNOWD,23,23,2
SNOWD_f,23,23,2
SNOWD_gf,23,23,2
Solar_elevation,23,23,2
SWC_1_gf,23,23,2
SWC_2_gf,23,23,2
sync_f_Tot,23,23,2
T_spike,23,23,2
T_stationarity,23,23,2
Ta_1,23,23,2
Ta_1_f,23,23,2
Ta_1_gf,23,23,2
Temp_MRC_+000.02m,23,4,1
Temp_TMB_+000.70m,23,3,1
TPANEL,23,23,2
TSOIL_1,23,23,2
TSOIL_1_f,23,23,2
TSOIL_1_gf,23,23,2
TSOIL_2,23,23,2
TSOIL_2_f,23,23,2
TSOIL_2_gf,23,23,2
TSURF,23,23,2
TSURF_f,23,23,2
TSURF_gf,23,23,2
U_spike,23,23,2
UW,23,23,2
UW_FreqR,23,23,2
V_spike,23,23,2
VP,23,23,2
VP_1,23,23,2
VP_1_f,23,23,2
VP_1_gf,23,23,2
VP_f,23,23,2
VP_gf,23,23,2
W_spike,23,23,2
WD_1,23,23,2
WD_1_f,23,23,2
WD_1_gf,23,23,2
WD_f,23,23,2
WD_gf,23,23,2
WPL_FC,23,23,2
WPL_LE,23,23,2
WS_1_f,23,23,2
WS_f,23,23,2
WS_gf,23,23,2
1._meters,22,1,1
25_meters,22,1,1
NO2,22,6,3
Sample ID,22,16,12
Temp_MRC_-000.06m,22,4,1
Temp_MRC_+000.09m,22,4,1
Temperature_1,22,3,1
Temperature_2,22,3,1
19_meters,21,1,1
Aggr,21,1,1
Akk_bak,21,1,1
Akp_bak,21,1,1
Akt_bak,21,1,1
Akv_bak,21,1,1
alpha1,21,1,1
alpha2,21,1,1
alpha3,21,1,1
AttPhy,21,1,1
AUX_1,21,21,2
AUX_2,21,21,2
AUX_3,21,21,2
AUX_4,21,21,2
AUX_5,21,21,2
AUX_6,21,21,2
BetaN,21,1,1
BioIter,21,1,1
Charnok_alpha,21,1,1
CrgBan_cw,21,1,1
Cs_r,21,1,1
Cs_w,21,1,1
dD,21,6,4
density00,21,5,4
DIN,21,1,1
dSi,21,1,1
dstart,21,1,1
dtfast,21,1,1
dye_01,21,1,1
el,21,1,1
Falpha,21,1,1
Fbeta,21,1,1
Fgamma,21,1,1
gamma2,21,1,1
gls_c1,21,1,1
gls_c2,21,1,1
gls_c3m,21,1,1
gls_c3p,21,1,1
gls_cmu0,21,1,1
gls_Kmin,21,1,1
gls_m,21,1,1
gls_n,21,1,1
gls_p,21,1,1
gls_Pmin,21,1,1
gls_sigk,21,1,1
gls_sigp,21,1,1
grid,21,1,1
hc,21,1,1
Huon,21,1,1
K1N,21,1,1
K1Si,21,1,1
K2N,21,1,1
K3N,21,1,1
KP1,21,1,1
KP2,21,1,1
KP3,21,1,1
LDetritusN,21,1,1
LDetritusSi,21,1,1
length,21,20,6
Lm2CLM,21,1,1
Lm3CLM,21,1,1
LnudgeM2CLM,21,1,1
LnudgeM3CLM,21,1,1
LnudgeTCLM,21,1,1
LsshCLM,21,1,1
LtracerCLM,21,1,1
LtracerSponge,21,1,1
LtracerSrc,21,1,1
LuvSrc,21,1,1
LwSrc,21,1,1
M2nudg,21,1,1
M3nudg,21,1,1
mask_psi,21,1,1
mask_rho,21,1,1
mask_u,21,1,1
mask_v,21,1,1
mortP1,21,1,1
mortP2,21,1,1
mortP3,21,1,1
mortZoo,21,1,1
nAVG,21,1,1
ndefAVG,21,1,1
ndefHIS,21,1,1
ndtfast,21,1,1
nHIS,21,1,1
Nitrate,21,6,5
nl_tnu2,21,1,1
NLDRR,21,1,1
nRST,21,1,1
NSDRR,21,1,1
ntimes,21,1,1
ntsAVG,21,1,1
ocean_time,21,1,1
omega,21,1,1
phytoplankton1NO3,21,1,1
phytoplankton1Si,21,1,1
phytoplankton2NO3,21,1,1
phytoplankton3NO3,21,1,1
pm,21,1,1
Pmax1,21,1,1
Pmax2,21,1,1
Pmax3,21,1,1
pn,21,1,1
R1,21,1,1
R1Max,21,1,1
R2Max,21,1,1
R3Max,21,1,1
rdrag,21,1,1
rdrg,21,1,1
rdrg2,21,1,1
rho0,21,1,1
salt,21,1,1
SDetritusN,21,1,1
SDetritusSi,21,1,1
shflux,21,1,1
SiLDRR,21,1,1
SiSDRR,21,1,1
spherical,21,1,1
ssflux,21,1,1
swrad,21,1,1
sz_alpha,21,1,1
Tcline,21,1,1
Temp_MRC_+000.07m,21,4,1
Temp_MRC_+000.33m,21,4,1
theta_b,21,1,1
theta_s,21,1,1
Tnudg,21,1,1
ubar,21,1,1
user,21,1,1
vbar,21,1,1
Vstretching,21,1,1
Vtransform,21,1,1
wLD,21,1,1
wPhy1,21,1,1
wPhy2,21,1,1
wPhy3,21,1,1
wSD,21,1,1
x_psi,21,1,1
x_rho,21,1,1
x_u,21,1,1
x_v,21,1,1
xl,21,1,1
y_psi,21,1,1
y_rho,21,1,1
y_u,21,1,1
y_v,21,1,1
zeta,21,1,1
Znudg,21,1,1
Zob,21,1,1
ZooExc,21,1,1
zooplanktonNO3,21,1,1
Zos,21,1,1
Zos_hsig_alpha,21,1,1
_meters.2,20,1,1
8_meters,20,1,1
CH4,20,9,9
FL,20,3,2
Meter,20,8,3
PO4,20,13,9
strTaxon,20,8,2
Temp_MRC_+000.24m,20,4,1
wetstar,20,2,1
1 m,19,1,1
Air_Temperature,19,2,2
Chloride,19,4,4
depth_m,19,9,8
strType,19,8,2
Sulfate,19,4,4
Temp_107_+000.15m,19,4,1
Temp_109_+002.00m,19,4,1
Temp_109_+003.00m,19,4,1
Temp_109_air,19,4,1
Temp_MRC_+000.01m,19,4,1
Temp_MRC_+000.15m,19,4,1
Temp_MRC_+000.32m,19,4,1
Temp_MRC_+000.48m,19,4,1
TempC_9.00m,19,2,1
Temperature_0.5.m,19,1,1
travel_time,19,2,2
treatment,19,6,6
VEG_TYPE,19,2,1
Band 1 VALUE,18,1,1
Calcium,18,3,3
d15N,18,14,11
Density,18,6,5
error,18,4,3
FF,18,2,1
FO,18,2,1
FPE,18,2,1
G,18,13,9
geometry,18,3,3
LPE,18,2,1
Magnesium,18,3,3
MRN1,18,1,1
Potassium,18,3,3
SD,18,2,1
Si,18,9,9
Sodium,18,3,3
SPAR,18,3,2
strSite,18,7,2
svCM1,18,2,1
Temp_MRC_+000.08m,18,4,1
Temp_THP_surf,18,4,1
Temperature_Surface,18,1,1
Top,18,3,3
ts,18,1,1
Weight,18,3,3
2_meters,17,1,1
6_meters,17,1,1
Age,17,6,6
alpha,17,1,1
bottom,17,2,2
Bottom,17,2,2
Ca,17,15,12
Cond,17,9,3
CPAR,17,2,1
Diameter,17,2,2
JulianDay,17,13,2
latitude (N+),17,17,1
longitude (E+),17,17,1
N,17,6,6
ndepths,17,17,1
NETRAD,17,12,8
nobs,17,17,1
strStat,17,7,2
Temp_107_+000.11m,17,4,1
Temp_MRC_+000.00m,17,4,1
top,17,2,2
type,17,15,11
USTAR,17,12,8
0_meters,16,1,1
0.3_meters,16,1,1
0.5 m,16,1,1
alb,16,1,1
ammonium,16,1,1
break_up,16,1,1
closing,16,1,1
d13C,16,11,9
D18O,16,1,1
DEPTH,16,9,5
Discharge_cms,16,2,2
DOC,16,12,8
Dust_tot,16,1,1
Electrical,16,1,1
Error,16,7,5
Flow rate,16,1,1
freeze_onset,16,1,1
freeze_period,16,1,1
freeze_up,16,1,1
hice,16,1,1
hp,16,1,1
icew,16,1,1
internal ice shortwave flux,16,1,1
iwc,16,15,2
latent heat flux,16,1,1
longwave flux,16,1,1
mean_velocity,16,15,2
melt_onset,16,1,1
melt_period,16,1,1
melt_season,16,1,1
midpoint,16,1,1
mode_velocity,16,15,2
MSA,16,1,1
numResponse,16,6,2
open_water_period,16,1,1
outer_ice_free_period,16,1,1
poss_temp,16,15,2
poss_wx,16,15,2
rate,16,15,2
reflectivity,16,15,2
salti,16,1,1
SC,16,12,8
sd_velocity,16,15,2
sensible heat flux,16,1,1
SGIP,16,1,1
shortwave flux,16,1,1
SLIP,16,1,1
slope,16,5,3
spectra,16,15,2
strGSpp,16,6,2
strPlot,16,7,2
strTrait,16,6,2
surface layer shortwave flux,16,1,1
Target_Depth,16,2,2
Temp_MRC_-000.08m,16,4,1
Temp_MRC_+000.03m,16,4,1
Temp_MRC_+000.63m,16,4,1
Temp_TMC_+008.50m,16,4,1
Temperature_0.2.m,16,1,1
temperature_1,16,1,1
Temperature_1.m,16,1,1
temperature_2,16,1,1
tempi,16,1,1
Tube,16,1,1
xO3,16,1,1
Y,16,5,5
zeroth_moment,16,15,2
ch4_flux,15,6,2
CO,15,3,2
