identifier,word1,word2,word3
arctic-data.13716.2,ctd,transect,along
arctic-data.13716.2,transect,along,the
arctic-data.13716.2,along,the,distributed
arctic-data.13716.2,the,distributed,biological
arctic-data.13716.2,distributed,biological,observatory
arctic-data.13716.2,biological,observatory,line
arctic-data.13716.2,observatory,line,4
arctic-data.13716.2,line,4,dbo4
arctic-data.13716.2,4,dbo4,september
arctic-data.13716.2,dbo4,september,2016
arctic-data.14372.3,numerical,simulations,of
arctic-data.14372.3,simulations,of,hydrology
arctic-data.14372.3,of,hydrology,permafrost
arctic-data.14372.3,hydrology,permafrost,and
arctic-data.14372.3,permafrost,and,glaciers
arctic-data.14372.3,and,glaciers,in
arctic-data.14372.3,glaciers,in,the
arctic-data.14372.3,in,the,jarvis
arctic-data.14372.3,the,jarvis,creek
arctic-data.14372.3,jarvis,creek,watershed
arctic-data.14372.3,creek,watershed,interior
arctic-data.14372.3,watershed,interior,alaska
arctic-data.14372.3,interior,alaska,2013
arctic-data.14372.3,alaska,2013,2016
arctic-data.14423.1,numerical,simulations,of
arctic-data.14423.1,simulations,of,hydrology
arctic-data.14423.1,of,hydrology,permafrost
arctic-data.14423.1,hydrology,permafrost,and
arctic-data.14423.1,permafrost,and,glaciers
arctic-data.14423.1,and,glaciers,in
arctic-data.14423.1,glaciers,in,the
arctic-data.14423.1,in,the,jarvis
arctic-data.14423.1,the,jarvis,creek
arctic-data.14423.1,jarvis,creek,watershed
arctic-data.14423.1,creek,watershed,interior
arctic-data.14423.1,watershed,interior,alaska
arctic-data.14423.1,interior,alaska,1991
arctic-data.14423.1,alaska,1991,2100
arctic-data.14669.1,data,set,for
arctic-data.14669.1,set,for,tracking
arctic-data.14669.1,for,tracking,the
arctic-data.14669.1,tracking,the,fate
arctic-data.14669.1,the,fate,of
arctic-data.14669.1,fate,of,fresh
arctic-data.14669.1,of,fresh,carbon
arctic-data.14669.1,fresh,carbon,in
arctic-data.14669.1,carbon,in,the
arctic-data.14669.1,in,the,arctic
arctic-data.14669.1,the,arctic,tundra
arctic-data.14669.1,arctic,tundra,will
arctic-data.14669.1,tundra,will,shrub
arctic-data.14669.1,will,shrub,expansion
arctic-data.14669.1,shrub,expansion,alter
arctic-data.14669.1,expansion,alter,responses
arctic-data.14669.1,alter,responses,of
arctic-data.14669.1,responses,of,soil
arctic-data.14669.1,of,soil,organic
arctic-data.14669.1,soil,organic,matter
arctic-data.14669.1,organic,matter,to
arctic-data.14669.1,matter,to,warming
arctic-data.14730.2,toolik,seasons,plot
arctic-data.14730.2,seasons,plot,thaw
arctic-data.14730.2,plot,thaw,depth
arctic-data.14730.2,thaw,depth,ndvi
arctic-data.14730.2,depth,ndvi,and
arctic-data.14730.2,ndvi,and,phenology
arctic-data.14730.2,and,phenology,2017
arctic-data.14815.1,dynamical,downscaling,data
arctic-data.14815.1,downscaling,data,at
arctic-data.14815.1,data,at,major
arctic-data.14815.1,at,major,observational
arctic-data.14815.1,major,observational,sites
arctic-data.14815.1,observational,sites,on
arctic-data.14815.1,sites,on,the
arctic-data.14815.1,on,the,north
arctic-data.14815.1,the,north,slope
arctic-data.14815.1,north,slope,of
arctic-data.14815.1,slope,of,alaksa
autogen.2016032220473125154.3,chemical,weathering,and
autogen.2016032220473125154.3,weathering,and,organic
autogen.2016032220473125154.3,and,organic,carbon
autogen.2016032220473125154.3,organic,carbon,geochemistry
autogen.2016032220473125154.3,carbon,geochemistry,of
autogen.2016032220473125154.3,geochemistry,of,six
autogen.2016032220473125154.3,of,six,arctic
autogen.2016032220473125154.3,six,arctic,watersheds
autogen.2016032220473125154.3,arctic,watersheds,north
autogen.2016032220473125154.3,watersheds,north,slope
autogen.2016032220473125154.3,north,slope,alaska
autogen.2016032220473125154.3,slope,alaska,2009
autogen.2016032220473125154.3,alaska,2009,2010
autogen.2016032220541012460.5,NA,NA,NA
autogen.2016032221252482863.7,collaborative,research,assessing
autogen.2016032221252482863.7,research,assessing,the
autogen.2016032221252482863.7,assessing,the,impact
autogen.2016032221252482863.7,the,impact,of
autogen.2016032221252482863.7,impact,of,small
autogen.2016032221252482863.7,of,small,canadian
autogen.2016032221252482863.7,small,canadian,arctic
autogen.2016032221252482863.7,canadian,arctic,river
autogen.2016032221252482863.7,arctic,river,flows
autogen.2016032221252482863.7,river,flows,scarfs
autogen.2016032221252482863.7,flows,scarfs,to
autogen.2016032221252482863.7,scarfs,to,the
autogen.2016032221252482863.7,to,the,freshwater
autogen.2016032221252482863.7,the,freshwater,budget
autogen.2016032221252482863.7,freshwater,budget,of
autogen.2016032221252482863.7,budget,of,the
autogen.2016032221252482863.7,of,the,canadian
autogen.2016032221252482863.7,the,canadian,archipelago
d9ad32dc-e716-4337-a15c-4055dbdf4a1c,snow,density,at
d9ad32dc-e716-4337-a15c-4055dbdf4a1c,density,at,water
d9ad32dc-e716-4337-a15c-4055dbdf4a1c,at,water,track
d9ad32dc-e716-4337-a15c-4055dbdf4a1c,water,track,sites
df52098f-4ed9-46ad-9fd4-2967c61747a0,manual,thaw,depths
df52098f-4ed9-46ad-9fd4-2967c61747a0,thaw,depths,at
df52098f-4ed9-46ad-9fd4-2967c61747a0,depths,at,water
df52098f-4ed9-46ad-9fd4-2967c61747a0,at,water,track
df52098f-4ed9-46ad-9fd4-2967c61747a0,water,track,sites
doi:10.18739/A2000001N,collaborative,research,sinking
doi:10.18739/A2000001N,research,sinking,rates
doi:10.18739/A2000001N,sinking,rates,and
doi:10.18739/A2000001N,rates,and,nutritional
doi:10.18739/A2000001N,and,nutritional,quality
doi:10.18739/A2000001N,nutritional,quality,of
doi:10.18739/A2000001N,quality,of,organic
doi:10.18739/A2000001N,of,organic,matter
doi:10.18739/A2000001N,organic,matter,exported
doi:10.18739/A2000001N,matter,exported,from
doi:10.18739/A2000001N,exported,from,sea
doi:10.18739/A2000001N,from,sea,ice
doi:10.18739/A2000001N,sea,ice,the
doi:10.18739/A2000001N,ice,the,importance
doi:10.18739/A2000001N,the,importance,of
doi:10.18739/A2000001N,importance,of,exopolymeric
doi:10.18739/A2000001N,of,exopolymeric,substances
doi:10.18739/A20000024,nmc,global,tropospheric
doi:10.18739/A20000024,global,tropospheric,analyses
doi:10.18739/A20000024,tropospheric,analyses,tropopause
doi:10.18739/A20000024,analyses,tropopause,subset
doi:10.18739/A20000024,tropopause,subset,daily
doi:10.18739/A20000024,subset,daily,1976
doi:10.18739/A20000024,daily,1976,july
doi:10.18739/A20000024,1976,july,continuing
doi:10.18739/A20000081,nutrient,oxygen,18
doi:10.18739/A20000081,oxygen,18,16
doi:10.18739/A20000081,18,16,ratio
doi:10.18739/A20000081,16,ratio,and
doi:10.18739/A20000081,ratio,and,chlorophyll
doi:10.18739/A20000081,and,chlorophyll,data
doi:10.18739/A20000081,chlorophyll,data,measured
doi:10.18739/A20000081,data,measured,from
doi:10.18739/A20000081,measured,from,water
doi:10.18739/A20000081,from,water,samples
doi:10.18739/A20000081,water,samples,collected
doi:10.18739/A20000081,samples,collected,aboard
doi:10.18739/A20000081,collected,aboard,the
doi:10.18739/A20000081,aboard,the,sir
doi:10.18739/A20000081,the,sir,wilfred
doi:10.18739/A20000081,sir,wilfred,laurier
doi:10.18739/A20000081,wilfred,laurier,bering
doi:10.18739/A20000081,laurier,bering,and
doi:10.18739/A20000081,bering,and,chukchi
doi:10.18739/A20000081,and,chukchi,seas
doi:10.18739/A20000081,chukchi,seas,2015
doi:10.18739/A2000009H,snow,wind,and
doi:10.18739/A2000009H,wind,and,time
doi:10.18739/A2000009H,and,time,project
doi:10.18739/A2000009H,time,project,terrestrial
doi:10.18739/A2000009H,project,terrestrial,lidar
doi:10.18739/A2000009H,terrestrial,lidar,scanner
doi:10.18739/A2000009H,lidar,scanner,snow
doi:10.18739/A2000009H,scanner,snow,accumulation
doi:10.18739/A2000009H,snow,accumulation,maps
doi:10.18739/A2000009H,accumulation,maps,utqiagvik
doi:10.18739/A2000009H,maps,utqiagvik,ak
doi:10.18739/A2000009H,utqiagvik,ak,november
doi:10.18739/A2000009H,ak,november,2016
doi:10.18739/A2000009H,november,2016,june
doi:10.18739/A2000009H,2016,june,2017
doi:10.18739/A2000010M,beaufort,gyre,exploration
doi:10.18739/A2000010M,gyre,exploration,project
doi:10.18739/A2000010M,exploration,project,mooring
doi:10.18739/A2000010M,project,mooring,d
doi:10.18739/A2000010M,mooring,d,2014
doi:10.18739/A2000010M,d,2014,2015
doi:10.18739/A20000113,rogue,borehole,televiewer
doi:10.18739/A20000113,borehole,televiewer,data
doi:10.18739/A2000012K,precipitation,occurrence,sensor
doi:10.18739/A2000012K,occurrence,sensor,system
doi:10.18739/A2000012K,sensor,system,measurements
doi:10.18739/A2000012K,system,measurements,taken
doi:10.18739/A2000012K,measurements,taken,at
doi:10.18739/A2000012K,taken,at,summit
doi:10.18739/A2000012K,at,summit,station
doi:10.18739/A2000012K,summit,station,greenland
doi:10.18739/A2000012K,station,greenland,2017
doi:10.18739/A20000132,cloud,microphysical,properties
doi:10.18739/A20000132,microphysical,properties,at
doi:10.18739/A20000132,properties,at,arctic
doi:10.18739/A20000132,at,arctic,atmospheric
doi:10.18739/A20000132,arctic,atmospheric,observatories
doi:10.18739/A20000132,atmospheric,observatories,barrow
doi:10.18739/A20000132,observatories,barrow,alaska
doi:10.18739/A2000014J,arctic,sea,ice
doi:10.18739/A2000014J,sea,ice,seasonal
doi:10.18739/A2000014J,ice,seasonal,transition
doi:10.18739/A2000014J,seasonal,transition,metrics
doi:10.18739/A2000014J,transition,metrics,from
doi:10.18739/A2000014J,metrics,from,coupled
doi:10.18739/A2000014J,from,coupled,climate
doi:10.18739/A2000014J,coupled,climate,model
doi:10.18739/A2000014J,climate,model,simulations
doi:10.18739/A2000014J,model,simulations,1979
doi:10.18739/A2000014J,simulations,1979,2013
doi:10.18739/A20005,whoi,ice,tethered
doi:10.18739/A20005,ice,tethered,profiler
doi:10.18739/A20005,tethered,profiler,6
doi:10.18739/A2002X,uvsimn,version2,summit
doi:10.18739/A2002X,version2,summit,wavelength
doi:10.18739/A2002X,summit,wavelength,accuracy
doi:10.18739/A20052,meteorological,and,hydrographic
doi:10.18739/A20052,and,hydrographic,data
doi:10.18739/A20052,hydrographic,data,kuparuk
doi:10.18739/A20052,data,kuparuk,river
doi:10.18739/A20052,kuparuk,river,watershed
doi:10.18739/A2006F,lake,sediment,charcoal
doi:10.18739/A2006F,sediment,charcoal,pollen
doi:10.18739/A2006F,charcoal,pollen,and
doi:10.18739/A2006F,pollen,and,chronological
doi:10.18739/A2006F,and,chronological,data
doi:10.18739/A2006F,chronological,data,from
doi:10.18739/A2006F,data,from,alaskan
doi:10.18739/A2006F,from,alaskan,tundra
doi:10.18739/A2006F,alaskan,tundra,ecosystems
doi:10.18739/A2006F,tundra,ecosystems,little
doi:10.18739/A2006F,ecosystems,little,isac
doi:10.18739/A2006F,little,isac,poktovik
doi:10.18739/A2006F,isac,poktovik,raven
doi:10.18739/A2006F,poktovik,raven,and
doi:10.18739/A2006F,raven,and,uchugrak
doi:10.18739/A2006F,and,uchugrak,lakes
doi:10.18739/A2028PC41,hly,03,03
doi:10.18739/A2028PC41,03,03,service
doi:10.18739/A2028PC41,03,service,group
doi:10.18739/A2028PC41,service,group,bottle
doi:10.18739/A2028PC41,group,bottle,data
doi:10.18739/A2028PC7G,autonomous,ice,mass
doi:10.18739/A2028PC7G,ice,mass,balance
doi:10.18739/A2028PC7G,mass,balance,buoy
doi:10.18739/A2028PC7G,balance,buoy,observations
doi:10.18739/A2028PC7G,buoy,observations,buoy
doi:10.18739/A2028PC7G,observations,buoy,2014e
doi:10.18739/A2028PC7G,buoy,2014e,central
doi:10.18739/A2028PC7G,2014e,central,arctic
doi:10.18739/A2028PC7G,central,arctic,2014
doi:10.18739/A2028PD2H,algal,pigment,concentrations
doi:10.18739/A2028PD2H,pigment,concentrations,high
doi:10.18739/A2028PD2H,concentrations,high,arctic
doi:10.18739/A2028PD2H,high,arctic,august
doi:10.18739/A2028PD2H,arctic,august,september
doi:10.18739/A2028PD2H,august,september,2018
doi:10.18739/A2028PD5Z,dietrich,sap,flux
doi:10.18739/A2028PD8D,soil,respiration,water
doi:10.18739/A2028PD8D,respiration,water,chemistry
doi:10.18739/A2028PD8D,water,chemistry,and
doi:10.18739/A2028PD8D,chemistry,and,soil
doi:10.18739/A2028PD8D,and,soil,gas
doi:10.18739/A2028PD8D,soil,gas,data
doi:10.18739/A2028PD8D,gas,data,for
doi:10.18739/A2028PD8D,data,for,thermokarst
doi:10.18739/A2028PD8D,for,thermokarst,features
doi:10.18739/A2028PD8D,thermokarst,features,and
doi:10.18739/A2028PD8D,features,and,undisturbed
doi:10.18739/A2028PD8D,and,undisturbed,tundra
doi:10.18739/A2028PD8D,undisturbed,tundra,on
doi:10.18739/A2028PD8D,tundra,on,the
doi:10.18739/A2028PD8D,on,the,north
doi:10.18739/A2028PD8D,the,north,slope
doi:10.18739/A2028PD8D,north,slope,of
doi:10.18739/A2028PD8D,slope,of,alaska
doi:10.18739/A20306,combatant,col,ice
doi:10.18739/A20306,col,ice,core
doi:10.18739/A20306,ice,core,trace
doi:10.18739/A20306,core,trace,chemistry
doi:10.18739/A20306,trace,chemistry,and
doi:10.18739/A20306,chemistry,and,oxygen
doi:10.18739/A20306,and,oxygen,isotopes
doi:10.18739/A2033B,light,and,temperature
doi:10.18739/A2033B,and,temperature,measurements
doi:10.18739/A2033B,temperature,measurements,warm
doi:10.18739/A2033B,measurements,warm,buoy
doi:10.18739/A2033B,warm,buoy,1
doi:10.18739/A20353,limnology,of,arctic
doi:10.18739/A20353,of,arctic,tundra
doi:10.18739/A20353,arctic,tundra,ponds
doi:10.18739/A20353,tundra,ponds,in
doi:10.18739/A20353,ponds,in,barrow
doi:10.18739/A20353,in,barrow,ak
doi:10.18739/A20353,barrow,ak,in
doi:10.18739/A20353,ak,in,1970s
doi:10.18739/A20353,in,1970s,and
doi:10.18739/A20353,1970s,and,2000s
doi:10.18739/A2036G,arctic,sea,ice
doi:10.18739/A2036G,sea,ice,weekly
doi:10.18739/A2036G,ice,weekly,1
doi:10.18739/A2036G,weekly,1,of
doi:10.18739/A2036G,1,of,4
doi:10.18739/A2036G,of,4,nic_weekly_1977_07_12_tot.v0
doi:10.18739/A2036G,4,nic_weekly_1977_07_12_tot.v0,bin
doi:10.18739/A2036G,nic_weekly_1977_07_12_tot.v0,bin,to
doi:10.18739/A2036G,bin,to,nic_weekly_1981_03_24_tot.v0
doi:10.18739/A2036G,to,nic_weekly_1981_03_24_tot.v0,bin
doi:10.18739/A2052N,hydroxyl,oh,airglow
doi:10.18739/A2052N,oh,airglow,image
doi:10.18739/A2052N,airglow,image,data
doi:10.18739/A2052N,image,data,alaska
doi:10.18739/A2052N,data,alaska,december
doi:10.18739/A2052N,alaska,december,16
doi:10.18739/A2052N,december,16,2012
doi:10.18739/A20531,photogrammetric,scans,of
doi:10.18739/A20531,scans,of,aerial
doi:10.18739/A20531,of,aerial,photographs
doi:10.18739/A20531,aerial,photographs,of
doi:10.18739/A20531,photographs,of,north
doi:10.18739/A20531,of,north,american
doi:10.18739/A20531,north,american,glaciers
doi:10.18739/A20531,american,glaciers,1979
doi:10.18739/A20531,glaciers,1979,roll
doi:10.18739/A20531,1979,roll,1
doi:10.18739/A20531,roll,1,jpegs
doi:10.18739/A2057CR7B,NA,NA,NA
doi:10.18739/A2057CR99,autonomous,ice,mass
doi:10.18739/A2057CR99,ice,mass,balance
doi:10.18739/A2057CR99,mass,balance,buoy
doi:10.18739/A2057CR99,balance,buoy,observations
doi:10.18739/A2057CR99,buoy,observations,buoy
doi:10.18739/A2057CR99,observations,buoy,2007k
doi:10.18739/A2057CR99,buoy,2007k,canadian
doi:10.18739/A2057CR99,2007k,canadian,arctic
doi:10.18739/A2057CR99,canadian,arctic,archipelago
doi:10.18739/A2057CR99,arctic,archipelago,2007
doi:10.18739/A2057CS2C,bathymetric,data,from
doi:10.18739/A2057CS2C,data,from,i
doi:10.18739/A2057CS2C,from,i,7
doi:10.18739/A2057CS2C,i,7,lake
doi:10.18739/A2057CS2C,7,lake,toolik
doi:10.18739/A2057CS2C,lake,toolik,field
doi:10.18739/A2057CS2C,toolik,field,station
doi:10.18739/A2057CS2C,field,station,alaska
doi:10.18739/A2057CS2C,station,alaska,2013
doi:10.18739/A2057CS4B,ameriflux,ca,gro
doi:10.18739/A2057CS4B,ca,gro,ontario
doi:10.18739/A2057CS4B,gro,ontario,groundhog
doi:10.18739/A2057CS4B,ontario,groundhog,river
doi:10.18739/A2057CS4B,groundhog,river,boreal
doi:10.18739/A2057CS4B,river,boreal,mixedwood
doi:10.18739/A2057CS4B,boreal,mixedwood,forest
doi:10.18739/A2057CS4B,mixedwood,forest,2003
doi:10.18739/A2057CS69,nabos,ii,mooring
doi:10.18739/A2057CS69,ii,mooring,m1_4a
doi:10.18739/A2057CS69,mooring,m1_4a,sbe
doi:10.18739/A2057CS69,m1_4a,sbe,37
doi:10.18739/A2057CS69,sbe,37,water
doi:10.18739/A2057CS69,37,water,quality
doi:10.18739/A2057CS69,water,quality,and
doi:10.18739/A2057CS69,quality,and,temperature
doi:10.18739/A2057CS69,and,temperature,data
doi:10.18739/A2057CS69,temperature,data,2013
doi:10.18739/A2057CS69,data,2013,2015
doi:10.18739/A2057CS7S,ice,core,aerosol
doi:10.18739/A2057CS7S,core,aerosol,measurements
doi:10.18739/A2057CS7S,aerosol,measurements,in
doi:10.18739/A2057CS7S,measurements,in,the
doi:10.18739/A2057CS7S,in,the,tunu
doi:10.18739/A2057CS7S,the,tunu,n
doi:10.18739/A2057CS7S,tunu,n,ice
doi:10.18739/A2057CS7S,n,ice,core
doi:10.18739/A2057CS88,education,and,community
doi:10.18739/A2057CS88,and,community,viability
doi:10.18739/A2057CS88,community,viability,in
doi:10.18739/A2057CS88,viability,in,western
doi:10.18739/A2057CS88,in,western,alaska
doi:10.18739/A2057CS88,western,alaska,2012
doi:10.18739/A2057CS88,alaska,2012,2015
doi:10.18739/A2057CS9R,micropulse,lidar,mpl
doi:10.18739/A2057CS9R,lidar,mpl,measurements
doi:10.18739/A2057CS9R,mpl,measurements,taken
doi:10.18739/A2057CS9R,measurements,taken,at
doi:10.18739/A2057CS9R,taken,at,summit
doi:10.18739/A2057CS9R,at,summit,station
doi:10.18739/A2057CS9R,summit,station,greenland
doi:10.18739/A2057CS9R,station,greenland,2013
doi:10.18739/A2057CT0V,soil,temperature,nims
doi:10.18739/A2057CT0V,temperature,nims,grid
doi:10.18739/A2057CT0V,nims,grid,atqasuk
doi:10.18739/A2057CT0V,grid,atqasuk,alaska
doi:10.18739/A2057CT0V,atqasuk,alaska,2011
doi:10.18739/A2057CT1B,collaborative,research,interactions
doi:10.18739/A2057CT1B,research,interactions,between
doi:10.18739/A2057CT1B,interactions,between,air
doi:10.18739/A2057CT1B,between,air,temperature
doi:10.18739/A2057CT1B,air,temperature,permafrost
doi:10.18739/A2057CT1B,temperature,permafrost,and
doi:10.18739/A2057CT1B,permafrost,and,hydrology
doi:10.18739/A2057CT1B,and,hydrology,in
doi:10.18739/A2057CT1B,hydrology,in,the
doi:10.18739/A2057CT1B,in,the,high
doi:10.18739/A2057CT1B,the,high,latitudes
doi:10.18739/A2057CT1B,high,latitudes,of
doi:10.18739/A2057CT1B,latitudes,of,eurasia
doi:10.18739/A2058X,mobile,instrumented,sensor
doi:10.18739/A2058X,instrumented,sensor,platform
doi:10.18739/A2058X,sensor,platform,misp
doi:10.18739/A2058X,platform,misp,datalogger
doi:10.18739/A2058X,misp,datalogger,imnaviat
doi:10.18739/A2058X,datalogger,imnaviat,alaska
doi:10.18739/A2058X,imnaviat,alaska,2017
doi:10.18739/A20620,toolik,logger,data
doi:10.18739/A20620,logger,data,nims
doi:10.18739/A20620,data,nims,2012
doi:10.18739/A2063C,ground,ice,data
doi:10.18739/A2063C,ice,data,barrow
doi:10.18739/A20819,hydroxyl,oh,airglow
doi:10.18739/A20819,oh,airglow,image
doi:10.18739/A20819,airglow,image,data
doi:10.18739/A20819,image,data,alaska
doi:10.18739/A20819,data,alaska,march
doi:10.18739/A20819,alaska,march,5
doi:10.18739/A20819,march,5,2012
doi:10.18739/A2086350P,a,360,year
doi:10.18739/A2086350P,360,year,varve
doi:10.18739/A2086350P,year,varve,based
doi:10.18739/A2086350P,varve,based,climate
doi:10.18739/A2086350P,based,climate,reconstruction
doi:10.18739/A2086350P,climate,reconstruction,from
doi:10.18739/A2086350P,reconstruction,from,linnévatnet
doi:10.18739/A2086350P,from,linnévatnet,on
doi:10.18739/A2086350P,linnévatnet,on,western
doi:10.18739/A2086350P,on,western,svalbard
doi:10.18739/A2086350P,western,svalbard,2009
doi:10.18739/A2086356K,arctic,alaska,tundra
doi:10.18739/A2086356K,alaska,tundra,and
doi:10.18739/A2086356K,tundra,and,lake
doi:10.18739/A2086356K,and,lake,snow
doi:10.18739/A2086356K,lake,snow,surveys
doi:10.18739/A2086356K,snow,surveys,from
doi:10.18739/A2086356K,surveys,from,2012
doi:10.18739/A2086356K,from,2012,2018
doi:10.18739/A2086358J,diatom,and,particle
doi:10.18739/A2086358J,and,particle,size
doi:10.18739/A2086358J,particle,size,analysis
doi:10.18739/A2086358J,size,analysis,from
doi:10.18739/A2086358J,analysis,from,the
doi:10.18739/A2086358J,from,the,bering
doi:10.18739/A2086358J,the,bering,sea
doi:10.18739/A2086358J,bering,sea,shelf
doi:10.18739/A20863591,bacterial,survival,in
doi:10.18739/A20863591,survival,in,sea
doi:10.18739/A20863591,in,sea,ice
doi:10.18739/A20863591,sea,ice,brines
doi:10.18739/A20863591,ice,brines,salinity
doi:10.18739/A20863591,brines,salinity,shifts
doi:10.18739/A20863591,salinity,shifts,and
doi:10.18739/A20863591,shifts,and,the
doi:10.18739/A20863591,and,the,cellular
doi:10.18739/A20863591,the,cellular,fate
doi:10.18739/A20863591,cellular,fate,of
doi:10.18739/A20863591,fate,of,compatible
doi:10.18739/A20863591,of,compatible,solutes
doi:10.18739/A20863604,time,series,of
doi:10.18739/A20863604,series,of,water
doi:10.18739/A20863604,of,water,temperature
doi:10.18739/A20863604,water,temperature,specific
doi:10.18739/A20863604,temperature,specific,conductance
doi:10.18739/A20863604,specific,conductance,and
doi:10.18739/A20863604,conductance,and,oxygen
doi:10.18739/A20863604,and,oxygen,from
doi:10.18739/A20863604,oxygen,from,lake
doi:10.18739/A20863604,from,lake,n2
doi:10.18739/A20863604,lake,n2,north
doi:10.18739/A20863604,n2,north,slope
doi:10.18739/A20863604,north,slope,alaska
doi:10.18739/A20863604,slope,alaska,2015
doi:10.18739/A20863604,alaska,2015,2016
doi:10.18739/A20863623,photogrammetric,scans,of
doi:10.18739/A20863623,scans,of,aerial
doi:10.18739/A20863623,of,aerial,photographs
doi:10.18739/A20863623,aerial,photographs,of
doi:10.18739/A20863623,photographs,of,north
doi:10.18739/A20863623,of,north,american
doi:10.18739/A20863623,north,american,glaciers
doi:10.18739/A20863623,american,glaciers,1972
doi:10.18739/A2091N,rosetta,data,translation
doi:10.18739/A2091N,data,translation,tool
doi:10.18739/A2091N,translation,tool,sandbox
doi:10.18739/A20921,high,resolution,timelapse
doi:10.18739/A20921,resolution,timelapse,images
doi:10.18739/A20921,timelapse,images,for
doi:10.18739/A20921,images,for,columbia
doi:10.18739/A20921,for,columbia,glacier
doi:10.18739/A2094S,passive,acoustic,data
doi:10.18739/A2094S,acoustic,data,from
doi:10.18739/A2094S,data,from,a2w
doi:10.18739/A2094S,from,a2w,in
doi:10.18739/A2094S,a2w,in,the
doi:10.18739/A2094S,in,the,bering
doi:10.18739/A2094S,the,bering,strait
doi:10.18739/A2094S,bering,strait,1
doi:10.18739/A2094S,strait,1,of
doi:10.18739/A2094S,1,of,7
doi:10.18739/A2094S,of,7,120901_000000_au_bs02
doi:10.18739/A2094S,7,120901_000000_au_bs02,wav
doi:10.18739/A2094S,120901_000000_au_bs02,wav,to
doi:10.18739/A2094S,wav,to,121008_100000_au_bs02
doi:10.18739/A2094S,to,121008_100000_au_bs02,wav
doi:10.18739/A2096J,passive,acoustic,data
doi:10.18739/A2096J,acoustic,data,from
doi:10.18739/A2096J,data,from,a2
doi:10.18739/A2096J,from,a2,in
doi:10.18739/A2096J,a2,in,the
doi:10.18739/A2096J,in,the,bering
doi:10.18739/A2096J,the,bering,strait
doi:10.18739/A2096J,bering,strait,for
doi:10.18739/A2096J,strait,for,december
doi:10.18739/A2096J,for,december,2014
