"","identifier","word1","word2","word3"
"95","doi:10.18739/A2058X","albedo","total",NA
"96","doi:10.18739/A2058X","total","net",NA
"97","doi:10.18739/A2058X","net","radiation",NA
"98","doi:10.18739/A2058X","radiation","air",NA
"99","doi:10.18739/A2058X","air","temperature",NA
"100","doi:10.18739/A2058X","temperature","time",NA
"101","doi:10.18739/A2058X","time","plot",NA
"102","doi:10.18739/A2058X","plot","number",NA
"103","doi:10.18739/A2058X","number","wheel",NA
"104","doi:10.18739/A2058X","wheel","rotation",NA
"105","doi:10.18739/A2058X","rotation","count",NA
"106","doi:10.18739/A2058X","count","normalized",NA
"107","doi:10.18739/A2058X","normalized","difference",NA
"108","doi:10.18739/A2058X","difference","vegetation",NA
"109","doi:10.18739/A2058X","vegetation","index",NA
"110","doi:10.18739/A2058X","index","standardized",NA
"111","doi:10.18739/A2058X","standardized","normalized",NA
"112","doi:10.18739/A2058X","normalized","difference",NA
"113","doi:10.18739/A2058X","difference","vegetation",NA
"114","doi:10.18739/A2058X","vegetation","index",NA
"115","doi:10.18739/A2058X","index","tram",NA
"116","doi:10.18739/A2058X","tram","distance",NA
"117","doi:10.18739/A2058X","distance","along",NA
"118","doi:10.18739/A2058X","along","transect",NA
"119","doi:10.18739/A2058X","transect","cm",NA
"120","doi:10.18739/A2058X","cm","corrected",NA
"121","doi:10.18739/A2058X","corrected","tram",NA
"122","doi:10.18739/A2058X","tram","distance",NA
"123","doi:10.18739/A2058X","distance","along",NA
"124","doi:10.18739/A2058X","along","transect",NA
"125","doi:10.18739/A2058X","transect","file",NA
"126","doi:10.18739/A2058X","file","name",NA
"127","doi:10.18739/A2086356K","station","latitude",NA
"128","doi:10.18739/A2086356K","latitude","longitude",NA
"129","doi:10.18739/A2086356K","longitude","year",NA
"130","doi:10.18739/A2086356K","year","date",NA
"131","doi:10.18739/A2086356K","date","depth_n",NA
"132","doi:10.18739/A2086356K","depth_n","depth_average",NA
"133","doi:10.18739/A2086356K","depth_average","depth_sd",NA
"134","doi:10.18739/A2086356K","depth_sd","depth_n",NA
"135","doi:10.18739/A2086356K","depth_n","density_average",NA
"136","doi:10.18739/A2086356K","density_average","density_sd",NA
"137","doi:10.18739/A2086356K","density_sd","surfacetype",NA
"138","doi:10.18739/A20863604",NA,NA,NA
"139","doi:10.18739/A20863623",NA,NA,NA
"140","doi:10.18739/A20C0Z",NA,NA,NA
"141","doi:10.18739/A20C1B",NA,NA,NA
"142","doi:10.18739/A20C4SJ9H",NA,NA,NA
"143","doi:10.18739/A20C4SK70",NA,NA,NA
"144","doi:10.18739/A20G3GZ2F",NA,NA,NA
"145","doi:10.18739/A20G3GZ6C",NA,NA,NA
"146","doi:10.18739/A20G3GZ7V",NA,NA,NA
"147","doi:10.18739/A20J8Q",NA,NA,NA
"148","doi:10.18739/A20J93",NA,NA,NA
"149","doi:10.18739/A20K01",NA,NA,NA
"150","doi:10.18739/A20K26B17",NA,NA,NA
"151","doi:10.18739/A20K26C25",NA,NA,NA
"152","doi:10.18739/A20N94",NA,NA,NA
"153","doi:10.18739/A20P0WQ64",NA,NA,NA
"154","doi:10.18739/A20P0WQ9K",NA,NA,NA
"155","doi:10.18739/A20P0WR0P",NA,NA,NA
"156","doi:10.18739/A20P0WR15","well","date",NA
"157","doi:10.18739/A20P0WR15","date","absolute",NA
"158","doi:10.18739/A20P0WR15","absolute","pressure",NA
"159","doi:10.18739/A20P0WR15","pressure","barometric",NA
"160","doi:10.18739/A20P0WR15","barometric","absolute",NA
"161","doi:10.18739/A20P0WR15","absolute","pressure",NA
"162","doi:10.18739/A20P0WR15","pressure","temperature",NA
"163","doi:10.18739/A20P0WR15","temperature","northing",NA
"164","doi:10.18739/A20P0WR15","northing","easting",NA
"165","doi:10.18739/A20P0WR15","easting","latitude",NA
"166","doi:10.18739/A20P0WR15","latitude","longitude",NA
"167","doi:10.18739/A20P0WR15","longitude","elevation",NA
"168","doi:10.18739/A20P0WR15","elevation","horizontal",NA
"169","doi:10.18739/A20P0WR15","horizontal","precision",NA
"170","doi:10.18739/A20P0WR15","precision","vertical",NA
"171","doi:10.18739/A20P0WR15","vertical","precision",NA
"172","doi:10.18739/A20P0WR15","precision","notes",NA
"173","doi:10.18739/A20P0WR15","notes","date",NA
"174","doi:10.18739/A20P0WR15","date","rain",NA
"175","doi:10.18739/A20P0WR15","rain","temperature",NA
"176","doi:10.18739/A20P0WR15","temperature","relative",NA
"177","doi:10.18739/A20P0WR15","relative","humidity",NA
"178","doi:10.18739/A20P0WR15","humidity","wind",NA
"179","doi:10.18739/A20P0WR15","wind","speed",NA
"180","doi:10.18739/A20P0WR15","speed","gust",NA
"181","doi:10.18739/A20P0WR15","gust","speed",NA
"182","doi:10.18739/A20P0WR15","speed","air",NA
"183","doi:10.18739/A20P0WR15","air","pressure",NA
"184","doi:10.18739/A20P0WR15","pressure","wind",NA
"185","doi:10.18739/A20P0WR15","wind","direction",NA
"186","doi:10.18739/A20P0WR15","direction","photosynthetically",NA
"187","doi:10.18739/A20P0WR15","photosynthetically","active",NA
"188","doi:10.18739/A20P0WR15","active","radiation",NA
"189","doi:10.18739/A20P0WR15","radiation","solar",NA
"190","doi:10.18739/A20P0WR15","solar","radiation",NA
"191","doi:10.18739/A20P0WR15","radiation","dew",NA
"192","doi:10.18739/A20P0WR15","dew","point",NA
"193","doi:10.18739/A20P0WR15","point","temperature",NA
"194","doi:10.18739/A20P0WR15","temperature","transect",NA
"195","doi:10.18739/A20P0WR15","transect","date",NA
"196","doi:10.18739/A20P0WR15","date","battery",NA
"197","doi:10.18739/A20P0WR15","battery","temperature",NA
"198","doi:10.18739/A20P0WR15","temperature","dissolved",NA
"199","doi:10.18739/A20P0WR15","dissolved","oxygen",NA
"200","doi:10.18739/A20P0WR15","oxygen","dissolved",NA
"201","doi:10.18739/A20P0WR15","dissolved","oxygen",NA
"202","doi:10.18739/A20P0WR15","oxygen","saturation",NA
"203","doi:10.18739/A20P0WR15","saturation","point",NA
"204","doi:10.18739/A20P0WR15","point","id",NA
"205","doi:10.18739/A20P0WR15","id","northing",NA
"206","doi:10.18739/A20P0WR15","northing","easting",NA
"207","doi:10.18739/A20P0WR15","easting","latitude",NA
"208","doi:10.18739/A20P0WR15","latitude","longitude",NA
"209","doi:10.18739/A20P0WR15","longitude","elevation",NA
"210","doi:10.18739/A20P0WR15","elevation","horizontal",NA
"211","doi:10.18739/A20P0WR15","horizontal","precision",NA
"212","doi:10.18739/A20P0WR15","precision","vertical",NA
"213","doi:10.18739/A20P0WR15","vertical","precision",NA
"214","doi:10.18739/A20P0WR15","precision","notes",NA
"215","doi:10.18739/A20P0WR53",NA,NA,NA
"216","doi:10.18739/A20P2T",NA,NA,NA
"217","doi:10.18739/A20R8S",NA,NA,NA
"218","doi:10.18739/A20R9M41W","site","depth",NA
"219","doi:10.18739/A20R9M41W","depth","cm",NA
"220","doi:10.18739/A20R9M41W","cm","sample",NA
"221","doi:10.18739/A20R9M41W","sample","date",NA
"222","doi:10.18739/A20R9M41W","date","ammonia",NA
"223","doi:10.18739/A20R9M41W","ammonia","concentration",NA
"224","doi:10.18739/A20R9M41W","concentration","nitrate",NA
"225","doi:10.18739/A20R9M41W","nitrate","and",NA
"226","doi:10.18739/A20R9M41W","and","nitrite",NA
"227","doi:10.18739/A20R9M41W","nitrite","concentration",NA
"228","doi:10.18739/A20R9M41W","concentration","total",NA
"229","doi:10.18739/A20R9M41W","total","dissolved",NA
"230","doi:10.18739/A20R9M41W","dissolved","phosphorus",NA
"231","doi:10.18739/A20R9M41W","phosphorus","chlorine",NA
"232","doi:10.18739/A20R9M41W","chlorine","concentration",NA
"233","doi:10.18739/A20R9M41W","concentration","sulphate",NA
"234","doi:10.18739/A20R9M41W","sulphate","concentration",NA
"235","doi:10.18739/A20R9M41W","concentration","site",NA
"236","doi:10.18739/A20R9M41W","site","depth",NA
"237","doi:10.18739/A20R9M41W","depth","percent",NA
"238","doi:10.18739/A20R9M41W","percent","organic",NA
"239","doi:10.18739/A20R9M41W","organic","carbon",NA
"240","doi:10.18739/A20R9M41W","carbon","percent",NA
"241","doi:10.18739/A20R9M41W","percent","calcium",NA
"242","doi:10.18739/A20R9M41W","calcium","carbonate",NA
"243","doi:10.18739/A20R9M41W","carbonate","site",NA
"244","doi:10.18739/A20R9M41W","site","depth",NA
"245","doi:10.18739/A20R9M41W","depth","oxygen",NA
"246","doi:10.18739/A20R9M41W","oxygen","concentration",NA
"247","doi:10.18739/A20R9M41W","concentration","ph",NA
"248","doi:10.18739/A20R9M41W","ph","redox",NA
"249","doi:10.18739/A20R9M41W","redox","potential",NA
"250","doi:10.18739/A20R9M42C",NA,NA,NA
"251","doi:10.18739/A20R9M45T",NA,NA,NA
"252","doi:10.18739/A20R9M47S",NA,NA,NA
"253","doi:10.18739/A20V89H5P",NA,NA,NA
"254","doi:10.18739/A20V89H7N","integer","base",NA
"255","doi:10.18739/A20V89H7N","base","time",NA
"256","doi:10.18739/A20V89H7N","time","double",NA
"257","doi:10.18739/A20V89H7N","double","time",NA
"258","doi:10.18739/A20V89H7N","time","offset",NA
"259","doi:10.18739/A20V89H7N","offset","float",NA
"260","doi:10.18739/A20V89H7N","float","heights",NA
"261","doi:10.18739/A20V89H7N","heights","float",NA
"262","doi:10.18739/A20V89H7N","float","avg_retrieved_lwc",NA
"263","doi:10.18739/A20V89H7N","avg_retrieved_lwc","float",NA
"264","doi:10.18739/A20V89H7N","float","avg_retrieved_iwc",NA
"265","doi:10.18739/A20V89H7N","avg_retrieved_iwc","float",NA
"266","doi:10.18739/A20V89H7N","float","avg_liqeffectiveradius",NA
"267","doi:10.18739/A20V89H7N","avg_liqeffectiveradius","float",NA
"268","doi:10.18739/A20V89H7N","float","avg_iceeffectiveradius",NA
"269","doi:10.18739/A20V89H7N","avg_iceeffectiveradius","float",NA
"270","doi:10.18739/A20V89H7N","float","avg_cloudfraction",NA
"271","doi:10.18739/A20V89H7N","avg_cloudfraction","short",NA
"272","doi:10.18739/A20V89H7N","short","cloudphasemask",NA
"273","doi:10.18739/A20V89H7N","cloudphasemask","short",NA
"274","doi:10.18739/A20V89H7N","short","cloudretrievalmask",NA
"275","doi:10.18739/A20V89H7N","cloudretrievalmask","short",NA
"276","doi:10.18739/A20V89H7N","short","instruments",NA
"277","doi:10.18739/A20V89H7N","instruments","float",NA
"278","doi:10.18739/A20V89H7N","float","lat",NA
"279","doi:10.18739/A20V89H7N","lat","record",NA
"280","doi:10.18739/A20V89H7N","record","float",NA
"281","doi:10.18739/A20V89H7N","float","long",NA
"282","doi:10.18739/A20V89H7N","long","record",NA
"283","doi:10.18739/A20V89H7N","record","float",NA
"284","doi:10.18739/A20V89H7N","float","alt",NA
"285","doi:10.18739/A20V89H7N","alt","record",NA
"286","doi:10.18739/A20V89J16",NA,NA,NA
"287","doi:10.18739/A20Z70W80","wavelength","nm",NA
"288","doi:10.18739/A20Z70W80","nm","reflectance",NA
"289","doi:10.18739/A20Z70W80","reflectance","intensity",NA
"290","doi:10.18739/A20Z70W9G",NA,NA,NA
"291","doi:10.18739/A20Z70X31",NA,NA,NA
"292","doi:10.18739/A20Z70X4H",NA,NA,NA
"293","doi:10.18739/A20Z8V",NA,NA,NA
"294","doi:10.18739/A2124P",NA,NA,NA
"295","doi:10.18739/A2125Q96P",NA,NA,NA
"296","doi:10.18739/A2154DN9J",NA,NA,NA
"297","doi:10.18739/A2154DP90",NA,NA,NA
"298","doi:10.18739/A2154DQ03",NA,NA,NA
"299","doi:10.18739/A21834279",NA,NA,NA
"300","doi:10.18739/A2183432B",NA,NA,NA
"301","doi:10.18739/A2183C",NA,NA,NA
"302","doi:10.18739/A21C08",NA,NA,NA
"303","doi:10.18739/A21C1TF88",NA,NA,NA
"304","doi:10.18739/A21C1TG39",NA,NA,NA
"305","doi:10.18739/A21G09",NA,NA,NA
"306","doi:10.18739/A21G0HT84",NA,NA,NA
"307","doi:10.18739/A21G0HV2P",NA,NA,NA
"308","doi:10.18739/A21G0HV73",NA,NA,NA
"309","doi:10.18739/A21G0HW05",NA,NA,NA
"310","doi:10.18739/A21J9773W",NA,NA,NA
"311","doi:10.18739/A21J9774C",NA,NA,NA
"312","doi:10.18739/A21J9776B",NA,NA,NA
"313","doi:10.18739/A21J9779S","date","and",NA
"314","doi:10.18739/A21J9779S","and","time",NA
"315","doi:10.18739/A21J9779S","time","water",NA
"316","doi:10.18739/A21J9779S","water","vapor",NA
"317","doi:10.18739/A21J9779S","vapor","mixing",NA
"318","doi:10.18739/A21J9779S","mixing","ratio",NA
"319","doi:10.18739/A21J9779S","ratio","water",NA
"320","doi:10.18739/A21J9779S","water","vapor",NA
"321","doi:10.18739/A21J9779S","vapor","δ18o",NA
"322","doi:10.18739/A21J9779S","δ18o","water",NA
"323","doi:10.18739/A21J9779S","water","vapor",NA
"324","doi:10.18739/A21J9779S","vapor","δd",NA
"325","doi:10.18739/A21J9779S","δd","water",NA
"326","doi:10.18739/A21J9779S","water","vapor",NA
"327","doi:10.18739/A21J9779S","vapor","deuterium",NA
"328","doi:10.18739/A21J9779S","deuterium","excess",NA
"329","doi:10.18739/A21J9779S","excess","timestamp",NA
"330","doi:10.18739/A21J9779S","timestamp","water",NA
"331","doi:10.18739/A21J9779S","water","vapor",NA
"332","doi:10.18739/A21J9779S","vapor","mixing",NA
"333","doi:10.18739/A21J9779S","mixing","ratio",NA
"334","doi:10.18739/A21J9779S","ratio","d18o",NA
"335","doi:10.18739/A21J9779S","d18o","water",NA
"336","doi:10.18739/A21J9779S","water","vapor",NA
"337","doi:10.18739/A21J9779S","vapor","d2h",NA
"338","doi:10.18739/A21J9779S","d2h","water",NA
"339","doi:10.18739/A21J9779S","water","vapor",NA
"340","doi:10.18739/A21J9779S","vapor","flow",NA
"341","doi:10.18739/A21J9779S","flow","setting",NA
"342","doi:10.18739/A21J9779S","setting","timestamp",NA
"343","doi:10.18739/A21J9779S","timestamp","water",NA
"344","doi:10.18739/A21J9779S","water","vapor",NA
"345","doi:10.18739/A21J9779S","vapor","mixing",NA
"346","doi:10.18739/A21J9779S","mixing","ratio",NA
"347","doi:10.18739/A21J9779S","ratio","d18o",NA
"348","doi:10.18739/A21J9779S","d18o","of",NA
"349","doi:10.18739/A21J9779S","of","water",NA
"350","doi:10.18739/A21J9779S","water","vapor",NA
"351","doi:10.18739/A21J9779S","vapor","d2h",NA
"352","doi:10.18739/A21J9779S","d2h","of",NA
"353","doi:10.18739/A21J9779S","of","water",NA
"354","doi:10.18739/A21J9779S","water","vapor",NA
"355","doi:10.18739/A21J9779S","vapor","flow",NA
"356","doi:10.18739/A21J9779S","flow","rate",NA
"357","doi:10.18739/A21J9781C",NA,NA,NA
"358","doi:10.18739/A21J9D",NA,NA,NA
"359","doi:10.18739/A21N7P",NA,NA,NA
"360","doi:10.18739/A21N7XM2W",NA,NA,NA
"361","doi:10.18739/A21N7XM4V",NA,NA,NA
"362","doi:10.18739/A21N7XN2B",NA,NA,NA
"363","doi:10.18739/A21N7XN49",NA,NA,NA
"364","doi:10.18739/A21P3H",NA,NA,NA
"365","doi:10.18739/A21R6N12M",NA,NA,NA
"366","doi:10.18739/A21R6N152",NA,NA,NA
"367","doi:10.18739/A21R6N171",NA,NA,NA
"368","doi:10.18739/A21R7Q",NA,NA,NA
"369","doi:10.18739/A21S1S",NA,NA,NA
"370","doi:10.18739/A21V5BD6D",NA,NA,NA
"371","doi:10.18739/A21V5BF0Z",NA,NA,NA
"372","doi:10.18739/A21Z41S49",NA,NA,NA
"373","doi:10.18739/A21Z41T4R",NA,NA,NA
"374","doi:10.18739/A21Z51",NA,NA,NA
"375","doi:10.18739/A2222R54H",NA,NA,NA
"376","doi:10.18739/A2222R58F",NA,NA,NA
"377","doi:10.18739/A2222R59X",NA,NA,NA
"378","doi:10.18739/A2222R601",NA,NA,NA
"379","doi:10.18739/A2222R68W",NA,NA,NA
"380","doi:10.18739/A22240",NA,NA,NA
"381","doi:10.18739/A2226R",NA,NA,NA
"382","doi:10.18739/A2251FJ9S",NA,NA,NA
"383","doi:10.18739/A2251FK1C",NA,NA,NA
"384","doi:10.18739/A2251FK3B","date","of",NA
"385","doi:10.18739/A2251FK3B","of","acquired",NA
"386","doi:10.18739/A2251FK3B","acquired","data",NA
"387","doi:10.18739/A2251FK3B","data","calendar",NA
"388","doi:10.18739/A2251FK3B","calendar","year",NA
"389","doi:10.18739/A2251FK3B","year","of",NA
"390","doi:10.18739/A2251FK3B","of","collected",NA
"391","doi:10.18739/A2251FK3B","collected","data",NA
"392","doi:10.18739/A2251FK3B","data","maximum",NA
"393","doi:10.18739/A2251FK3B","maximum","daily",NA
"394","doi:10.18739/A2251FK3B","daily","temperature",NA
"395","doi:10.18739/A2251FK3B","temperature","minimum",NA
"396","doi:10.18739/A2251FK3B","minimum","daily",NA
"397","doi:10.18739/A2251FK3B","daily","temperature",NA
"398","doi:10.18739/A2251FK3B","temperature","average",NA
"399","doi:10.18739/A2251FK3B","average","daily",NA
"400","doi:10.18739/A2251FK3B","daily","temperature",NA
"401","doi:10.18739/A2251FK3B","temperature","precipitation",NA
"402","doi:10.18739/A2251FK3B","precipitation","year",NA
"403","doi:10.18739/A2251FK3B","year","daily",NA
"404","doi:10.18739/A2251FK3B","daily","precipitation",NA
"405","doi:10.18739/A2251FK3B","precipitation","totals",NA
"406","doi:10.18739/A2251FK3B","totals","potential",NA
"407","doi:10.18739/A2251FK3B","potential","evaoptranspiration",NA
"408","doi:10.18739/A2251FK97",NA,NA,NA
"409","doi:10.18739/A2253N",NA,NA,NA
"410","doi:10.18739/A22541",NA,NA,NA
"411","doi:10.18739/A2255D",NA,NA,NA
"412","doi:10.18739/A22664","integer","base",NA
"413","doi:10.18739/A22664","base","time",NA
"414","doi:10.18739/A22664","time","double",NA
"415","doi:10.18739/A22664","double","time",NA
"416","doi:10.18739/A22664","time","offset",NA
"417","doi:10.18739/A22664","offset","float",NA
"418","doi:10.18739/A22664","float","heights",NA
"419","doi:10.18739/A22664","heights","float",NA
"420","doi:10.18739/A22664","float","avg_retrieved_lwc",NA
"421","doi:10.18739/A22664","avg_retrieved_lwc","float",NA
"422","doi:10.18739/A22664","float","avg_retrieved_iwc",NA
"423","doi:10.18739/A22664","avg_retrieved_iwc","float",NA
"424","doi:10.18739/A22664","float","avg_liqeffectiveradius",NA
"425","doi:10.18739/A22664","avg_liqeffectiveradius","float",NA
"426","doi:10.18739/A22664","float","avg_iceeffectiveradius",NA
"427","doi:10.18739/A22664","avg_iceeffectiveradius","float",NA
"428","doi:10.18739/A22664","float","avg_cloudfraction",NA
"429","doi:10.18739/A22664","avg_cloudfraction","short",NA
"430","doi:10.18739/A22664","short","cloudphasemask",NA
"431","doi:10.18739/A22664","cloudphasemask","short",NA
"432","doi:10.18739/A22664","short","cloudretrievalmask",NA
"433","doi:10.18739/A22664","cloudretrievalmask","short",NA
"434","doi:10.18739/A22664","short","instruments",NA
"435","doi:10.18739/A22664","instruments","float",NA
"436","doi:10.18739/A22664","float","lat",NA
"437","doi:10.18739/A22664","lat","record",NA
"438","doi:10.18739/A22664","record","float",NA
"439","doi:10.18739/A22664","float","long",NA
"440","doi:10.18739/A22664","long","record",NA
"441","doi:10.18739/A22664","record","float",NA
"442","doi:10.18739/A22664","float","alt",NA
"443","doi:10.18739/A22664","alt","record",NA
"444","doi:10.18739/A22804Z8M",NA,NA,NA
"445","doi:10.18739/A2280504J",NA,NA,NA
"446","doi:10.18739/A2283P",NA,NA,NA
"447","doi:10.18739/A22B8VB7G",NA,NA,NA
"448","doi:10.18739/A22B8VC2H",NA,NA,NA
"449","doi:10.18739/A22B9N",NA,NA,NA
"450","doi:10.18739/A22C1Z",NA,NA,NA
"451","doi:10.18739/A22F7JR7S",NA,NA,NA
"452","doi:10.18739/A22G10",NA,NA,NA
"453","doi:10.18739/A22J6842N",NA,NA,NA
"454","doi:10.18739/A22J6846K","datetime","temperature",NA
"455","doi:10.18739/A22J6846K","temperature","conductivity",NA
"456","doi:10.18739/A22J6846K","conductivity","potential",NA
"457","doi:10.18739/A22J6846K","potential","temperature",NA
"458","doi:10.18739/A22J6846K","temperature","salinity",NA
"459","doi:10.18739/A22J6846K","salinity","pressure",NA
"460","doi:10.18739/A22J6846K","pressure","datetime",NA
"461","doi:10.18739/A22J6846K","datetime","temperature",NA
"462","doi:10.18739/A22J6846K","temperature","conductivity",NA
"463","doi:10.18739/A22J6846K","conductivity","potential",NA
"464","doi:10.18739/A22J6846K","potential","temperature",NA
"465","doi:10.18739/A22J6846K","temperature","salinity",NA
"466","doi:10.18739/A22J6846K","salinity","pressure",NA
"467","doi:10.18739/A22J6846K","pressure","datetime",NA
"468","doi:10.18739/A22J6846K","datetime","temperature",NA
"469","doi:10.18739/A22J6846K","temperature","conductivity",NA
"470","doi:10.18739/A22J6846K","conductivity","potential",NA
"471","doi:10.18739/A22J6846K","potential","temperature",NA
"472","doi:10.18739/A22J6846K","temperature","salinity",NA
"473","doi:10.18739/A22J6846K","salinity","pressure",NA
"474","doi:10.18739/A22J6846K","pressure","datetime",NA
"475","doi:10.18739/A22J6846K","datetime","temperature",NA
"476","doi:10.18739/A22J6846K","temperature","conductivity",NA
"477","doi:10.18739/A22J6846K","conductivity","potential",NA
"478","doi:10.18739/A22J6846K","potential","temperature",NA
"479","doi:10.18739/A22J6846K","temperature","salinity",NA
"480","doi:10.18739/A22J6846K","salinity","pressure",NA
"481","doi:10.18739/A22J6846K","pressure","datetime",NA
"482","doi:10.18739/A22J6846K","datetime","temperature",NA
"483","doi:10.18739/A22J6846K","temperature","conductivity",NA
"484","doi:10.18739/A22J6846K","conductivity","potential",NA
"485","doi:10.18739/A22J6846K","potential","temperature",NA
"486","doi:10.18739/A22J6846K","temperature","salinity",NA
"487","doi:10.18739/A22J6846K","salinity","pressure",NA
"488","doi:10.18739/A22J6846K","pressure","datetime",NA
"489","doi:10.18739/A22J6846K","datetime","temperature",NA
"490","doi:10.18739/A22J6846K","temperature","conductivity",NA
"491","doi:10.18739/A22J6846K","conductivity","potential",NA
"492","doi:10.18739/A22J6846K","potential","temperature",NA
"493","doi:10.18739/A22J6846K","temperature","salinity",NA
"494","doi:10.18739/A22J6846K","salinity","pressure",NA
"495","doi:10.18739/A22J6846K","pressure","datetime",NA
"496","doi:10.18739/A22J6846K","datetime","temperature",NA
"497","doi:10.18739/A22J6846K","temperature","conductivity",NA
"498","doi:10.18739/A22J6846K","conductivity","potential",NA
"499","doi:10.18739/A22J6846K","potential","temperature",NA
"500","doi:10.18739/A22J6846K","temperature","salinity",NA
"501","doi:10.18739/A22J6846K","salinity","pressure",NA
